attempt_id,car_number,car_attempt_index,canonical_speed_mph,attempt_class,official_speed_mph,official_status
90eea27e-6e83-5e24-8428-811eae3ff157,06,2,229.63,A_COMPLETE,,
01896a4f-c482-5093-a806-89bc4273641d,06,1,225.482,A_COMPLETE,,
