attempt_id,session_id,entry_key,attempt_key,car_number,driver_name,car_attempt_index,mapped_capture_event_id,mapped_capture_time_utc,timing_class,timing_basis,mapping_support,performance_alignment_usable,chronology_usable,queue_replay_usable,time_semantic_note
4440ce15-ba43-554c-842f-0116f2faf94b,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_3|1,,3,Scott McLaughlin,,fcb1d54d-5512-53d7-8d49-5b2a7675d19a,2024-05-18T15:05:43Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,True,False,False,Unique same-car 1:1 mapping between one canonical attempt and one qualifier capture. No within-car ordinal ambiguity exists. Recorder capture is still only an approximate performance timestamp.
eedcdd73-d218-5ab6-a4d2-c18478503d31,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_4|1,,4,Kyffin Simpson,,b1771e78-16dd-515b-a3e0-e1aeeda8acf8,2024-05-18T15:10:30Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,True,False,False,Unique same-car 1:1 mapping between one canonical attempt and one qualifier capture. No within-car ordinal ambiguity exists. Recorder capture is still only an approximate performance timestamp.
dde71df5-4fd6-5d14-89ce-1f65485e19f0,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_12|1,INDY500_DAY1_2024|INDY500_DAY1_2024|CAR_12|1|1,12,Will Power,1.0,e45cded3-f363-53ca-a0b5-0d89fc15f3fb,2024-05-18T15:56:00Z,EXISTING_CONSTRAINED_SEQUENCE_LINK,EXISTING_2024_CONSTRAINED_CAPTURE_LINK,EXISTING_CONSTRAINED_LINK_WITH_KNOWN_ATTEMPT_ORDINAL,True,False,False,Existing constrained 2024 Timing71 capture link. Recorder capture is suitable for approximate performance environment alignment only; it is not an exact timed-run start.
a31aaceb-bf6d-5c61-a607-3022328ecc2c,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_11|1,,11,Marcus Armstrong,,5cab3b8c-3ead-58ad-8c6f-ede3512b9598,2024-05-18T15:56:15Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,True,False,False,Unique same-car 1:1 mapping between one canonical attempt and one qualifier capture. No within-car ordinal ambiguity exists. Recorder capture is still only an approximate performance timestamp.
61c1e429-5f49-5a6a-a7cd-58dfd7893778,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_60|1,,60,Felix Rosenqvist,,be57bf28-7155-5c68-90a8-adeb5d74df61,2024-05-18T17:35:09Z,UNIQUE_SINGLETON_CAPTURE_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,UNIQUE_1_TO_1_SAME_CAR_NO_ORDINAL_AMBIGUITY,True,False,False,Unique same-car 1:1 mapping between one canonical attempt and one qualifier capture. No within-car ordinal ambiguity exists. Recorder capture is still only an approximate performance timestamp.
3072c6a1-a1c0-561e-a338-3e9b559cea21,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_7|1,INDY500_DAY1_2024|INDY500_DAY1_2024|CAR_7|1|1,7,Alexander Rossi,1.0,ec25ff93-4f15-5529-80d8-69cdf68fdd7a,2024-05-18T17:53:59Z,EXISTING_CONSTRAINED_SEQUENCE_LINK,EXISTING_2024_CONSTRAINED_CAPTURE_LINK,EXISTING_CONSTRAINED_LINK_WITH_KNOWN_ATTEMPT_ORDINAL,True,False,False,Existing constrained 2024 Timing71 capture link. Recorder capture is suitable for approximate performance environment alignment only; it is not an exact timed-run start.
8ec48ba2-cd65-5a70-94b7-6bd93fe67f38,INDY500_DAY1_2024,INDY500_DAY1_2024|CAR_7|1,INDY500_DAY1_2024|INDY500_DAY1_2024|CAR_7|1|2,7,Alexander Rossi,2.0,59aca8ee-8728-5fac-8f00-ac70fd400deb,2024-05-18T20:37:01Z,EXISTING_CONSTRAINED_SEQUENCE_LINK,EXISTING_2024_CONSTRAINED_CAPTURE_LINK,EXISTING_CONSTRAINED_LINK_WITH_KNOWN_ATTEMPT_ORDINAL,True,False,False,Existing constrained 2024 Timing71 capture link. Recorder capture is suitable for approximate performance environment alignment only; it is not an exact timed-run start.
