metric,value,status
castroneves_car06_canonical_rows,2,PASS
montoya_car6_canonical_rows,1,INFO
castroneves_228622_rows,0,PASS
montoya_228622_rows,1,PASS
castroneves_225482_unique,0,FAIL
castroneves_229630_unique,0,FAIL
direct_first_run_narrative,1,PASS
automatic_action_promotions,0,PASS
car_number_integer_normalization_used,0,PASS
result_row_order_used_as_chronology,0,PASS
canonical_data_mutated,0,PASS
