fold_id,fold_role,model_name,test_year,attempt_id,session_id,car_number_prediction,driver_name_prediction,actual_speed_mph,predicted_speed_mph,residual_pred_minus_actual_mph,absolute_error_mph,model_policy_hash,year,car_number_matrix,driver_name_matrix,four_lap_average_speed_mph,forecast_temp_c,forecast_relative_humidity_pct,forecast_wind_speed_10m_ms,forecast_wind_direction_sin,forecast_wind_direction_cos,forecast_pressure_hpa,forecast_cloud_cover_pct,forecast_shortwave_radiation_wm2,prior_supported_attempt_count,seconds_since_prior_supported_attempt,best_prior_supported_average_speed_mph,has_prior_supported_attempt,_resolved_year,_resolved_car_number,_resolved_driver_name,_resolved_target,diagnostic_policy_hash
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,INDY500_DAY1_2020,15,Graham Rahal,230.822,230.87316883116884,0.0511688311688374,0.0511688311688374,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,15,Graham Rahal,230.822,25.455096817016624,68.61784187502553,0.6490487115754121,-0.6009696950270463,0.7992718096236717,988.085,0.0,683.1475,0,0.0,0.0,0,2020,15,Graham Rahal,230.822,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,a6295479-1996-5baa-b116-ab56a03c118d,INDY500_DAY1_2020,41,Dalton Kellett,228.88,230.87316883116884,1.9931688311688447,1.9931688311688447,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,41,Dalton Kellett,228.88,25.72743441263837,67.32986967526107,0.6517341175997935,-0.4776997330459172,0.8785231727438152,987.8683333333332,0.0,708.3891666666667,0,0.0,0.0,0,2020,41,Dalton Kellett,228.88,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,e132bf44-6808-5d6b-819c-a993af279439,INDY500_DAY1_2020,21,Rinus VeeKay,231.114,230.87316883116884,-0.2408311688311641,0.2408311688311641,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,21,Rinus VeeKay,231.114,25.85312868754071,66.73542096767746,0.6529735357648926,-0.4171765405890188,0.9088254694836512,987.7683333333332,0.0,720.0391666666667,0,0.0,0.0,0,2020,21,Rinus VeeKay,231.114,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,954d29f8-6770-5c41-9322-b23c885935ef,INDY500_DAY1_2020,60,Jack Harvey,229.861,230.87316883116884,1.01216883116885,1.01216883116885,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,60,Jack Harvey,229.861,25.957873916626,66.24004704469112,0.6540063842358085,-0.3652685592406277,0.930902185855354,987.685,0.0,729.7475000000001,0,0.0,0.0,0,2020,60,Jack Harvey,229.861,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,INDY500_DAY1_2020,9,Scott Dixon,231.094,230.87316883116884,-0.2208311688311539,0.2208311688311539,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,9,Scott Dixon,231.094,26.083568191528343,65.64559833710751,0.6552458024009076,-0.3014596534247562,0.953478933882142,987.585,0.0,741.3975,0,0.0,0.0,0,2020,9,Scott Dixon,231.094,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,e2df4919-a45f-5b41-916e-55908e4f1abb,INDY500_DAY1_2020,45,Spencer Pigot,230.539,230.87316883116884,0.3341688311688529,0.3341688311688529,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,45,Spencer Pigot,230.539,26.188313420613632,65.15022441412118,0.6562786508718235,-0.2472179734333074,0.968959892674371,987.5016666666668,0.0,751.1058333333334,0,0.0,0.0,0,2020,45,Spencer Pigot,230.539,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,194c9baa-3297-571e-82bf-ac3ba81e07fc,INDY500_DAY1_2020,5,Pato O'Ward,229.902,230.87316883116884,0.9711688311688532,0.9711688311688532,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,5,Pato O'Ward,229.902,26.46430146959095,67.62613474733031,0.9136247043160302,0.1488078493347059,0.9888661304627536,987.0090277777778,0.0,762.0102777777778,0,0.0,0.0,0,2020,5,Pato O'Ward,229.902,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,00d1c34a-f916-5fa9-803b-2cc6962f2595,INDY500_DAY1_2020,1,Josef Newgarden,230.296,230.87316883116884,0.5771688311688479,0.5771688311688479,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,1,Josef Newgarden,230.296,26.595654212103973,66.90970743549279,0.9240947719811894,0.2029829962735726,0.979182262514902,986.967361111111,0.0,772.3936111111111,0,0.0,0.0,0,2020,1,Josef Newgarden,230.296,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,INDY500_DAY1_2020,24,Sage Karam,227.099,230.87316883116884,3.7741688311688506,3.7741688311688506,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,24,Sage Karam,227.099,26.858359697130012,65.47685281181774,0.945034907311508,0.3093267322667661,0.9509558205853542,986.8840277777778,0.0,793.1602777777778,0,0.0,0.0,0,2020,24,Sage Karam,227.099,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
PRIMARY_LOYO_2020,PRIMARY,MEAN_BASELINE,2020,81f0c457-15fb-5f7f-9649-8663a142764d,INDY500_DAY1_2020,27,Alexander Rossi,231.268,230.87316883116884,-0.3948311688311605,0.3948311688311605,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806,2020,27,Alexander Rossi,231.268,26.967820315890865,64.87983005195314,0.9537599636991404,0.3526039142349207,0.9357726645217912,986.8493055555556,0.0,801.8130555555556,0,0.0,0.0,0,2020,27,Alexander Rossi,231.268,575fd17a6f1be1f5d174cf43e422efde3970314f41803aa9ca4bbb59ff72b75a
