source_path,source_class,unit_index,classification,drivers_in_unit,tire_temperature_terms,pressure_terms,thermal_terms,warming_terms,cooling_terms,fresh_tire_terms,generic_tire_terms,run_context_terms,attempt_specific,temperature_value,pressure_value,tire_state,promotion_status,text
weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_SATO_BUZZ.txt,INDYCAR_OFFICIAL_EDITORIAL,168,GENERIC_TIRE_MENTION_REVIEW,David Malukas,,,,,,,Tires,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW_REQUIRED,14 ROKiT/AJ Foyt Racing Chevrolet) was widely praised for delivering a dominating season last year in Indy Lights presented by Cooper Tires – he won 10 of the 20 races to capture the series title – Malukas won seven races and only finished 13 points behind Kirkwood.
weather/evidence/rescue/official_2022_editorial_chronology/raw_html/INDYCAR_2022_SATO_BUZZ.html,INDYCAR_OFFICIAL_EDITORIAL,170,GENERIC_TIRE_MENTION_REVIEW,David Malukas,,,,,,,Tires,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW_REQUIRED,14 ROKiT/AJ Foyt Racing Chevrolet) was widely praised for delivering a dominating season last year in Indy Lights presented by Cooper Tires &ndash; he won 10 of the 20 races to capture the series title &ndash; Malukas won seven races and only finished 13 points behind Kirkwood.
