metric,value
files_scanned,83
candidate_rows,2
priority_rows,0
rain_rubber_mechanism_candidates,0
direct_rubber_grip_candidates,0
direct_track_evolution_grip_candidates,0
green_track_candidates,0
elapsed_time_used_as_track_evolution,0
quantitative_grip_inferred,0
quantitative_rubber_inferred,0
