attempt_id,session_id,car_number,driver_name,car_attempt_index,performance_time_utc,availability_lag_minutes,eligible_snapshot_count,has_any_eligible_snapshot,nearest_snapshot_id,nearest_issue_time_utc,nearest_valid_time_utc,nearest_forecast_lead_hours,nearest_valid_offset_minutes,nearest_valid_relation,latest_available_issue_time_utc,latest_available_issue_age_minutes,same_cycle_bracket_available,same_cycle_before_snapshot_id,same_cycle_after_snapshot_id,same_cycle_before_valid_offset_minutes,same_cycle_after_valid_offset_minutes
c9ee13fe-3b9e-555c-9a7d-a078015b8b91,INDY500_DAY1_2020,66,Fernando Alonso,1.0,2020-08-15T15:59:05Z,60,16,True,bcf4cb70-3078-5db0-a63d-6eff547f92bb,2020-08-15T14:00:00Z,2020-08-15T16:00:00Z,2.0,0.9166666666666666,VALID_TIME_AFTER_TARGET,2020-08-15T14:00:00Z,119.08333333333333,True,b64f2781-c6bc-5450-818e-4ba180d8cae3,bcf4cb70-3078-5db0-a63d-6eff547f92bb,-59.083333333333336,0.9166666666666666
d155ad85-3d5c-5b55-95d6-40ba696a0bde,INDY500_DAY1_2020,28,Ryan Hunter-Reay,1.0,2020-08-15T16:04:05Z,60,20,True,35c973d2-d053-5cc8-af6d-f866452f879f,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,-4.083333333333333,VALID_TIME_BEFORE_TARGET,2020-08-15T15:00:00Z,64.08333333333333,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-4.083333333333333,55.916666666666664
518373d9-25de-58cf-8315-f6c215b6f672,INDY500_DAY1_2020,8,Marcus Ericsson,1.0,2020-08-15T16:13:15Z,60,20,True,35c973d2-d053-5cc8-af6d-f866452f879f,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,-13.25,VALID_TIME_BEFORE_TARGET,2020-08-15T15:00:00Z,73.25,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-13.25,46.75
72b65040-5363-5722-b1cd-297bffa2af77,INDY500_DAY1_2020,7,Oliver Askew,1.0,2020-08-15T16:18:15Z,60,20,True,35c973d2-d053-5cc8-af6d-f866452f879f,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,-18.25,VALID_TIME_BEFORE_TARGET,2020-08-15T15:00:00Z,78.25,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-18.25,41.75
6041dd38-4b6d-5e38-81fd-8006cbe0bafd,INDY500_DAY1_2020,10,Felix Rosenqvist,1.0,2020-08-15T16:22:25Z,60,20,True,35c973d2-d053-5cc8-af6d-f866452f879f,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,-22.416666666666668,VALID_TIME_BEFORE_TARGET,2020-08-15T15:00:00Z,82.41666666666667,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-22.416666666666668,37.583333333333336
9a2e168d-3dda-5e76-8daf-588c20d91341,INDY500_DAY1_2020,20,Ed Carpenter,1.0,2020-08-15T16:27:25Z,60,20,True,35c973d2-d053-5cc8-af6d-f866452f879f,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,1.0,-27.416666666666668,VALID_TIME_BEFORE_TARGET,2020-08-15T15:00:00Z,87.41666666666667,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-27.416666666666668,32.583333333333336
917d4c7e-5c5e-5976-aa32-50a7bc958440,INDY500_DAY1_2020,29,James Hinchcliffe,1.0,2020-08-15T16:32:25Z,60,20,True,fa6a9f67-ea83-5639-93f2-5c88a39e5243,2020-08-15T15:00:00Z,2020-08-15T17:00:00Z,2.0,27.583333333333332,VALID_TIME_AFTER_TARGET,2020-08-15T15:00:00Z,92.41666666666667,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-32.416666666666664,27.583333333333332
a3016f3b-449e-576c-bf0f-284c71eddb34,INDY500_DAY1_2020,81,Ben Hanley,1.0,2020-08-15T16:36:35Z,60,20,True,fa6a9f67-ea83-5639-93f2-5c88a39e5243,2020-08-15T15:00:00Z,2020-08-15T17:00:00Z,2.0,23.416666666666668,VALID_TIME_AFTER_TARGET,2020-08-15T15:00:00Z,96.58333333333333,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-36.583333333333336,23.416666666666668
e2cf6770-902a-5a11-8e7c-27e4441f0b5e,INDY500_DAY1_2020,51,James Davison,1.0,2020-08-15T16:41:35Z,60,20,True,fa6a9f67-ea83-5639-93f2-5c88a39e5243,2020-08-15T15:00:00Z,2020-08-15T17:00:00Z,2.0,18.416666666666668,VALID_TIME_AFTER_TARGET,2020-08-15T15:00:00Z,101.58333333333333,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-41.583333333333336,18.416666666666668
b3ac1729-6563-5819-a04b-0f76aeae5b0f,INDY500_DAY1_2020,55,Alex Palou,1.0,2020-08-15T16:45:45Z,60,20,True,fa6a9f67-ea83-5639-93f2-5c88a39e5243,2020-08-15T15:00:00Z,2020-08-15T17:00:00Z,2.0,14.25,VALID_TIME_AFTER_TARGET,2020-08-15T15:00:00Z,105.75,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-45.75,14.25
a7f0ef57-a971-5870-9606-1fe1cd378e2a,INDY500_DAY1_2020,47,Conor Daly,1.0,2020-08-15T16:58:15Z,60,20,True,fa6a9f67-ea83-5639-93f2-5c88a39e5243,2020-08-15T15:00:00Z,2020-08-15T17:00:00Z,2.0,1.75,VALID_TIME_AFTER_TARGET,2020-08-15T15:00:00Z,118.25,True,35c973d2-d053-5cc8-af6d-f866452f879f,fa6a9f67-ea83-5639-93f2-5c88a39e5243,-58.25,1.75
2fb75f25-92ad-5b41-90a1-3a1457ae8012,INDY500_DAY1_2020,22,Simon Pagenaud,1.0,2020-08-15T17:09:06Z,60,24,True,042e5657-4b97-5e22-ba3f-d9397fe29635,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z,1.0,-9.1,VALID_TIME_BEFORE_TARGET,2020-08-15T16:00:00Z,69.1,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-9.1,50.9
f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,INDY500_DAY1_2020,98,Marco Andretti,1.0,2020-08-15T17:14:05Z,60,24,True,042e5657-4b97-5e22-ba3f-d9397fe29635,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z,1.0,-14.083333333333334,VALID_TIME_BEFORE_TARGET,2020-08-15T16:00:00Z,74.08333333333333,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-14.083333333333334,45.916666666666664
cbdbf766-10d3-516e-83ad-3cb56f8c02fb,INDY500_DAY1_2020,14,Tony Kanaan,1.0,2020-08-15T17:19:05Z,60,24,True,042e5657-4b97-5e22-ba3f-d9397fe29635,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z,1.0,-19.083333333333332,VALID_TIME_BEFORE_TARGET,2020-08-15T16:00:00Z,79.08333333333333,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-19.083333333333332,40.916666666666664
9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,INDY500_DAY1_2020,88,Colton Herta,1.0,2020-08-15T17:24:05Z,60,24,True,042e5657-4b97-5e22-ba3f-d9397fe29635,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z,1.0,-24.083333333333332,VALID_TIME_BEFORE_TARGET,2020-08-15T16:00:00Z,84.08333333333333,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-24.083333333333332,35.916666666666664
75519828-93ba-5485-a4bf-a06b93f7cec3,INDY500_DAY1_2020,59,Max Chilton,1.0,2020-08-15T17:29:05Z,60,24,True,042e5657-4b97-5e22-ba3f-d9397fe29635,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z,1.0,-29.083333333333332,VALID_TIME_BEFORE_TARGET,2020-08-15T16:00:00Z,89.08333333333333,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-29.083333333333332,30.916666666666668
f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,INDY500_DAY1_2020,3,Helio Castroneves,1.0,2020-08-15T17:34:05Z,60,24,True,ad824698-a40c-5dd6-aaa4-df7cdbecb389,2020-08-15T16:00:00Z,2020-08-15T18:00:00Z,2.0,25.916666666666668,VALID_TIME_AFTER_TARGET,2020-08-15T16:00:00Z,94.08333333333333,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-34.083333333333336,25.916666666666668
1a120ea2-c723-5585-8ec6-30169bb44ca7,INDY500_DAY1_2020,67,JR Hildebrand,1.0,2020-08-15T17:38:15Z,60,24,True,ad824698-a40c-5dd6-aaa4-df7cdbecb389,2020-08-15T16:00:00Z,2020-08-15T18:00:00Z,2.0,21.75,VALID_TIME_AFTER_TARGET,2020-08-15T16:00:00Z,98.25,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-38.25,21.75
e7089fb7-0048-5bb8-8589-cc5bbc59a6cd,INDY500_DAY1_2020,60,Jack Harvey,2.0,2020-08-15T17:55:45Z,60,24,True,ad824698-a40c-5dd6-aaa4-df7cdbecb389,2020-08-15T16:00:00Z,2020-08-15T18:00:00Z,2.0,4.25,VALID_TIME_AFTER_TARGET,2020-08-15T16:00:00Z,115.75,True,042e5657-4b97-5e22-ba3f-d9397fe29635,ad824698-a40c-5dd6-aaa4-df7cdbecb389,-55.75,4.25
33a57398-b346-53e3-b5e5-369a3ca71efc,INDY500_DAY1_2020,9,Scott Dixon,2.0,2020-08-15T18:00:45Z,60,28,True,ca98a132-23d3-58e9-9674-3e1074f4599a,2020-08-15T17:00:00Z,2020-08-15T18:00:00Z,1.0,-0.75,VALID_TIME_BEFORE_TARGET,2020-08-15T17:00:00Z,60.75,True,ca98a132-23d3-58e9-9674-3e1074f4599a,17e40711-cd34-5381-a644-b600712fb827,-0.75,59.25
d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,INDY500_DAY1_2020,1,Josef Newgarden,2.0,2020-08-15T18:06:35Z,60,28,True,ca98a132-23d3-58e9-9674-3e1074f4599a,2020-08-15T17:00:00Z,2020-08-15T18:00:00Z,1.0,-6.583333333333333,VALID_TIME_BEFORE_TARGET,2020-08-15T17:00:00Z,66.58333333333333,True,ca98a132-23d3-58e9-9674-3e1074f4599a,17e40711-cd34-5381-a644-b600712fb827,-6.583333333333333,53.416666666666664
25ddda12-052a-5d71-ac52-6e96cf8edab9,INDY500_DAY1_2020,8,Marcus Ericsson,2.0,2020-08-15T18:16:35Z,60,28,True,ca98a132-23d3-58e9-9674-3e1074f4599a,2020-08-15T17:00:00Z,2020-08-15T18:00:00Z,1.0,-16.583333333333332,VALID_TIME_BEFORE_TARGET,2020-08-15T17:00:00Z,76.58333333333333,True,ca98a132-23d3-58e9-9674-3e1074f4599a,17e40711-cd34-5381-a644-b600712fb827,-16.583333333333332,43.416666666666664
893c5471-df02-55c0-946f-0af9d0a835d9,INDY500_DAY1_2020,20,Ed Carpenter,2.0,2020-08-15T18:47:30Z,60,28,True,17e40711-cd34-5381-a644-b600712fb827,2020-08-15T17:00:00Z,2020-08-15T19:00:00Z,2.0,12.5,VALID_TIME_AFTER_TARGET,2020-08-15T17:00:00Z,107.5,True,ca98a132-23d3-58e9-9674-3e1074f4599a,17e40711-cd34-5381-a644-b600712fb827,-47.5,12.5
df3c02a3-9655-512c-a2e6-4ffe9eadc505,INDY500_DAY1_2020,47,Conor Daly,2.0,2020-08-15T19:00:50Z,60,32,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,2020-08-15T18:00:00Z,2020-08-15T19:00:00Z,1.0,-0.8333333333333334,VALID_TIME_BEFORE_TARGET,2020-08-15T18:00:00Z,60.833333333333336,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-0.8333333333333334,59.166666666666664
0817e595-17c0-5e20-94bc-6778006bf613,INDY500_DAY1_2020,88,Colton Herta,2.0,2020-08-15T19:05:50Z,60,32,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,2020-08-15T18:00:00Z,2020-08-15T19:00:00Z,1.0,-5.833333333333333,VALID_TIME_BEFORE_TARGET,2020-08-15T18:00:00Z,65.83333333333333,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-5.833333333333333,54.166666666666664
b4a08fbf-93db-50a2-9416-96b3b9d1b41a,INDY500_DAY1_2020,9,Scott Dixon,3.0,2020-08-15T19:15:00Z,60,32,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,2020-08-15T18:00:00Z,2020-08-15T19:00:00Z,1.0,-15.0,VALID_TIME_BEFORE_TARGET,2020-08-15T18:00:00Z,75.0,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-15.0,45.0
eda9cf9f-a821-5b18-9ef9-84f838678dfc,INDY500_DAY1_2020,45,Spencer Pigot,2.0,2020-08-15T19:21:40Z,60,32,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,2020-08-15T18:00:00Z,2020-08-15T19:00:00Z,1.0,-21.666666666666668,VALID_TIME_BEFORE_TARGET,2020-08-15T18:00:00Z,81.66666666666667,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-21.666666666666668,38.333333333333336
59dbbaed-31a4-576f-ae4e-a507faf360c3,INDY500_DAY1_2020,15,Graham Rahal,2.0,2020-08-15T19:26:40Z,60,32,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,2020-08-15T18:00:00Z,2020-08-15T19:00:00Z,1.0,-26.666666666666668,VALID_TIME_BEFORE_TARGET,2020-08-15T18:00:00Z,86.66666666666667,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-26.666666666666668,33.333333333333336
b58b5c13-1a21-50cf-ab5b-8962cc4486f0,INDY500_DAY1_2020,81,Ben Hanley,2.0,2020-08-15T19:30:50Z,60,32,True,1a93ea54-e387-5e8e-a26a-411f25ec60e3,2020-08-15T18:00:00Z,2020-08-15T20:00:00Z,2.0,29.166666666666668,VALID_TIME_AFTER_TARGET,2020-08-15T18:00:00Z,90.83333333333333,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-30.833333333333332,29.166666666666668
7799cc62-18bb-568d-9de2-16cb3622a0de,INDY500_DAY1_2020,3,Helio Castroneves,2.0,2020-08-15T19:39:10Z,60,32,True,1a93ea54-e387-5e8e-a26a-411f25ec60e3,2020-08-15T18:00:00Z,2020-08-15T20:00:00Z,2.0,20.833333333333332,VALID_TIME_AFTER_TARGET,2020-08-15T18:00:00Z,99.16666666666667,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-39.166666666666664,20.833333333333332
63886d30-e3e7-575f-a896-d317da3b03c2,INDY500_DAY1_2020,22,Simon Pagenaud,2.0,2020-08-15T19:58:20Z,60,32,True,1a93ea54-e387-5e8e-a26a-411f25ec60e3,2020-08-15T18:00:00Z,2020-08-15T20:00:00Z,2.0,1.6666666666666667,VALID_TIME_AFTER_TARGET,2020-08-15T18:00:00Z,118.33333333333333,True,4fa0a7aa-aa49-56e9-8d1b-b0148b121fb5,1a93ea54-e387-5e8e-a26a-411f25ec60e3,-58.333333333333336,1.6666666666666667
fe1f030c-0baa-54f3-8c55-6ad8fd58f371,INDY500_DAY1_2020,51,James Davison,2.0,2020-08-15T20:05:00Z,60,36,True,0757d889-e794-549a-bfa5-adecc87af97f,2020-08-15T19:00:00Z,2020-08-15T20:00:00Z,1.0,-5.0,VALID_TIME_BEFORE_TARGET,2020-08-15T19:00:00Z,65.0,True,0757d889-e794-549a-bfa5-adecc87af97f,258c9c57-83f7-59d3-af60-1611bd1840cc,-5.0,55.0
fb65c8cf-d1c6-583e-9563-6c22e29bb081,INDY500_DAY1_2020,59,Max Chilton,2.0,2020-08-15T20:10:00Z,60,36,True,0757d889-e794-549a-bfa5-adecc87af97f,2020-08-15T19:00:00Z,2020-08-15T20:00:00Z,1.0,-10.0,VALID_TIME_BEFORE_TARGET,2020-08-15T19:00:00Z,70.0,True,0757d889-e794-549a-bfa5-adecc87af97f,258c9c57-83f7-59d3-af60-1611bd1840cc,-10.0,50.0
757828a3-822d-5bd8-b9f0-681a6918b48b,INDY500_DAY1_2020,5,Pato O'Ward,2.0,2020-08-15T20:22:30Z,60,36,True,0757d889-e794-549a-bfa5-adecc87af97f,2020-08-15T19:00:00Z,2020-08-15T20:00:00Z,1.0,-22.5,VALID_TIME_BEFORE_TARGET,2020-08-15T19:00:00Z,82.5,True,0757d889-e794-549a-bfa5-adecc87af97f,258c9c57-83f7-59d3-af60-1611bd1840cc,-22.5,37.5
49fbc16c-9d6c-5076-a96b-2b64ebe2bbac,INDY500_DAY1_2020,7,Oliver Askew,2.0,2020-08-15T20:35:50Z,60,36,True,258c9c57-83f7-59d3-af60-1611bd1840cc,2020-08-15T19:00:00Z,2020-08-15T21:00:00Z,2.0,24.166666666666668,VALID_TIME_AFTER_TARGET,2020-08-15T19:00:00Z,95.83333333333333,True,0757d889-e794-549a-bfa5-adecc87af97f,258c9c57-83f7-59d3-af60-1611bd1840cc,-35.833333333333336,24.166666666666668
a453921d-72c6-5030-aea8-b3500366bce1,INDY500_DAY1_2020,88,Colton Herta,3.0,2020-08-15T20:39:10Z,60,36,True,258c9c57-83f7-59d3-af60-1611bd1840cc,2020-08-15T19:00:00Z,2020-08-15T21:00:00Z,2.0,20.833333333333332,VALID_TIME_AFTER_TARGET,2020-08-15T19:00:00Z,99.16666666666667,True,0757d889-e794-549a-bfa5-adecc87af97f,258c9c57-83f7-59d3-af60-1611bd1840cc,-39.166666666666664,20.833333333333332
f72a4ad2-cc9e-5aae-a17b-6afc989208f3,INDY500_DAY1_2020,9,Scott Dixon,4.0,2020-08-15T20:50:50Z,60,36,True,258c9c57-83f7-59d3-af60-1611bd1840cc,2020-08-15T19:00:00Z,2020-08-15T21:00:00Z,2.0,9.166666666666666,VALID_TIME_AFTER_TARGET,2020-08-15T19:00:00Z,110.83333333333333,True,0757d889-e794-549a-bfa5-adecc87af97f,258c9c57-83f7-59d3-af60-1611bd1840cc,-50.833333333333336,9.166666666666666
d21081ad-a290-598a-a343-73123d94cb55,INDY500_DAY1_2021,9,Scott Dixon,1.0,2021-05-22T16:01:36Z,60,20,True,7792765a-2e70-5984-9b47-9bca204b1556,2021-05-22T15:00:00Z,2021-05-22T16:00:00Z,1.0,-1.6,VALID_TIME_BEFORE_TARGET,2021-05-22T15:00:00Z,61.6,True,7792765a-2e70-5984-9b47-9bca204b1556,6ea6a1cc-9050-5f45-bf81-322afe1c4742,-1.6,58.4
c2deab22-d3a0-5601-80f8-4cbf631c8f88,INDY500_DAY1_2021,98,Marco Andretti,1.0,2021-05-22T16:05:46Z,60,20,True,7792765a-2e70-5984-9b47-9bca204b1556,2021-05-22T15:00:00Z,2021-05-22T16:00:00Z,1.0,-5.766666666666667,VALID_TIME_BEFORE_TARGET,2021-05-22T15:00:00Z,65.76666666666667,True,7792765a-2e70-5984-9b47-9bca204b1556,6ea6a1cc-9050-5f45-bf81-322afe1c4742,-5.766666666666667,54.233333333333334
88cb337e-a17d-5daf-a5c7-2770ed90181f,INDY500_DAY1_2021,28,Ryan Hunter-Reay,1.0,2021-05-22T16:10:46Z,60,20,True,7792765a-2e70-5984-9b47-9bca204b1556,2021-05-22T15:00:00Z,2021-05-22T16:00:00Z,1.0,-10.766666666666667,VALID_TIME_BEFORE_TARGET,2021-05-22T15:00:00Z,70.76666666666667,True,7792765a-2e70-5984-9b47-9bca204b1556,6ea6a1cc-9050-5f45-bf81-322afe1c4742,-10.766666666666667,49.233333333333334
c52b77d3-be73-50d2-86d6-940d8843fb36,INDY500_DAY1_2021,6,Helio Castroneves,1.0,2021-05-22T16:14:56Z,60,20,True,7792765a-2e70-5984-9b47-9bca204b1556,2021-05-22T15:00:00Z,2021-05-22T16:00:00Z,1.0,-14.933333333333334,VALID_TIME_BEFORE_TARGET,2021-05-22T15:00:00Z,74.93333333333334,True,7792765a-2e70-5984-9b47-9bca204b1556,6ea6a1cc-9050-5f45-bf81-322afe1c4742,-14.933333333333334,45.06666666666667
4e9e7c88-ddeb-5840-93be-4f539f6eaf04,INDY500_DAY1_2021,18,Ed Jones,1.0,2021-05-22T16:19:56Z,60,20,True,7792765a-2e70-5984-9b47-9bca204b1556,2021-05-22T15:00:00Z,2021-05-22T16:00:00Z,1.0,-19.933333333333334,VALID_TIME_BEFORE_TARGET,2021-05-22T15:00:00Z,79.93333333333334,True,7792765a-2e70-5984-9b47-9bca204b1556,6ea6a1cc-9050-5f45-bf81-322afe1c4742,-19.933333333333334,40.06666666666667
95cca25b-de13-5fc7-81bf-9426674aa35c,INDY500_DAY1_2021,29,James Hinchcliffe,1.0,2021-05-22T16:24:56Z,60,20,True,7792765a-2e70-5984-9b47-9bca204b1556,2021-05-22T15:00:00Z,2021-05-22T16:00:00Z,1.0,-24.933333333333334,VALID_TIME_BEFORE_TARGET,2021-05-22T15:00:00Z,84.93333333333334,True,7792765a-2e70-5984-9b47-9bca204b1556,6ea6a1cc-9050-5f45-bf81-322afe1c4742,-24.933333333333334,35.06666666666667
