driver_name,source_path,source_class,source_native,unit_index,lane_raw,lane_normalized,nearest_driver_to_lane,target_distance_chars,classification,queue_terms,action_terms,drivers_in_unit,text,promotion_status
Sage Karam,weather/evidence/rescue/secondary_2022_high_priority_chronology/article_text/THE_RACE_2022_DAY1.txt,SECONDARY_THE_RACE,True,100,Lane 1,LANE_1,Scott McLaughlin,103,LANE_MENTION_BUT_OTHER_DRIVER_CLOSER,Lane 1 queue|front of the Lane 1 queue|queue,,Sage Karam|Scott McLaughlin,"When the track re-opened, Sage Karam was unable to improve and Scott McLaughlin – who gave his 15th place time to jump to the front of the Lane 1 queue – tumbled down to 26th as lightning struck in the distance.",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/secondary_2022_high_priority_chronology/article_text/THE_RACE_2022_DAY1.txt,SECONDARY_THE_RACE,True,100,Lane 1,LANE_1,Scott McLaughlin,60,DIRECT_DRIVER_LANE_CANDIDATE,Lane 1 queue|front of the Lane 1 queue|queue,,Sage Karam|Scott McLaughlin,"When the track re-opened, Sage Karam was unable to improve and Scott McLaughlin – who gave his 15th place time to jump to the front of the Lane 1 queue – tumbled down to 26th as lightning struck in the distance.",REVIEW_REQUIRED
Sage Karam,weather/evidence/rescue/secondary_2022_high_priority_chronology/raw_html/THE_RACE_2022_DAY1.html,SECONDARY_THE_RACE,True,341,Lane 1,LANE_1,Scott McLaughlin,109,LANE_MENTION_BUT_OTHER_DRIVER_CLOSER,Lane 1 queue|front of the Lane 1 queue|queue,,Sage Karam|Scott McLaughlin,"When the track re-opened, Sage Karam was unable to improve and Scott McLaughlin &#8211; who gave his 15th place time to jump to the front of the Lane 1 queue &#8211; tumbled down to 26th as lightning struck in the distance.",REVIEW_REQUIRED
Scott McLaughlin,weather/evidence/rescue/secondary_2022_high_priority_chronology/raw_html/THE_RACE_2022_DAY1.html,SECONDARY_THE_RACE,True,341,Lane 1,LANE_1,Scott McLaughlin,66,DIRECT_DRIVER_LANE_CANDIDATE,Lane 1 queue|front of the Lane 1 queue|queue,,Sage Karam|Scott McLaughlin,"When the track re-opened, Sage Karam was unable to improve and Scott McLaughlin &#8211; who gave his 15th place time to jump to the front of the Lane 1 queue &#8211; tumbled down to 26th as lightning struck in the distance.",REVIEW_REQUIRED
