attempt_id,year,car_number,driver_name,car_attempt_index,performance_time_utc,four_lap_average_speed_mph,track_temperature_c,track_observation_time_utc,track_observation_age_minutes,air_temperature_c,dewpoint_c,relative_humidity_pct,wind_speed_ms,wind_direction_deg,gust_ms,pressure_hpa,cloud_cover_pct,cloud_cover_fraction,solar_radiation_wm2,solar_elevation_deg,solar_zenith_deg,solar_azimuth_deg,clear_sky_geometry_proxy_wm2,fast_friday_reference_mph,ptsc_past_safe,hrrr_leakage_safe,hrrr_selected_issue_time_utc,source
25ddda12-052a-5d71-ac52-6e96cf8edab9,2020,8,Marcus Ericsson,2,2020-08-15T18:16:35Z,230.566,51.11111111,2020-08-15T18:15:00Z,1.583333333,30.14985428,18.26007576,49.04551507,0.6757844024,52.08055685,1.59147312,987.4065278,0,0,901.2055556,63.44096863,26.55903137,194.7951526,1217.379349,231.763,True,True,2020-08-15T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
893c5471-df02-55c0-946f-0af9d0a835d9,2020,20,Ed Carpenter,2,2020-08-15T18:47:30Z,230.211,50.55555556,2020-08-15T18:45:00Z,2.5,30.59866486,18.71744881,49.19854736,0.4660636925,15.11728348,1.349220001,986.8791667,0,0,870.9166667,61.15062778,28.84937222,210.2132122,1192.087956,229.563,True,True,2020-08-15T17:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
df3c02a3-9655-512c-a2e6-4ffe9eadc505,2020,47,Conor Daly,2,2020-08-15T19:00:50Z,229.955,50.55555556,2020-08-15T19:00:00Z,0.8333333333,30.85945494,18.53962881,47.87701858,0.4825775194,6.44820603,1.291020566,986.8986111,0,0,862.0972222,59.74568868,30.25431132,216.1275619,1175.628527,232.337,True,True,2020-08-15T17:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
0817e595-17c0-5e20-94bc-6778006bf613,2020,88,Colton Herta,2,2020-08-15T19:05:50Z,230.775,50.55555556,2020-08-15T19:00:00Z,5.833333333,30.91746631,18.4906036,47.58265857,0.4897691095,1.503899483,1.353879173,986.8902778,0,0,856.6805556,59.16426167,30.83573833,218.2237598,1168.609506,231.595,True,True,2020-08-15T17:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
b4a08fbf-93db-50a2-9416-96b3b9d1b41a,2020,9,Scott Dixon,3,2020-08-15T19:15:00Z,231.155,51.11111111,2020-08-15T19:15:00Z,0,31.0238205,18.40072403,47.04299854,0.5029536912,352.4393375,1.469119951,986.875,0,0,846.75,58.02892363,31.97107637,221.8969454,1154.557393,232.29,True,True,2020-08-15T17:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
b58b5c13-1a21-50cf-ab5b-8962cc4486f0,2020,81,Ben Hanley,2,2020-08-15T19:30:50Z,222.917,53.33333333,2020-08-15T19:30:00Z,0.8333333333,30.73566081,18.84756008,49.20791641,0.6662215467,53.52060001,2.078262427,986.8625,0,0,782.1666667,55.88094473,34.11905527,227.7454691,1126.736287,222.086,True,True,2020-08-15T18:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
7799cc62-18bb-568d-9de2-16cb3622a0de,2020,3,Helio Castroneves,2,2020-08-15T19:39:10Z,228.373,53.33333333,2020-08-15T19:30:00Z,9.166666667,30.85203451,18.74267074,48.55791183,0.5818249336,55.56794177,2.139290667,986.9875,0,0,773.8333333,54.66808991,35.33191009,230.5876807,1110.325078,228.451,True,True,2020-08-15T18:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
fb65c8cf-d1c6-583e-9563-6c22e29bb081,2020,59,Max Chilton,2,2020-08-15T20:10:00Z,227.303,54.44444444,2020-08-15T20:00:00Z,10,31.22256877,18.38181203,46.44564111,0.4858239878,42.42223339,2.284332819,987.1333333,0,0,731.1833333,49.79345476,40.20654524,239.8821249,1039.426036,227.61,True,True,2020-08-15T18:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
757828a3-822d-5bd8-b9f0-681a6918b48b,2020,5,Pato O'Ward,2,2020-08-15T20:22:30Z,230.213,52.22222222,2020-08-15T20:15:00Z,7.5,31.32206879,18.25851784,45.83656701,0.6295622216,19.59215492,2.274922261,986.925,0,0,703.9125,47.68033759,42.31966241,243.1846909,1006.323524,230.581,True,True,2020-08-15T18:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
d21081ad-a290-598a-a343-73123d94cb55,2021,9,Scott Dixon,1,2021-05-22T16:01:36Z,231.828,34.44444444,2021-05-22T16:00:00Z,1.6,24.5059729,14.67008321,54.31380382,2.168131163,195.0204612,4.433436876,1001.210667,100,1,431.48,61.08412193,28.91587807,125.1665131,1191.324898,233.302,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
c2deab22-d3a0-5601-80f8-4cbf631c8f88,2021,98,Marco Andretti,1,2021-05-22T16:05:46Z,229.261,34.44444444,2021-05-22T16:00:00Z,5.766666667,24.65346817,14.55278021,53.51708989,2.18617056,197.8024282,4.480323762,1001.238444,100,1,453.5633333,61.73261578,28.26738422,126.6940652,1198.696785,230.335,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
88cb337e-a17d-5daf-a5c7-2770ed90181f,2021,28,Ryan Hunter-Reay,1,2021-05-22T16:10:46Z,231.139,34.44444444,2021-05-22T16:00:00Z,10.76666667,24.83046249,14.41201661,52.56103317,2.207817836,201.1407885,4.536588025,1001.271778,100,1,480.0633333,62.49359069,27.50640931,128.6016807,1207.151437,231.539,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
c52b77d3-be73-50d2-86d6-940d8843fb36,2021,06,Helio Castroneves,1,2021-05-22T16:14:56Z,231.164,34.44444444,2021-05-22T16:00:00Z,14.93333333,24.97795776,14.29471361,51.76431924,2.225857233,203.9227555,4.583474911,1001.299556,100,1,502.1466667,63.11223575,26.88776425,130.256754,1213.867909,230.512,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
4e9e7c88-ddeb-5840-93be-4f539f6eaf04,2021,18,Ed Jones,1,2021-05-22T16:19:56Z,230.246,34.44444444,2021-05-22T16:15:00Z,4.933333333,25.15495209,14.15395001,50.80826253,2.247504509,207.2611158,4.639739174,1001.332889,100,1,528.6466667,63.83442734,26.16557266,132.3254725,1221.529477,231.569,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
95cca25b-de13-5fc7-81bf-9426674aa35c,2021,29,James Hinchcliffe,1,2021-05-22T16:24:56Z,230.563,34.44444444,2021-05-22T16:15:00Z,9.933333333,25.33194641,14.01318641,49.85220581,2.269151785,210.5994761,4.696003438,1001.366222,100,1,555.1466667,64.53274382,25.46725618,134.4887786,1228.75322,230.817,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
8c31470a-6324-527c-bfc3-fe19d8c1dc4d,2021,25,Stefan Wilson,1,2021-05-22T16:29:56Z,229.714,34.44444444,2021-05-22T16:15:00Z,14.93333333,25.50894073,13.87242281,48.89614909,2.290799062,213.9378365,4.752267701,1001.399556,100,1,581.6466667,65.20507504,24.79492496,136.7511655,1235.535709,230.977,True,True,2021-05-22T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
6b431530-73f9-5f7c-9847-5092f30c1cb4,2021,48,Tony Kanaan,1,2021-05-22T16:34:06Z,231.639,35,2021-05-22T16:30:00Z,4.1,25.83646418,13.76736819,47.89993767,2.81477231,200.3990538,5.571694931,1001.5705,100,1,782.2966667,65.74387579,24.25612421,138.715163,1240.848385,232.69,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
c4c9ba22-d28c-5937-b36c-72fffbbb67b5,2021,2,Josef Newgarden,1,2021-05-22T16:39:06Z,230.049,35,2021-05-22T16:30:00Z,9.1,25.98186773,13.48035673,46.57775627,2.902814802,203.1263333,5.59000413,1001.5955,100,1,770.4633333,66.36259576,23.63740424,141.1695028,1246.8137,230.479,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
407a503c-1695-5af6-9b88-28e9d802c8d1,2021,21,Rinus VeeKay,1,2021-05-22T16:43:16Z,230.841,35,2021-05-22T16:30:00Z,13.26666667,26.10303735,13.2411805,45.47593843,2.976183545,205.3990661,5.605261797,1001.616333,100,1,760.6022222,66.85328653,23.14671347,143.2980624,1251.441293,231.325,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
20b68ba3-153d-53cd-9ef8-e81c295271bf,2021,3,Scott McLaughlin,1,2021-05-22T16:48:16Z,230.557,36.11111111,2021-05-22T16:45:00Z,3.266666667,26.24844089,12.95416904,44.15375703,3.064226036,208.1263456,5.623570996,1001.641333,100,1,748.7688889,67.40995079,22.59004921,145.9540274,1256.579923,230.415,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
0e1c6c84-a0db-504e-9da0-b66aa65a338c,2021,30,Takuma Sato,1,2021-05-22T16:52:26Z,230.708,36.11111111,2021-05-22T16:45:00Z,7.433333333,26.36961051,12.71499282,43.0519392,3.137594779,210.3990785,5.638828662,1001.662167,100,1,738.9077778,67.84518924,22.15481076,148.2526968,1260.515057,231.598,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
8ea0aaac-52bc-55eb-a43e-39b83d6e866a,2021,45,Santino Ferrucci,1,2021-05-22T16:57:26Z,229.949,36.11111111,2021-05-22T16:45:00Z,12.43333333,26.51501406,12.42798136,41.72975779,3.225637271,213.1263579,5.657137862,1001.687167,100,1,727.0744444,68.33069166,21.66930834,151.1131489,1264.818811,230.924,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
98202c3a-5d68-52fe-91b3-2d520c933594,2021,51,Pietro Fittipaldi,1,2021-05-22T17:06:36Z,230.846,36.66666667,2021-05-22T17:00:00Z,6.6,26.7046933,12.26815094,40.75059391,3.288022456,218.4743479,5.551025571,1001.623,100,1,732.55,69.10766654,20.89233346,156.6383529,1271.517244,230.666,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
11bd473d-0cf3-56e2-9aa9-fb4487870c59,2021,86,Juan Pablo Montoya,1,2021-05-22T17:11:36Z,229.891,36.66666667,2021-05-22T17:00:00Z,11.6,26.79184387,12.25868286,40.52298474,3.301045214,221.4652468,5.463517227,1001.564667,100,1,741.3,69.46479418,20.53520582,159.796366,1274.517739,230.366,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
f31f214f-a151-5b1d-afaf-bb7103c2d514,2021,1,JR Hildebrand,1,2021-05-22T17:16:36Z,229.98,38.33333333,2021-05-22T17:15:00Z,1.6,26.87899445,12.24921478,40.29537557,3.314067971,224.4561456,5.376008883,1001.506333,100,1,750.05,69.77152422,20.22847578,163.0462771,1277.055282,229.973,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
6992580a-0371-5eda-b01d-2adaca099ff4,2021,12,Will Power,1,2021-05-22T17:21:36Z,229.052,38.33333333,2021-05-22T17:15:00Z,6.6,26.96614502,12.2397467,40.0677664,3.327090728,227.4470445,5.288500539,1001.448,100,1,758.8,70.02549706,19.97450294,166.3773943,1279.128677,229.847,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
bcd24d81-7b19-5290-b6d7-b3ce5ce41195,2021,20,Ed Carpenter,1,2021-05-22T17:25:46Z,231.616,38.33333333,2021-05-22T17:15:00Z,10.76666667,27.0387705,12.23185664,39.87809209,3.337943026,229.9394602,5.21557692,1001.399389,100,1,766.0916667,70.19534099,19.80465901,169.2060126,1280.501234,230.901,True,True,2021-05-22T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,2021,5,Pato O'Ward,1,2021-05-22T17:30:46Z,230.864,38.33333333,2021-05-22T17:30:00Z,0.7666666667,27.46373125,12.28243067,39.06805841,3.10219429,248.102934,5.240479225,1001.241056,100,1,837.7188889,70.34749849,19.65250151,172.6505749,1281.721308,231.51,True,True,2021-05-22T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,2021,7,Felix Rosenqvist,1,2021-05-22T17:35:46Z,230.498,38.33333333,2021-05-22T17:30:00Z,5.766666667,27.53533057,12.19677672,38.68429259,3.131446342,250.6551402,5.232685013,1001.182722,100,1,835.8855556,70.44206527,19.55793473,176.1340984,1282.475036,230.587,True,True,2021-05-22T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
a73699bb-b202-59f3-a140-bd7e85f00aff,2021,59,Max Chilton,1,2021-05-22T17:39:56Z,229.417,38.33333333,2021-05-22T17:30:00Z,9.933333333,27.59499668,12.12539844,38.36448774,3.155823052,252.7819788,5.226189837,1001.134111,100,1,834.3577778,70.47625107,19.52374893,179.0538164,1282.746649,230.473,True,True,2021-05-22T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
