attempt_id,year,car_number,driver_name,car_attempt_index,performance_time_utc,four_lap_average_speed_mph,track_temperature_c,track_observation_time_utc,track_observation_age_minutes,air_temperature_c,dewpoint_c,relative_humidity_pct,wind_speed_ms,wind_direction_deg,gust_ms,pressure_hpa,cloud_cover_pct,cloud_cover_fraction,solar_radiation_wm2,solar_elevation_deg,solar_zenith_deg,solar_azimuth_deg,clear_sky_geometry_proxy_wm2,fast_friday_reference_mph,ptsc_past_safe,hrrr_leakage_safe,hrrr_selected_issue_time_utc,source
16cb7863-a6d0-5895-93e4-a76ac2c6c71f,2020,15,Graham Rahal,1,2020-08-15T15:00:45Z,230.822,38.33333333,2020-08-15T15:00:00Z,0.75,25.45509682,19.26181717,68.61784188,0.6490487116,323.0606215,1.887120992,988.085,0,0,683.1475,44.95996048,45.04003952,112.8575949,961.6995679,231.239,True,True,2020-08-15T13:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
a6295479-1996-5baa-b116-ab56a03c118d,2020,41,Dalton Kellett,1,2020-08-15T15:11:35Z,228.88,38.33333333,2020-08-15T15:00:00Z,11.58333333,25.72743441,19.20249524,67.32986968,0.6517341176,331.4647246,1.823023574,987.8683333,0,0,708.3891667,46.85717291,43.14282709,115.4734474,993.0554785,229.099,True,True,2020-08-15T13:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
e132bf44-6808-5d6b-819c-a993af279439,2020,21,Rinus VeeKay,1,2020-08-15T15:16:35Z,231.114,39.44444444,2020-08-15T15:15:00Z,1.583333333,25.85312869,19.17511588,66.73542097,0.6529735358,335.3435414,1.79344015,987.7683333,0,0,720.0391667,47.71899623,42.28100377,116.7325914,1006.941552,230.331,True,True,2020-08-15T13:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
954d29f8-6770-5c41-9322-b23c885935ef,2020,60,Jack Harvey,1,2020-08-15T15:20:45Z,229.861,39.44444444,2020-08-15T15:15:00Z,5.75,25.95787392,19.15229975,66.24004704,0.6540063842,338.5758888,1.768787297,987.685,0,0,729.7475,48.42984921,41.57015079,117.8087705,1018.223811,231.6,True,True,2020-08-15T13:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
25f997a4-1a33-565b-b2b0-1c30d3a0f19c,2020,9,Scott Dixon,1,2020-08-15T15:25:45Z,231.094,39.44444444,2020-08-15T15:15:00Z,10.75,26.08356819,19.1249204,65.64559834,0.6552458024,342.4547056,1.739203873,987.585,0,0,741.3975,49.27345675,40.72654325,119.1341432,1031.409569,232.29,True,True,2020-08-15T13:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
e2df4919-a45f-5b41-916e-55908e4f1abb,2020,45,Spencer Pigot,1,2020-08-15T15:29:55Z,230.539,39.44444444,2020-08-15T15:15:00Z,14.91666667,26.18831342,19.10210427,65.15022441,0.6562786509,345.687053,1.71455102,987.5016667,0,0,751.1058333,49.96810325,40.03189675,120.2682875,1042.099303,232.116,True,True,2020-08-15T13:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
194c9baa-3297-571e-82bf-ac3ba81e07fc,2020,5,Pato O'Ward,1,2020-08-15T15:34:55Z,229.902,40.55555556,2020-08-15T15:30:00Z,4.916666667,26.46430147,19.95757832,67.62613475,0.9136247043,8.55784601,2.313106343,987.0090278,0,0,762.0102778,50.79095287,39.20904713,121.6666608,1054.56361,230.581,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
00d1c34a-f916-5fa9-803b-2cc6962f2595,2020,1,Josef Newgarden,1,2020-08-15T15:39:55Z,230.296,40.55555556,2020-08-15T15:30:00Z,9.916666667,26.59565421,19.91324899,66.90970744,0.924094772,11.71145099,2.232794189,986.9673611,0,0,772.3936111,51.60129492,38.39870508,123.1078547,1066.625901,230.583,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,2020,24,Sage Karam,1,2020-08-15T15:49:55Z,227.099,41.66666667,2020-08-15T15:45:00Z,4.916666667,26.8583597,19.82459034,65.47685281,0.9450349073,18.01866094,2.072169879,986.8840278,0,0,793.1602778,53.18076351,36.81923649,126.1275111,1089.521615,228.187,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
81f0c457-15fb-5f7f-9649-8663a142764d,2020,27,Alexander Rossi,1,2020-08-15T15:54:05Z,231.268,41.66666667,2020-08-15T15:45:00Z,9.083333333,26.96782032,19.78764924,64.87983005,0.9537599637,20.64666509,2.005243083,986.8493056,0,0,801.8130556,53.82115246,36.17884754,127.4431078,1098.569662,231.859,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
c9ee13fe-3b9e-555c-9a7d-a078015b8b91,2020,66,Fernando Alonso,1,2020-08-15T15:59:05Z,228.768,41.66666667,2020-08-15T15:45:00Z,14.08333333,27.09917306,19.74331991,64.16340274,0.9642300314,23.80027007,1.924930928,986.8076389,0,0,812.1963889,54.57459895,35.42540105,129.0690531,1109.039297,229.788,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
d155ad85-3d5c-5b55-95d6-40ba696a0bde,2020,28,Ryan Hunter-Reay,1,2020-08-15T16:04:05Z,231.33,43.33333333,2020-08-15T16:00:00Z,4.083333333,27.2273357,19.67982296,63.46321268,0.9569228745,27.30384065,1.875313329,986.8136111,0,0,819.5376389,55.31056786,34.68943214,130.748651,1119.080926,232.124,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
518373d9-25de-58cf-8315-f6c215b6f672,2020,8,Marcus Ericsson,1,2020-08-15T16:13:15Z,230.472,43.33333333,2020-08-15T16:00:00Z,13.25,27.4609876,19.55552317,62.18621359,0.9362099434,33.87108683,1.796980523,986.8441667,0,0,831.7445833,56.61034452,33.38965548,133.9745576,1136.363189,231.763,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
72b65040-5363-5722-b1cd-297bffa2af77,2020,7,Oliver Askew,1,2020-08-15T16:18:15Z,229.76,46.66666667,2020-08-15T16:15:00Z,3.25,27.58843409,19.48772329,61.48966863,0.924911981,37.45322112,1.754253538,986.8608333,0,0,838.4029167,57.28991936,32.71008064,135.8179117,1145.166793,230.507,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
6041dd38-4b6d-5e38-81fd-8006cbe0bafd,2020,10,Felix Rosenqvist,1,2020-08-15T16:22:25Z,230.254,46.66666667,2020-08-15T16:15:00Z,7.416666667,27.6946395,19.43122338,60.9092145,0.9154970124,40.43833302,1.718647718,986.8747222,0,0,843.9515278,57.83907032,32.16092968,137.4010066,1152.16318,230.432,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
9a2e168d-3dda-5e76-8daf-588c20d91341,2020,20,Ed Carpenter,1,2020-08-15T16:27:25Z,229.811,46.66666667,2020-08-15T16:15:00Z,12.41666667,27.822086,19.3634235,60.21266954,0.90419905,44.0204673,1.675920733,986.8913889,0,0,850.6098611,58.47617261,31.52382739,139.3585447,1160.147432,229.563,True,True,2020-08-15T14:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
917d4c7e-5c5e-5976-aa32-50a7bc958440,2020,29,James Hinchcliffe,1,2020-08-15T16:32:25Z,231.195,47.77777778,2020-08-15T16:30:00Z,2.416666667,28.14041879,19.14939253,58.3110646,0.7810125153,43.84916461,1.570338957,987.5,0,0,865.1990278,59.08794691,30.91205309,141.3805189,1167.67928,231.967,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
a3016f3b-449e-576c-bf0f-284c71eddb34,2020,81,Ben Hanley,1,2020-08-15T16:36:35Z,220.946,47.77777778,2020-08-15T16:30:00Z,6.583333333,28.24343893,19.0970125,57.76860102,0.7652868167,47.55705607,1.485156488,987.5,0,0,870.4559722,59.57725669,30.42274331,143.1155358,1173.60763,222.086,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
e2cf6770-902a-5a11-8e7c-27e4441f0b5e,2020,51,James Davison,1,2020-08-15T16:41:35Z,228.747,47.77777778,2020-08-15T16:30:00Z,11.58333333,28.3670631,19.03415646,57.11764473,0.7464159784,52.00652582,1.382937526,987.5,0,0,876.7643056,60.13839786,29.86160214,145.2582504,1180.300881,229.766,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
b3ac1729-6563-5819-a04b-0f76aeae5b0f,2020,55,Alex Palou,1,2020-08-15T16:45:45Z,231.034,48.88888889,2020-08-15T16:45:00Z,0.75,28.47008324,18.98177643,56.57518115,0.7306902799,55.71441727,1.297755057,987.5,0,0,882.02125,60.5831772,29.4168228,147.0946399,1185.525777,231.989,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
a7f0ef57-a971-5870-9606-1fe1cd378e2a,2020,47,Conor Daly,1,2020-08-15T16:58:15Z,229.884,48.88888889,2020-08-15T16:45:00Z,13.25,28.77914365,18.82463633,54.94779042,0.6835131842,66.83809165,1.04220765,987.5,0,0,897.7920833,61.7825877,28.2174123,152.8783456,1199.258491,232.337,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
2fb75f25-92ad-5b41-90a1-3a1457ae8012,2020,22,Simon Pagenaud,1,2020-08-15T17:09:06Z,228.836,50,2020-08-15T17:00:00Z,9.1,29.00313187,18.72092519,53.91152254,0.6610433416,66.46524062,0.9982541692,987.4545,0,0,902.1233333,62.64361678,27.35638322,158.2182624,1208.793188,230.189,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,2020,98,Marco Andretti,1,2020-08-15T17:14:05Z,231.351,50,2020-08-15T17:00:00Z,14.08333333,29.10209745,18.6761784,53.46880913,0.6523553384,65.40824526,0.9937763736,987.4295833,0,0,903.2861111,62.97804338,27.02195662,160.7620781,1212.423009,233.491,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
cbdbf766-10d3-516e-83ad-3cb56f8c02fb,2020,14,Tony Kanaan,1,2020-08-15T17:19:05Z,229.154,50.55555556,2020-08-15T17:15:00Z,4.083333333,29.20139402,18.63128196,53.02461508,0.6436382784,64.3477148,0.9892836021,987.4045833,0,0,904.4527778,63.27283219,26.72716781,163.3662861,1215.588358,229.946,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,2020,88,Colton Herta,1,2020-08-15T17:24:05Z,230.56,50.55555556,2020-08-15T17:15:00Z,9.083333333,29.30069059,18.58638552,52.58042103,0.6349212184,63.28718433,0.9847908306,987.3795833,0,0,905.6194444,63.52540222,26.47459778,166.0171482,1218.274783,231.595,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
75519828-93ba-5485-a4bf-a06b93f7cec3,2020,59,Max Chilton,1,2020-08-15T17:29:05Z,225.819,50.55555556,2020-08-15T17:15:00Z,14.08333333,29.39998716,18.54148907,52.13622698,0.6262041584,62.22665387,0.9802980591,987.3545833,0,0,906.7861111,63.7345077,26.2654923,168.7085094,1220.480993,227.61,True,True,2020-08-15T15:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,2020,3,Helio Castroneves,1,2020-08-15T17:34:05Z,228.115,51.66666667,2020-08-15T17:30:00Z,4.083333333,29.33661168,18.74768346,53.02135671,0.7062880825,70.31107098,1.248461719,987.6431944,0,0,909.6333333,63.89908082,26.10091918,171.4334481,1222.205925,228.451,True,True,2020-08-15T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
1a120ea2-c723-5585-8ec6-30169bb44ca7,2020,67,JR Hildebrand,1,2020-08-15T17:38:15Z,226.341,51.66666667,2020-08-15T17:30:00Z,8.25,29.42403183,18.70235214,52.60058149,0.697331861,69.43607769,1.266044218,987.63625,0,0,911.3,64.00157689,25.99842311,173.7244221,1223.275117,228.275,True,True,2020-08-15T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
e7089fb7-0048-5bb8-8589-cc5bbc59a6cd,2020,60,Jack Harvey,2,2020-08-15T17:55:45Z,229.757,53.33333333,2020-08-15T17:45:00Z,10.75,29.79119644,18.5119606,50.83332555,0.6597157305,65.76110585,1.339890713,987.6070833,0,0,918.3,64.08125048,25.91874952,183.4350256,1224.103531,231.6,True,True,2020-08-15T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
33a57398-b346-53e3-b5e5-369a3ca71efc,2020,9,Scott Dixon,2,2020-08-15T18:00:45Z,231.053,50,2020-08-15T18:00:00Z,0.75,29.89255295,18.45642204,50.3426897,0.6517202647,64.2902584,1.368391869,987.59125,0,0,919.15,63.99946971,26.00053029,186.201162,1223.253175,232.29,True,True,2020-08-15T16:00:00Z,R4F7C2C_FROZEN_NUMERIC_MATRIX_READ_ONLY
