fused_decision_id,lane1_priority_wait_minutes,lane2_retain_wait_minutes,wait_advantage_minutes,lane1_future_track_temp_mean_c,lane2_future_track_temp_mean_c,lane1_expected_delta_speed_mph,lane2_expected_delta_speed_mph,priority_thermal_performance_difference_mph,scenario_semantics
DAY1::DAY1_2020_10_POST_FIRST_ATTEMPT,5,15,10,47.28249903,47.65006848,1.718365955,1.648858947,0.06950700768,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,15,30,15,38.41121022,38.41943633,0.8088888003,0.8087046818,0.000184118497,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,15,45,30,38.41121022,38.21984279,0.8088888003,0.8131720276,-0.004283227304,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,30,45,15,38.41943633,38.21984279,0.8087046818,0.8131720276,-0.004467345801,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,5,15,10,38.47858506,38.75368444,0.8073808022,0.8012234685,0.006157333704,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,5,30,25,38.47858506,39.10963611,0.8073808022,0.7932564814,0.01412432089,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,5,45,40,38.47858506,39.3976236,0.8073808022,0.7868106831,0.02057011919,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,15,30,15,38.75368444,39.10963611,0.8012234685,0.7932564814,0.007966987181,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,15,45,30,38.75368444,39.3976236,0.8012234685,0.7868106831,0.01441278548,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,30,45,15,39.10963611,39.3976236,0.7932564814,0.7868106831,0.006445798302,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,5,15,10,38.35683947,38.38921911,0.8101057383,0.8093810102,0.0007247280612,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,5,30,25,38.35683947,38.32512316,0.8101057383,0.8108156196,-0.0007098813633,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,5,45,40,38.35683947,38.10449093,0.8101057383,0.8157538579,-0.005648119597,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,15,30,15,38.38921911,38.32512316,0.8093810102,0.8108156196,-0.001434609424,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,15,45,30,38.38921911,38.10449093,0.8093810102,0.8157538579,-0.006372847659,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,30,45,15,38.32512316,38.10449093,0.8108156196,0.8157538579,-0.004938238234,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,5,15,10,38.42367342,38.55174646,0.8086098463,0.8057432878,0.002866558425,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,5,30,25,38.42367342,38.67588735,0.8086098463,0.8029647397,0.005645106549,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,5,45,40,38.42367342,38.73313921,0.8086098463,0.8016833162,0.006926530087,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,15,30,15,38.55174646,38.67588735,0.8057432878,0.8029647397,0.002778548124,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,15,45,30,38.55174646,38.73313921,0.8057432878,0.8016833162,0.004059971662,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,30,45,15,38.67588735,38.73313921,0.8029647397,0.8016833162,0.001281423538,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,5,15,10,37.78555658,37.80652819,0.8104577508,0.8099883597,0.0004693910753,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,5,30,25,37.78555658,37.7833541,0.8104577508,0.8105070472,-4.929641602e-05,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,5,45,40,37.78555658,37.69579914,0.8104577508,0.8124667213,-0.00200897058,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,15,30,15,37.80652819,37.7833541,0.8099883597,0.8105070472,-0.0005186874913,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,15,45,30,37.80652819,37.69579914,0.8099883597,0.8124667213,-0.002478361655,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,30,45,15,37.7833541,37.69579914,0.8105070472,0.8124667213,-0.001959674164,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,5,15,10,38.48611944,38.77632075,0.8072121661,0.8007168176,0.006495348432,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,5,30,25,38.48611944,39.15495432,0.8072121661,0.7922421594,0.01497000666,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,5,45,40,38.48611944,39.46557217,0.8072121661,0.7852898436,0.02192232244,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,15,30,15,38.77632075,39.15495432,0.8007168176,0.7922421594,0.008474658227,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,15,45,30,38.77632075,39.46557217,0.8007168176,0.7852898436,0.01542697401,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,30,45,15,39.15495432,39.46557217,0.7922421594,0.7852898436,0.006952315782,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,5,15,10,38.47229689,38.73480054,0.8075215453,0.8016461321,0.005875413232,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,5,30,25,38.47229689,39.07185506,0.8075215453,0.7941021051,0.01341944023,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,5,45,40,38.47229689,39.34101305,0.8075215453,0.7880777526,0.01944379269,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,15,30,15,38.73480054,39.07185506,0.8016461321,0.7941021051,0.007544027002,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,15,45,30,38.73480054,39.34101305,0.8016461321,0.7880777526,0.01356837945,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,30,45,15,39.07185506,39.34101305,0.7941021051,0.7880777526,0.006024352453,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,5,15,10,35.17285395,35.6253039,0.8067630032,0.7966361708,0.01012683239,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,5,30,25,35.17285395,36.16534175,0.8067630032,0.7845489271,0.02221407609,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,5,45,40,35.17285395,36.62702254,0.8067630032,0.7742154879,0.03254751528,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,15,30,15,35.6253039,36.16534175,0.7966361708,0.7845489271,0.0120872437,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,15,45,30,35.6253039,36.62702254,0.7966361708,0.7742154879,0.0224206829,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,30,45,15,36.16534175,36.62702254,0.7845489271,0.7742154879,0.01033343919,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,5,15,10,37.8141305,37.89189994,0.8098182033,0.8080775509,0.001740652406,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,5,30,25,37.8141305,37.95284539,0.8098182033,0.8067134565,0.003104746754,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,5,45,40,37.8141305,37.94779764,0.8098182033,0.8068264365,0.002991766815,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,15,30,15,37.89189994,37.95284539,0.8080775509,0.8067134565,0.001364094347,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,15,45,30,37.89189994,37.94779764,0.8080775509,0.8068264365,0.001251114409,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,30,45,15,37.95284539,37.94779764,0.8067134565,0.8068264365,-0.0001129799384,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,5,15,10,37.80661409,37.86942726,0.809986437,0.8085805393,0.001405897771,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,5,30,25,37.80661409,37.90818289,0.809986437,0.8077131024,0.002273334611,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,5,45,40,37.80661409,37.88132316,0.809986437,0.8083142827,0.001672154386,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,15,30,15,37.86942726,37.90818289,0.8085805393,0.8077131024,0.0008674368398,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,15,45,30,37.86942726,37.88132316,0.8085805393,0.8083142827,0.0002662566155,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,30,45,15,37.90818289,37.88132316,0.8077131024,0.8083142827,-0.0006011802243,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,5,15,10,37.79917179,37.84718698,0.8101530123,0.8090783259,0.001074686319,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,5,30,25,37.79917179,37.86401492,0.8101530123,0.8087016794,0.001451332818,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,5,45,40,37.79917179,37.81563396,0.8101530123,0.8097845525,0.0003684597896,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,15,30,15,37.84718698,37.86401492,0.8090783259,0.8087016794,0.0003766464992,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,15,45,30,37.84718698,37.81563396,0.8090783259,0.8097845525,-0.0007062265291,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,30,45,15,37.86401492,37.81563396,0.8087016794,0.8097845525,-0.001082873028,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,5,15,10,35.17895855,35.64371272,0.8066263688,0.7962241407,0.01040222812,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,5,30,25,35.17895855,36.22842091,0.8066263688,0.7831370757,0.02348929313,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,5,45,40,35.17895855,36.70891278,0.8066263688,0.7723826029,0.03424376591,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,15,30,15,35.64371272,36.22842091,0.7962241407,0.7831370757,0.01308706501,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,15,45,30,35.64371272,36.70891278,0.7962241407,0.7723826029,0.02384153779,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,30,45,15,36.22842091,36.70891278,0.7831370757,0.7723826029,0.01075447278,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,5,15,10,36.290711,36.66950966,0.8066120143,0.7981336607,0.008478353518,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,5,30,25,36.290711,37.15751603,0.8066120143,0.7872109969,0.01940101739,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,5,45,40,36.290711,37.57771385,0.8066120143,0.7778060386,0.02880597566,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,15,30,15,36.66950966,37.15751603,0.7981336607,0.7872109969,0.01092266387,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,15,45,30,36.66950966,37.57771385,0.7981336607,0.7778060386,0.02032762214,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,30,45,15,37.15751603,37.57771385,0.7872109969,0.7778060386,0.009404958268,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,5,15,10,36.29687322,36.7140957,0.80647409,0.7971357264,0.009338363684,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,5,30,25,36.29687322,37.22086,0.80647409,0.7857932185,0.02068087158,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,5,45,40,36.29687322,37.65992778,0.80647409,0.7759659086,0.03050818149,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,15,30,15,36.7140957,37.22086,0.7971357264,0.7857932185,0.01134250789,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,15,45,30,36.7140957,37.65992778,0.7971357264,0.7759659086,0.02116981781,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,30,45,15,37.22086,37.65992778,0.7857932185,0.7759659086,0.009827309915,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,5,15,10,36.26809028,36.61592584,0.8071183161,0.7993329853,0.007785330807,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,5,30,25,36.26809028,37.08137149,0.8071183161,0.7889152803,0.01820303579,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,5,45,40,36.26809028,37.47890373,0.8071183161,0.7800176279,0.0271006882,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,15,30,15,36.61592584,37.08137149,0.7993329853,0.7889152803,0.01041770499,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,15,45,30,36.61592584,37.47890373,0.7993329853,0.7800176279,0.0193153574,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,30,45,15,37.08137149,37.47890373,0.7889152803,0.7800176279,0.008897652409,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,5,15,10,38.42996557,38.58936478,0.8084690142,0.8049013065,0.003567707741,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,5,30,25,38.42996557,38.73221718,0.8084690142,0.8017039533,0.00676506087,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,5,45,40,38.42996557,38.80796556,0.8084690142,0.8000085367,0.008460477507,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,15,30,15,38.58936478,38.73221718,0.8049013065,0.8017039533,0.003197353129,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,15,45,30,38.58936478,38.80796556,0.8049013065,0.8000085367,0.004892769766,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,30,45,15,38.73221718,38.80796556,0.8017039533,0.8000085367,0.001695416636,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,5,15,10,38.43626293,38.62670592,0.8083280652,0.8040655292,0.004262535956,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,5,30,25,38.43626293,38.7886157,0.8083280652,0.8004416294,0.007886435729,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,5,45,40,38.43626293,38.88292831,0.8083280652,0.7983307042,0.009997360919,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,15,30,15,38.62670592,38.7886157,0.8040655292,0.8004416294,0.003623899773,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,15,45,30,38.62670592,38.88292831,0.8040655292,0.7983307042,0.005734824963,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,30,45,15,38.7886157,38.88292831,0.8004416294,0.7983307042,0.00211092519,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,5,15,10,36.80406593,37.12440119,0.8075565577,0.8003867448,0.007169812923,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,5,30,25,36.80406593,37.54837454,0.8075565577,0.7908972817,0.01665927606,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,5,45,40,36.80406593,37.90432621,0.8075565577,0.7829302945,0.02462626324,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,15,30,15,37.12440119,37.54837454,0.8003867448,0.7908972817,0.009489463137,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,15,45,30,37.12440119,37.90432621,0.8003867448,0.7829302945,0.01745645032,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,30,45,15,37.54837454,37.90432621,0.7908972817,0.7829302945,0.007966987181,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,5,15,10,38.44382374,38.64937116,0.8081588375,0.8035582308,0.004600606701,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,5,30,25,38.44382374,38.85636709,0.8081588375,0.7989252031,0.009233634361,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,5,45,40,38.44382374,38.97303751,0.8081588375,0.7963138606,0.01184497685,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,15,30,15,38.64937116,38.85636709,0.8035582308,0.7989252031,0.00463302766,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,15,45,30,38.64937116,38.97303751,0.8035582308,0.7963138606,0.007244370149,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,30,45,15,38.85636709,38.97303751,0.7989252031,0.7963138606,0.002611342489,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,5,15,10,38.45768505,38.69095161,0.8078485907,0.8026275681,0.005221022549,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,5,30,25,38.45768505,38.98071695,0.8078485907,0.7961419779,0.0117066128,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,5,45,40,38.45768505,39.13857163,0.8078485907,0.7926088403,0.01523975035,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,15,30,15,38.69095161,38.98071695,0.8026275681,0.7961419779,0.006485590249,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,15,45,30,38.69095161,39.13857163,0.8026275681,0.7926088403,0.0100187278,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,30,45,15,38.98071695,39.13857163,0.7961419779,0.7926088403,0.003533137553,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,5,15,10,38.40141548,38.50664382,0.8091080283,0.8067527849,0.002355243382,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,5,30,25,38.40141548,38.60839971,0.8091080283,0.8044752627,0.004632765578,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,5,45,40,38.40141548,38.64355372,0.8091080283,0.8036884379,0.005419590386,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,15,30,15,38.50664382,38.60839971,0.8067527849,0.8044752627,0.002277522197,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,15,45,30,38.50664382,38.64355372,0.8067527849,0.8036884379,0.003064347004,NON_EMPIRICAL_ACTION_SPECIFIC_WAIT_PAIR; sensitivity only
