fused_decision_id,regime,feasible_action,cutoff_policy_id,assumed_time_remaining_minutes,p_complete,p_cross_benchmark,p_no_result,mean_final_speed_mph
DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.9565,0,232.3709649
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,231.046
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2735,1,0,231.3351638
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2735,1,0,231.3351638
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5145,1,0,231.5459171
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5145,1,0,231.5459171
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7545,1,0,231.7658032
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.9969489
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2505,0.1715,0.7495,231.8562546
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2505,0.1715,0.7495,231.8562546
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5115,0.345,0.4885,231.8015046
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5115,0.345,0.4885,231.8015046
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.753,0.502,0.247,231.7886317
DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.663,0,231.7727483
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,230.557
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.245,1,0,230.7918125
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.245,1,0,230.7918125
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4995,1,0,231.0571479
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4995,1,0,231.0571479
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7395,1,0,231.2782229
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.5309188
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.241,0.1785,0.759,231.3705623
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.241,0.1785,0.759,231.3705623
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.507,0.378,0.493,231.325695
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.507,0.378,0.493,231.325695
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7475,0.5445,0.2525,231.2927924
DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.7205,0,231.2614283
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,230.708
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.243,1,0,230.9441482
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.243,1,0,230.9441482
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4745,1,0,231.1577215
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4745,1,0,231.1577215
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7395,1,0,231.4012801
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.6279336
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2515,0.18,0.7485,231.4600273
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2515,0.18,0.7485,231.4600273
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.504,0.365,0.496,231.4774581
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.504,0.365,0.496,231.4774581
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.763,0.5465,0.237,231.4828865
DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.7155,0,231.4837571
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.25
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2405,0.082,0,229.4849184
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2405,0.082,0,229.4849184
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.499,0.1655,0,229.7312029
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.499,0.1655,0,229.7312029
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.746,0.2405,0,229.9755182
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.308,0,230.2152118
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2585,0.0765,0.7415,229.9051055
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2585,0.0765,0.7415,229.9051055
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5065,0.1615,0.4935,229.9784208
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5065,0.1615,0.4935,229.9784208
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7525,0.233,0.2475,229.9695026
DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.302,0,229.9709787
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.949
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2265,0.1315,0,230.1774298
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2265,0.1315,0,230.1774298
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4795,0.2805,0,230.4170684
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4795,0.2805,0,230.4170684
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7385,0.4355,0,230.6546586
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.59,0,230.9065886
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.237,0.138,0.763,230.6889893
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.237,0.138,0.763,230.6889893
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.482,0.283,0.518,230.6995754
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.482,0.283,0.518,230.6995754
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.745,0.4365,0.255,230.6850565
DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.5885,0,230.6844648
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,230.427
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2615,0.152,0,230.6733947
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2615,0.152,0,230.6733947
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4925,0.2905,0,230.9219358
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4925,0.2905,0,230.9219358
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7415,0.4405,0,231.1653219
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.6,0,231.4129462
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2455,0.1365,0.7545,231.0982808
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2455,0.1365,0.7545,231.0982808
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.485,0.2825,0.515,231.1477027
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.485,0.2825,0.515,231.1477027
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.75,0.433,0.25,231.1410774
DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.578,0,231.1347745
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,230.864
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2615,1,0,231.1132087
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2615,1,0,231.1132087
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.498,1,0,231.3472804
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.498,1,0,231.3472804
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.742,1,0,231.5938292
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.8395252
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.262,0.181,0.738,231.6893948
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.262,0.181,0.738,231.6893948
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5035,0.3525,0.4965,231.6935951
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5035,0.3525,0.4965,231.6935951
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.742,0.5205,0.258,231.6948621
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.69,0,231.6562039
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,1,0,230.846
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.246,1,0,231.0876018
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.246,1,0,231.0876018
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4965,1,0,231.3198091
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4965,1,0,231.3198091
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7475,1,0,231.5630008
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,1,0,231.7916284
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2335,0.1595,0.7665,231.5591869
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2335,0.1595,0.7665,231.5591869
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4845,0.3325,0.5155,231.5976908
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4845,0.3325,0.5155,231.5976908
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.749,0.505,0.251,231.5754398
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.67,0,231.5667878
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,229.417
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2665,0.0925,0,229.6873737
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2665,0.0925,0,229.6873737
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.518,0.1825,0,229.9511066
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.518,0.1825,0,229.9511066
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7485,0.2615,0,230.1691726
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.3465,0,230.4212383
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2515,0.0855,0.7485,230.1274273
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2515,0.0855,0.7485,230.1274273
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.5125,0.1805,0.4875,230.1928587
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.5125,0.1805,0.4875,230.1928587
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7515,0.258,0.2485,230.1586293
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0.3445,0,230.1699834
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,225.496
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.23,0,0,225.7194314
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.23,0,0,225.7194314
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.498,0,0,225.9432967
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.498,0,0,225.9432967
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.7435,0,0,226.1868041
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0,0,226.432976
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,1,
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.234,0,0.766,226.2955682
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.234,0,0.766,226.2955682
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_20MIN,20,0.4955,0,0.5045,226.3008981
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_30MIN,30,0.4955,0,0.5045,226.3008981
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_45MIN,45,0.76,0,0.24,226.2599074
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,CUTOFF_SENSITIVITY_60MIN,60,1,0,0,226.2516661
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_05MIN,5,0,0,0,230.498
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_10MIN,10,0.2685,0.1535,0,230.7441256
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,CUTOFF_SENSITIVITY_15MIN,15,0.2685,0.1535,0,230.7441256
