evidence_layer,model,target,features,nonlinear,n,loyo_mae,loyo_rmse,loyo_bias
WITHIN_RUN_FADE,FADE_TRACK_ONLY,lap1_to_lap4_delta_mph,track_temp_c,False,110,0.5742669490552573,0.9291665613279366,-0.03166020126228907
WITHIN_RUN_FADE,FADE_TRACK_NONLINEAR,lap1_to_lap4_delta_mph,track_temp_c,True,110,0.5738469756659005,0.9291364698560747,-0.03338004516894061
WITHIN_RUN_FADE,FADE_THERMAL_CORE,lap1_to_lap4_delta_mph,track_temp_c|air_temp_c|shortwave_radiation_wm2,False,110,0.591338904690004,0.9606980473629047,-0.17783702024046985
WITHIN_RUN_FADE,FADE_FULL_PHYSICS,lap1_to_lap4_delta_mph,track_temp_c|air_temp_c|shortwave_radiation_wm2|cloud_cover_pct|wind_speed_10m_ms|relative_humidity_pct,False,110,0.7104758029926403,1.0874826191581073,-0.34077675752916614
SAME_CAR_REPEAT,REPEAT_TIME_ONLY,delta_four_lap_average_speed_mph,elapsed_minutes,False,27,0.9366761005597458,1.2732401599586616,-0.1932302653634544
SAME_CAR_REPEAT,REPEAT_TRACK_CHANGE,delta_four_lap_average_speed_mph,delta_track_temp_c,False,27,0.906860953486646,1.2635969933155715,-0.1850858663172002
SAME_CAR_REPEAT,REPEAT_TRACK_STATE_AND_CHANGE,delta_four_lap_average_speed_mph,before_track_temp_c|delta_track_temp_c,False,27,1.0024368180182377,1.3035892410088672,-0.3146407741591942
SAME_CAR_REPEAT,REPEAT_THERMAL_CORE,delta_four_lap_average_speed_mph,before_track_temp_c|delta_track_temp_c|delta_air_temp_c|delta_shortwave_radiation_wm2,False,27,1.3571896935351515,1.6453431542940333,-0.7230607480031103
SAME_CAR_REPEAT,REPEAT_FULL_PHYSICS,delta_four_lap_average_speed_mph,before_track_temp_c|delta_track_temp_c|delta_air_temp_c|delta_shortwave_radiation_wm2|delta_cloud_cover_pct|delta_wind_speed_10m_ms|delta_relative_humidity_pct|elapsed_minutes,False,27,3.593395285673026,5.159461240350519,2.646999436387818
