model,formula,n,intercept_mph,beta_track_mph_per_c,beta_bootstrap_q025,beta_bootstrap_median,beta_bootstrap_q975,bootstrap_probability_beta_negative,residual_sd_mph,loyo_mae_mph,loyo_rmse_mph,loyo_bias_mph,zero_change_baseline_mae_mph,zero_change_baseline_rmse_mph,fast_friday_used
SAME_CAR_TRACK_TEMPERATURE_RESPONSE,delta_speed_mph = intercept + beta_track * delta_track_temp_c,27,0.9547360584732011,-0.07407531131564658,-0.19467461071489953,-0.07143933863146538,-0.004455204305626727,0.9827,1.2164845639444413,0.9953972361494675,1.331476633150907,-0.21975473638040036,0.6912222222222226,1.2911374973398582,False
