year,id,url,status,local_file
2018,74622252638746b2821d6822ae31527a,https://s3.us-east-005.backblazeb2.com/t71-archive/74622252638746b2821d6822ae31527a.zip,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2018_74622252638746b2821d6822ae31527a_replay.zip
2019,5250b13f10ce468d85c6ed97731ec2e3,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3.zip,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2019_5250b13f10ce468d85c6ed97731ec2e3_replay.zip
2019,5250b13f10ce468d85c6ed97731ec2e3:1,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_1.zip,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2019_5250b13f10ce468d85c6ed97731ec2e3_1_replay.zip
2019,5250b13f10ce468d85c6ed97731ec2e3:2,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_2.zip,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2019_5250b13f10ce468d85c6ed97731ec2e3_2_replay.zip
2025,03072250-77e5-43d5-9844-4550ecd8ae34,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-17 14-57 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Day One.zip,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2025_03072250-77e5-43d5-9844-4550ecd8ae34_replay.zip
