year,catalogue_index,id,description,startTime,start_utc,start_indianapolis,source_type,source_url,status,local_file
2018,6891,74622252638746b2821d6822ae31527a,102nd Indianapolis 500 - Qualifying,1526741675,2018-05-19T14:54:35+00:00,2018-05-19T10:54:35-04:00,analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/74622252638746b2821d6822ae31527a.json,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2018_74622252638746b2821d6822ae31527a_analysis.json
2019,4927,5250b13f10ce468d85c6ed97731ec2e3,103rd Indianapolis 500 - Qualifying,1558191253,2019-05-18T14:54:13+00:00,2019-05-18T10:54:13-04:00,analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3.json,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json
2019,4928,5250b13f10ce468d85c6ed97731ec2e3:1,103rd Indianapolis 500 - Qualifying,1558207068,2019-05-18T19:17:48+00:00,2019-05-18T15:17:48-04:00,analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_1.json,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json
2019,4929,5250b13f10ce468d85c6ed97731ec2e3:2,103rd Indianapolis 500 - Qualifying,1558212588,2019-05-18T20:49:48+00:00,2019-05-18T16:49:48-04:00,analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_2.json,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json
2025,183,03072250-77e5-43d5-9844-4550ecd8ae34,109th Running of the Indianapolis 500 - Qualifications - Day One,1747493865,2025-05-17T14:57:45+00:00,2025-05-17T10:57:45-04:00,analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-17 14-57 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Day One.json,DOWNLOADED,r6_regime_extension/evidence/timing71_indy500_v2/2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
