comparison,coefficient,regime_point_estimate,frozen_B_value,point_difference,difference_80_lo,difference_80_hi,difference_90_lo,difference_90_hi,fraction_draws_above_B
A_MINUS_B,beta_track_mph_per_c,-0.05059376286865436,-0.03482533,-0.015768432868654356,-0.12881310370246965,0.08584027293902674,-0.133791247144177,0.20385097140116062,0.289
A_MINUS_B,beta_ambient_mph_per_c,0.17008052880880425,0.18239338,-0.01231285119119574,-0.45809360155457635,0.5462695740627952,-0.7646687000444544,0.5718104066083873,0.397
C_MINUS_B,beta_track_mph_per_c,-0.06308090052742443,-0.03482533,-0.02825557052742443,-0.056012521235855005,0.016506016453453926,-0.0663059097465076,0.03154283208507355,0.1802
C_MINUS_B,beta_ambient_mph_per_c,0.1209992514011008,0.18239338,-0.0613941285988992,-0.13054708237760998,0.1150382150431275,-0.14646640029552857,0.16693060708040805,0.303
A_MINUS_C,beta_track_mph_per_c,,,0.012487137658770076,-0.11244222090249328,0.12002325476870532,-0.12982732503404698,0.22688503162005086,
A_MINUS_C,beta_ambient_mph_per_c,,,0.04908127740770346,-0.48533992093257794,0.5922932187242199,-0.7803364062502304,0.6515764771412312,
