year,regime_code,car_number,driver_name,from_source_rank,to_source_rank,delta_track_c,delta_ambient_c,delta_speed_mph,predicted_delta_speed_mph,residual_mph
2019,A,10,"Rosenqvist, Felix",42,29,-3.762625995061726,0.4292926617283967,0.0989999999999895,0.2633797302780924,-0.16437973027810293
2019,A,15,"Rahal, Graham",45,39,0.1733462049382694,0.3674127851851843,0.2990000000000066,0.05371952400858378,0.24528047599142283
2019,A,15,"Rahal, Graham",39,17,-4.343049772222223,-0.0029619049382709,0.710000000000008,0.21922746794439193,0.490772532055616
2019,A,25,"Daly, Conor",37,11,15.515594254320987,4.32422103950617,0.695999999999998,-0.04952649538400537,0.7455264953840033
2019,A,4,"Leist, Matheus",55,24,1.2229455691357956,0.1700893388888893,0.9900000000000092,-0.03294453342316578,1.022944533423175
2019,A,48,"Hildebrand, JR",53,43,1.1111111111111072,0.4285332080246924,0.3509999999999991,0.016669862556690587,0.33433013744330853
2019,A,48,"Hildebrand, JR",43,21,-5.526166935802472,-0.3894552820987655,0.7249999999999943,0.21335081919584842,0.5116491808041459
2019,A,59,"Chilton, Max",50,59,7.344048238888888,2.7777777777777786,-0.5799999999999841,0.10088287826348667,-0.6808828782634707
2019,A,66,"Alonso, Fernando",69,70,5.180386102469136,1.4790819401234572,-0.6990000000000123,-0.010532187508646264,-0.688467812491366
2019,A,81,"Hanley, Ben",63,56,0.0084929641975293,-0.5374702839506185,0.7420000000000186,-0.09184292113000113,0.8338429211300198
2025,C,12,"Power, Will",10,38,-4.819308950617284,0.5555555555555571,-0.5240000000000009,0.3712281548587602,-0.8952281548587611
2025,C,14,"Ferrucci, Santino",50,17,0.7097040123456821,1.6666666666666643,0.7560000000000002,0.1568966507951424,0.5991033492048579
2025,C,17,"Larson, Kyle",59,21,1.0937956790123522,1.6666666666666643,1.272999999999996,0.13266780257672953,1.1403321974232663
2025,C,18,"Veekay, Rinus",67,64,-4.509372530864198,0.1837330246913602,0.2909999999999968,0.30668683850585915,-0.015686838505862333
2025,C,20,"Rossi, Alexander",40,45,7.283246913580243,1.666666666666668,-0.1610000000000013,-0.2577683550703915,0.09676835507039017
2025,C,20,"Rossi, Alexander",45,14,-1.2449839506172822,0.5555555555555536,0.3520000000000038,0.14575651508107332,0.2062434849189305
2025,C,20,"Rossi, Alexander",14,37,-2.9722851851851857,0.5555555555555571,-0.0279999999999915,0.25471623243974906,-0.28271623243974053
2025,C,23,"Hunter-Reay, Ryan",57,27,3.87301604938272,2.507129320987655,0.1270000000000095,0.05904743085302668,0.0679525691469828
2025,C,24,"Harvey, Jack",28,60,3.4107540123456843,2.5927287037037026,-0.3360000000000127,0.09856479765800259,-0.43456479765801526
2025,C,27,"Kirkwood, Kyle",25,49,-1.515675308641974,0.1539061728395054,-0.0490000000000065,0.11423269507590628,-0.16323269507591276
2025,C,30,"DeFrancesco, Devlin",53,18,-3.145934259259249,0.4828861111111138,1.1599999999999966,0.25687722403058294,0.9031227759694136
2025,C,33,"Carpenter, Ed",44,16,-0.9406416666666644,1.994689814814816,0.2410000000000138,0.3006924977769437,-0.05969249777692989
2025,C,4,"Malukas, David",33,7,-2.5785657407407427,2.105352160493826,0.3520000000000038,0.41740428435053445,-0.06540428435053064
2025,C,45,"Foster, Louis",52,22,-3.2152598765432145,1.3272567901234569,0.4919999999999902,0.3634185664640077,0.1285814335359825
2025,C,6,"Siegel, Nolan",26,58,5.698013888888887,1.6666666666666643,-0.4720000000000084,-0.1577704283270484,-0.31422957167296
2025,C,7,"Lundgaard, Christian",56,12,5.179945370370369,2.596698456790122,1.5049999999999957,-0.012557049259827521,1.5175570492598232
2025,C,75,"Sato, Takuma",34,9,-1.795827160493822,2.2222222222222214,0.2459999999999809,0.3821696198113373,-0.1361696198113564
2025,C,76,"Daly, Conor",39,46,4.410103395061725,1.1111111111111107,-0.375,-0.14374968091165574,-0.23125031908834426
2025,C,77,"Robb, Sting Ray",54,19,-0.8154580246913596,0.4256043209876523,1.1260000000000048,0.10293763077242542,1.0230623692275793
2025,C,90,"Ilott, Callum",51,23,-4.161062037037034,0.0143277777777761,0.2889999999999872,0.26421719083212747,0.024782809167859743
2025,C,98,"Andretti, Marco",62,66,2.424170370370362,1.3096129629629625,-0.5010000000000048,0.005543338148833533,-0.5065433381488383
2025,C,98,"Andretti, Marco",66,65,-3.636098456790115,0.5555555555555571,0.1189999999999997,0.29659017139464383,-0.17759017139464411
2025,C,98,"Andretti, Marco",65,61,-2.0008601851851893,-0.236508641975309,0.3840000000000145,0.0975986936820476,0.2864013063179669
