regime_code,year,model,n_transitions,n_car_clusters,beta_track_mph_per_c,beta_ambient_mph_per_c,mae_mph,rmse_mph,median_abs_error_mph,residual_median_mph
A,2019,OLS_NO_INTERCEPT,10,8.0,-0.04615795863108359,0.1556861525382933,0.5716046666959531,0.6273172125143642,0.6020157348388477,0.4227823750870038
A,2019,HUBER_IRLS_NO_INTERCEPT,10,8.0,-0.05059376286865436,0.17008052880880425,0.5718076697264631,0.6274321576487076,0.5962660295338083,0.41255133474946226
C,2025,OLS_NO_INTERCEPT,23,19.0,-0.050853709826109025,0.19726045728428765,0.43296143139888466,0.5568667088784333,0.2887408712635573,-0.15643731436947914
C,2025,HUBER_IRLS_NO_INTERCEPT,23,19.0,-0.06308090052742443,0.1209992514011008,0.40331374869673686,0.5727152767785684,0.23125031908834426,-0.015686838505862333
B,2020-2024,FROZEN_R5_2_ROBUST_CORE,41,,-0.03482533,0.18239338,,,0.3106,
