regime_code,coefficient,point_estimate,bootstrap_draws,p10,p90,p05,p95,bootstrap_median
A,beta_track_mph_per_c,-0.05059376286865436,5000,-0.16363843370246964,0.05101494293902673,-0.168616577144177,0.16902564140116064,-0.07498458700772283
A,beta_ambient_mph_per_c,0.17008052880880425,5000,-0.27570022155457635,0.7286629540627951,-0.5822753200444545,0.7542037866083874,0.12534313640900854
C,beta_track_mph_per_c,-0.06308090052742443,5000,-0.09083785123585501,-0.018319313546546076,-0.1011312397465076,-0.003282497914926452,-0.06160291868676395
C,beta_ambient_mph_per_c,0.1209992514011008,5000,0.051846297622390014,0.2974315950431275,0.035926979704471416,0.34932398708040807,0.12817485025251263
