wait_minutes,target_time_utc,forecast_ambient_c,delta_ambient_c,expected_delta_track_c,track_uncertainty_sd_c,expected_physical_delta_speed_mph,median_total_delta_speed_mph,q10_delta_speed_mph,q90_delta_speed_mph,q05_delta_speed_mph,q95_delta_speed_mph,p_improve,expected_future_speed_mph,median_future_speed_mph
0.0,2025-05-17 19:06:38.382500+00:00,22.22222222222222,0.0,0.0,0.0,0.0,0.0,-0.7199597912553156,0.7199597912553156,-1.1702080190504822,1.1702080190504822,0.4878,232.144,232.144
1.0,2025-05-17 19:07:38.382500+00:00,22.22222222222222,0.0,0.007833016970611631,0.09709999999999999,-0.0002598545712864007,-0.00017438818582550598,-0.7224111422602286,0.7196360106968437,-1.174402590487528,1.1714972902950258,0.49805,232.14374014542872,232.14382561181418
2.0,2025-05-17 19:08:38.382500+00:00,22.22222222222222,0.0,0.015666033941223262,0.19419999999999998,-0.0003485849297647884,-6.032525040173786e-12,-0.7228197573132502,0.7187946039089026,-1.1786780757608977,1.172251203560444,0.49945,232.14365141507025,232.14399999999398
3.0,2025-05-17 19:09:38.382500+00:00,22.22222222222222,0.0,0.023499050911834893,0.2913,-0.0010823451624210677,-0.0005833766262070023,-0.7274197091041745,0.7185422458522674,-1.1808869743534578,1.172305547299495,0.497,232.1429176548376,232.1434166233738
4.0,2025-05-17 19:10:38.382500+00:00,22.22222222222222,0.0,0.031332067882446524,0.38839999999999997,-0.001199715920601934,-0.0008595076511484084,-0.7262730646493423,0.7175918107771695,-1.1883499232828953,1.172844072330016,0.4966,232.1428002840794,232.14314049234886
5.0,2025-05-17 19:11:38.382500+00:00,22.22222222222222,0.0,0.03916508485305814,0.48549999999999993,-0.0014323007103268755,-0.000594411260190322,-0.7265729036091086,0.7196809837683572,-1.1906836665951492,1.1749254431193346,0.4982,232.14256769928969,232.14340558873982
6.0,2025-05-17 19:12:38.382500+00:00,22.22222222222222,0.0,0.046998101823669786,0.5826,-0.001500909409201356,-0.0006264857284574337,-0.7280910630761251,0.7191650957102228,-1.1939757140855773,1.1765628440167806,0.4978,232.1424990905908,232.14337351427156
7.0,2025-05-17 19:13:38.382500+00:00,22.22222222222222,0.0,0.05483111879428141,0.6797,-0.001985040497544364,-0.0008595076511484144,-0.7321603002385377,0.71731528041807,-1.1944079838765145,1.1766454278290104,0.4972,232.14201495950246,232.14314049234886
8.0,2025-05-17 19:14:38.382500+00:00,22.22222222222222,0.0,0.06266413576489305,0.7767999999999999,-0.002292031522748337,-0.0002770355793510006,-0.7313708841713327,0.7134267712246246,-1.2006947918681166,1.1774032851054963,0.49885,232.14170796847725,232.14372296442065
9.0,2025-05-17 19:15:38.382500+00:00,22.22222222222222,0.0,0.07049715273550466,0.8738999999999999,-0.002471107661483228,-0.0008630379854878694,-0.7301506956693883,0.7153913545244129,-1.1921828682200017,1.1806339076405339,0.49715,232.14152889233853,232.14313696201452
10.0,2025-05-17 19:16:38.382500+00:00,22.22222222222222,0.0,0.07833016970611628,0.9709999999999999,-0.002882349976276488,-0.001399259637687141,-0.728377131216151,0.708804774484945,-1.1966357645924592,1.1776326917684194,0.49695,232.14111765002372,232.14260074036233
11.0,2025-05-17 19:17:38.382500+00:00,22.22222222222222,0.0,0.08616318667672791,1.0680999999999998,-0.0027293585176851793,-0.0012652141822634831,-0.7279276369725374,0.7104878636744102,-1.206505434767946,1.181220215395076,0.49685,232.14127064148232,232.14273478581774
12.0,2025-05-17 19:18:38.382500+00:00,22.22222222222222,0.0,0.09399620364733957,1.1652,-0.0030665960120578356,-0.0010279035683705838,-0.731788054460472,0.7115925658705772,-1.2084886369751382,1.1767532215187295,0.4968,232.14093340398796,232.14297209643163
