year,file,json_path,depth,value_type
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.serviceClass,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.uuid,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.name,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.source,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.version,2,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.hasAnalysis,2,bool
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.startTime,2,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.hidden,2,bool
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.pollInterval,2,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.service.trackDataSpec,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.21,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.22,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.23,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.42,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.3,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.2,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.5,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.4,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.7,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.5T,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.9,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.12,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.19,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.18,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.31,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.30,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.33,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.driver.48,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.cars,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session,2,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.lapsRemain,3,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.timeRemain,3,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.flagState,3,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.session.timeElapsed,3,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.messages,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.state.highlight,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session.currentTimestamp,2,float
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session.flagStats,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.session.leaderLap,2,float
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.21,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.22,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.23,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.42,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.3,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.2,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.5,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.4,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.7,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.5T,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.9,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.12,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.19,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.18,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.31,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.30,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.33,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.static.48,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.21,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.22,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.23,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.19,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.18,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.31,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.30,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.42,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.5T,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.33,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.3,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.2,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.5,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.4,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.7,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.48,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.9,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.lap.12,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.21,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.22,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.23,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.19,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.18,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.31,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.30,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.42,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.5T,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.33,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.3,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.2,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.5,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.4,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.7,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.48,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.9,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,$.stint.12,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.description,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.colSpec,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.serviceClass,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.uuid,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.name,2,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.source,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.version,2,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.hasAnalysis,2,bool
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.startTime,2,float
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.hidden,2,bool
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.pollInterval,2,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.service.trackDataSpec,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.21,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.22,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.23,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.42,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.3,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.2,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.5,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.4,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.7,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.9,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.12,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.19,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.18,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.31,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.30,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.33,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.driver.48,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.cars,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session,2,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.lapsRemain,3,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.timeRemain,3,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.flagState,3,str
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.session.timeElapsed,3,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.messages,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.state.highlight,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session.currentTimestamp,2,float
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session.flagStats,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.session.leaderLap,2,int
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.21,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.22,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.23,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.42,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.3,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.2,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.5,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.4,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.7,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.9,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.12,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.19,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.18,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.31,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.30,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.33,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.static.48,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap,1,dict
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.77,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.10,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.28,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.26,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.15,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.60,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.98,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.88,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.63,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.66,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.59,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.81,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.32,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.14,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.24,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.25,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.39,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.27,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.20,2,list
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,$.lap.21,2,list
