wait_minutes,target_time_utc,forecast_ambient_c,delta_ambient_c,expected_delta_track_c,track_uncertainty_sd_c,expected_physical_delta_speed_mph,median_total_delta_speed_mph,q10_delta_speed_mph,q90_delta_speed_mph,q05_delta_speed_mph,q95_delta_speed_mph,p_improve,expected_future_speed_mph,median_future_speed_mph
0.0,2025-05-17 20:57:21.750500+00:00,22.77777777777778,0.0,0.0,0.0,0.0,0.0,-0.7199597912553156,0.7199597912553156,-1.1702080190504822,1.1702080190504822,0.48965,229.475,229.475
1.0,2025-05-17 20:58:21.750500+00:00,22.77777777777778,0.0,0.012599387444098402,0.09709999999999999,-0.0005307672696526638,-3.6188239635791326e-05,-0.7264736996418003,0.7204571486939354,-1.1752733209849955,1.1713667554873064,0.49845,229.47446923273034,229.47496381176035
2.0,2025-05-17 20:59:21.750500+00:00,22.77777777777778,0.0,0.025198774888196804,0.19419999999999998,-0.0009479517727971053,-1.2392926709033925e-05,-0.7370108733871041,0.7204662438281623,-1.1792612132387577,1.1731556441177593,0.49905,229.4740520482272,229.47498760707327
3.0,2025-05-17 21:00:21.750500+00:00,22.77777777777778,0.0,0.03779816233229521,0.2913,-0.001393613170325389,-1.063779246880513e-05,-0.7388218378536525,0.7215076305274412,-1.1861779936420485,1.17444048988184,0.49895,229.47360638682966,229.47498936220754
4.0,2025-05-17 21:01:21.750500+00:00,22.77777777777778,0.0,0.05039754977639361,0.38839999999999997,-0.0019666186363390408,-1.749663885292274e-12,-0.7372477490204886,0.7205459069880392,-1.1874520976822376,1.175739113510186,0.49905,229.47303338136365,229.47499999999823
5.0,2025-05-17 21:02:21.750500+00:00,22.77777777777778,0.0,0.062996937220492,0.48549999999999993,-0.0020305099894979695,-0.00023836839965201578,-0.7364717126044381,0.7218320659407832,-1.19447235380445,1.1778487575356424,0.4986,229.47296949001048,229.47476163160033
6.0,2025-05-17 21:03:21.750500+00:00,22.77777777777778,0.0,0.07559632466459042,0.5826,-0.002850490151743288,-0.0004740649951870822,-0.7381339902822851,0.7209579473983475,-1.1955901341399264,1.1761045853305885,0.4983,229.47214950984826,229.4745259350048
7.0,2025-05-17 21:04:21.750500+00:00,22.77777777777778,0.0,0.08819571210868882,0.6797,-0.0033238630617503915,-0.0008226772284875064,-0.7362892574951395,0.7215159339261024,-1.2012003258317976,1.1768317608288652,0.4979,229.47167613693824,229.4741773227715
8.0,2025-05-17 21:05:21.750500+00:00,22.77777777777778,0.0,0.10079509955278722,0.7767999999999999,-0.0040115124569235815,-1.0524965102562777e-13,-0.7458207715575362,0.7204600975625868,-1.2016148413859564,1.176825102216456,0.4995,229.47098848754308,229.47499999999988
9.0,2025-05-17 21:06:21.750500+00:00,22.77777777777778,0.0,0.11339448699688562,0.8738999999999999,-0.004235970972815616,-0.0008595076511479516,-0.7473380750508849,0.7206704063737245,-1.2038790987913033,1.1750998794148455,0.49725,229.47076402902718,229.47414049234885
10.0,2025-05-17 21:07:21.750500+00:00,22.77777777777778,0.0,0.125993874440984,0.9709999999999999,-0.004480271100613173,-3.829228968470927e-05,-0.7412499216042044,0.7199597912455583,-1.211180276653695,1.1763081040312213,0.49915,229.47051972889938,229.47496170771032
11.0,2025-05-17 21:08:21.750500+00:00,22.77777777777778,0.0,0.13859326188508242,1.0680999999999998,-0.005898437124819293,-0.000859507616957618,-0.7457695082012558,0.7199597912526189,-1.2099912019762153,1.1767106145620865,0.49825,229.46910156287518,229.47414049238304
12.0,2025-05-17 21:09:21.750500+00:00,22.77777777777778,0.0,0.15119264932918083,1.1652,-0.006142687344231734,-0.0012005930255057236,-0.7427464800603638,0.7178951485062774,-1.2143610183323457,1.1818268814534993,0.49675,229.46885731265576,229.47379940697448
