timestamp_utc,ambient_c
2025-05-17 15:15:00+00:00,20.0
2025-05-17 15:25:39.338000+00:00,20.0
2025-05-17 15:30:00+00:00,20.0
2025-05-17 15:45:00+00:00,20.555555555555557
2025-05-17 16:00:00+00:00,20.555555555555557
2025-05-17 16:15:00+00:00,21.11111111111111
2025-05-17 16:30:00+00:00,20.555555555555557
2025-05-17 16:45:00+00:00,20.555555555555557
2025-05-17 17:00:00+00:00,21.11111111111111
2025-05-17 17:15:00+00:00,21.666666666666668
2025-05-17 17:30:00+00:00,22.22222222222222
2025-05-17 17:45:00+00:00,22.22222222222222
2025-05-17 18:00:00+00:00,21.666666666666668
2025-05-17 18:15:00+00:00,21.666666666666668
2025-05-17 18:30:00+00:00,21.666666666666668
