year,file,page,line_no,section,section_length_miles,section_rank,car_number,driver_name,cet,session_elapsed,session_elapsed_s,reported_section_value,lap_number,raw_line,driver_key,car_key,entrant_key,elapsed_order_within_year
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,8,PT3 to PSS2,0.265152,2,17,"Daly, Conor",D/H/F,00:07.4054,7.4054,128.899,9,"2 17 Daly, Conor D/H/F 00:07.4054 128.899 9",dalyconor,17,dalyconor__17,499
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,9,PT3 to PSS2,0.265152,3,1,"Newgarden, Josef",D/C/F,00:07.4097,7.4097,128.824,4,"3 1 Newgarden, Josef D/C/F 00:07.4097 128.824 4",newgardenjosef,1,newgardenjosef__1,500
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,10,PT3 to PSS2,0.265152,4,21,"Pigot, Spencer",D/C/F,00:07.6534,7.6534,124.722,4,"4 21 Pigot, Spencer D/C/F 00:07.6534 124.722 4",pigotspencer,21,pigotspencer__21,504
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,11,PT3 to PSS2,0.265152,5,25,"Wilson, Stefan",D/H/F,00:07.8551,7.8551,121.519,4,"5 25 Wilson, Stefan D/H/F 00:07.8551 121.519 4",wilsonstefan,25,wilsonstefan__25,511
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,12,PT3 to PSS2,0.265152,6,19,"Claman De Melo, Zachary (R)",D/H/F,00:07.8600,7.86,121.443,4,"6 19 Claman De Melo, Zachary (R) D/H/F 00:07.8600 121.443 4",clamandemelozachary,19,clamandemelozachary__19,512
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,13,PT3 to PSS2,0.265152,7,64,"Servia, Oriol",D/H/F,00:07.9848,7.9848,119.545,7,"7 64 Servia, Oriol D/H/F 00:07.9848 119.545 7",serviaoriol,64,serviaoriol__64,515
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,14,PT3 to PSS2,0.265152,8,27,"Rossi, Alexander",D/H/F,00:08.0103,8.0103,119.165,4,"8 27 Rossi, Alexander D/H/F 00:08.0103 119.165 4",rossialexander,27,rossialexander__27,516
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,15,PT3 to PSS2,0.265152,9,24,"Karam, Sage",D/C/F,00:08.0276,8.0276,118.908,4,"9 24 Karam, Sage D/C/F 00:08.0276 118.908 4",karamsage,24,karamsage__24,517
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,16,PT3 to PSS2,0.265152,10,28,"Hunter-Reay, Ryan",D/H/F,00:08.1399,8.1399,117.267,4,"10 28 Hunter-Reay, Ryan D/H/F 00:08.1399 117.267 4",hunterreayryan,28,hunterreayryan__28,519
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,17,PT3 to PSS2,0.265152,11,4,"Leist, Matheus (R)",D/C/F,00:08.1413,8.1413,117.247,4,"11 4 Leist, Matheus (R) D/C/F 00:08.1413 117.247 4",leistmatheus,4,leistmatheus__4,520
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,18,PT3 to PSS2,0.265152,12,88,"Chaves, Gabby",D/C/F,00:08.1674,8.1674,116.873,4,"12 88 Chaves, Gabby D/C/F 00:08.1674 116.873 4",chavesgabby,88,chavesgabby__88,522
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,19,PT3 to PSS2,0.265152,13,32,"Kaiser, Kyle (R)",D/C/F,00:08.1866,8.1866,116.599,4,"13 32 Kaiser, Kyle (R) D/C/F 00:08.1866 116.599 4",kaiserkyle,32,kaiserkyle__32,523
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,20,PT3 to PSS2,0.265152,14,10,"Jones, Ed",D/H/F,00:08.2758,8.2758,115.342,4,"14 10 Jones, Ed D/H/F 00:08.2758 115.342 4",jonesed,10,jonesed__10,527
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,21,PT3 to PSS2,0.265152,15,20,"Carpenter, Ed",D/C/F,00:08.3222,8.3222,114.699,4,"15 20 Carpenter, Ed D/C/F 00:08.3222 114.699 4",carpentered,20,carpentered__20,529
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,22,PT3 to PSS2,0.265152,16,18,"Bourdais, Sebastien",D/H/F,00:08.3677,8.3677,114.075,4,"16 18 Bourdais, Sebastien D/H/F 00:08.3677 114.075 4",bourdaissebastien,18,bourdaissebastien__18,533
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,23,PT3 to PSS2,0.265152,17,29,"Munoz, Carlos",D/H/F,00:08.3877,8.3877,113.803,4,"17 29 Munoz, Carlos D/H/F 00:08.3877 113.803 4",munozcarlos,29,munozcarlos__29,535
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,24,PT3 to PSS2,0.265152,18,13,"Patrick, Danica",D/C/F,00:08.6394,8.6394,110.487,4,"18 13 Patrick, Danica D/C/F 00:08.6394 110.487 4",patrickdanica,13,patrickdanica__13,540
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,25,PT3 to PSS2,0.265152,19,12,"Power, Will",D/C/F,00:08.6802,8.6802,109.968,4,"19 12 Power, Will D/C/F 00:08.6802 109.968 4",powerwill,12,powerwill__12,542
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,26,PT3 to PSS2,0.265152,20,5,"Hinchcliffe, James",D/H/F,00:08.7001,8.7001,109.717,4,"20 5 Hinchcliffe, James D/H/F 00:08.7001 109.717 4",hinchcliffejames,5,hinchcliffejames__5,544
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,27,PT3 to PSS2,0.265152,21,60,"Harvey, Jack",D/H/F,00:08.7189,8.7189,109.48,9,"21 60 Harvey, Jack D/H/F 00:08.7189 109.480 9",harveyjack,60,harveyjack__60,546
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,28,PT3 to PSS2,0.265152,22,15,"Rahal, Graham",D/H/F,00:08.7294,8.7294,109.348,4,"22 15 Rahal, Graham D/H/F 00:08.7294 109.348 4",rahalgraham,15,rahalgraham__15,547
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,29,PT3 to PSS2,0.265152,23,66,"Hildebrand, JR",D/C/F,00:08.7344,8.7344,109.286,4,"23 66 Hildebrand, JR D/C/F 00:08.7344 109.286 4",hildebrandjr,66,hildebrandjr__66,548
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,30,PT3 to PSS2,0.265152,24,63,"Mann, Pippa",D/H/F,00:08.7503,8.7503,109.087,9,"24 63 Mann, Pippa D/H/F 00:08.7503 109.087 9",mannpippa,63,mannpippa__63,549
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,31,PT3 to PSS2,0.265152,25,14,"Kanaan, Tony",D/C/F,00:08.8583,8.8583,107.757,4,"25 14 Kanaan, Tony D/C/F 00:08.8583 107.757 4",kanaantony,14,kanaantony__14,553
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,32,PT3 to PSS2,0.265152,26,33,"Davison, James",D/C/F,00:08.9077,8.9077,107.16,4,"26 33 Davison, James D/C/F 00:08.9077 107.160 4",davisonjames,33,davisonjames__33,554
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,33,PT3 to PSS2,0.265152,27,3,"Castroneves, Helio",D/C/F,00:08.9364,8.9364,106.815,4,"27 3 Castroneves, Helio D/C/F 00:08.9364 106.815 4",castroneveshelio,3,castroneveshelio__3,556
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,34,PT3 to PSS2,0.265152,28,30,"Sato, Takuma",D/H/F,00:09.0364,9.0364,105.633,4,"28 30 Sato, Takuma D/H/F 00:09.0364 105.633 4",satotakuma,30,satotakuma__30,560
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,35,PT3 to PSS2,0.265152,29,23,"Kimball, Charlie",D/C/F,00:10.7601,10.7601,88.712,4,"29 23 Kimball, Charlie D/C/F 00:10.7601 88.712 4",kimballcharlie,23,kimballcharlie__23,676
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,20,36,PT3 to PSS2,0.265152,30,9,"Dixon, Scott",D/H/F,00:10.8488,10.8488,87.986,4,"30 9 Dixon, Scott D/H/F 00:10.8488 87.986 4",dixonscott,9,dixonscott__9,678
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,7,PSS2 to PT4,0.265152,1,17,"Daly, Conor",D/H/F,00:07.7160,7.716,123.71,9,"1 17 Daly, Conor D/H/F 00:07.7160 123.710 9",dalyconor,17,dalyconor__17,506
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,8,PSS2 to PT4,0.265152,2,1,"Newgarden, Josef",D/C/F,00:07.9397,7.9397,120.224,4,"2 1 Newgarden, Josef D/C/F 00:07.9397 120.224 4",newgardenjosef,1,newgardenjosef__1,514
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,9,PSS2 to PT4,0.265152,3,24,"Karam, Sage",D/C/F,00:08.0622,8.0622,118.398,4,"3 24 Karam, Sage D/C/F 00:08.0622 118.398 4",karamsage,24,karamsage__24,518
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,10,PSS2 to PT4,0.265152,4,26,"Veach, Zach",D/H/F,00:08.1471,8.1471,117.164,4,"4 26 Veach, Zach D/H/F 00:08.1471 117.164 4",veachzach,26,veachzach__26,521
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,11,PSS2 to PT4,0.265152,5,19,"Claman De Melo, Zachary (R)",D/H/F,00:08.1917,8.1917,116.526,4,"5 19 Claman De Melo, Zachary (R) D/H/F 00:08.1917 116.526 4",clamandemelozachary,19,clamandemelozachary__19,524
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,12,PSS2 to PT4,0.265152,6,21,"Pigot, Spencer",D/C/F,00:08.2008,8.2008,116.397,4,"6 21 Pigot, Spencer D/C/F 00:08.2008 116.397 4",pigotspencer,21,pigotspencer__21,525
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,13,PSS2 to PT4,0.265152,7,88,"Chaves, Gabby",D/C/F,00:08.3486,8.3486,114.336,4,"7 88 Chaves, Gabby D/C/F 00:08.3486 114.336 4",chavesgabby,88,chavesgabby__88,530
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,14,PSS2 to PT4,0.265152,8,27,"Rossi, Alexander",D/H/F,00:08.3522,8.3522,114.287,4,"8 27 Rossi, Alexander D/H/F 00:08.3522 114.287 4",rossialexander,27,rossialexander__27,531
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,15,PSS2 to PT4,0.265152,9,10,"Jones, Ed",D/H/F,00:08.3815,8.3815,113.887,4,"9 10 Jones, Ed D/H/F 00:08.3815 113.887 4",jonesed,10,jonesed__10,534
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,16,PSS2 to PT4,0.265152,10,64,"Servia, Oriol",D/H/F,00:08.5460,8.546,111.695,7,"10 64 Servia, Oriol D/H/F 00:08.5460 111.695 7",serviaoriol,64,serviaoriol__64,537
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,17,PSS2 to PT4,0.265152,11,13,"Patrick, Danica",D/C/F,00:08.5669,8.5669,111.423,4,"11 13 Patrick, Danica D/C/F 00:08.5669 111.423 4",patrickdanica,13,patrickdanica__13,538
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,18,PSS2 to PT4,0.265152,12,25,"Wilson, Stefan",D/H/F,00:08.5735,8.5735,111.337,4,"12 25 Wilson, Stefan D/H/F 00:08.5735 111.337 4",wilsonstefan,25,wilsonstefan__25,539
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,19,PSS2 to PT4,0.265152,13,20,"Carpenter, Ed",D/C/F,00:08.6712,8.6712,110.082,4,"13 20 Carpenter, Ed D/C/F 00:08.6712 110.082 4",carpentered,20,carpentered__20,541
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,20,PSS2 to PT4,0.265152,14,18,"Bourdais, Sebastien",D/H/F,00:08.6833,8.6833,109.929,4,"14 18 Bourdais, Sebastien D/H/F 00:08.6833 109.929 4",bourdaissebastien,18,bourdaissebastien__18,543
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,21,PSS2 to PT4,0.265152,15,28,"Hunter-Reay, Ryan",D/H/F,00:08.7031,8.7031,109.679,4,"15 28 Hunter-Reay, Ryan D/H/F 00:08.7031 109.679 4",hunterreayryan,28,hunterreayryan__28,545
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,22,PSS2 to PT4,0.265152,16,33,"Davison, James",D/C/F,00:08.7889,8.7889,108.608,4,"16 33 Davison, James D/C/F 00:08.7889 108.608 4",davisonjames,33,davisonjames__33,550
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,23,PSS2 to PT4,0.265152,17,32,"Kaiser, Kyle (R)",D/C/F,00:08.8381,8.8381,108.003,4,"17 32 Kaiser, Kyle (R) D/C/F 00:08.8381 108.003 4",kaiserkyle,32,kaiserkyle__32,552
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,24,PSS2 to PT4,0.265152,18,66,"Hildebrand, JR",D/C/F,00:08.9743,8.9743,106.364,4,"18 66 Hildebrand, JR D/C/F 00:08.9743 106.364 4",hildebrandjr,66,hildebrandjr__66,557
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,25,PSS2 to PT4,0.265152,19,5,"Hinchcliffe, James",D/H/F,00:08.9802,8.9802,106.294,4,"19 5 Hinchcliffe, James D/H/F 00:08.9802 106.294 4",hinchcliffejames,5,hinchcliffejames__5,558
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,26,PSS2 to PT4,0.265152,20,60,"Harvey, Jack",D/H/F,00:09.0375,9.0375,105.621,9,"20 60 Harvey, Jack D/H/F 00:09.0375 105.621 9",harveyjack,60,harveyjack__60,561
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,27,PSS2 to PT4,0.265152,21,15,"Rahal, Graham",D/H/F,00:09.3870,9.387,101.688,4,"21 15 Rahal, Graham D/H/F 00:09.3870 101.688 4",rahalgraham,15,rahalgraham__15,562
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,28,PSS2 to PT4,0.265152,22,12,"Power, Will",D/C/F,00:09.6305,9.6305,99.117,4,"22 12 Power, Will D/C/F 00:09.6305 99.117 4",powerwill,12,powerwill__12,563
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,29,PSS2 to PT4,0.265152,23,29,"Munoz, Carlos",D/H/F,00:09.9113,9.9113,96.309,4,"23 29 Munoz, Carlos D/H/F 00:09.9113 96.309 4",munozcarlos,29,munozcarlos__29,609
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,30,PSS2 to PT4,0.265152,24,4,"Leist, Matheus (R)",D/C/F,00:09.9293,9.9293,96.134,4,"24 4 Leist, Matheus (R) D/C/F 00:09.9293 96.134 4",leistmatheus,4,leistmatheus__4,615
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,31,PSS2 to PT4,0.265152,25,63,"Mann, Pippa",D/H/F,00:10.0554,10.0554,94.929,9,"25 63 Mann, Pippa D/H/F 00:10.0554 94.929 9",mannpippa,63,mannpippa__63,664
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,32,PSS2 to PT4,0.265152,26,3,"Castroneves, Helio",D/C/F,00:10.0613,10.0613,94.873,4,"26 3 Castroneves, Helio D/C/F 00:10.0613 94.873 4",castroneveshelio,3,castroneveshelio__3,665
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,33,PSS2 to PT4,0.265152,27,30,"Sato, Takuma",D/H/F,00:10.3344,10.3344,92.366,4,"27 30 Sato, Takuma D/H/F 00:10.3344 92.366 4",satotakuma,30,satotakuma__30,674
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,34,PSS2 to PT4,0.265152,28,14,"Kanaan, Tony",D/C/F,00:10.4040,10.404,91.748,4,"28 14 Kanaan, Tony D/C/F 00:10.4040 91.748 4",kanaantony,14,kanaantony__14,675
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,35,PSS2 to PT4,0.265152,29,23,"Kimball, Charlie",D/C/F,00:14.7471,14.7471,64.728,4,"29 23 Kimball, Charlie D/C/F 00:14.7471 64.728 4",kimballcharlie,23,kimballcharlie__23,680
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,21,36,PSS2 to PT4,0.265152,30,9,"Dixon, Scott",D/H/F,00:14.7617,14.7617,64.664,4,"30 9 Dixon, Scott D/H/F 00:14.7617 64.664 4",dixonscott,9,dixonscott__9,681
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,7,PT4 to PI,0.183712,1,17,"Daly, Conor",D/H/F,00:06.6555,6.6555,99.371,4,"1 17 Daly, Conor D/H/F 00:06.6555 99.371 4",dalyconor,17,dalyconor__17,452
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,8,PT4 to PI,0.183712,2,88,"Chaves, Gabby",D/C/F,00:06.6868,6.6868,98.906,4,"2 88 Chaves, Gabby D/C/F 00:06.6868 98.906 4",chavesgabby,88,chavesgabby__88,453
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,9,PT4 to PI,0.183712,3,5,"Hinchcliffe, James",D/H/F,00:06.7507,6.7507,97.97,4,"3 5 Hinchcliffe, James D/H/F 00:06.7507 97.970 4",hinchcliffejames,5,hinchcliffejames__5,454
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,10,PT4 to PI,0.183712,4,19,"Claman De Melo, Zachary (R)",D/H/F,00:06.9556,6.9556,95.084,4,"4 19 Claman De Melo, Zachary (R) D/H/F 00:06.9556 95.084 4",clamandemelozachary,19,clamandemelozachary__19,482
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,11,PT4 to PI,0.183712,5,14,"Kanaan, Tony",D/C/F,00:07.0223,7.0223,94.18,4,"5 14 Kanaan, Tony D/C/F 00:07.0223 94.180 4",kanaantony,14,kanaantony__14,491
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,12,PT4 to PI,0.183712,6,10,"Jones, Ed",D/H/F,00:07.1432,7.1432,92.586,4,"6 10 Jones, Ed D/H/F 00:07.1432 92.586 4",jonesed,10,jonesed__10,492
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,13,PT4 to PI,0.183712,7,64,"Servia, Oriol",D/H/F,00:07.2185,7.2185,91.621,7,"7 64 Servia, Oriol D/H/F 00:07.2185 91.621 7",serviaoriol,64,serviaoriol__64,493
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,14,PT4 to PI,0.183712,8,21,"Pigot, Spencer",D/C/F,00:07.2437,7.2437,91.302,4,"8 21 Pigot, Spencer D/C/F 00:07.2437 91.302 4",pigotspencer,21,pigotspencer__21,494
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,15,PT4 to PI,0.183712,9,25,"Wilson, Stefan",D/H/F,00:07.2753,7.2753,90.905,4,"9 25 Wilson, Stefan D/H/F 00:07.2753 90.905 4",wilsonstefan,25,wilsonstefan__25,495
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,16,PT4 to PI,0.183712,10,33,"Davison, James",D/C/F,00:07.3958,7.3958,89.424,4,"10 33 Davison, James D/C/F 00:07.3958 89.424 4",davisonjames,33,davisonjames__33,496
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,17,PT4 to PI,0.183712,11,18,"Bourdais, Sebastien",D/H/F,00:07.3982,7.3982,89.395,4,"11 18 Bourdais, Sebastien D/H/F 00:07.3982 89.395 4",bourdaissebastien,18,bourdaissebastien__18,497
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,18,PT4 to PI,0.183712,12,32,"Kaiser, Kyle (R)",D/C/F,00:07.4506,7.4506,88.766,4,"12 32 Kaiser, Kyle (R) D/C/F 00:07.4506 88.766 4",kaiserkyle,32,kaiserkyle__32,501
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,19,PT4 to PI,0.183712,13,66,"Hildebrand, JR",D/C/F,00:07.4857,7.4857,88.35,4,"13 66 Hildebrand, JR D/C/F 00:07.4857 88.350 4",hildebrandjr,66,hildebrandjr__66,502
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,20,PT4 to PI,0.183712,14,1,"Newgarden, Josef",D/C/F,00:07.5173,7.5173,87.979,4,"14 1 Newgarden, Josef D/C/F 00:07.5173 87.979 4",newgardenjosef,1,newgardenjosef__1,503
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,21,PT4 to PI,0.183712,15,27,"Rossi, Alexander",D/H/F,00:07.6940,7.694,85.958,4,"15 27 Rossi, Alexander D/H/F 00:07.6940 85.958 4",rossialexander,27,rossialexander__27,505
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,22,PT4 to PI,0.183712,16,15,"Rahal, Graham",D/H/F,00:07.7885,7.7885,84.915,4,"16 15 Rahal, Graham D/H/F 00:07.7885 84.915 4",rahalgraham,15,rahalgraham__15,507
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,23,PT4 to PI,0.183712,17,26,"Veach, Zach",D/H/F,00:07.8252,7.8252,84.517,4,"17 26 Veach, Zach D/H/F 00:07.8252 84.517 4",veachzach,26,veachzach__26,508
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,24,PT4 to PI,0.183712,18,24,"Karam, Sage",D/C/F,00:07.8490,7.849,84.261,4,"18 24 Karam, Sage D/C/F 00:07.8490 84.261 4",karamsage,24,karamsage__24,509
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,25,PT4 to PI,0.183712,19,60,"Harvey, Jack",D/H/F,00:07.8538,7.8538,84.209,9,"19 60 Harvey, Jack D/H/F 00:07.8538 84.209 9",harveyjack,60,harveyjack__60,510
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,26,PT4 to PI,0.183712,20,20,"Carpenter, Ed",D/C/F,00:07.9234,7.9234,83.47,4,"20 20 Carpenter, Ed D/C/F 00:07.9234 83.470 4",carpentered,20,carpentered__20,513
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,27,PT4 to PI,0.183712,21,12,"Power, Will",D/C/F,00:08.2331,8.2331,80.33,4,"21 12 Power, Will D/C/F 00:08.2331 80.330 4",powerwill,12,powerwill__12,526
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,28,PT4 to PI,0.183712,22,28,"Hunter-Reay, Ryan",D/H/F,00:08.2858,8.2858,79.819,9,"22 28 Hunter-Reay, Ryan D/H/F 00:08.2858 79.819 9",hunterreayryan,28,hunterreayryan__28,528
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,29,PT4 to PI,0.183712,23,4,"Leist, Matheus (R)",D/C/F,00:08.3624,8.3624,79.088,4,"23 4 Leist, Matheus (R) D/C/F 00:08.3624 79.088 4",leistmatheus,4,leistmatheus__4,532
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,30,PT4 to PI,0.183712,24,13,"Patrick, Danica",D/C/F,00:08.5362,8.5362,77.478,4,"24 13 Patrick, Danica D/C/F 00:08.5362 77.478 4",patrickdanica,13,patrickdanica__13,536
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,31,PT4 to PI,0.183712,25,30,"Sato, Takuma",D/H/F,00:08.8252,8.8252,74.94,4,"25 30 Sato, Takuma D/H/F 00:08.8252 74.940 4",satotakuma,30,satotakuma__30,551
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,32,PT4 to PI,0.183712,26,3,"Castroneves, Helio",D/C/F,00:08.9346,8.9346,74.023,4,"26 3 Castroneves, Helio D/C/F 00:08.9346 74.023 4",castroneveshelio,3,castroneveshelio__3,555
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,33,PT4 to PI,0.183712,27,29,"Munoz, Carlos",D/H/F,00:08.9996,8.9996,73.488,4,"27 29 Munoz, Carlos D/H/F 00:08.9996 73.488 4",munozcarlos,29,munozcarlos__29,559
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,34,PT4 to PI,0.183712,28,63,"Mann, Pippa",D/H/F,00:09.7954,9.7954,67.518,4,"28 63 Mann, Pippa D/H/F 00:09.7954 67.518 4",mannpippa,63,mannpippa__63,577
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,35,PT4 to PI,0.183712,29,23,"Kimball, Charlie",D/C/F,00:10.7711,10.7711,61.402,4,"29 23 Kimball, Charlie D/C/F 00:10.7711 61.402 4",kimballcharlie,23,kimballcharlie__23,677
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,22,36,PT4 to PI,0.183712,30,9,"Dixon, Scott",D/H/F,00:10.9915,10.9915,60.17,9,"30 9 Dixon, Scott D/H/F 00:10.9915 60.170 9",dixonscott,9,dixonscott__9,679
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,7,PI to PO,0.441951,1,28,"Hunter-Reay, Ryan",D/H/F,04:06.4280,246.428,0.073,4,"1 28 Hunter-Reay, Ryan D/H/F 04:06.4280 0.073 4",hunterreayryan,28,hunterreayryan__28,859
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,8,PI to PO,0.441951,2,63,"Mann, Pippa",D/H/F,10:56.9118,656.9118,2.422,9,"2 63 Mann, Pippa D/H/F 10:56.9118 2.422 9",mannpippa,63,mannpippa__63,893
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,9,PI to PO,0.441951,3,64,"Servia, Oriol",D/H/F,14:33.4065,873.4065,1.822,7,"3 64 Servia, Oriol D/H/F 14:33.4065 1.822 7",serviaoriol,64,serviaoriol__64,894
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,10,PI to PO,0.441951,4,17,"Daly, Conor",D/H/F,18:29.0401,1109.0401,1.435,9,"4 17 Daly, Conor D/H/F 18:29.0401 1.435 9",dalyconor,17,dalyconor__17,895
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,11,PI to PO,0.441951,5,5,"Hinchcliffe, James",D/H/F,19:38.9855,1178.9855,0.133,4,"5 5 Hinchcliffe, James D/H/F 19:38.9855 0.133 4",hinchcliffejames,5,hinchcliffejames__5,896
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,12,PI to PO,0.441951,6,27,"Rossi, Alexander",D/H/F,44:17.4605,2657.4605,0.161,4,"6 27 Rossi, Alexander D/H/F 44:17.4605 0.161 4",rossialexander,27,rossialexander__27,897
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,13,PI to PO,0.441951,7,6,"Wickens, Robert (R)",D/H/F,51:18.3077,3078.3077,0.517,1,"7 6 Wickens, Robert (R) D/H/F 51:18.3077 0.517 1",wickensrobert,6,wickensrobert__6,898
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,14,PI to PO,0.441951,8,9,"Dixon, Scott",D/H/F,53:47.7585,3227.7585,0.075,4,"8 9 Dixon, Scott D/H/F 53:47.7585 0.075 4",dixonscott,9,dixonscott__9,899
2018,2018_5320_indycar-topsectiontimes-quals-day1.pdf,23,15,PI to PO,0.441951,9,60,"Harvey, Jack",D/H/F,54:11.9591,3251.9591,0.075,4,"9 60 Harvey, Jack D/H/F 54:11.9591 0.075 4",harveyjack,60,harveyjack__60,900
