year,file,page,line_no,section,section_length_miles,section_rank,car_number,driver_name,cet,session_elapsed,session_elapsed_s,reported_section_value,lap_number,raw_line,driver_key,car_key,entrant_key,elapsed_order_within_year
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,37,PO to BS,0.9375,31,30,"Sato, Takuma",D/H/F,00:24.1798,24.1798,139.579,0,"31 30 Sato, Takuma D/H/F 00:24.1798 139.579 0",satotakuma,30,satotakuma__30,754
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,38,PO to BS,0.9375,32,12,"Power, Will",D/C/F,00:24.3737,24.3737,138.469,0,"32 12 Power, Will D/C/F 00:24.3737 138.469 0",powerwill,12,powerwill__12,755
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,39,PO to BS,0.9375,33,4,"Leist, Matheus",D/C/F,00:24.5459,24.5459,137.498,0,"33 4 Leist, Matheus D/C/F 00:24.5459 137.498 0",leistmatheus,4,leistmatheus__4,756
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,40,PO to BS,0.9375,34,14,"Kanaan, Tony",D/C/F,00:24.5871,24.5871,137.267,0,"34 14 Kanaan, Tony D/C/F 00:24.5871 137.267 0",kanaantony,14,kanaantony__14,757
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,41,PO to BS,0.9375,35,63,"Jones, Ed",D/C/F,00:24.6159,24.6159,137.107,0,"35 63 Jones, Ed D/C/F 00:24.6159 137.107 0",jonesed,63,jonesed__63,758
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,42,PO to BS,0.9375,36,39,"Mann, Pippa",D/C/F,00:26.0283,26.0283,129.667,0,"36 39 Mann, Pippa D/C/F 00:26.0283 129.667 0",mannpippa,39,mannpippa__39,760
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,26,43,PO to BS,0.9375,37,20,"Carpenter, Ed",D/C/F,00:26.3684,26.3684,127.994,0,"37 20 Carpenter, Ed D/C/F 00:26.3684 127.994 0",carpentered,20,carpentered__20,761
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,7,BS to PI,1.121212,1,32,"Kaiser, Kyle",D/C/F,00:23.1601,23.1601,174.281,10,"1 32 Kaiser, Kyle D/C/F 00:23.1601 174.281 10",kaiserkyle,32,kaiserkyle__32,733
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,8,BS to PI,1.121212,2,26,"Veach, Zach",D/H/F,00:24.0324,24.0324,167.955,11,"2 26 Veach, Zach D/H/F 00:24.0324 167.955 11",veachzach,26,veachzach__26,752
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,9,BS to PI,1.121212,3,59,"Chilton, Max",D/C/F,00:25.3956,25.3956,158.939,11,"3 59 Chilton, Max D/C/F 00:25.3956 158.939 11",chiltonmax,59,chiltonmax__59,759
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,10,BS to PI,1.121212,4,77,"Servia, Oriol",D/H/F,00:27.2568,27.2568,148.086,5,"4 77 Servia, Oriol D/H/F 00:27.2568 148.086 5",serviaoriol,77,serviaoriol__77,762
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,11,BS to PI,1.121212,5,98,"Andretti, Marco",D/H/F,00:27.3576,27.3576,147.541,5,"5 98 Andretti, Marco D/H/F 00:27.3576 147.541 5",andrettimarco,98,andrettimarco__98,763
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,12,BS to PI,1.121212,6,4,"Leist, Matheus",D/C/F,00:27.4978,27.4978,146.789,11,"6 4 Leist, Matheus D/C/F 00:27.4978 146.789 11",leistmatheus,4,leistmatheus__4,764
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,13,BS to PI,1.121212,7,19,"Ferrucci, Santino (R)",D/H/F,00:27.6184,27.6184,146.148,5,"7 19 Ferrucci, Santino (R) D/H/F 00:27.6184 146.148 5",ferruccisantino,19,ferruccisantino__19,765
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,14,BS to PI,1.121212,8,88,"Herta, Colton (R)",D/H/F,00:27.7514,27.7514,145.447,5,"8 88 Herta, Colton (R) D/H/F 00:27.7514 145.447 5",hertacolton,88,hertacolton__88,766
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,15,BS to PI,1.121212,9,66,"Alonso, Fernando",D/C/F,00:28.5591,28.5591,141.334,5,"9 66 Alonso, Fernando D/C/F 00:28.5591 141.334 5",alonsofernando,66,alonsofernando__66,767
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,16,BS to PI,1.121212,10,27,"Rossi, Alexander",D/H/F,00:29.0301,29.0301,139.041,11,"10 27 Rossi, Alexander D/H/F 00:29.0301 139.041 11",rossialexander,27,rossialexander__27,768
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,17,BS to PI,1.121212,11,3,"Castroneves, Helio",D/C/F,00:29.5461,29.5461,136.612,5,"11 3 Castroneves, Helio D/C/F 00:29.5461 136.612 5",castroneveshelio,3,castroneveshelio__3,769
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,18,BS to PI,1.121212,12,24,"Karam, Sage",D/C/F,00:29.7306,29.7306,135.765,5,"12 24 Karam, Sage D/C/F 00:29.7306 135.765 5",karamsage,24,karamsage__24,770
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,19,BS to PI,1.121212,13,63,"Jones, Ed",D/C/F,00:30.1872,30.1872,133.711,5,"13 63 Jones, Ed D/C/F 00:30.1872 133.711 5",jonesed,63,jonesed__63,771
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,20,BS to PI,1.121212,14,21,"Pigot, Spencer",D/C/F,00:31.2830,31.283,129.027,5,"14 21 Pigot, Spencer D/C/F 00:31.2830 129.027 5",pigotspencer,21,pigotspencer__21,772
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,21,BS to PI,1.121212,15,42,"King, Jordan (R)",D/H/F,00:31.3242,31.3242,128.858,13,"15 42 King, Jordan (R) D/H/F 00:31.3242 128.858 13",kingjordan,42,kingjordan__42,773
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,22,BS to PI,1.121212,16,48,"Hildebrand, JR",D/C/F,00:31.8770,31.877,126.623,17,"16 48 Hildebrand, JR D/C/F 00:31.8770 126.623 17",hildebrandjr,48,hildebrandjr__48,774
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,23,BS to PI,1.121212,17,2,"Newgarden, Josef",D/C/F,00:31.8875,31.8875,126.581,5,"17 2 Newgarden, Josef D/C/F 00:31.8875 126.581 5",newgardenjosef,2,newgardenjosef__2,775
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,24,BS to PI,1.121212,18,81,"Hanley, Ben (R)",D/C/F,00:32.7121,32.7121,123.391,11,"18 81 Hanley, Ben (R) D/C/F 00:32.7121 123.391 11",hanleyben,81,hanleyben__81,776
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,25,BS to PI,1.121212,19,20,"Carpenter, Ed",D/C/F,00:32.9892,32.9892,122.354,5,"19 20 Carpenter, Ed D/C/F 00:32.9892 122.354 5",carpentered,20,carpentered__20,777
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,26,BS to PI,1.121212,20,33,"Davison, James",D/H/F,00:33.0423,33.0423,122.157,5,"20 33 Davison, James D/H/F 00:33.0423 122.157 5",davisonjames,33,davisonjames__33,778
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,27,BS to PI,1.121212,21,60,"Harvey, Jack",D/H/F,00:33.2091,33.2091,121.544,5,"21 60 Harvey, Jack D/H/F 00:33.2091 121.544 5",harveyjack,60,harveyjack__60,779
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,28,BS to PI,1.121212,22,39,"Mann, Pippa",D/C/F,00:33.2248,33.2248,121.486,5,"22 39 Mann, Pippa D/C/F 00:33.2248 121.486 5",mannpippa,39,mannpippa__39,780
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,29,BS to PI,1.121212,23,22,"Pagenaud, Simon",D/C/F,00:33.2826,33.2826,121.275,5,"23 22 Pagenaud, Simon D/C/F 00:33.2826 121.275 5",pagenaudsimon,22,pagenaudsimon__22,781
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,30,BS to PI,1.121212,24,31,"O'Ward, Patricio (R)",D/C/F,00:33.3174,33.3174,121.149,5,"24 31 O'Ward, Patricio (R) D/C/F 00:33.3174 121.149 5",owardpatricio,31,owardpatricio__31,782
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,31,BS to PI,1.121212,25,14,"Kanaan, Tony",D/C/F,00:33.5772,33.5772,120.211,5,"25 14 Kanaan, Tony D/C/F 00:33.5772 120.211 5",kanaantony,14,kanaantony__14,783
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,32,BS to PI,1.121212,26,28,"Hunter-Reay, Ryan",D/H/F,00:33.9012,33.9012,119.063,5,"26 28 Hunter-Reay, Ryan D/H/F 00:33.9012 119.063 5",hunterreayryan,28,hunterreayryan__28,784
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,33,BS to PI,1.121212,27,25,"Daly, Conor",D/H/F,00:34.5053,34.5053,116.978,5,"27 25 Daly, Conor D/H/F 00:34.5053 116.978 5",dalyconor,25,dalyconor__25,785
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,34,BS to PI,1.121212,28,15,"Rahal, Graham",D/H/F,00:34.5320,34.532,116.888,5,"28 15 Rahal, Graham D/H/F 00:34.5320 116.888 5",rahalgraham,15,rahalgraham__15,786
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,35,BS to PI,1.121212,29,18,"Bourdais, Sebastien",D/H/F,00:35.1864,35.1864,114.714,5,"29 18 Bourdais, Sebastien D/H/F 00:35.1864 114.714 5",bourdaissebastien,18,bourdaissebastien__18,787
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,36,BS to PI,1.121212,30,9,"Dixon, Scott",D/H/F,00:35.8596,35.8596,112.56,11,"30 9 Dixon, Scott D/H/F 00:35.8596 112.560 11",dixonscott,9,dixonscott__9,788
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,37,BS to PI,1.121212,31,23,"Kimball, Charlie",D/C/F,00:36.9612,36.9612,109.205,5,"31 23 Kimball, Charlie D/C/F 00:36.9612 109.205 5",kimballcharlie,23,kimballcharlie__23,789
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,38,BS to PI,1.121212,32,30,"Sato, Takuma",D/H/F,00:37.0404,37.0404,108.972,5,"32 30 Sato, Takuma D/H/F 00:37.0404 108.972 5",satotakuma,30,satotakuma__30,790
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,39,BS to PI,1.121212,33,5T,"Hinchcliffe, James",D/H/F,00:37.8346,37.8346,106.684,17,"33 5T Hinchcliffe, James D/H/F 00:37.8346 106.684 17",hinchcliffejames,5T,hinchcliffejames__5T,791
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,40,BS to PI,1.121212,34,7,"Ericsson, Marcus (R)",D/H/F,00:38.2682,38.2682,105.476,5,"34 7 Ericsson, Marcus (R) D/H/F 00:38.2682 105.476 5",ericssonmarcus,7,ericssonmarcus__7,792
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,41,BS to PI,1.121212,35,12,"Power, Will",D/C/F,00:38.7973,38.7973,104.037,5,"35 12 Power, Will D/C/F 00:38.7973 104.037 5",powerwill,12,powerwill__12,793
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,27,42,BS to PI,1.121212,36,10,"Rosenqvist, Felix (R)",D/H/F,00:41.9118,41.9118,96.306,5,"36 10 Rosenqvist, Felix (R) D/H/F 00:41.9118 96.306 5",rosenqvistfelix,10,rosenqvistfelix__10,830
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,7,PO to PI,2.058712,1,42,"King, Jordan (R)",D/H/F,02:44.9621,164.9621,44.928,0,"1 42 King, Jordan (R) D/H/F 02:44.9621 44.928 0",kingjordan,42,kingjordan__42,903
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,8,PO to PI,2.058712,2,98,"Andretti, Marco",D/H/F,03:46.4804,226.4804,32.724,5,"2 98 Andretti, Marco D/H/F 03:46.4804 32.724 5",andrettimarco,98,andrettimarco__98,904
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,9,PO to PI,2.058712,3,32,"Kaiser, Kyle",D/C/F,04:09.9156,249.9156,29.655,5,"3 32 Kaiser, Kyle D/C/F 04:09.9156 29.655 5",kaiserkyle,32,kaiserkyle__32,905
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,10,PO to PI,2.058712,4,66,"Alonso, Fernando",D/C/F,04:22.1735,262.1735,28.269,5,"4 66 Alonso, Fernando D/C/F 04:22.1735 28.269 5",alonsofernando,66,alonsofernando__66,906
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,11,PO to PI,2.058712,5,26,"Veach, Zach",D/H/F,04:52.7430,292.743,25.317,5,"5 26 Veach, Zach D/H/F 04:52.7430 25.317 5",veachzach,26,veachzach__26,907
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,12,PO to PI,2.058712,6,88,"Herta, Colton (R)",D/H/F,04:55.2860,295.286,25.099,0,"6 88 Herta, Colton (R) D/H/F 04:55.2860 25.099 0",hertacolton,88,hertacolton__88,908
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,13,PO to PI,2.058712,7,59,"Chilton, Max",D/C/F,04:55.6429,295.6429,25.069,5,"7 59 Chilton, Max D/C/F 04:55.6429 25.069 5",chiltonmax,59,chiltonmax__59,909
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,14,PO to PI,2.058712,8,27,"Rossi, Alexander",D/H/F,04:55.8585,295.8585,25.05,5,"8 27 Rossi, Alexander D/H/F 04:55.8585 25.050 5",rossialexander,27,rossialexander__27,910
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,15,PO to PI,2.058712,9,77,"Servia, Oriol",D/H/F,04:56.0833,296.0833,25.031,0,"9 77 Servia, Oriol D/H/F 04:56.0833 25.031 0",serviaoriol,77,serviaoriol__77,911
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,16,PO to PI,2.058712,10,2,"Newgarden, Josef",D/C/F,04:57.5778,297.5778,24.906,0,"10 2 Newgarden, Josef D/C/F 04:57.5778 24.906 0",newgardenjosef,2,newgardenjosef__2,912
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,17,PO to PI,2.058712,11,3,"Castroneves, Helio",D/C/F,04:58.3035,298.3035,24.845,0,"11 3 Castroneves, Helio D/C/F 04:58.3035 24.845 0",castroneveshelio,3,castroneveshelio__3,913
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,18,PO to PI,2.058712,12,21,"Pigot, Spencer",D/C/F,04:58.5094,298.5094,24.828,0,"12 21 Pigot, Spencer D/C/F 04:58.5094 24.828 0",pigotspencer,21,pigotspencer__21,914
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,19,PO to PI,2.058712,13,19,"Ferrucci, Santino (R)",D/H/F,04:58.8492,298.8492,24.8,0,"13 19 Ferrucci, Santino (R) D/H/F 04:58.8492 24.800 0",ferruccisantino,19,ferruccisantino__19,915
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,20,PO to PI,2.058712,14,4,"Leist, Matheus",D/C/F,05:00.0338,300.0338,24.702,5,"14 4 Leist, Matheus D/C/F 05:00.0338 24.702 5",leistmatheus,4,leistmatheus__4,916
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,21,PO to PI,2.058712,15,48,"Hildebrand, JR",D/C/F,05:00.4706,300.4706,24.666,11,"15 48 Hildebrand, JR D/C/F 05:00.4706 24.666 11",hildebrandjr,48,hildebrandjr__48,917
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,22,PO to PI,2.058712,16,63,"Jones, Ed",D/C/F,05:01.0098,301.0098,24.622,0,"16 63 Jones, Ed D/C/F 05:01.0098 24.622 0",jonesed,63,jonesed__63,918
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,23,PO to PI,2.058712,17,22,"Pagenaud, Simon",D/C/F,05:01.2704,301.2704,24.6,0,"17 22 Pagenaud, Simon D/C/F 05:01.2704 24.600 0",pagenaudsimon,22,pagenaudsimon__22,919
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,24,PO to PI,2.058712,18,20,"Carpenter, Ed",D/C/F,05:02.7752,302.7752,24.478,0,"18 20 Carpenter, Ed D/C/F 05:02.7752 24.478 0",carpentered,20,carpentered__20,920
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,25,PO to PI,2.058712,19,24,"Karam, Sage",D/C/F,05:03.0100,303.01,24.459,11,"19 24 Karam, Sage D/C/F 05:03.0100 24.459 11",karamsage,24,karamsage__24,921
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,26,PO to PI,2.058712,20,28,"Hunter-Reay, Ryan",D/H/F,05:03.3894,303.3894,24.429,0,"20 28 Hunter-Reay, Ryan D/H/F 05:03.3894 24.429 0",hunterreayryan,28,hunterreayryan__28,922
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,27,PO to PI,2.058712,21,33,"Davison, James",D/H/F,05:03.7549,303.7549,24.399,0,"21 33 Davison, James D/H/F 05:03.7549 24.399 0",davisonjames,33,davisonjames__33,923
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,28,PO to PI,2.058712,22,60,"Harvey, Jack",D/H/F,05:03.8158,303.8158,24.394,0,"22 60 Harvey, Jack D/H/F 05:03.8158 24.394 0",harveyjack,60,harveyjack__60,924
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,29,PO to PI,2.058712,23,81,"Hanley, Ben (R)",D/C/F,05:03.8650,303.865,24.39,5,"23 81 Hanley, Ben (R) D/C/F 05:03.8650 24.390 5",hanleyben,81,hanleyben__81,925
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,30,PO to PI,2.058712,24,25,"Daly, Conor",D/H/F,05:05.0463,305.0463,24.296,0,"24 25 Daly, Conor D/H/F 05:05.0463 24.296 0",dalyconor,25,dalyconor__25,926
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,31,PO to PI,2.058712,25,14,"Kanaan, Tony",D/C/F,05:05.9639,305.9639,24.223,0,"25 14 Kanaan, Tony D/C/F 05:05.9639 24.223 0",kanaantony,14,kanaantony__14,927
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,32,PO to PI,2.058712,26,39,"Mann, Pippa",D/C/F,05:05.9794,305.9794,24.222,0,"26 39 Mann, Pippa D/C/F 05:05.9794 24.222 0",mannpippa,39,mannpippa__39,928
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,33,PO to PI,2.058712,27,9,"Dixon, Scott",D/H/F,05:06.3264,306.3264,24.194,0,"27 9 Dixon, Scott D/H/F 05:06.3264 24.194 0",dixonscott,9,dixonscott__9,929
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,34,PO to PI,2.058712,28,15,"Rahal, Graham",D/H/F,05:06.3735,306.3735,24.191,0,"28 15 Rahal, Graham D/H/F 05:06.3735 24.191 0",rahalgraham,15,rahalgraham__15,930
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,35,PO to PI,2.058712,29,5T,"Hinchcliffe, James",D/H/F,05:06.8052,306.8052,24.157,11,"29 5T Hinchcliffe, James D/H/F 05:06.8052 24.157 11",hinchcliffejames,5T,hinchcliffejames__5T,931
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,36,PO to PI,2.058712,30,7,"Ericsson, Marcus (R)",D/H/F,05:07.0376,307.0376,24.138,0,"30 7 Ericsson, Marcus (R) D/H/F 05:07.0376 24.138 0",ericssonmarcus,7,ericssonmarcus__7,932
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,37,PO to PI,2.058712,31,23,"Kimball, Charlie",D/C/F,05:07.1059,307.1059,24.133,0,"31 23 Kimball, Charlie D/C/F 05:07.1059 24.133 0",kimballcharlie,23,kimballcharlie__23,933
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,38,PO to PI,2.058712,32,31,"O'Ward, Patricio (R)",D/C/F,05:07.4067,307.4067,24.109,0,"32 31 O'Ward, Patricio (R) D/C/F 05:07.4067 24.109 0",owardpatricio,31,owardpatricio__31,934
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,39,PO to PI,2.058712,33,18,"Bourdais, Sebastien",D/H/F,05:07.5965,307.5965,24.094,0,"33 18 Bourdais, Sebastien D/H/F 05:07.5965 24.094 0",bourdaissebastien,18,bourdaissebastien__18,935
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,40,PO to PI,2.058712,34,12,"Power, Will",D/C/F,05:08.6697,308.6697,24.011,0,"34 12 Power, Will D/C/F 05:08.6697 24.011 0",powerwill,12,powerwill__12,936
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,41,PO to PI,2.058712,35,30,"Sato, Takuma",D/H/F,05:10.4938,310.4938,23.87,0,"35 30 Sato, Takuma D/H/F 05:10.4938 23.870 0",satotakuma,30,satotakuma__30,937
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,28,42,PO to PI,2.058712,36,10,"Rosenqvist, Felix (R)",D/H/F,05:11.6514,311.6514,23.781,0,"36 10 Rosenqvist, Felix (R) D/H/F 05:11.6514 23.781 0",rosenqvistfelix,10,rosenqvistfelix__10,938
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,7,PIC to PI,0.03589,1,14,"Kanaan, Tony",D/C/F,00:01.5577,1.5577,82.946,5,"1 14 Kanaan, Tony D/C/F 00:01.5577 82.946 5",kanaantony,14,kanaantony__14,123
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,8,PIC to PI,0.03589,2,9,"Dixon, Scott",D/H/F,00:01.5845,1.5845,81.543,11,"2 9 Dixon, Scott D/H/F 00:01.5845 81.543 11",dixonscott,9,dixonscott__9,124
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,9,PIC to PI,0.03589,3,3,"Castroneves, Helio",D/C/F,00:01.6556,1.6556,78.041,5,"3 3 Castroneves, Helio D/C/F 00:01.6556 78.041 5",castroneveshelio,3,castroneveshelio__3,125
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,10,PIC to PI,0.03589,4,59,"Chilton, Max",D/C/F,00:01.8283,1.8283,70.669,11,"4 59 Chilton, Max D/C/F 00:01.8283 70.669 11",chiltonmax,59,chiltonmax__59,126
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,11,PIC to PI,0.03589,5,21,"Pigot, Spencer",D/C/F,00:01.8539,1.8539,69.693,5,"5 21 Pigot, Spencer D/C/F 00:01.8539 69.693 5",pigotspencer,21,pigotspencer__21,127
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,12,PIC to PI,0.03589,6,77,"Servia, Oriol",D/H/F,00:01.8706,1.8706,69.071,5,"6 77 Servia, Oriol D/H/F 00:01.8706 69.071 5",serviaoriol,77,serviaoriol__77,128
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,13,PIC to PI,0.03589,7,25,"Daly, Conor",D/H/F,00:01.9622,1.9622,65.847,11,"7 25 Daly, Conor D/H/F 00:01.9622 65.847 11",dalyconor,25,dalyconor__25,129
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,14,PIC to PI,0.03589,8,4,"Leist, Matheus",D/C/F,00:01.9929,1.9929,64.832,11,"8 4 Leist, Matheus D/C/F 00:01.9929 64.832 11",leistmatheus,4,leistmatheus__4,130
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,15,PIC to PI,0.03589,9,24,"Karam, Sage",D/C/F,00:01.9951,1.9951,64.761,17,"9 24 Karam, Sage D/C/F 00:01.9951 64.761 17",karamsage,24,karamsage__24,131
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,16,PIC to PI,0.03589,10,63,"Jones, Ed",D/C/F,00:02.0232,2.0232,63.861,5,"10 63 Jones, Ed D/C/F 00:02.0232 63.861 5",jonesed,63,jonesed__63,132
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,17,PIC to PI,0.03589,11,20,"Carpenter, Ed",D/C/F,00:02.0384,2.0384,63.385,5,"11 20 Carpenter, Ed D/C/F 00:02.0384 63.385 5",carpentered,20,carpentered__20,133
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,18,PIC to PI,0.03589,12,33,"Davison, James",D/H/F,00:02.0449,2.0449,63.184,5,"12 33 Davison, James D/H/F 00:02.0449 63.184 5",davisonjames,33,davisonjames__33,134
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,19,PIC to PI,0.03589,13,66,"Alonso, Fernando",D/C/F,00:02.0633,2.0633,62.62,10,"13 66 Alonso, Fernando D/C/F 00:02.0633 62.620 10",alonsofernando,66,alonsofernando__66,135
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,20,PIC to PI,0.03589,14,18,"Bourdais, Sebastien",D/H/F,00:02.0740,2.074,62.297,5,"14 18 Bourdais, Sebastien D/H/F 00:02.0740 62.297 5",bourdaissebastien,18,bourdaissebastien__18,136
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,21,PIC to PI,0.03589,15,5T,"Hinchcliffe, James",D/H/F,00:02.0743,2.0743,62.288,17,"15 5T Hinchcliffe, James D/H/F 00:02.0743 62.288 17",hinchcliffejames,5T,hinchcliffejames__5T,137
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,22,PIC to PI,0.03589,16,98,"Andretti, Marco",D/H/F,00:02.0844,2.0844,61.986,5,"16 98 Andretti, Marco D/H/F 00:02.0844 61.986 5",andrettimarco,98,andrettimarco__98,138
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,23,PIC to PI,0.03589,17,23,"Kimball, Charlie",D/C/F,00:02.0890,2.089,61.85,5,"17 23 Kimball, Charlie D/C/F 00:02.0890 61.850 5",kimballcharlie,23,kimballcharlie__23,139
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,24,PIC to PI,0.03589,18,48,"Hildebrand, JR",D/C/F,00:02.1310,2.131,60.631,5,"18 48 Hildebrand, JR D/C/F 00:02.1310 60.631 5",hildebrandjr,48,hildebrandjr__48,140
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,25,PIC to PI,0.03589,19,26,"Veach, Zach",D/H/F,00:02.1355,2.1355,60.503,11,"19 26 Veach, Zach D/H/F 00:02.1355 60.503 11",veachzach,26,veachzach__26,141
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,26,PIC to PI,0.03589,20,22,"Pagenaud, Simon",D/C/F,00:02.1460,2.146,60.207,5,"20 22 Pagenaud, Simon D/C/F 00:02.1460 60.207 5",pagenaudsimon,22,pagenaudsimon__22,142
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,27,PIC to PI,0.03589,21,32,"Kaiser, Kyle",D/C/F,00:02.1608,2.1608,59.795,10,"21 32 Kaiser, Kyle D/C/F 00:02.1608 59.795 10",kaiserkyle,32,kaiserkyle__32,143
2019,2019_5565_indycar-topsectiontimes-quals-day1.pdf,29,28,PIC to PI,0.03589,22,60,"Harvey, Jack",D/H/F,00:02.1720,2.172,59.486,5,"22 60 Harvey, Jack D/H/F 00:02.1720 59.486 5",harveyjack,60,harveyjack__60,144
