year,entrant_key,driver_name,car_number,session_elapsed,session_elapsed_s,lap_number,section_count,page_count
2019,andrettimarco__98,"Andretti, Marco",98,00:48.3266,48.3266,9,1,1
2019,kimballcharlie__23,"Kimball, Charlie",23,00:48.4037,48.4037,0,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,00:48.5108,48.5108,5,1,1
2019,chiltonmax__59,"Chilton, Max",59,00:48.5586,48.5586,11,1,1
2019,andrettimarco__98,"Andretti, Marco",98,00:48.5603,48.5603,5,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,00:48.5849,48.5849,0,1,1
2019,alonsofernando__66,"Alonso, Fernando",66,00:48.6873,48.6873,0,1,1
2019,owardpatricio__31,"O'Ward, Patricio (R)",31,00:48.6881,48.6881,5,1,1
2019,karamsage__24,"Karam, Sage",24,00:48.7159,48.7159,0,1,1
2019,ferruccisantino__19,"Ferrucci, Santino (R)",19,00:48.8470,48.847,0,1,1
2019,alonsofernando__66,"Alonso, Fernando",66,00:48.9512,48.9512,5,1,1
2019,harveyjack__60,"Harvey, Jack",60,00:49.0223,49.0223,0,1,1
2019,powerwill__12,"Power, Will",12,00:49.3298,49.3298,0,1,1
2019,davisonjames__33,"Davison, James",33,00:49.4049,49.4049,0,1,1
2019,ferruccisantino__19,"Ferrucci, Santino (R)",19,00:49.4200,49.42,5,1,1
2019,satotakuma__30,"Sato, Takuma",30,00:49.4765,49.4765,0,1,1
2019,leistmatheus__4,"Leist, Matheus",4,00:49.4851,49.4851,0,1,1
2019,bourdaissebastien__18,"Bourdais, Sebastien",18,00:49.5660,49.566,0,1,1
2019,jonesed__63,"Jones, Ed",63,00:49.6260,49.626,0,1,1
2019,kanaantony__14,"Kanaan, Tony",14,00:49.6490,49.649,0,1,1
2019,serviaoriol__77,"Servia, Oriol",77,00:49.8668,49.8668,5,1,1
2019,rossialexander__27,"Rossi, Alexander",27,00:50.0237,50.0237,11,1,1
2019,leistmatheus__4,"Leist, Matheus",4,00:50.0257,50.0257,11,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,00:50.4923,50.4923,5,1,1
2019,mannpippa__39,"Mann, Pippa",39,00:51.3138,51.3138,0,1,1
2019,carpentered__20,"Carpenter, Ed",20,00:51.5038,51.5038,0,1,1
2019,newgardenjosef__2,"Newgarden, Josef",2,00:52.2015,52.2015,5,1,1
2019,karamsage__24,"Karam, Sage",24,00:52.5220,52.522,5,1,1
2019,kingjordan__42,"King, Jordan (R)",42,00:52.6991,52.6991,13,1,1
2019,hildebrandjr__48,"Hildebrand, JR",48,00:53.4661,53.4661,17,1,1
2019,jonesed__63,"Jones, Ed",63,00:53.6154,53.6154,5,1,1
2019,carpentered__20,"Carpenter, Ed",20,00:53.7341,53.7341,5,1,1
2019,pigotspencer__21,"Pigot, Spencer",21,00:53.7370,53.737,5,1,1
2019,davisonjames__33,"Davison, James",33,00:54.0281,54.0281,5,1,1
2019,mannpippa__39,"Mann, Pippa",39,00:54.5300,54.53,5,1,1
2019,hanleyben__81,"Hanley, Ben (R)",81,00:55.0567,55.0567,11,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,00:55.4840,55.484,5,1,1
2019,harveyjack__60,"Harvey, Jack",60,00:55.5112,55.5112,5,1,1
2019,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:55.6328,55.6328,5,1,1
2019,kanaantony__14,"Kanaan, Tony",14,00:56.9708,56.9708,5,1,1
2019,dalyconor__25,"Daly, Conor",25,00:57.1695,57.1695,5,1,1
2019,rahalgraham__15,"Rahal, Graham",15,00:57.3362,57.3362,5,1,1
2019,bourdaissebastien__18,"Bourdais, Sebastien",18,00:57.4580,57.458,5,1,1
2019,owardpatricio__31,"O'Ward, Patricio (R)",31,00:57.5220,57.522,5,1,1
2019,dixonscott__9,"Dixon, Scott",9,00:58.8772,58.8772,5,1,1
2019,kimballcharlie__23,"Kimball, Charlie",23,00:59.7877,59.7877,5,1,1
2019,hinchcliffejames__5T,"Hinchcliffe, James",5T,01:00.2912,60.2912,17,1,1
2019,ericssonmarcus__7,"Ericsson, Marcus (R)",7,01:00.4977,60.4977,5,1,1
2019,satotakuma__30,"Sato, Takuma",30,01:01.5852,61.5852,5,1,1
2019,powerwill__12,"Power, Will",12,01:02.0373,62.0373,5,1,1
2019,rosenqvistfelix__10,"Rosenqvist, Felix (R)",10,01:04.3149,64.3149,5,1,1
2019,kingjordan__42,"King, Jordan (R)",42,02:44.9621,164.9621,0,1,1
2019,andrettimarco__98,"Andretti, Marco",98,03:46.4804,226.4804,5,1,1
2019,kaiserkyle__32,"Kaiser, Kyle",32,04:09.9156,249.9156,5,1,1
2019,alonsofernando__66,"Alonso, Fernando",66,04:22.1735,262.1735,5,1,1
2019,veachzach__26,"Veach, Zach",26,04:52.7430,292.743,5,1,1
2019,hertacolton__88,"Herta, Colton (R)",88,04:55.2860,295.286,0,1,1
2019,chiltonmax__59,"Chilton, Max",59,04:55.6429,295.6429,5,1,1
2019,rossialexander__27,"Rossi, Alexander",27,04:55.8585,295.8585,5,1,1
2019,serviaoriol__77,"Servia, Oriol",77,04:56.0833,296.0833,0,1,1
2019,newgardenjosef__2,"Newgarden, Josef",2,04:57.5778,297.5778,0,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,04:58.3035,298.3035,0,1,1
2019,pigotspencer__21,"Pigot, Spencer",21,04:58.5094,298.5094,0,1,1
2019,ferruccisantino__19,"Ferrucci, Santino (R)",19,04:58.8492,298.8492,0,1,1
2019,leistmatheus__4,"Leist, Matheus",4,05:00.0338,300.0338,5,1,1
2019,hildebrandjr__48,"Hildebrand, JR",48,05:00.4706,300.4706,11,1,1
2019,jonesed__63,"Jones, Ed",63,05:01.0098,301.0098,0,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,05:01.2704,301.2704,0,1,1
2019,carpentered__20,"Carpenter, Ed",20,05:02.7752,302.7752,0,1,1
2019,karamsage__24,"Karam, Sage",24,05:03.0100,303.01,11,1,1
2019,hunterreayryan__28,"Hunter-Reay, Ryan",28,05:03.3894,303.3894,0,1,1
2019,davisonjames__33,"Davison, James",33,05:03.7549,303.7549,0,1,1
2019,harveyjack__60,"Harvey, Jack",60,05:03.8158,303.8158,0,1,1
2019,hanleyben__81,"Hanley, Ben (R)",81,05:03.8650,303.865,5,1,1
2019,dalyconor__25,"Daly, Conor",25,05:05.0463,305.0463,0,1,1
2019,kanaantony__14,"Kanaan, Tony",14,05:05.9639,305.9639,0,1,1
2019,mannpippa__39,"Mann, Pippa",39,05:05.9794,305.9794,0,1,1
2019,dixonscott__9,"Dixon, Scott",9,05:06.3264,306.3264,0,1,1
2019,rahalgraham__15,"Rahal, Graham",15,05:06.3735,306.3735,0,1,1
2019,hinchcliffejames__5T,"Hinchcliffe, James",5T,05:06.8052,306.8052,11,1,1
2019,ericssonmarcus__7,"Ericsson, Marcus (R)",7,05:07.0376,307.0376,0,1,1
2019,kimballcharlie__23,"Kimball, Charlie",23,05:07.1059,307.1059,0,1,1
2019,owardpatricio__31,"O'Ward, Patricio (R)",31,05:07.4067,307.4067,0,1,1
2019,bourdaissebastien__18,"Bourdais, Sebastien",18,05:07.5965,307.5965,0,1,1
2019,powerwill__12,"Power, Will",12,05:08.6697,308.6697,0,1,1
2019,satotakuma__30,"Sato, Takuma",30,05:10.4938,310.4938,0,1,1
2019,rosenqvistfelix__10,"Rosenqvist, Felix (R)",10,05:11.6514,311.6514,0,1,1
2019,rossialexander__27,"Rossi, Alexander",27,07:18.4709,438.47090000000003,5,1,1
2019,kingjordan__42,"King, Jordan (R)",42,11:24.5240,684.524,1,1,1
2019,kaiserkyle__32,"Kaiser, Kyle",32,12:53.3120,773.312,10,1,1
2019,hanleyben__81,"Hanley, Ben (R)",81,15:20.0771,920.0771,11,1,1
2019,alonsofernando__66,"Alonso, Fernando",66,18:42.8319,1122.8319,16,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,19:21.2170,1161.217,5,1,1
2019,leistmatheus__4,"Leist, Matheus",4,20:38.9212,1238.9212,5,1,1
2019,rosenqvistfelix__10,"Rosenqvist, Felix (R)",10,22:30.1298,1350.1298,5,1,1
2019,hertacolton__88,"Herta, Colton (R)",88,25:19.2813,1519.2813,5,1,1
2019,owardpatricio__31,"O'Ward, Patricio (R)",31,25:30.8447,1530.8447,11,1,1
2019,karamsage__24,"Karam, Sage",24,31:27.7011,1887.7011,23,1,1
2019,hildebrandjr__48,"Hildebrand, JR",48,35:40.3745,2140.3745,5,1,1
2019,andrettimarco__98,"Andretti, Marco",98,36:41.2961,2201.2961,9,1,1
2019,hinchcliffejames__5T,"Hinchcliffe, James",5T,38:27.0415,2307.0415,11,1,1
2019,veachzach__26,"Veach, Zach",26,42:57.4508,2577.4508,5,1,1
2019,rahalgraham__15,"Rahal, Graham",15,43:53.4673,2633.4673,11,1,1
2019,chiltonmax__59,"Chilton, Max",59,44:43.5030,2683.503,11,1,1
2019,dalyconor__25,"Daly, Conor",25,47:15.2034,2835.2034,5,1,1
2019,dixonscott__9,"Dixon, Scott",9,52:18.6801,3138.6801,5,1,1
2025,rossialexander__20,"Rossi, Alexander",20,00:00.3414,0.3414,13,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:00.3416,0.3416,4,1,1
2025,ferruccisantino__14,"Ferrucci, Santino",14,00:00.3418,0.3418,9,1,1
2025,malukasdavid__4,"Malukas, David",4,00:00.3419,0.3419,8,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:00.3423,0.3423,3,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.3424,0.3424,9,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:00.3424,0.3424,4,1,1
2025,paloualex__10,"Palou, Alex",10,00:00.3425,0.3425,3,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:00.3427,0.3427,3,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:00.3427,0.3427,1,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:00.3429,0.3429,2,1,1
2025,owardpato__5,"O'Ward, Pato",5,00:00.3431,0.3431,2,1,1
2025,ericssonmarcus__28,"Ericsson, Marcus",28,00:00.3433,0.3433,2,1,1
2025,rasmussenchristian__21,"Rasmussen, Christian",21,00:00.3433,0.3433,9,1,1
2025,powerwill__12,"Power, Will",12,00:00.3434,0.3434,2,1,1
2025,defrancescodevlin__30,"DeFrancesco, Devlin",30,00:00.3435,0.3435,7,1,1
2025,ericssonmarcus__28,"Ericsson, Marcus",28,00:00.3435,0.3435,1,1,1
2025,robbstingray__77,"Robb, Sting Ray",77,00:00.3435,0.3435,7,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:00.3436,0.3436,10,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:00.3436,0.3436,10,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:00.3436,0.3436,3,1,1
2025,powerwill__12,"Power, Will",12,00:00.3438,0.3438,1,1,1
2025,powerwill__12,"Power, Will",12,00:00.3438,0.3438,10,1,1
2025,lundgaardchristian__7,"Lundgaard, Christian",7,00:00.3439,0.3439,4,1,1
2025,paloualex__10,"Palou, Alex",10,00:00.3440,0.344,2,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:00.3440,0.344,4,1,1
2025,siegelnolan__6,"Siegel, Nolan (R)",6,00:00.3440,0.344,1,1,1
2025,dalyconor__76,"Daly, Conor",76,00:00.3441,0.3441,16,1,1
2025,rossialexander__20,"Rossi, Alexander",20,00:00.3441,0.3441,2,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:00.3443,0.3443,2,1,1
2025,castroneveshelio__06,"Castroneves, Helio",06,00:00.3444,0.3444,2,1,1
2025,castroneveshelio__06,"Castroneves, Helio",06,00:00.3444,0.3444,8,1,1
2025,rasmussenchristian__21,"Rasmussen, Christian",21,00:00.3444,0.3444,2,1,1
2025,defrancescodevlin__30,"DeFrancesco, Devlin",30,00:00.3445,0.3445,10,1,1
2025,fosterlouis__45,"Foster, Louis (R)",45,00:00.3445,0.3445,7,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.3446,0.3446,9,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.3446,0.3446,10,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:00.3446,0.3446,1,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:00.3447,0.3447,4,1,1
2025,harveyjack__24,"Harvey, Jack",24,00:00.3447,0.3447,1,1,1
2025,hunterreayryan__23,"Hunter-Reay, Ryan",23,00:00.3447,0.3447,4,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:00.3447,0.3447,1,1,1
2025,owardpato__5,"O'Ward, Pato",5,00:00.3447,0.3447,4,1,1
2025,kirkwoodkyle__27,"Kirkwood, Kyle",27,00:00.3448,0.3448,1,1,1
2025,paloualex__10,"Palou, Alex",10,00:00.3448,0.3448,1,1,1
2025,kirkwoodkyle__27,"Kirkwood, Kyle",27,00:00.3449,0.3449,2,1,1
2025,malukasdavid__4,"Malukas, David",4,00:00.3449,0.3449,1,1,1
2025,malukasdavid__4,"Malukas, David",4,00:00.3449,0.3449,8,1,1
2025,robbstingray__77,"Robb, Sting Ray",77,00:00.3449,0.3449,2,1,1
2025,dalyconor__76,"Daly, Conor",76,00:00.3451,0.3451,16,1,1
2025,ferruccisantino__14,"Ferrucci, Santino",14,00:00.3452,0.3452,14,1,1
2025,simpsonkyffin__8,"Simpson, Kyffin",8,00:00.3452,0.3452,4,1,1
2025,simpsonkyffin__8,"Simpson, Kyffin",8,00:00.3453,0.3453,7,1,1
2025,lundgaardchristian__7,"Lundgaard, Christian",7,00:00.3455,0.3455,10,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:00.3455,0.3455,7,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:00.3456,0.3456,1,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.3457,0.3457,19,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.3457,0.3457,1,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.3457,0.3457,2,1,1
2025,rahalgraham__15,"Rahal, Graham",15,00:00.3457,0.3457,7,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.3458,0.3458,7,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.3458,0.3458,8,1,1
2025,malukasdavid__4,"Malukas, David",4,00:00.3460,0.346,8,1,1
2025,hertacolton__26,"Herta, Colton",26,00:00.3461,0.3461,4,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:00.3461,0.3461,1,1,1
2025,rossialexander__20,"Rossi, Alexander",20,00:00.3462,0.3462,19,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:00.3464,0.3464,1,1,1
2025,harveyjack__24,"Harvey, Jack",24,00:00.3464,0.3464,3,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:00.3464,0.3464,3,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:00.3464,0.3464,8,1,1
2025,owardpato__5,"O'Ward, Pato",5,00:00.3464,0.3464,7,1,1
2025,fosterlouis__45,"Foster, Louis (R)",45,00:00.3465,0.3465,2,1,1
2025,simpsonkyffin__8,"Simpson, Kyffin",8,00:00.3466,0.3466,7,1,1
2025,castroneveshelio__06,"Castroneves, Helio",06,00:00.3467,0.3467,8,1,1
2025,dalyconor__76,"Daly, Conor",76,00:00.3467,0.3467,7,1,1
2025,siegelnolan__6,"Siegel, Nolan (R)",6,00:00.3467,0.3467,4,1,1
2025,hertacolton__26,"Herta, Colton",26,00:00.3468,0.3468,1,1,1
2025,hunterreayryan__23,"Hunter-Reay, Ryan",23,00:00.3468,0.3468,3,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.3469,0.3469,22,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.3469,0.3469,7,1,1
2025,powerwill__12,"Power, Will",12,00:00.3469,0.3469,13,1,1
2025,veekayrinus__18,"Veekay, Rinus",18,00:00.3469,0.3469,8,1,1
2025,lundgaardchristian__7,"Lundgaard, Christian",7,00:00.3471,0.3471,8,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:00.3471,0.3471,2,1,1
2025,rahalgraham__15,"Rahal, Graham",15,00:00.3471,0.3471,1,1,1
2025,veekayrinus__18,"Veekay, Rinus",18,00:00.3473,0.3473,7,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.3474,0.3474,7,1,1
2025,castroneveshelio__06,"Castroneves, Helio",06,00:00.3475,0.3475,7,1,1
2025,kirkwoodkyle__27,"Kirkwood, Kyle",27,00:00.3477,0.3477,1,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.3478,0.3478,5,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.3478,0.3478,6,1,1
2025,fosterlouis__45,"Foster, Louis (R)",45,00:00.3479,0.3479,7,1,1
2025,ferruccisantino__14,"Ferrucci, Santino",14,00:00.3480,0.348,1,1,1
2025,defrancescodevlin__30,"DeFrancesco, Devlin",30,00:00.3483,0.3483,7,1,1
2025,ericssonmarcus__28,"Ericsson, Marcus",28,00:00.3484,0.3484,7,1,1
2025,rasmussenchristian__21,"Rasmussen, Christian",21,00:00.3485,0.3485,7,1,1
2025,harveyjack__24,"Harvey, Jack",24,00:00.3488,0.3488,1,1,1
2025,hunterreayryan__23,"Hunter-Reay, Ryan",23,00:00.3489,0.3489,7,1,1
2025,siegelnolan__6,"Siegel, Nolan (R)",6,00:00.3489,0.3489,7,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.3490,0.349,4,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:00.3492,0.3492,1,1,1
2025,paloualex__10,"Palou, Alex",10,00:00.3493,0.3493,4,1,1
2025,abeljacob__51,"Abel, Jacob (R)",51,00:00.3494,0.3494,7,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:00.3494,0.3494,1,1,1
2025,rahalgraham__15,"Rahal, Graham",15,00:00.3495,0.3495,7,1,1
2025,hertacolton__26,"Herta, Colton",26,00:00.3499,0.3499,5,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:00.3500,0.35,8,1,1
2025,robbstingray__77,"Robb, Sting Ray",77,00:00.3501,0.3501,7,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:00.3503,0.3503,2,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.3506,0.3506,3,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.3506,0.3506,6,1,1
2025,veekayrinus__18,"Veekay, Rinus",18,00:00.3506,0.3506,8,1,1
2025,malukasdavid__4,"Malukas, David",4,00:00.3508,0.3508,7,1,1
2025,defrancescodevlin__30,"DeFrancesco, Devlin",30,00:00.3509,0.3509,7,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:00.3509,0.3509,1,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:00.3510,0.351,0,1,1
2025,owardpato__5,"O'Ward, Pato",5,00:00.3512,0.3512,3,1,1
2025,ferruccisantino__14,"Ferrucci, Santino",14,00:00.3513,0.3513,13,1,1
2025,powerwill__12,"Power, Will",12,00:00.3515,0.3515,13,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.3516,0.3516,6,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:00.3516,0.3516,10,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:00.3516,0.3516,4,1,1
2025,rossialexander__20,"Rossi, Alexander",20,00:00.3516,0.3516,12,1,1
2025,dalyconor__76,"Daly, Conor",76,00:00.3517,0.3517,15,1,1
2025,abeljacob__51,"Abel, Jacob (R)",51,00:00.3519,0.3519,7,1,1
2025,simpsonkyffin__8,"Simpson, Kyffin",8,00:00.3519,0.3519,1,1,1
2025,robbstingray__77,"Robb, Sting Ray",77,00:00.3522,0.3522,3,1,1
2025,abeljacob__51,"Abel, Jacob (R)",51,00:00.3523,0.3523,4,1,1
2025,kirkwoodkyle__27,"Kirkwood, Kyle",27,00:00.3523,0.3523,1,1,1
2025,fosterlouis__45,"Foster, Louis (R)",45,00:00.3524,0.3524,7,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.3527,0.3527,9,1,1
2025,ericssonmarcus__28,"Ericsson, Marcus",28,00:00.3527,0.3527,3,1,1
2025,rasmussenchristian__21,"Rasmussen, Christian",21,00:00.3533,0.3533,0,1,1
2025,castroneveshelio__06,"Castroneves, Helio",06,00:00.3535,0.3535,7,1,1
2025,lundgaardchristian__7,"Lundgaard, Christian",7,00:00.3536,0.3536,7,1,1
2025,rahalgraham__15,"Rahal, Graham",15,00:00.3537,0.3537,1,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.3539,0.3539,7,1,1
2025,veekayrinus__18,"Veekay, Rinus",18,00:00.3542,0.3542,7,1,1
2025,harveyjack__24,"Harvey, Jack",24,00:00.3543,0.3543,6,1,1
2025,hertacolton__26,"Herta, Colton",26,00:00.3543,0.3543,3,1,1
2025,hunterreayryan__23,"Hunter-Reay, Ryan",23,00:00.3544,0.3544,1,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.3545,0.3545,13,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.3549,0.3549,5,1,1
2025,siegelnolan__6,"Siegel, Nolan (R)",6,00:00.3549,0.3549,1,1,1
2025,abeljacob__51,"Abel, Jacob (R)",51,00:00.3585,0.3585,4,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:00.4715,0.4715,5,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:00.4716,0.4716,4,1,1
2025,owardpato__5,"O'Ward, Pato",5,00:00.4720,0.472,4,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:00.4725,0.4725,2,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:00.4730,0.473,4,1,1
2025,ericssonmarcus__28,"Ericsson, Marcus",28,00:00.4731,0.4731,4,1,1
2025,paloualex__10,"Palou, Alex",10,00:00.4731,0.4731,4,1,1
2025,powerwill__12,"Power, Will",12,00:00.4734,0.4734,4,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:00.4735,0.4735,2,1,1
2025,rossialexander__20,"Rossi, Alexander",20,00:00.4737,0.4737,2,1,1
2025,rasmussenchristian__21,"Rasmussen, Christian",21,00:00.4738,0.4738,2,1,1
2025,defrancescodevlin__30,"DeFrancesco, Devlin",30,00:00.4741,0.4741,8,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:00.4742,0.4742,4,1,1
2025,kirkwoodkyle__27,"Kirkwood, Kyle",27,00:00.4744,0.4744,2,1,1
2025,robbstingray__77,"Robb, Sting Ray",77,00:00.4744,0.4744,4,1,1
2025,lundgaardchristian__7,"Lundgaard, Christian",7,00:00.4752,0.4752,4,1,1
2025,malukasdavid__4,"Malukas, David",4,00:00.4752,0.4752,10,1,1
2025,simpsonkyffin__8,"Simpson, Kyffin",8,00:00.4752,0.4752,2,1,1
2025,dalyconor__76,"Daly, Conor",76,00:00.4754,0.4754,4,1,1
2025,harveyjack__24,"Harvey, Jack",24,00:00.4754,0.4754,5,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.4758,0.4758,2,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:00.4758,0.4758,7,1,1
2025,ferruccisantino__14,"Ferrucci, Santino",14,00:00.4758,0.4758,14,1,1
2025,hertacolton__26,"Herta, Colton",26,00:00.4761,0.4761,1,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:00.4763,0.4763,8,1,1
2025,hunterreayryan__23,"Hunter-Reay, Ryan",23,00:00.4769,0.4769,5,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:00.4771,0.4771,4,1,1
2025,siegelnolan__6,"Siegel, Nolan (R)",6,00:00.4771,0.4771,4,1,1
2025,castroneveshelio__06,"Castroneves, Helio",06,00:00.4777,0.4777,8,1,1
2025,rahalgraham__15,"Rahal, Graham",15,00:00.4777,0.4777,1,1,1
2025,fosterlouis__45,"Foster, Louis (R)",45,00:00.4778,0.4778,4,1,1
2025,veekayrinus__18,"Veekay, Rinus",18,00:00.4780,0.478,8,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.4789,0.4789,5,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.4789,0.4789,22,1,1
2025,andrettimarco__98,"Andretti, Marco",98,00:00.4789,0.4789,23,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.4821,0.4821,6,1,1
2025,armstrongmarcus__66,"Armstrong, Marcus",66,00:00.4821,0.4821,7,1,1
2025,abeljacob__51,"Abel, Jacob (R)",51,00:00.4851,0.4851,1,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:01.4189,1.4189,2,1,1
2025,paloualex__10,"Palou, Alex",10,00:01.4207,1.4207,1,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:01.4215,1.4215,0,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:01.4217,1.4217,1,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:01.4220,1.422,0,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:01.4229,1.4229,3,1,1
2025,malukasdavid__4,"Malukas, David",4,00:01.4231,1.4231,7,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:01.4245,1.4245,7,1,1
2025,defrancescodevlin__30,"DeFrancesco, Devlin",30,00:01.4255,1.4255,7,1,1
2025,owardpato__5,"O'Ward, Pato",5,00:01.4259,1.4259,3,1,1
2025,rossialexander__20,"Rossi, Alexander",20,00:01.4259,1.4259,12,1,1
2025,powerwill__12,"Power, Will",12,00:01.4263,1.4263,16,1,1
2025,rasmussenchristian__21,"Rasmussen, Christian",21,00:01.4263,1.4263,0,1,1
2025,ericssonmarcus__28,"Ericsson, Marcus",28,00:01.4267,1.4267,3,1,1
2025,simpsonkyffin__8,"Simpson, Kyffin",8,00:01.4286,1.4286,1,1,1
2025,robbstingray__77,"Robb, Sting Ray",77,00:01.4288,1.4288,1,1,1
2025,ferruccisantino__14,"Ferrucci, Santino",14,00:01.4290,1.429,13,1,1
2025,carpentered__33,"Carpenter, Ed",33,00:01.4292,1.4292,1,1,1
2025,kirkwoodkyle__27,"Kirkwood, Kyle",27,00:01.4295,1.4295,1,1,1
2025,dalyconor__76,"Daly, Conor",76,00:01.4299,1.4299,14,1,1
2025,hertacolton__26,"Herta, Colton",26,00:01.4321,1.4321,0,1,1
2025,paloualex__10,"Palou, Alex",10,00:01.4322,1.4322,1,1,1
2025,fosterlouis__45,"Foster, Louis (R)",45,00:01.4324,1.4324,1,1,1
2025,dixonscott__9,"Dixon, Scott",9,00:01.4326,1.4326,1,1,1
2025,rosenqvistfelix__60,"Rosenqvist, Felix",60,00:01.4326,1.4326,2,1,1
2025,lundgaardchristian__7,"Lundgaard, Christian",7,00:01.4340,1.434,7,1,1
2025,mclaughlinscott__3,"McLaughlin, Scott",3,00:01.4344,1.4344,0,1,1
2025,satotakuma__75,"Sato, Takuma",75,00:01.4345,1.4345,7,1,1
2025,shwartzmanrobert__83,"Shwartzman, Robert (R)",83,00:01.4346,1.4346,1,1,1
2025,harveyjack__24,"Harvey, Jack",24,00:01.4347,1.4347,0,1,1
2025,larsonkyle__17,"Larson, Kyle",17,00:01.4350,1.435,7,1,1
2025,ilottcallum__90,"Ilott, Callum",90,00:01.4351,1.4351,4,1,1
2025,newgardenjosef__2,"Newgarden, Josef",2,00:01.4353,1.4353,1,1,1
