path,key,value_type,value,year,session_id
root.records[40].QualLap2,QualLap2,str, 40.0617,2018,5320
root.records[40].QualLap3,QualLap3,str, 40.0995,2018,5320
root.records[40].QualLap4,QualLap4,str, 40.0769,2018,5320
root.records[40].DriverName,DriverName,str,Conor Daly,2018,5320
root.records[40].SpeedAvgFormatted,SpeedAvgFormatted,str,224.736,2018,5320
root.records[40].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[40].TeamName,TeamName,str,Dale Coyne Racing dba Thom Burns Racing,2018,5320
root.records[41].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[41].DriversID,DriversID,int,3756,2018,5320
root.records[41].FirstName,FirstName,str,Pippa,2018,5320
root.records[41].LastName,LastName,str,Mann,2018,5320
root.records[41].CarNumber,CarNumber,str,63,2018,5320
root.records[41].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91562,2018,5320
root.records[41].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[41].EventsEntrylistID,EventsEntrylistID,int,31395,2018,5320
root.records[41].DriverOverrideID,DriverOverrideID,int,3756,2018,5320
root.records[41].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[41].PositionFinish,PositionFinish,int,42,2018,5320
root.records[41].ElapsedTime,ElapsedTime,str,02:40.4565,2018,5320
root.records[41].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[41].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[41].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[41].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[41].InLap,InLap,NoneType,None,2018,5320
root.records[41].Difference,Difference,NoneType,None,2018,5320
root.records[41].Gap,Gap,NoneType,None,2018,5320
root.records[41].SpeedAvg,SpeedAvg,float,224.36,2018,5320
root.records[41].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[41].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[41].PitStops,PitStops,NoneType,None,2018,5320
root.records[41].Status,Status,NoneType,None,2018,5320
root.records[41].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[41].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[41].QualLap1,QualLap1,str, 40.0303,2018,5320
root.records[41].QualLap2,QualLap2,str, 40.0467,2018,5320
root.records[41].QualLap3,QualLap3,str, 40.1535,2018,5320
root.records[41].QualLap4,QualLap4,str, 40.2260,2018,5320
root.records[41].DriverName,DriverName,str,Pippa Mann,2018,5320
root.records[41].SpeedAvgFormatted,SpeedAvgFormatted,str,224.360,2018,5320
root.records[41].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[41].TeamName,TeamName,str,Dale Coyne Racing,2018,5320
root.records[42].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[42].DriversID,DriversID,int,3756,2018,5320
root.records[42].FirstName,FirstName,str,Pippa,2018,5320
root.records[42].LastName,LastName,str,Mann,2018,5320
root.records[42].CarNumber,CarNumber,str,63,2018,5320
root.records[42].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91563,2018,5320
root.records[42].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[42].EventsEntrylistID,EventsEntrylistID,int,31395,2018,5320
root.records[42].DriverOverrideID,DriverOverrideID,int,3756,2018,5320
root.records[42].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[42].PositionFinish,PositionFinish,int,43,2018,5320
root.records[42].ElapsedTime,ElapsedTime,str,02:40.9617,2018,5320
root.records[42].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[42].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[42].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[42].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[42].InLap,InLap,NoneType,None,2018,5320
root.records[42].Difference,Difference,NoneType,None,2018,5320
root.records[42].Gap,Gap,NoneType,None,2018,5320
root.records[42].SpeedAvg,SpeedAvg,float,223.656,2018,5320
root.records[42].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[42].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[42].PitStops,PitStops,NoneType,None,2018,5320
root.records[42].Status,Status,NoneType,None,2018,5320
root.records[42].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[42].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[42].QualLap1,QualLap1,str, 40.1200,2018,5320
root.records[42].QualLap2,QualLap2,str, 40.1771,2018,5320
root.records[42].QualLap3,QualLap3,str, 40.2679,2018,5320
root.records[42].QualLap4,QualLap4,str, 40.3967,2018,5320
root.records[42].DriverName,DriverName,str,Pippa Mann,2018,5320
root.records[42].SpeedAvgFormatted,SpeedAvgFormatted,str,223.656,2018,5320
root.records[42].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[42].TeamName,TeamName,str,Dale Coyne Racing,2018,5320
root.records[43].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[43].DriversID,DriversID,int,3756,2018,5320
root.records[43].FirstName,FirstName,str,Pippa,2018,5320
root.records[43].LastName,LastName,str,Mann,2018,5320
root.records[43].CarNumber,CarNumber,str,63,2018,5320
root.records[43].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91564,2018,5320
root.records[43].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[43].EventsEntrylistID,EventsEntrylistID,int,31395,2018,5320
root.records[43].DriverOverrideID,DriverOverrideID,int,3756,2018,5320
root.records[43].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[43].PositionFinish,PositionFinish,int,44,2018,5320
root.records[43].ElapsedTime,ElapsedTime,str,02:41.1871,2018,5320
root.records[43].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[43].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[43].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[43].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[43].InLap,InLap,NoneType,None,2018,5320
root.records[43].Difference,Difference,NoneType,None,2018,5320
root.records[43].Gap,Gap,NoneType,None,2018,5320
root.records[43].SpeedAvg,SpeedAvg,float,223.343,2018,5320
root.records[43].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[43].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[43].PitStops,PitStops,NoneType,None,2018,5320
root.records[43].Status,Status,NoneType,None,2018,5320
root.records[43].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[43].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[43].QualLap1,QualLap1,str, 40.1929,2018,5320
root.records[43].QualLap2,QualLap2,str, 40.3275,2018,5320
root.records[43].QualLap3,QualLap3,str, 40.3347,2018,5320
root.records[43].QualLap4,QualLap4,str, 40.3320,2018,5320
root.records[43].DriverName,DriverName,str,Pippa Mann,2018,5320
root.records[43].SpeedAvgFormatted,SpeedAvgFormatted,str,223.343,2018,5320
root.records[43].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[43].TeamName,TeamName,str,Dale Coyne Racing,2018,5320
root.records[44].DriverUrl,DriverUrl,str,/Drivers/Conor-Daly,2018,5320
root.records[44].DriversID,DriversID,int,4218,2018,5320
root.records[44].FirstName,FirstName,str,Conor,2018,5320
root.records[44].LastName,LastName,str,Daly,2018,5320
root.records[44].CarNumber,CarNumber,str,17,2018,5320
root.records[44].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91565,2018,5320
root.records[44].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[44].EventsEntrylistID,EventsEntrylistID,int,31389,2018,5320
root.records[44].DriverOverrideID,DriverOverrideID,int,4218,2018,5320
root.records[44].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[44].PositionFinish,PositionFinish,int,45,2018,5320
root.records[44].ElapsedTime,ElapsedTime,str,02:41.6642,2018,5320
root.records[44].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[44].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[44].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[44].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[44].InLap,InLap,NoneType,None,2018,5320
root.records[44].Difference,Difference,NoneType,None,2018,5320
root.records[44].Gap,Gap,NoneType,None,2018,5320
root.records[44].SpeedAvg,SpeedAvg,float,222.684,2018,5320
root.records[44].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[44].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[44].PitStops,PitStops,NoneType,None,2018,5320
root.records[44].Status,Status,NoneType,None,2018,5320
root.records[44].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[44].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[44].QualLap1,QualLap1,str, 40.0243,2018,5320
root.records[44].QualLap2,QualLap2,str, 40.5358,2018,5320
root.records[44].QualLap3,QualLap3,str, 40.4942,2018,5320
root.records[44].QualLap4,QualLap4,str, 40.6099,2018,5320
root.records[44].DriverName,DriverName,str,Conor Daly,2018,5320
root.records[44].SpeedAvgFormatted,SpeedAvgFormatted,str,222.684,2018,5320
root.records[44].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[44].TeamName,TeamName,str,Dale Coyne Racing dba Thom Burns Racing,2018,5320
root.records[45].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[45].DriversID,DriversID,int,3672,2018,5320
root.records[45].FirstName,FirstName,str,Oriol,2018,5320
root.records[45].LastName,LastName,str,Servia,2018,5320
root.records[45].CarNumber,CarNumber,str,64,2018,5320
root.records[45].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91566,2018,5320
root.records[45].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[45].EventsEntrylistID,EventsEntrylistID,int,31396,2018,5320
root.records[45].DriverOverrideID,DriverOverrideID,int,3672,2018,5320
root.records[45].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[45].PositionFinish,PositionFinish,int,46,2018,5320
root.records[45].ElapsedTime,ElapsedTime,str,02:02.6906,2018,5320
root.records[45].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[45].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[45].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[45].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[45].InLap,InLap,NoneType,None,2018,5320
root.records[45].Difference,Difference,NoneType,None,2018,5320
root.records[45].Gap,Gap,NoneType,None,2018,5320
root.records[45].SpeedAvg,SpeedAvg,float,220.066,2018,5320
root.records[45].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[45].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[45].PitStops,PitStops,NoneType,None,2018,5320
root.records[45].Status,Status,NoneType,None,2018,5320
root.records[45].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[45].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[45].QualLap1,QualLap1,str, 40.5583,2018,5320
root.records[45].QualLap2,QualLap2,str, 40.8462,2018,5320
root.records[45].QualLap3,QualLap3,str, 41.2861,2018,5320
root.records[45].QualLap4,QualLap4,str,  0.0000,2018,5320
root.records[45].DriverName,DriverName,str,Oriol Servia,2018,5320
root.records[45].SpeedAvgFormatted,SpeedAvgFormatted,str,220.066,2018,5320
root.records[45].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[45].TeamName,TeamName,str,Scuderia Corsa w/ RLL,2018,5320
root.records[46].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[46].DriversID,DriversID,int,3672,2018,5320
root.records[46].FirstName,FirstName,str,Oriol,2018,5320
root.records[46].LastName,LastName,str,Servia,2018,5320
root.records[46].CarNumber,CarNumber,str,64,2018,5320
root.records[46].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91567,2018,5320
root.records[46].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[46].EventsEntrylistID,EventsEntrylistID,int,31396,2018,5320
root.records[46].DriverOverrideID,DriverOverrideID,int,3672,2018,5320
root.records[46].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[46].PositionFinish,PositionFinish,int,47,2018,5320
root.records[46].ElapsedTime,ElapsedTime,str,02:16.8236,2018,5320
root.records[46].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[46].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[46].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[46].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[46].InLap,InLap,NoneType,None,2018,5320
root.records[46].Difference,Difference,NoneType,None,2018,5320
root.records[46].Gap,Gap,NoneType,None,2018,5320
root.records[46].SpeedAvg,SpeedAvg,float,197.334,2018,5320
root.records[46].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[46].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[46].PitStops,PitStops,NoneType,None,2018,5320
root.records[46].Status,Status,NoneType,None,2018,5320
root.records[46].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[46].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[46].QualLap1,QualLap1,str, 44.6739,2018,5320
root.records[46].QualLap2,QualLap2,str, 45.8510,2018,5320
root.records[46].QualLap3,QualLap3,str, 46.2987,2018,5320
root.records[46].QualLap4,QualLap4,str,  0.0000,2018,5320
root.records[46].DriverName,DriverName,str,Oriol Servia,2018,5320
root.records[46].SpeedAvgFormatted,SpeedAvgFormatted,str,197.334,2018,5320
root.records[46].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[46].TeamName,TeamName,str,Scuderia Corsa w/ RLL,2018,5320
root.records[47].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[47].DriversID,DriversID,int,4216,2018,5320
root.records[47].FirstName,FirstName,str,James,2018,5320
root.records[47].LastName,LastName,str,Hinchcliffe,2018,5320
root.records[47].CarNumber,CarNumber,str,5,2018,5320
root.records[47].EventsSessionsDetailsID,EventsSessionsDetailsID,int,91568,2018,5320
root.records[47].EventsSessionsID,EventsSessionsID,int,5320,2018,5320
root.records[47].EventsEntrylistID,EventsEntrylistID,int,31365,2018,5320
root.records[47].DriverOverrideID,DriverOverrideID,int,4216,2018,5320
root.records[47].PositionStart,PositionStart,NoneType,None,2018,5320
root.records[47].PositionFinish,PositionFinish,int,48,2018,5320
root.records[47].ElapsedTime,ElapsedTime,str,00:00.0000,2018,5320
root.records[47].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[47].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[47].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[47].BestSpeed,BestSpeed,NoneType,None,2018,5320
root.records[47].InLap,InLap,NoneType,None,2018,5320
root.records[47].Difference,Difference,NoneType,None,2018,5320
root.records[47].Gap,Gap,NoneType,None,2018,5320
root.records[47].SpeedAvg,SpeedAvg,float,0.0,2018,5320
root.records[47].TimesLed,TimesLed,NoneType,None,2018,5320
root.records[47].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[47].PitStops,PitStops,NoneType,None,2018,5320
root.records[47].Status,Status,NoneType,None,2018,5320
root.records[47].PointsEarned,PointsEarned,NoneType,None,2018,5320
root.records[47].IsDeleted,IsDeleted,bool,False,2018,5320
root.records[47].QualLap1,QualLap1,str,  0.0000,2018,5320
root.records[47].QualLap2,QualLap2,str,  0.0000,2018,5320
root.records[47].QualLap3,QualLap3,str,  0.0000,2018,5320
root.records[47].QualLap4,QualLap4,str,  0.0000,2018,5320
root.records[47].DriverName,DriverName,str,James Hinchcliffe,2018,5320
root.records[47].SpeedAvgFormatted,SpeedAvgFormatted,str,0.000,2018,5320
root.records[47].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2018,5320
root.records[47].TeamName,TeamName,str,Arrow McLaren,2018,5320
root.SessionReports,SessionReports,list,,2018,5320
root.SessionReports[0].DocumentID,DocumentID,str,4c9eb3cb-984c-4e3d-91a3-e59b4450d147,2018,5320
root.SessionReports[0].Name,Name,str,Overall Results,2018,5320
root.SessionReports[0].Url,Url,str,INDYCAR/Documents/5320/2018-05-19/indycar-qualresults-Day1.pdf,2018,5320
root.SessionReports[0].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[0].modified_date,modified_date,str,/Date(1526772349007)/,2018,5320
root.SessionReports[0].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[0].DocumentType,DocumentType,str,Overall Results,2018,5320
root.SessionReports[0].SortOrder,SortOrder,int,6,2018,5320
root.SessionReports[1].DocumentID,DocumentID,str,62d4d2f2-2ae0-4b3f-ab66-fdc511e873e8,2018,5320
root.SessionReports[1].Name,Name,str,Results,2018,5320
root.SessionReports[1].Url,Url,str,INDYCAR/Documents/5320/2018-05-20/indycar-results-quals-day1.pdf,2018,5320
root.SessionReports[1].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[1].modified_date,modified_date,str,/Date(1526858013897)/,2018,5320
root.SessionReports[1].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[1].DocumentType,DocumentType,str,Results,2018,5320
root.SessionReports[1].SortOrder,SortOrder,int,8,2018,5320
root.SessionReports[2].DocumentID,DocumentID,str,306739bf-2f6b-438e-b5bb-28ec74eaf24e,2018,5320
root.SessionReports[2].Name,Name,str,Section Results,2018,5320
root.SessionReports[2].Url,Url,str,INDYCAR/Documents/5320/2018-05-19/indycar-sectionresults-quals-day1.pdf,2018,5320
root.SessionReports[2].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[2].modified_date,modified_date,str,/Date(1526767745147)/,2018,5320
root.SessionReports[2].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[2].DocumentType,DocumentType,str,Section Results,2018,5320
root.SessionReports[2].SortOrder,SortOrder,int,9,2018,5320
root.SessionReports[3].DocumentID,DocumentID,str,7e11d3bf-2301-44c1-9a01-fbd20df02fad,2018,5320
root.SessionReports[3].Name,Name,str,Top Section Times,2018,5320
root.SessionReports[3].Url,Url,str,INDYCAR/Documents/5320/2018-05-19/indycar-topsectiontimes-quals-day1.pdf,2018,5320
root.SessionReports[3].FileType,FileType,str,application/pdf,2018,5320
root.SessionReports[3].modified_date,modified_date,str,/Date(1526767759447)/,2018,5320
root.SessionReports[3].IsActive,IsActive,bool,True,2018,5320
root.SessionReports[3].DocumentType,DocumentType,str,Top Section Times,2018,5320
root.SessionReports[3].SortOrder,SortOrder,int,10,2018,5320
root.EventName,EventName,str,103rd Running of the Indianapolis 500,2019,5565
root.SessionName,SessionName,str,Qualifications - Day 1,2019,5565
root.SessionDate,SessionDate,str,5/18/2019,2019,5565
root.SessionDateFormatted,SessionDateFormatted,str,"Saturday, May 18, 2019",2019,5565
root.SessionType,SessionType,str,Q,2019,5565
root.TrackType,TrackType,str,I,2019,5565
root.records,records,list,,2019,5565
root.records[0].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[0].DriversID,DriversID,int,4232,2019,5565
root.records[0].FirstName,FirstName,str,Spencer,2019,5565
root.records[0].LastName,LastName,str,Pigot,2019,5565
root.records[0].CarNumber,CarNumber,str,21,2019,5565
root.records[0].EventsSessionsDetailsID,EventsSessionsDetailsID,int,96289,2019,5565
root.records[0].EventsSessionsID,EventsSessionsID,int,5565,2019,5565
root.records[0].EventsEntrylistID,EventsEntrylistID,int,32623,2019,5565
root.records[0].DriverOverrideID,DriverOverrideID,int,4232,2019,5565
root.records[0].PositionStart,PositionStart,NoneType,None,2019,5565
root.records[0].PositionFinish,PositionFinish,int,1,2019,5565
root.records[0].ElapsedTime,ElapsedTime,str,02:36.4655,2019,5565
root.records[0].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[0].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[0].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[0].BestSpeed,BestSpeed,NoneType,None,2019,5565
root.records[0].InLap,InLap,NoneType,None,2019,5565
root.records[0].Difference,Difference,NoneType,None,2019,5565
root.records[0].Gap,Gap,NoneType,None,2019,5565
root.records[0].SpeedAvg,SpeedAvg,float,230.083,2019,5565
root.records[0].TimesLed,TimesLed,NoneType,None,2019,5565
root.records[0].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[0].PitStops,PitStops,NoneType,None,2019,5565
root.records[0].Status,Status,NoneType,None,2019,5565
root.records[0].PointsEarned,PointsEarned,NoneType,None,2019,5565
root.records[0].IsDeleted,IsDeleted,bool,False,2019,5565
root.records[0].QualLap1,QualLap1,str, 38.9948,2019,5565
root.records[0].QualLap2,QualLap2,str, 39.1172,2019,5565
root.records[0].QualLap3,QualLap3,str, 39.1649,2019,5565
root.records[0].QualLap4,QualLap4,str, 39.1886,2019,5565
root.records[0].DriverName,DriverName,str,Spencer Pigot,2019,5565
root.records[0].SpeedAvgFormatted,SpeedAvgFormatted,str,230.083,2019,5565
root.records[0].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2019,5565
root.records[0].TeamName,TeamName,str,ECR,2019,5565
root.records[1].DriverUrl,DriverUrl,str,/Drivers/Will-Power,2019,5565
root.records[1].DriversID,DriversID,int,3667,2019,5565
root.records[1].FirstName,FirstName,str,Will,2019,5565
root.records[1].LastName,LastName,str,Power,2019,5565
root.records[1].CarNumber,CarNumber,str,12,2019,5565
root.records[1].EventsSessionsDetailsID,EventsSessionsDetailsID,int,96290,2019,5565
root.records[1].EventsSessionsID,EventsSessionsID,int,5565,2019,5565
root.records[1].EventsEntrylistID,EventsEntrylistID,int,32617,2019,5565
root.records[1].DriverOverrideID,DriverOverrideID,int,3667,2019,5565
root.records[1].PositionStart,PositionStart,NoneType,None,2019,5565
root.records[1].PositionFinish,PositionFinish,int,2,2019,5565
root.records[1].ElapsedTime,ElapsedTime,str,02:36.4666,2019,5565
root.records[1].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[1].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[1].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[1].BestSpeed,BestSpeed,NoneType,None,2019,5565
root.records[1].InLap,InLap,NoneType,None,2019,5565
root.records[1].Difference,Difference,NoneType,None,2019,5565
root.records[1].Gap,Gap,NoneType,None,2019,5565
root.records[1].SpeedAvg,SpeedAvg,float,230.081,2019,5565
root.records[1].TimesLed,TimesLed,NoneType,None,2019,5565
root.records[1].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[1].PitStops,PitStops,NoneType,None,2019,5565
root.records[1].Status,Status,NoneType,None,2019,5565
root.records[1].PointsEarned,PointsEarned,NoneType,None,2019,5565
root.records[1].IsDeleted,IsDeleted,bool,False,2019,5565
root.records[1].QualLap1,QualLap1,str, 39.0569,2019,5565
root.records[1].QualLap2,QualLap2,str, 39.0969,2019,5565
root.records[1].QualLap3,QualLap3,str, 39.1544,2019,5565
root.records[1].QualLap4,QualLap4,str, 39.1584,2019,5565
root.records[1].DriverName,DriverName,str,Will Power,2019,5565
root.records[1].SpeedAvgFormatted,SpeedAvgFormatted,str,230.081,2019,5565
root.records[1].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2019,5565
root.records[1].TeamName,TeamName,str,Team Penske,2019,5565
root.records[2].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[2].DriversID,DriversID,int,4276,2019,5565
root.records[2].FirstName,FirstName,str,Simon,2019,5565
root.records[2].LastName,LastName,str,Pagenaud,2019,5565
root.records[2].CarNumber,CarNumber,str,22,2019,5565
root.records[2].EventsSessionsDetailsID,EventsSessionsDetailsID,int,96291,2019,5565
root.records[2].EventsSessionsID,EventsSessionsID,int,5565,2019,5565
root.records[2].EventsEntrylistID,EventsEntrylistID,int,32624,2019,5565
root.records[2].DriverOverrideID,DriverOverrideID,int,4276,2019,5565
root.records[2].PositionStart,PositionStart,NoneType,None,2019,5565
root.records[2].PositionFinish,PositionFinish,int,3,2019,5565
root.records[2].ElapsedTime,ElapsedTime,str,02:36.6210,2019,5565
root.records[2].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[2].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[2].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[2].BestSpeed,BestSpeed,NoneType,None,2019,5565
root.records[2].InLap,InLap,NoneType,None,2019,5565
root.records[2].Difference,Difference,NoneType,None,2019,5565
root.records[2].Gap,Gap,NoneType,None,2019,5565
root.records[2].SpeedAvg,SpeedAvg,float,229.854,2019,5565
root.records[2].TimesLed,TimesLed,NoneType,None,2019,5565
root.records[2].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[2].PitStops,PitStops,NoneType,None,2019,5565
root.records[2].Status,Status,NoneType,None,2019,5565
root.records[2].PointsEarned,PointsEarned,NoneType,None,2019,5565
root.records[2].IsDeleted,IsDeleted,bool,False,2019,5565
root.records[2].QualLap1,QualLap1,str, 39.0420,2019,5565
root.records[2].QualLap2,QualLap2,str, 39.1539,2019,5565
root.records[2].QualLap3,QualLap3,str, 39.1768,2019,5565
root.records[2].QualLap4,QualLap4,str, 39.2483,2019,5565
root.records[2].DriverName,DriverName,str,Simon Pagenaud,2019,5565
root.records[2].SpeedAvgFormatted,SpeedAvgFormatted,str,229.854,2019,5565
root.records[2].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2019,5565
root.records[2].TeamName,TeamName,str,Team Penske,2019,5565
root.records[3].DriverUrl,DriverUrl,str,/Drivers/Josef-Newgarden,2019,5565
root.records[3].DriversID,DriversID,int,4215,2019,5565
root.records[3].FirstName,FirstName,str,Josef,2019,5565
root.records[3].LastName,LastName,str,Newgarden,2019,5565
root.records[3].CarNumber,CarNumber,str,2,2019,5565
root.records[3].EventsSessionsDetailsID,EventsSessionsDetailsID,int,96292,2019,5565
root.records[3].EventsSessionsID,EventsSessionsID,int,5565,2019,5565
root.records[3].EventsEntrylistID,EventsEntrylistID,int,32611,2019,5565
root.records[3].DriverOverrideID,DriverOverrideID,int,4215,2019,5565
root.records[3].PositionStart,PositionStart,NoneType,None,2019,5565
root.records[3].PositionFinish,PositionFinish,int,4,2019,5565
root.records[3].ElapsedTime,ElapsedTime,str,02:36.6924,2019,5565
root.records[3].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[3].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[3].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[3].BestSpeed,BestSpeed,NoneType,None,2019,5565
root.records[3].InLap,InLap,NoneType,None,2019,5565
root.records[3].Difference,Difference,NoneType,None,2019,5565
root.records[3].Gap,Gap,NoneType,None,2019,5565
root.records[3].SpeedAvg,SpeedAvg,float,229.749,2019,5565
root.records[3].TimesLed,TimesLed,NoneType,None,2019,5565
root.records[3].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[3].PitStops,PitStops,NoneType,None,2019,5565
root.records[3].Status,Status,NoneType,None,2019,5565
root.records[3].PointsEarned,PointsEarned,NoneType,None,2019,5565
root.records[3].IsDeleted,IsDeleted,bool,False,2019,5565
root.records[3].QualLap1,QualLap1,str, 39.1083,2019,5565
root.records[3].QualLap2,QualLap2,str, 39.1758,2019,5565
root.records[3].QualLap3,QualLap3,str, 39.1681,2019,5565
root.records[3].QualLap4,QualLap4,str, 39.2402,2019,5565
root.records[3].DriverName,DriverName,str,Josef Newgarden,2019,5565
root.records[3].SpeedAvgFormatted,SpeedAvgFormatted,str,229.749,2019,5565
root.records[3].BestSpeedFormatted,BestSpeedFormatted,NoneType,None,2019,5565
root.records[3].TeamName,TeamName,str,Team Penske,2019,5565
root.records[4].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[4].DriversID,DriversID,int,4511,2019,5565
root.records[4].FirstName,FirstName,str,Colton,2019,5565
root.records[4].LastName,LastName,str,Herta,2019,5565
root.records[4].CarNumber,CarNumber,str,88,2019,5565
