model,n,car_year_groups,loyo_n,mae,rmse,bias,no_change_mae,no_change_rmse,beats_no_change_mae,beta_track_temperature_c_assembled,beta_forecast_shortwave_radiation_wm2,beta_wind_v_ms,beta_forecast_gust_ms
F0_TRACK_ONLY,70,32,70,0.44847549373281503,0.7229815772849839,2.5376526277146434e-17,0.4410761904761905,0.7138941965092053,False,0.01082279651076469,,,
F1_SHORTWAVE_ONLY,72,32,72,0.44267957458691065,0.7362977062976452,2.4671622769447922e-17,0.45937500000000003,0.7433828723527381,True,,-0.0012669599790659074,,
F2_TRACK_SHORTWAVE,70,32,70,0.446361971306019,0.7288293555855371,4.5994953877327917e-17,0.4410761904761905,0.7138941965092053,False,0.010245419394743353,-0.0008175575266943846,,
F3_TRACK_SHORTWAVE_WINDV,70,32,70,0.5037721755221455,0.7567906820521355,2.061842760018148e-17,0.4410761904761905,0.7138941965092053,False,0.023086781317282583,-0.0008745241854526818,0.19189194205350982,
F4_TRACK_SHORTWAVE_GUST,70,32,70,0.49316475261868686,0.7525575838125301,1.2688263138573217e-17,0.4410761904761905,0.7138941965092053,False,0.010310756979675602,-0.0008041951650107483,,0.017320232255763852
