year,file,car,field,path,type,repr,looks_timestamp,timestamp_utc,timestamp_indianapolis
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][30][0],float,40.21,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][30][1],int,9,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][31][0],float,40.249,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][31][1],int,9,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][32][0],float,40.21,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][32][1],int,9,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][33][0],float,40.249,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][33][1],int,9,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][34][0],float,40.21,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][34][1],int,1,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][35][0],float,40.249,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][35][1],int,1,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][36][0],float,40.21,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][36][1],int,1,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][37][0],float,40.249,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][37][1],int,1,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][38][0],float,40.21,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][38][1],int,1,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][39][0],float,40.249,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][39][1],int,9,False,,
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,66,stint,$.stint.66[0][9][40][0],float,40.21,False,,
