year,file,service_startTime,service_colSpec,service_trackDataSpec,session_repr,state_session_repr
2018,2018_74622252638746b2821d6822ae31527a_analysis.json,1526741675.0,"[['Num', 'text', 'Car number'], ['State', 'text'], ['Driver', 'text'], ['Laps', 'numeric'], ['T', 'text', 'Tyre'], ['PTP', 'numeric', 'Push-to-Pass remaining'], ['Gap', 'delta', 'Gap to leader'], ['Int', 'delta', 'Interval to car in front'], ['T1 Spd', 'numeric', 'Turn 1 speed'], ['BT1S', 'numeric', 'Best turn 1 speed'], ['T3 Spd', 'numeric', 'Turn 3 speed'], ['BT3S', 'numeric', 'Best turn 3 speed'], ['Last', 'time', 'Last lap time'], ['Spd', 'numeric', 'Last lap speed'], ['Best', 'time', 'Best lap time'], ['B.Spd', 'numeric', 'Best lap speed'], ['Pits', 'numeric']]",[],"{'currentTimestamp': 1526766029, 'flagStats': [[0, 0, 1526741675, 0, 1526742009], [9, 0, 1526742009, 0, 1526742159], [1, 0, 1526742159, 4.0, 1526742294], [9, 4.0, 1526742294, 4.0, 1526742429], [1, 4.0, 1526742429, 4.0, 1526742564], [9, 4.0, 1526742564, 4.0, 1526742694], [1, 4.0, 1526742694, 4.0, 1526742829], [9, 4.0, 1526742829, 4.0, 1526743009], [1, 4.0, 1526743009, 4.0, 1526743144], [9, 4.0, 1526743144, 4.0, 1526743304], [1, 4.0, 1526743304, 4.0, 1526743439], [9, 4.0, 1526743439, 4.0, 1526743579], [1, 4.0, 1526743579, 4.0, 1526743714], [9, 4.0, 1526743714, 4.0, 1526743849], [1, 4.0, 1526743849, 4.0, 1526743984], [9, 4.0, 1526743984, 4.0, 1526744134], [1, 4.0, 1526744134, 4.0, 1526744264], [9, 4.0, 1526744264, 4.0, 1526744399], [1, 4.0, 1526744399, 4.0, 1526744534], [9, 4.0, 1526744534, 4.0, 1526744699], [1, 4.0, 1526744699, 4.0, 1526744794], [9, 4.0, 1526744794, 4.0, 1526744989], [1, 4.0, 1526744989, 4.0, 1526745124], [9, 4.0, 1526745124, 4.0, 1526753684], [1, 4.0, 1526753684, 4.0, 1526753819], [9, 4.0, 1526753819, 4.0, 1526753959], [1, 4.0, 1526753959, 4.0, 1526754094], [9, 4.0, 1526754094, 4.0, 1526754199], [1, 4.0, 1526754199, 4.0, 1526754369], [9, 4.0, 1526754369, 4.0, 1526754479], [1, 4.0, 1526754479, 4.0, 1526754654], [9, 4.0, 1526754654, 4.0, 1526754744], [1, 4.0, 1526754744, 4.0, 1526754924], [9, 4.0, 1526754924, 4.0, 1526755039], [1, 4.0, 1526755039, 4.0, 1526755219], [9, 4.0, 1526755219, 4.0, 1526755324], [1, 4.0, 1526755324, 4.0, 1526755504], [9, 4.0, 1526755504, 4.0, 1526755614], [1, 4.0, 1526755614, 4.0, 1526755794], [9, 4.0, 1526755794, 4.0, 1526755879], [1, 4.0, 1526755879, 4.0, 1526756064], [9, 4.0, 1526756064, 4.0, 1526756154], [1, 4.0, 1526756154, 4.0, 1526756334], [9, 4.0, 1526756334, 4.0, 1526756429], [1, 4.0, 1526756429, 4.0, 1526756609], [9, 4.0, 1526756609, 4.0, 1526756699], [1, 4.0, 1526756699, 4.0, 1526756879], [9, 4.0, 1526756879, 4.0, 1526756959], [1, 4.0, 1526756959, 4.0, 1526757149], [9, 4.0, 1526757149, 4.0, 1526757229], [1, 4.0, 1526757229, 4.0, 1526757279], [9, 4.0, 1526757279, None, None]], 'leaderLap': 4.0}","{'lapsRemain': 4, 'timeRemain': 6204, 'flagState': 'caution', 'timeElapsed': 18392}"
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,1558212583.821156,"[['Num', 'text', 'Car number'], ['State', 'text'], ['Driver', 'text'], ['Team', 'text'], ['Laps', 'numeric'], ['T', 'text', 'Tyre'], ['PTP', 'numeric', 'Push-to-Pass remaining'], ['Gap', 'delta', 'Gap to leader'], ['Int', 'delta', 'Interval to car in front'], ['T1 Spd', 'numeric', 'Turn 1 speed'], ['BT1S', 'numeric', 'Best turn 1 speed'], ['T3 Spd', 'numeric', 'Turn 3 speed'], ['BT3S', 'numeric', 'Best turn 3 speed'], ['NTS', 'numeric', 'No-tow speed - best speed without tow'], ['NTR', 'numeric', 'No-tow rank'], ['Last', 'time', 'Last lap time'], ['Spd', 'numeric', 'Last lap speed'], ['Best', 'time', 'Best lap time'], ['B.Spd', 'numeric', 'Best lap speed'], ['Pits', 'numeric']]",[],"{'currentTimestamp': 1558212578.960259, 'flagStats': [[9, 0, 1558212583.737262, None, None]], 'leaderLap': 0}","{'timeRemain': 3616, 'flagState': 'caution', 'timeElapsed': 20983}"
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,1558212588.0,"[['Num', 'text', 'Car number'], ['State', 'text'], ['Driver', 'text'], ['Team', 'text'], ['Laps', 'numeric'], ['T', 'text', 'Tyre'], ['PTP', 'numeric', 'Push-to-Pass remaining'], ['Gap', 'delta', 'Gap to leader'], ['Int', 'delta', 'Interval to car in front'], ['T1 Spd', 'numeric', 'Turn 1 speed'], ['BT1S', 'numeric', 'Best turn 1 speed'], ['T3 Spd', 'numeric', 'Turn 3 speed'], ['BT3S', 'numeric', 'Best turn 3 speed'], ['NTS', 'numeric', 'No-tow speed - best speed without tow'], ['NTR', 'numeric', 'No-tow rank'], ['Last', 'time', 'Last lap time'], ['Spd', 'numeric', 'Last lap speed'], ['Best', 'time', 'Best lap time'], ['B.Spd', 'numeric', 'Best lap speed'], ['Pits', 'numeric']]",[],"{'currentTimestamp': 1558216286.110538, 'flagStats': [[9, 0, 1558212588.740666, 22.0, 1558212633.961743], [1, 22.0, 1558212633.961743, 22.0, 1558212813.972723], [9, 22.0, 1558212813.972723, 22.0, 1558212923.960869], [1, 22.0, 1558212923.960869, 22.0, 1558213103.96126], [9, 22.0, 1558213103.96126, 22.0, 1558213333.961311], [1, 22.0, 1558213333.961311, 23.0, 1558213508.961393], [9, 23.0, 1558213508.961393, 23.0, 1558213623.955502], [1, 23.0, 1558213623.955502, 23.0, 1558213803.955872], [9, 23.0, 1558213803.955872, 23.0, 1558213898.969516], [1, 23.0, 1558213898.969516, 23.0, 1558214083.954455], [9, 23.0, 1558214083.954455, 23.0, 1558214168.960164], [1, 23.0, 1558214168.960164, 23.0, 1558214353.9992], [9, 23.0, 1558214353.9992, 23.0, 1558214448.963604], [1, 23.0, 1558214448.963604, 24.0, 1558214628.975417], [9, 24.0, 1558214628.975417, 24.0, 1558214713.995393], [1, 24.0, 1558214713.995393, 24.0, 1558214899.380379], [9, 24.0, 1558214899.380379, 24.0, 1558214989.012534], [1, 24.0, 1558214989.012534, 24.0, 1558215119.117912], [9, 24.0, 1558215119.117912, 24.0, 1558215254.29291], [1, 24.0, 1558215254.29291, 28.0, 1558215435.385337], [9, 28.0, 1558215435.385337, 28.0, 1558215529.007078], [1, 28.0, 1558215529.007078, 28.0, 1558215709.596949], [9, 28.0, 1558215709.596949, 28.0, 1558215794.920376], [1, 28.0, 1558215794.920376, 28.0, 1558215975.352388], [9, 28.0, 1558215975.352388, 28.0, 1558216071.261225], [1, 28.0, 1558216071.261225, 28.0, 1558216244.361416], [9, 28.0, 1558216244.361416, 28.0, 1558216261.439311], [3, 28.0, 1558216261.439311, 28.0, 1558216290.674248], [0, 28.0, 1558216290.674248, None, None]], 'leaderLap': 28.0}","{'lapsRemain': 4, 'timeRemain': 0, 'flagState': 'none', 'timeElapsed': 24658}"
2019,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,1558207053.814313,"[['Num', 'text', 'Car number'], ['State', 'text'], ['Driver', 'text'], ['Team', 'text'], ['Laps', 'numeric'], ['T', 'text', 'Tyre'], ['PTP', 'numeric', 'Push-to-Pass remaining'], ['Gap', 'delta', 'Gap to leader'], ['Int', 'delta', 'Interval to car in front'], ['T1 Spd', 'numeric', 'Turn 1 speed'], ['BT1S', 'numeric', 'Best turn 1 speed'], ['T3 Spd', 'numeric', 'Turn 3 speed'], ['BT3S', 'numeric', 'Best turn 3 speed'], ['NTS', 'numeric', 'No-tow speed - best speed without tow'], ['NTR', 'numeric', 'No-tow rank'], ['Last', 'time', 'Last lap time'], ['Spd', 'numeric', 'Last lap speed'], ['Best', 'time', 'Best lap time'], ['B.Spd', 'numeric', 'Best lap speed'], ['Pits', 'numeric']]",[],"{'currentTimestamp': 1558207048.738597, 'flagStats': [[1, 0, 1558207053.732603, None, None]], 'leaderLap': 0}","{'lapsRemain': 0, 'timeRemain': 9145, 'flagState': 'green', 'timeElapsed': 15457}"
