attempt_section_id,attempt_id,attempt_lap_id,source_report_lap_index,source_report_lap_time_seconds,lap_number,section_set_version,section_lap_coverage_status,section_sequence_index,section_name,start_timing_point,end_timing_point,section_time_seconds,section_speed_mph,full_lap_coverage_member
c3cd6d1d-8d31-5131-9866-3cc0a0540cec,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9845,225.7,true
6f81e630-68ec-5850-adb7-21d03f717a7d,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.142,229.153,true
cc37e3bb-5035-5334-b969-3783efdc39b2,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6718,233.227,true
06f2ebc6-7715-56b9-b3fb-d19d6ece54cf,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8784,234.032,true
99692ba6-b8f8-5fca-8ba8-22b68c47f177,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8755,230.746,true
c465777a-7733-563e-95f6-26e0c6aa2651,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.961,226.769,true
6f63fc04-f437-5c7d-bab9-ae8fc309533d,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.9135,228.961,true
c76cb79d-00cf-514b-8aa6-80c1ec053cc2,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8374,232.563,true
6fac49ce-9d3e-5f0b-aa22-6ceefa7ed533,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9277,228.301,true
07f4d988-a32f-59b6-9eb9-7b5cc0b72d45,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9838,225.731,true
c84da6e2-a11d-520e-b7d5-bfca2b964a08,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1468,228.804,true
61c8e2aa-3227-5b07-bee8-419b78101e55,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,e264281f-5251-517d-aafb-99680f489f3b,6,39.2084,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6843,232.436,true
1bcead5d-47c9-5093-bd4c-d9f900642f1e,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,,7,,2,SECTION_SET_2020_2023,PARTIAL_OBSERVATION,1,T/SSF to T1,,,2.8777,234.088,false
9d28dae0-6ad8-5706-ad23-01c8c9d1d486,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,,7,,2,SECTION_SET_2020_2023,PARTIAL_OBSERVATION,2,T1 to SS1,,,4.8821,230.434,false
1b3d9208-2f41-50a6-9e2c-243736c1966d,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,,7,,2,SECTION_SET_2020_2023,PARTIAL_OBSERVATION,3,SS1 to T2,,,4.9701,226.354,false
947e9b10-eb82-5328-8b6e-4ae28f0f198a,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,,7,,2,SECTION_SET_2020_2023,PARTIAL_OBSERVATION,4,T2 to BS,,,4.9397,227.747,false
4b09c10f-84a3-5720-b371-ab2f38a4c973,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,,7,,2,SECTION_SET_2020_2023,PARTIAL_OBSERVATION,5,BS to T3,,,45.3336,178.345,false
171240d2-ba92-5bc7-9729-70cfea60894e,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8712,234.618,true
7cdcc91c-45d9-5437-a6cb-d2f74ee1aa9c,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8773,230.66,true
bcab84dc-ca91-52b7-ac76-bd64572569a5,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9441,227.544,true
b247454e-4463-5069-9ded-0e938461e7e3,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.8858,230.259,true
a7faab51-53ca-525f-8bfc-0dfbfc1d577c,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8104,233.868,true
b99d8d07-2a8c-5851-af03-16718a7056d2,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.8938,229.883,true
f97ab9bd-ba65-5c31-8212-4657e1f73d3c,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.947,227.411,true
b5f167e1-a9f4-544b-a542-0de8fe8b9a68,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1256,230.356,true
5b4bb7e9-dd4d-5ce4-9029-a87923e2875b,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,7ed8e662-597b-5f4e-b44f-b8c044c06275,1,39.0221,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6669,233.539,true
7ffe2d3c-b364-57a7-8c66-f0657af7655c,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.862,235.373,true
3f2fde97-cdda-5af5-a1ca-d02f339170e7,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8769,230.679,true
21e62a3f-2ec1-59b4-b540-15b5f7f691e9,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9557,227.011,true
ae2f0369-39a6-524c-b772-988f6e3cb7ad,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.9015,229.522,true
f1a57c9a-ae70-5abd-abf0-bc7b48be9b48,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8217,233.32,true
3f6796ba-cb11-502d-ae40-9f1242969a84,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9115,229.054,true
cf87e998-390f-5ae1-8938-36169d79a920,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9601,226.81,true
7124cc3c-6450-5686-bfa2-71d1d6cb6e64,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1343,229.716,true
40dbc121-c15b-5913-bb74-a6defbda4b06,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,631b13b8-3594-58a8-9a00-7edde157a3b7,2,39.0956,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6719,233.221,true
6380f3fa-fbf5-5684-b8a0-cca0a73a115a,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8633,235.266,true
e2d5fbf7-f3fc-5650-9281-56981e676b7d,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8784,230.608,true
ff0a22f7-9810-5de5-98ea-c3adfbd6cf3d,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9599,226.819,true
c78ca113-01b4-5f43-bf67-b785de1a0520,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.9061,229.306,true
0becbf25-9439-5965-b7ee-a7c9557dd3c7,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8221,233.301,true
dd9e66a9-acec-5455-a70b-8c850b462e5d,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9051,229.353,true
27b2c45c-ad35-50df-bc6b-47260c152410,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.959,226.86,true
006cb1f8-7334-5a7f-9380-c7f423fd06a1,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1354,229.636,true
33a507fa-75af-57ac-b0d9-f55d138426a6,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,00f9f178-0265-5ede-a519-2dd2b91d89e8,3,39.1045,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6752,233.011,true
17a25aec-740a-5b61-84fe-713c09711145,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8662,235.028,true
81f4230b-2593-59e0-a7c6-60ea677360b5,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8833,230.377,true
08649a00-6c33-5221-b975-dac545e15fe7,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9624,226.705,true
fb49b6b5-39e6-560c-a8b6-3132f80bd341,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.9106,229.096,true
85dd74ec-e078-54c4-b963-f988d82ef361,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8214,233.335,true
5d884983-fa73-5326-94ed-2809b431a989,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9061,229.306,true
aed275cb-b9c7-519f-8b5e-b76aca9bdc90,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9609,226.773,true
79042fcd-29d2-529d-ae6b-60765a8e15c6,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1401,229.292,true
096c2fcc-d012-56d5-8b14-19a8cb37cc87,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,b598c971-3dfb-5853-bbc8-98232d2316f5,4,39.1269,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6759,232.967,true
ea7b4629-261f-5ca0-8934-269bb9fe65e7,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8581,235.694,true
4df032a3-d7f4-5bbc-b3fc-8628d390e379,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8675,231.125,true
43c6cde0-9a45-5ea3-8b16-42e4c84f6add,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9472,227.401,true
bbebb385-d771-5d78-a0f9-f7107382e023,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.8804,230.514,true
c62c897c-e0e5-5858-acf1-558cc9b03586,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8127,233.757,true
6a72c0eb-54b5-5314-adde-c04c1fff899f,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.923,228.519,true
9c88959f-0a8f-5aeb-8c93-925c3e342293,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9684,226.431,true
21921ff5-2dfc-53ad-a7e2-a36b99fc60a3,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1406,229.256,true
14e1d7e1-eabb-5730-ab35-0ec2cef2b9e1,449bb30a-dc85-5fd4-bc68-156753bda025,f9e70c8c-ea4a-5f5b-aeb0-7666733b319c,1,39.0721,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6742,233.075,true
2e1c1884-1b81-5f78-a9e7-8176a910c621,449bb30a-dc85-5fd4-bc68-156753bda025,134b458e-e774-5292-ad8e-1f3cd588cf92,2,39.1698,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8582,235.686,true
dd1bdad9-c4e4-573e-ac07-bee1c1d23f61,449bb30a-dc85-5fd4-bc68-156753bda025,134b458e-e774-5292-ad8e-1f3cd588cf92,2,39.1698,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8692,231.044,true
