attempt_section_id,attempt_id,attempt_lap_id,source_report_lap_index,source_report_lap_time_seconds,lap_number,section_set_version,section_lap_coverage_status,section_sequence_index,section_name,start_timing_point,end_timing_point,section_time_seconds,section_speed_mph,full_lap_coverage_member
9afed2c0-db95-53b6-b05d-c485fc5a12c9,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.871,234.635,true
f7c9d28a-96b8-5134-b931-4145c5737980,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8729,230.869,true
82e361a7-ef3b-5b08-a49f-7d2d27392688,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9489,227.323,true
6bd0eef1-a2a1-5d78-add6-9254510943b2,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.8871,230.198,true
a9f1079a-a023-571a-9fee-0840b9842070,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8131,233.737,true
1d0b476e-b793-5fec-b3ab-ae8a3ee424ea,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.907,229.264,true
4f896b77-f0ec-506e-ab85-dd570eb6fde5,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9611,226.764,true
3001ae76-9878-550d-acaa-9dcc17c3708f,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1318,229.9,true
a1e780ef-9e3a-5de0-a783-7d34fffca634,00d1c34a-f916-5fa9-803b-2cc6962f2595,34e77957-0e2d-5f63-913e-2c66e043dc80,1,39.0573,1,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6644,233.698,true
f758aeca-a559-5a3a-a13f-561cab8fdaf6,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8564,235.834,true
375d9292-6edf-5278-9fd7-dd4d23453fef,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8685,231.077,true
42a80fb5-148c-5f05-ba1f-c86a90b3a8d1,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9479,227.369,true
941c193b-91c7-551e-abc3-36eb3bec7bee,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.8925,229.944,true
0eed883a-19e3-5266-9c36-081d1c3ee78e,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8135,233.718,true
b590d1aa-3707-5672-9bd5-25a5d6578cb3,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9133,228.97,true
7052b8a3-c274-546f-a4d9-305a5e1a266e,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9664,226.522,true
8063c11d-31fc-59d2-8bf6-91bd219e98f1,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1368,229.533,true
abfc7bc2-11b5-5536-a5e6-f508da144a51,00d1c34a-f916-5fa9-803b-2cc6962f2595,e8275d1e-392f-5f98-85c3-f46c82aa857a,2,39.0611,2,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6658,233.609,true
8ff4909b-1937-5f30-9d17-4c393cf88aaa,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8548,235.966,true
0b73db14-4ff1-5ce9-a08c-2acade397109,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8722,230.902,true
164acce4-fe24-54c9-9d20-5a79546f1ca6,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9576,226.924,true
235b5b52-2c1e-5d5b-9b42-d0af8b7e4b73,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.8961,229.775,true
392c6694-9cb0-5ef9-818f-f3eaeda55166,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.8094,233.917,true
937d0b28-2104-517d-9a33-4a112c0033bf,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9124,229.012,true
caa568f2-3ac4-5073-934c-aa80979578d6,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,7,SS2 to T4,,,4.9731,226.217,true
d19ce820-ad36-5133-be14-ef3dfe300634,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,8,T4 to FS,,,3.1366,229.548,true
b81b4a7d-40a2-5e2f-ab60-af30ac2231de,00d1c34a-f916-5fa9-803b-2cc6962f2595,1e6900d2-c02c-59e4-b015-858fddb7dc1f,3,39.0767,3,SECTION_SET_2020_2023,VALIDATED_COMPLETE,9,FS to SF,,,3.6645,233.692,true
24969b3f-7707-52ae-bda1-c8f241f721ae,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,1,T/SSF to T1,,,2.8549,235.958,true
a6e6f415-0f0f-543f-8bb6-a8b04ac71ac4,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,2,T1 to SS1,,,4.8709,230.963,true
0066b5df-5b38-5ca6-b856-71515b0fcaa6,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,3,SS1 to T2,,,4.9625,226.7,true
2582da85-a275-559b-be9a-1f1b4f1aedf3,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,4,T2 to BS,,,4.9004,229.573,true
6d303d26-8222-500d-816b-85465b94533c,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,5,BS to T3,,,4.815,233.645,true
3444e22e-6a70-5d55-85f0-038725b62be0,00d1c34a-f916-5fa9-803b-2cc6962f2595,ac6f4e0b-42c0-5f5c-9b91-f5a5ee6e3808,4,39.1252,4,SECTION_SET_2020_2023,VALIDATED_COMPLETE,6,T3 to SS2,,,4.9232,228.51,true
