attempt_id,session_id,entry_key,car_number,driver_name,team_name,car_attempt_index,attempt_key,car_attempt_order_quality,global_order_lower_bound,global_order_upper_bound,attempt_class,official_status_raw,result_status,outcome_label,result_counted_at_session_end,four_lap_total_seconds,four_lap_average_speed_mph,start_time_utc,end_time_utc,event_time_lower_utc,event_time_upper_utc,event_time_quality,time_basis,withdrawal_evidence,lane_action,lane_evidence,requeue_evidence,fuel_strategy_class,source_native_locator
2fb75f25-92ad-5b41-90a1-3a1457ae8012,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_22|1,22,Simon Pagenaud,Team Penske,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_22|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.318,228.836,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[25]
c9ee13fe-3b9e-555c-9a7d-a078015b8b91,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_66|1,66,Fernando Alonso,Arrow McLaren,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_66|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.3646,228.768,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[26]
e2cf6770-902a-5a11-8e7c-27e4441f0b5e,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_51|1,51,James Davison,"Dale Coyne Racing with Rick Ware Racing, BYRD and Belardi Auto Racing",1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_51|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.3789,228.747,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[27]
7799cc62-18bb-568d-9de2-16cb3622a0de,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_3|1,3,Helio Castroneves,Team Penske,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_3|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.6368,228.373,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[28]
9b56a28b-8dc8-56aa-843d-d47deb300592,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_4|1,4,Charlie Kimball,A.J. Foyt Enterprises,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_4|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,158.0625,227.758,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[29]
fb65c8cf-d1c6-583e-9563-6c22e29bb081,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_59|1,59,Max Chilton,Carlin,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_59|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,158.3789,227.303,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[30]
3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_24|1,24,Sage Karam,Dreyer & Reinbold Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_24|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,158.521,227.099,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[31]
1a120ea2-c723-5585-8ec6-30169bb44ca7,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_67|1,67,JR Hildebrand,Dreyer & Reinbold Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_67|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,159.0518,226.341,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[32]
b58b5c13-1a21-50cf-ab5b-8962cc4486f0,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_81|1,81,Ben Hanley,DragonSpeed / Cusick Motorsports,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_81|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,161.4948,222.917,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[33]
f72a4ad2-cc9e-5aae-a17b-6afc989208f3,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_9|1,9,Scott Dixon,Chip Ganassi Racing,4,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_9|1|4,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[34]
25f997a4-1a33-565b-b2b0-1c30d3a0f19c,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_9|1,9,Scott Dixon,Chip Ganassi Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_9|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.7809,231.094,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[35]
33a57398-b346-53e3-b5e5-369a3ca71efc,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_9|1,9,Scott Dixon,Chip Ganassi Racing,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_9|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.8085,231.053,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[36]
9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_88|1,88,Colton Herta,Andretti Steinbrenner Autosport,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_88|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.1418,230.56,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[37]
518373d9-25de-58cf-8315-f6c215b6f672,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_8|1,8,Marcus Ericsson,Chip Ganassi Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_8|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.2014,230.472,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[38]
a453921d-72c6-5030-aea8-b3500366bce1,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_88|1,88,Colton Herta,Andretti Steinbrenner Autosport,3,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_88|1|3,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[39]
ec187739-e976-517d-8f35-e70210af7a42,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_30|1,30,Takuma Sato,Rahal Letterman Lanigan Racing,3,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_30|1|3,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.3134,230.307,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[40]
194c9baa-3297-571e-82bf-ac3ba81e07fc,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_5|1,5,Pato O'Ward,Arrow McLaren,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_5|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.5885,229.902,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[41]
a7f0ef57-a971-5870-9606-1fe1cd378e2a,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_47|1,47,Conor Daly,ECR,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_47|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.6007,229.884,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[42]
64cc9d51-f91b-503f-8164-1a91d9713df9,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_30|1,30,Takuma Sato,Rahal Letterman Lanigan Racing,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_30|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.6225,229.852,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[43]
9a2e168d-3dda-5e76-8daf-588c20d91341,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_20|1,20,Ed Carpenter,ECR,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_20|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.6506,229.811,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[44]
e7089fb7-0048-5bb8-8589-cc5bbc59a6cd,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_60|1,60,Jack Harvey,Meyer Shank Racing,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_60|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.6873,229.757,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[45]
2815155d-aca1-531b-871b-f8c6670e64e8,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_26|1,26,Zach Veach,Andretti Autosport,,,UNKNOWN,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[46]
d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_1|1,1,Josef Newgarden,Team Penske,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_1|1|2,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[47]
925bf85d-b3b8-58a5-b0a4-2df4955f2bb7,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_12|1,12,Will Power,Team Penske,,,UNKNOWN,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[48]
49fbc16c-9d6c-5076-a96b-2b64ebe2bbac,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_7|1,7,Oliver Askew,Arrow McLaren,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_7|1|2,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[49]
63886d30-e3e7-575f-a896-d317da3b03c2,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_22|1,22,Simon Pagenaud,Team Penske,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_22|1|2,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[50]
bbb6e306-5fe0-5643-8ab7-7f370f77a1fe,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_12|1,12,Will Power,Team Penske,,,UNKNOWN,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[51]
fe1f030c-0baa-54f3-8c55-6ad8fd58f371,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_51|1,51,James Davison,"Dale Coyne Racing with Rick Ware Racing, BYRD and Belardi Auto Racing",2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_51|1|2,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[52]
22064d0f-cb33-547f-a4e9-f2bc1ed97a6d,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_26|1,26,Zach Veach,Andretti Autosport,,,UNKNOWN,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[53]
f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_3|1,3,Helio Castroneves,Team Penske,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_3|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.8151,228.115,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[54]
eda9cf9f-a821-5b18-9ef9-84f838678dfc,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_45|1,45,Spencer Pigot,Rahal Letterman Lanigan Racing with Citrone/Buhl Autosport,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_45|1|2,ORDERING_ONLY,,,B_PARTIAL_COMPLETE_LAPS,,UNKNOWN,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[55]
75519828-93ba-5485-a4bf-a06b93f7cec3,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_59|1,59,Max Chilton,Carlin,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_59|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,159.4196,225.819,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[56]
