attempt_id,session_id,entry_key,car_number,driver_name,team_name,car_attempt_index,attempt_key,car_attempt_order_quality,global_order_lower_bound,global_order_upper_bound,attempt_class,official_status_raw,result_status,outcome_label,result_counted_at_session_end,four_lap_total_seconds,four_lap_average_speed_mph,start_time_utc,end_time_utc,event_time_lower_utc,event_time_upper_utc,event_time_quality,time_basis,withdrawal_evidence,lane_action,lane_evidence,requeue_evidence,fuel_strategy_class,source_native_locator
f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_98|1,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_98|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.6078,231.351,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[1]
d155ad85-3d5c-5b55-95d6-40ba696a0bde,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_28|1,28,Ryan Hunter-Reay,Andretti Autosport,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_28|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.6217,231.33,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[2]
81f0c457-15fb-5f7f-9649-8663a142764d,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_27|1,27,Alexander Rossi,Andretti Autosport,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_27|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.6638,231.268,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[3]
917d4c7e-5c5e-5976-aa32-50a7bc958440,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_29|1,29,James Hinchcliffe,Andretti Autosport,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_29|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.7126,231.195,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[4]
b4a08fbf-93db-50a2-9416-96b3b9d1b41a,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_9|1,9,Scott Dixon,Chip Ganassi Racing,3,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_9|1|3,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.7396,231.155,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[5]
e132bf44-6808-5d6b-819c-a993af279439,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_21|1,21,Rinus VeeKay,ECR,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_21|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.7674,231.114,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[6]
b3ac1729-6563-5819-a04b-0f76aeae5b0f,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_55|1,55,Alex Palou,Dale Coyne Racing with RWR,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_55|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.8213,231.034,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[7]
16cb7863-a6d0-5895-93e4-a76ac2c6c71f,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_15|1,15,Graham Rahal,Rahal Letterman Lanigan Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_15|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.9641,230.822,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[8]
d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_30|1,30,Takuma Sato,Rahal Letterman Lanigan Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_30|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.9844,230.792,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[9]
0817e595-17c0-5e20-94bc-6778006bf613,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_88|1,88,Colton Herta,Andretti Steinbrenner Autosport,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_88|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,155.9962,230.775,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[10]
25ddda12-052a-5d71-ac52-6e96cf8edab9,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_8|1,8,Marcus Ericsson,Chip Ganassi Racing,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_8|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.1374,230.566,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[11]
e2df4919-a45f-5b41-916e-55908e4f1abb,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_45|1,45,Spencer Pigot,Rahal Letterman Lanigan Racing with Citrone/Buhl Autosport,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_45|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.1557,230.539,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[12]
00d1c34a-f916-5fa9-803b-2cc6962f2595,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_1|1,1,Josef Newgarden,Team Penske,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_1|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.3203,230.296,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[13]
6041dd38-4b6d-5e38-81fd-8006cbe0bafd,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_10|1,10,Felix Rosenqvist,Chip Ganassi Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_10|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.3491,230.254,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[14]
757828a3-822d-5bd8-b9f0-681a6918b48b,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_5|1,5,Pato O'Ward,Arrow McLaren,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_5|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.3769,230.213,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[15]
893c5471-df02-55c0-946f-0af9d0a835d9,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_20|1,20,Ed Carpenter,ECR,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_20|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.3781,230.211,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[16]
2d3ae29a-bc6b-5723-9247-439f79da15a6,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_26|1,26,Zach Veach,Andretti Autosport,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_26|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.5484,229.961,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[17]
df3c02a3-9655-512c-a2e6-4ffe9eadc505,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_47|1,47,Conor Daly,ECR,2,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_47|1|2,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.5525,229.955,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[18]
1e794f15-e9b3-55c1-91a6-85cadd3ab366,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_18|1,18,Santino Ferrucci,Dale Coyne Racing with Vasser-Sullivan,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_18|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.5736,229.924,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[19]
954d29f8-6770-5c41-9322-b23c885935ef,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_60|1,60,Jack Harvey,Meyer Shank Racing,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_60|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.6161,229.861,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[20]
72b65040-5363-5722-b1cd-297bffa2af77,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_7|1,7,Oliver Askew,Arrow McLaren,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_7|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.6852,229.76,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[21]
449bb30a-dc85-5fd4-bc68-156753bda025,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_12|1,12,Will Power,Team Penske,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_12|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,156.7252,229.701,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[22]
cbdbf766-10d3-516e-83ad-3cb56f8c02fb,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_14|1,14,Tony Kanaan,A.J. Foyt Enterprises,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_14|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.0993,229.154,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[23]
a6295479-1996-5baa-b116-ab56a03c118d,INDY500_DAY1_2020,INDY500_DAY1_2020|CAR_41|1,41,Dalton Kellett,A.J. Foyt Enterprises,1,INDY500_DAY1_2020|INDY500_DAY1_2020|CAR_41|1|1,ORDERING_ONLY,,,A_COMPLETE,,VALID_RETAINED,,true,157.288,228.88,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_FUEL_STRATEGY,records[24]
