forecast_snapshot_id,session_id,source_id,provider,model_name,model_version,issue_time_utc,availability_time_utc,availability_time_quality,valid_start_utc,valid_end_utc,forecast_lead_hours,location_type,spatial_locator,latitude,longitude,extraction_metadata_json
81ed1c14-28e0-55dc-88bc-13678d2ddc96,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T11:00:00Z,,UNKNOWN,2020-08-15T11:00:00Z,2020-08-15T11:00:00Z,0.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":0,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":2,""status"":""NUMERIC_MATERIALIZED""}"
8c5a99d0-a2f3-57b2-b3ba-9a16225ad44e,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T11:00:00Z,,UNKNOWN,2020-08-15T12:00:00Z,2020-08-15T12:00:00Z,1.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":1,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":3,""status"":""NUMERIC_MATERIALIZED""}"
8b6567ee-c558-5c79-b829-118bbfb6ad11,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T11:00:00Z,,UNKNOWN,2020-08-15T13:00:00Z,2020-08-15T13:00:00Z,2.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":2,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":4,""status"":""NUMERIC_MATERIALIZED""}"
b8516785-927a-5018-adb9-e185ffe81a6e,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T11:00:00Z,,UNKNOWN,2020-08-15T14:00:00Z,2020-08-15T14:00:00Z,3.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":3,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":5,""status"":""NUMERIC_MATERIALIZED""}"
42a7dd6c-c2cf-5cad-8a09-d93a8a2eb1bb,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T12:00:00Z,,UNKNOWN,2020-08-15T12:00:00Z,2020-08-15T12:00:00Z,0.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":0,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":6,""status"":""NUMERIC_MATERIALIZED""}"
0dfd2606-5654-5460-a8af-232cd202488e,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T12:00:00Z,,UNKNOWN,2020-08-15T13:00:00Z,2020-08-15T13:00:00Z,1.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":1,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":7,""status"":""NUMERIC_MATERIALIZED""}"
ec38ffca-8aec-5578-9396-20680b91dc06,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T12:00:00Z,,UNKNOWN,2020-08-15T14:00:00Z,2020-08-15T14:00:00Z,2.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":2,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":8,""status"":""NUMERIC_MATERIALIZED""}"
3acdf6c2-d2e9-5351-968f-6400e52c6517,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T12:00:00Z,,UNKNOWN,2020-08-15T15:00:00Z,2020-08-15T15:00:00Z,3.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":3,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":9,""status"":""NUMERIC_MATERIALIZED""}"
a1796af0-413e-5a87-a4c1-8694a13e2b93,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T13:00:00Z,,UNKNOWN,2020-08-15T13:00:00Z,2020-08-15T13:00:00Z,0.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":0,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":10,""status"":""NUMERIC_MATERIALIZED""}"
df165944-f41b-528a-8cf4-deb45332ed4c,INDY500_DAY1_2020,hrrr_ims_2020_2024_features_csv,NOAA,HRRR,,2020-08-15T13:00:00Z,,UNKNOWN,2020-08-15T14:00:00Z,2020-08-15T14:00:00Z,1.0,GRID_POINT,IMS_HRRR_GRID_POINT;lat=39.795;lon=-86.234,39.795,-86.234,"{""availability_status"":""POLICY_REQUIRED"",""derived_variable_codes"":[""temp_c"",""dewpoint_c"",""relative_humidity_pct"",""wind_speed_10m_ms"",""wind_direction_deg"",""pressure_hpa"",""gust_ms"",""cloud_cover_pct"",""shortwave_radiation_wm2""],""extraction_method"":""NOAA historical HRRR GRIB .idx plus HTTP Range requests and ecCodes"",""forecast_hour"":1,""raw_variable_codes"":[""TMP_2m"",""DPT_2m"",""UGRD_10m"",""VGRD_10m"",""GUST_surface"",""PRES_surface"",""TCDC_atmosphere"",""DSWRF_surface""],""source_date"":""20200815"",""source_row_number"":11,""status"":""NUMERIC_MATERIALIZED""}"
