evidence_item_id,source_id,source_native_locator,captured_value_text,source_timestamp_utc,source_timestamp_basis,review_note
494761e0-8c98-5683-bb88-25f4f9885ccc,official_session_2020_json,records[11],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""8"", ""Difference"": null, ""DriverName"": ""Marcus Ericsson"", ""DriverOverrideID"": 4905, ""DriverUrl"": ""/Drivers/Marcus-Ericsson"", ""DriversID"": 4905, ""ElapsedTime"": ""02:36.1374"", ""EventsEntrylistID"": 33573, ""EventsSessionsDetailsID"": 99797, ""EventsSessionsID"": 5771, ""FirstName"": ""Marcus"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Ericsson"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 11, ""PositionStart"": null, ""QualLap1"": "" 38.9144"", ""QualLap2"": "" 39.0450"", ""QualLap3"": "" 39.0506"", ""QualLap4"": "" 39.1274"", ""SpeedAvg"": 230.566, ""SpeedAvgFormatted"": ""230.566"", ""Status"": null, ""TeamName"": ""Chip Ganassi Racing"", ""TimesLed"": null}",,UNKNOWN,
cfc5aef5-2cf9-5314-9cfd-3fe4d2200669,official_session_2020_json,records[12],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""45"", ""Difference"": null, ""DriverName"": ""Spencer Pigot"", ""DriverOverrideID"": 4232, ""DriverUrl"": null, ""DriversID"": 4232, ""ElapsedTime"": ""02:36.1557"", ""EventsEntrylistID"": 33595, ""EventsSessionsDetailsID"": 99798, ""EventsSessionsID"": 5771, ""FirstName"": ""Spencer"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Pigot"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 12, ""PositionStart"": null, ""QualLap1"": "" 38.9063"", ""QualLap2"": "" 38.9863"", ""QualLap3"": "" 39.0861"", ""QualLap4"": "" 39.1770"", ""SpeedAvg"": 230.539, ""SpeedAvgFormatted"": ""230.539"", ""Status"": null, ""TeamName"": ""Rahal Letterman Lanigan Racing with Citrone/Buhl Autosport"", ""TimesLed"": null}",,UNKNOWN,
c1002c50-3b11-5fb7-bc2a-67553f4f0582,official_session_2020_json,records[13],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""1"", ""Difference"": null, ""DriverName"": ""Josef Newgarden"", ""DriverOverrideID"": 4215, ""DriverUrl"": ""/Drivers/Josef-Newgarden"", ""DriversID"": 4215, ""ElapsedTime"": ""02:36.3203"", ""EventsEntrylistID"": 33569, ""EventsSessionsDetailsID"": 99799, ""EventsSessionsID"": 5771, ""FirstName"": ""Josef"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Newgarden"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 13, ""PositionStart"": null, ""QualLap1"": "" 39.0573"", ""QualLap2"": "" 39.0611"", ""QualLap3"": "" 39.0767"", ""QualLap4"": "" 39.1252"", ""SpeedAvg"": 230.296, ""SpeedAvgFormatted"": ""230.296"", ""Status"": null, ""TeamName"": ""Team Penske"", ""TimesLed"": null}",,UNKNOWN,
9d7e28cd-f003-5701-8da7-62dd792acc00,official_session_2020_json,records[14],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""10"", ""Difference"": null, ""DriverName"": ""Felix Rosenqvist"", ""DriverOverrideID"": 4588, ""DriverUrl"": ""/Drivers/Felix-Rosenqvist"", ""DriversID"": 4588, ""ElapsedTime"": ""02:36.3491"", ""EventsEntrylistID"": 33575, ""EventsSessionsDetailsID"": 99800, ""EventsSessionsID"": 5771, ""FirstName"": ""Felix"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Rosenqvist"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 14, ""PositionStart"": null, ""QualLap1"": "" 39.0221"", ""QualLap2"": "" 39.0956"", ""QualLap3"": "" 39.1045"", ""QualLap4"": "" 39.1269"", ""SpeedAvg"": 230.254, ""SpeedAvgFormatted"": ""230.254"", ""Status"": null, ""TeamName"": ""Chip Ganassi Racing"", ""TimesLed"": null}",,UNKNOWN,
534cd1c4-bc51-573d-9283-0a7a6e3deea8,official_session_2020_json,records[15],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""5"", ""Difference"": null, ""DriverName"": ""Pato O'Ward"", ""DriverOverrideID"": 4559, ""DriverUrl"": ""/Drivers/Pato-OWard"", ""DriversID"": 4559, ""ElapsedTime"": ""02:36.3769"", ""EventsEntrylistID"": 33571, ""EventsSessionsDetailsID"": 99801, ""EventsSessionsID"": 5771, ""FirstName"": ""Pato"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""O'Ward"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 15, ""PositionStart"": null, ""QualLap1"": "" 38.9932"", ""QualLap2"": "" 39.0884"", ""QualLap3"": "" 39.1237"", ""QualLap4"": "" 39.1716"", ""SpeedAvg"": 230.213, ""SpeedAvgFormatted"": ""230.213"", ""Status"": null, ""TeamName"": ""Arrow McLaren"", ""TimesLed"": null}",,UNKNOWN,
de09db1e-9846-5484-bc10-46e4c694b9b0,official_session_2020_json,records[16],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""20"", ""Difference"": null, ""DriverName"": ""Ed Carpenter"", ""DriverOverrideID"": 3620, ""DriverUrl"": ""/Drivers/Ed-Carpenter"", ""DriversID"": 3620, ""ElapsedTime"": ""02:36.3781"", ""EventsEntrylistID"": 33580, ""EventsSessionsDetailsID"": 99802, ""EventsSessionsID"": 5771, ""FirstName"": ""Ed"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Carpenter"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 16, ""PositionStart"": null, ""QualLap1"": "" 39.0060"", ""QualLap2"": "" 39.0795"", ""QualLap3"": "" 39.0909"", ""QualLap4"": "" 39.2017"", ""SpeedAvg"": 230.211, ""SpeedAvgFormatted"": ""230.211"", ""Status"": null, ""TeamName"": ""ECR"", ""TimesLed"": null}",,UNKNOWN,
614dcd95-9a0c-5faa-af0e-f4f49a368f64,official_session_2020_json,records[17],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""26"", ""Difference"": null, ""DriverName"": ""Zach Veach"", ""DriverOverrideID"": 4235, ""DriverUrl"": null, ""DriversID"": 4235, ""ElapsedTime"": ""02:36.5484"", ""EventsEntrylistID"": 33583, ""EventsSessionsDetailsID"": 99803, ""EventsSessionsID"": 5771, ""FirstName"": ""Zach"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Veach"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 17, ""PositionStart"": null, ""QualLap1"": "" 39.0212"", ""QualLap2"": "" 39.1183"", ""QualLap3"": "" 39.1841"", ""QualLap4"": "" 39.2248"", ""SpeedAvg"": 229.961, ""SpeedAvgFormatted"": ""229.961"", ""Status"": null, ""TeamName"": ""Andretti Autosport"", ""TimesLed"": null}",,UNKNOWN,
83a902dd-6f18-55c2-a436-860fd192a4c1,official_session_2020_json,records[18],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""47"", ""Difference"": null, ""DriverName"": ""Conor Daly"", ""DriverOverrideID"": 4218, ""DriverUrl"": ""/Drivers/Conor-Daly"", ""DriversID"": 4218, ""ElapsedTime"": ""02:36.5525"", ""EventsEntrylistID"": 33588, ""EventsSessionsDetailsID"": 99804, ""EventsSessionsID"": 5771, ""FirstName"": ""Conor"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Daly"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 18, ""PositionStart"": null, ""QualLap1"": "" 38.9642"", ""QualLap2"": "" 39.1489"", ""QualLap3"": "" 39.1972"", ""QualLap4"": "" 39.2422"", ""SpeedAvg"": 229.955, ""SpeedAvgFormatted"": ""229.955"", ""Status"": null, ""TeamName"": ""ECR"", ""TimesLed"": null}",,UNKNOWN,
df6e847d-f220-5183-a6cd-bde80dd0ec08,official_session_2020_json,records[19],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""18"", ""Difference"": null, ""DriverName"": ""Santino Ferrucci"", ""DriverOverrideID"": 4897, ""DriverUrl"": ""/Drivers/Santino-Ferrucci"", ""DriversID"": 4897, ""ElapsedTime"": ""02:36.5736"", ""EventsEntrylistID"": 33579, ""EventsSessionsDetailsID"": 99805, ""EventsSessionsID"": 5771, ""FirstName"": ""Santino"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Ferrucci"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 19, ""PositionStart"": null, ""QualLap1"": "" 39.0531"", ""QualLap2"": "" 39.1176"", ""QualLap3"": "" 39.2006"", ""QualLap4"": "" 39.2023"", ""SpeedAvg"": 229.924, ""SpeedAvgFormatted"": ""229.924"", ""Status"": null, ""TeamName"": ""Dale Coyne Racing with Vasser-Sullivan"", ""TimesLed"": null}",,UNKNOWN,
9e67f55d-dc40-51b4-8fca-31de3852663e,official_session_2020_json,records[20],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""60"", ""Difference"": null, ""DriverName"": ""Jack Harvey"", ""DriverOverrideID"": 4505, ""DriverUrl"": ""/Drivers/Jack-Harvey"", ""DriversID"": 4505, ""ElapsedTime"": ""02:36.6161"", ""EventsEntrylistID"": 33589, ""EventsSessionsDetailsID"": 99806, ""EventsSessionsID"": 5771, ""FirstName"": ""Jack"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Harvey"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 20, ""PositionStart"": null, ""QualLap1"": "" 39.0298"", ""QualLap2"": "" 39.1558"", ""QualLap3"": "" 39.2385"", ""QualLap4"": "" 39.1920"", ""SpeedAvg"": 229.861, ""SpeedAvgFormatted"": ""229.861"", ""Status"": null, ""TeamName"": ""Meyer Shank Racing"", ""TimesLed"": null}",,UNKNOWN,
e8b43a5b-92b9-5867-906f-103393793ebb,official_session_2020_json,records[21],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""7"", ""Difference"": null, ""DriverName"": ""Oliver Askew"", ""DriverOverrideID"": 4616, ""DriverUrl"": null, ""DriversID"": 4616, ""ElapsedTime"": ""02:36.6852"", ""EventsEntrylistID"": 33572, ""EventsSessionsDetailsID"": 99807, ""EventsSessionsID"": 5771, ""FirstName"": ""Oliver"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Askew"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 21, ""PositionStart"": null, ""QualLap1"": "" 39.0787"", ""QualLap2"": "" 39.1552"", ""QualLap3"": "" 39.2128"", ""QualLap4"": "" 39.2385"", ""SpeedAvg"": 229.76, ""SpeedAvgFormatted"": ""229.760"", ""Status"": null, ""TeamName"": ""Arrow McLaren"", ""TimesLed"": null}",,UNKNOWN,
5ac530cb-87b8-53ec-9868-736f3a730cb7,official_session_2020_json,records[22],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""12"", ""Difference"": null, ""DriverName"": ""Will Power"", ""DriverOverrideID"": 3667, ""DriverUrl"": ""/Drivers/Will-Power"", ""DriversID"": 3667, ""ElapsedTime"": ""02:36.7252"", ""EventsEntrylistID"": 33576, ""EventsSessionsDetailsID"": 99808, ""EventsSessionsID"": 5771, ""FirstName"": ""Will"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Power"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 22, ""PositionStart"": null, ""QualLap1"": "" 39.0721"", ""QualLap2"": "" 39.1698"", ""QualLap3"": "" 39.2205"", ""QualLap4"": "" 39.2628"", ""SpeedAvg"": 229.701, ""SpeedAvgFormatted"": ""229.701"", ""Status"": null, ""TeamName"": ""Team Penske"", ""TimesLed"": null}",,UNKNOWN,
1528d688-8139-5507-98e3-d502eb8ae002,official_session_2020_json,records[23],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""14"", ""Difference"": null, ""DriverName"": ""Tony Kanaan"", ""DriverOverrideID"": 3648, ""DriverUrl"": null, ""DriversID"": 3648, ""ElapsedTime"": ""02:37.0993"", ""EventsEntrylistID"": 33577, ""EventsSessionsDetailsID"": 99809, ""EventsSessionsID"": 5771, ""FirstName"": ""Tony"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Kanaan"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 23, ""PositionStart"": null, ""QualLap1"": "" 39.1440"", ""QualLap2"": "" 39.2427"", ""QualLap3"": "" 39.3254"", ""QualLap4"": "" 39.3872"", ""SpeedAvg"": 229.154, ""SpeedAvgFormatted"": ""229.154"", ""Status"": null, ""TeamName"": ""A.J. Foyt Enterprises"", ""TimesLed"": null}",,UNKNOWN,
61ab5fe1-64b9-5fe2-9d1b-3c58c7ad5b2c,official_session_2020_json,records[24],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""41"", ""Difference"": null, ""DriverName"": ""Dalton Kellett"", ""DriverOverrideID"": 4416, ""DriverUrl"": null, ""DriversID"": 4416, ""ElapsedTime"": ""02:37.2880"", ""EventsEntrylistID"": 33594, ""EventsSessionsDetailsID"": 99810, ""EventsSessionsID"": 5771, ""FirstName"": ""Dalton"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Kellett"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 24, ""PositionStart"": null, ""QualLap1"": "" 39.2822"", ""QualLap2"": "" 39.2943"", ""QualLap3"": "" 39.3287"", ""QualLap4"": "" 39.3828"", ""SpeedAvg"": 228.88, ""SpeedAvgFormatted"": ""228.880"", ""Status"": null, ""TeamName"": ""A.J. Foyt Enterprises"", ""TimesLed"": null}",,UNKNOWN,
51167fb4-dc8d-5393-96ce-c8dba4710eaa,official_session_2020_json,records[25],"{""BestLapTime"": null, ""BestSpeed"": null, ""BestSpeedFormatted"": null, ""CarNumber"": ""22"", ""Difference"": null, ""DriverName"": ""Simon Pagenaud"", ""DriverOverrideID"": 4276, ""DriverUrl"": null, ""DriversID"": 4276, ""ElapsedTime"": ""02:37.3180"", ""EventsEntrylistID"": 33582, ""EventsSessionsDetailsID"": 99811, ""EventsSessionsID"": 5771, ""FirstName"": ""Simon"", ""Gap"": null, ""InLap"": null, ""IsDeleted"": false, ""LapsComplete"": null, ""LapsDown"": null, ""LapsLed"": null, ""LastName"": ""Pagenaud"", ""PitStops"": null, ""PointsEarned"": null, ""PositionFinish"": 25, ""PositionStart"": null, ""QualLap1"": "" 39.2107"", ""QualLap2"": "" 39.2620"", ""QualLap3"": "" 39.2958"", ""QualLap4"": "" 39.5495"", ""SpeedAvg"": 228.836, ""SpeedAvgFormatted"": ""228.836"", ""Status"": null, ""TeamName"": ""Team Penske"", ""TimesLed"": null}",,UNKNOWN,
