year,decision_time_utc,target_time_utc,horizon_min,selected_hrrr_cycle_utc,cycle_age_minutes,current_track_c,current_ambient_c,current_humidity,current_wind,current_pressure,track_minus_ambient_c,past_track_slope_15m_c_per_min,past_track_slope_30m_c_per_min,target_track_c,target_delta_track_c,future_realized_weather_used,hrrr_now_temp_c,hrrr_future_temp_c,hrrr_delta_temp_c,hrrr_now_relative_humidity_pct,hrrr_future_relative_humidity_pct,hrrr_delta_relative_humidity_pct,hrrr_now_wind_speed_10m_ms,hrrr_future_wind_speed_10m_ms,hrrr_delta_wind_speed_10m_ms,hrrr_now_gust_ms,hrrr_future_gust_ms,hrrr_delta_gust_ms,hrrr_now_cloud_cover_pct,hrrr_future_cloud_cover_pct,hrrr_delta_cloud_cover_pct,hrrr_now_shortwave_radiation_wm2,hrrr_future_shortwave_radiation_wm2,hrrr_delta_shortwave_radiation_wm2
2020,2020-08-15T12:15:00+00:00,2020-08-15T12:30:00+00:00,15,2020-08-15T11:00:00+00:00,75.0,26.666666666666668,21.11111111111111,0.87,0.0,29.17,5.555555555555557,,,27.22222222222222,0.5555555555555536,False,19.592568969726585,20.158166503906273,0.5655975341796875,91.47789199944694,89.17458595821883,-2.3033060412281117,0.47866133989247617,0.49160848599205814,0.012947146099581974,0.8746112873777747,0.9100364912301302,0.03542520385235548,0.0,0.0,0.0,183.525,233.15000000000003,49.62500000000003
2020,2020-08-15T12:15:00+00:00,2020-08-15T12:45:00+00:00,30,2020-08-15T11:00:00+00:00,75.0,26.666666666666668,21.11111111111111,0.87,0.0,29.17,5.555555555555557,,,27.77777777777778,1.1111111111111107,False,19.592568969726585,20.72376403808596,1.131195068359375,91.47789199944694,86.87127991699072,-4.606612082456223,0.47866133989247617,0.5045556320916401,0.02589429219916395,0.8746112873777747,0.9454616950824857,0.07085040770471096,0.0,0.0,0.0,183.525,282.77500000000003,99.25000000000003
2020,2020-08-15T12:30:00+00:00,2020-08-15T12:45:00+00:00,15,2020-08-15T11:00:00+00:00,90.0,27.22222222222222,21.666666666666668,0.85,0.0,29.17,5.555555555555554,0.0370370370370369,,27.77777777777778,0.5555555555555571,False,20.158166503906273,20.72376403808596,0.5655975341796875,89.17458595821883,86.87127991699072,-2.3033060412281117,0.49160848599205814,0.5045556320916401,0.012947146099581974,0.9100364912301302,0.9454616950824857,0.03542520385235548,0.0,0.0,0.0,233.15000000000003,282.77500000000003,49.625
2020,2020-08-15T12:30:00+00:00,2020-08-15T13:00:00+00:00,30,2020-08-15T11:00:00+00:00,90.0,27.22222222222222,21.666666666666668,0.85,0.0,29.17,5.555555555555554,0.0370370370370369,,28.88888888888889,1.6666666666666679,False,20.158166503906273,21.289361572265648,1.131195068359375,89.17458595821883,84.56797387576262,-4.606612082456209,0.49160848599205814,0.517502778191222,0.025894292199163893,0.9100364912301302,0.9808868989348412,0.07085040770471096,0.0,0.0,0.0,233.15000000000003,332.40000000000003,99.25
2020,2020-08-15T12:45:00+00:00,2020-08-15T13:00:00+00:00,15,2020-08-15T11:00:00+00:00,105.0,27.77777777777778,22.22222222222222,0.82,4.0,29.16,5.555555555555557,0.03703703703703714,0.03703703703703702,28.88888888888889,1.1111111111111107,False,20.72376403808596,21.289361572265648,0.5655975341796875,86.87127991699072,84.56797387576262,-2.3033060412280975,0.5045556320916401,0.517502778191222,0.012947146099581919,0.9454616950824857,0.9808868989348412,0.03542520385235548,0.0,0.0,0.0,282.77500000000003,332.40000000000003,49.625
2020,2020-08-15T12:45:00+00:00,2020-08-15T13:15:00+00:00,30,2020-08-15T11:00:00+00:00,105.0,27.77777777777778,22.22222222222222,0.82,4.0,29.16,5.555555555555557,0.03703703703703714,0.03703703703703702,30.0,2.2222222222222214,False,20.72376403808596,21.848741149902366,1.1249771118164062,86.87127991699072,81.66747986041804,-5.203800056572675,0.5045556320916401,0.6571521627454621,0.15259653065382195,0.9454616950824857,1.0910766795277596,0.14561498444527388,0.0,0.0,0.0,282.77500000000003,381.6,98.82499999999999
2020,2020-08-15T13:00:00+00:00,2020-08-15T13:15:00+00:00,15,2020-08-15T12:00:00+00:00,60.0,28.88888888888889,23.333333333333332,0.79,2.0,29.16,5.555555555555557,0.07407407407407404,0.055555555555555594,30.0,1.1111111111111107,False,21.307031250000023,21.86744842529299,0.5604171752929688,85.09657748442983,82.2577210671927,-2.8388564172371247,0.3650929722680454,0.42086466611653295,0.05577169384848757,0.6508255433291197,0.8884457680396736,0.23762022471055388,2.75,2.84375,0.09375,330.5,379.175,48.67500000000001
2020,2020-08-15T13:00:00+00:00,2020-08-15T13:30:00+00:00,30,2020-08-15T12:00:00+00:00,60.0,28.88888888888889,23.333333333333332,0.79,2.0,29.16,5.555555555555557,0.07407407407407404,0.055555555555555594,31.11111111111111,2.2222222222222214,False,21.307031250000023,22.42786560058596,1.1208343505859375,85.09657748442983,79.4188646499556,-5.677712834474235,0.3650929722680454,0.4766363599650205,0.11154338769697514,0.6508255433291197,1.1260659927502275,0.47524044942110777,2.75,2.9375,0.1875,330.5,427.85,97.35000000000002
2020,2020-08-15T13:15:00+00:00,2020-08-15T13:30:00+00:00,15,2020-08-15T12:00:00+00:00,75.0,30.0,23.88888888888889,0.77,2.0,29.17,6.111111111111111,0.07407407407407404,0.07407407407407404,31.11111111111111,1.1111111111111107,False,21.86744842529299,22.42786560058596,0.5604171752929688,82.2577210671927,79.4188646499556,-2.8388564172371105,0.42086466611653295,0.4766363599650205,0.05577169384848757,0.8884457680396736,1.1260659927502275,0.23762022471055388,2.84375,2.9375,0.09375,379.175,427.85,48.67500000000001
2020,2020-08-15T13:15:00+00:00,2020-08-15T13:45:00+00:00,30,2020-08-15T12:00:00+00:00,75.0,30.0,23.88888888888889,0.77,2.0,29.17,6.111111111111111,0.07407407407407404,0.07407407407407404,32.333333333333336,2.3333333333333357,False,21.86744842529299,22.98828277587893,1.1208343505859375,82.2577210671927,76.58000823271847,-5.677712834474235,0.42086466611653295,0.5324080538135081,0.11154338769697514,0.8884457680396736,1.3636862174607813,0.47524044942110777,2.84375,3.03125,0.1875,379.175,476.52500000000003,97.35000000000002
2020,2020-08-15T13:30:00+00:00,2020-08-15T13:45:00+00:00,15,2020-08-15T12:00:00+00:00,90.0,31.11111111111111,23.88888888888889,0.75,0.0,29.17,7.222222222222221,0.07407407407407404,0.07407407407407404,32.333333333333336,1.222222222222225,False,22.42786560058596,22.98828277587893,0.5604171752929688,79.4188646499556,76.58000823271847,-2.8388564172371247,0.4766363599650205,0.5324080538135081,0.05577169384848757,1.1260659927502275,1.3636862174607813,0.23762022471055388,2.9375,3.03125,0.09375,427.85,476.52500000000003,48.67500000000001
2020,2020-08-15T13:30:00+00:00,2020-08-15T14:00:00+00:00,30,2020-08-15T12:00:00+00:00,90.0,31.11111111111111,23.88888888888889,0.75,0.0,29.17,7.222222222222221,0.07407407407407404,0.07407407407407404,33.55555555555556,2.4444444444444464,False,22.42786560058596,23.548699951171898,1.1208343505859375,79.4188646499556,73.74115181548135,-5.677712834474249,0.4766363599650205,0.5881797476619957,0.11154338769697514,1.1260659927502275,1.6013064421713352,0.47524044942110777,2.9375,3.125,0.1875,427.85,525.2,97.35000000000002
2020,2020-08-15T14:45:00+00:00,2020-08-15T15:00:00+00:00,15,2020-08-15T13:00:00+00:00,105.0,37.22222222222222,25.555555555555557,0.7,1.0,29.17,11.666666666666664,0.08148148148148143,0.08148148148148143,38.333333333333336,1.1111111111111143,False,25.00074920654299,25.436242675781273,0.43549346923828125,70.6601467629728,68.70700918116307,-1.9531375818097274,0.7534696898631147,0.6488627988506472,-0.10460689101246745,1.993478431366384,1.8915585055947304,-0.10191992577165365,0.0,0.0,0.0,642.7750000000001,681.4000000000001,38.625
2020,2020-08-15T14:45:00+00:00,2020-08-15T15:15:00+00:00,30,2020-08-15T13:00:00+00:00,105.0,37.22222222222222,25.555555555555557,0.7,1.0,29.17,11.666666666666664,0.08148148148148143,0.08148148148148143,39.44444444444444,2.2222222222222214,False,25.00074920654299,25.813325500488304,0.8125762939453125,70.6601467629728,66.92366305841226,-3.7364837045605412,0.7534696898631147,0.6525810533459445,-0.10088863651717017,1.993478431366384,1.8028082344681025,-0.19067019689828157,0.0,0.0,0.0,642.7750000000001,716.3500000000001,73.57500000000005
2020,2020-08-15T15:00:00+00:00,2020-08-15T15:15:00+00:00,15,2020-08-15T14:00:00+00:00,60.0,38.333333333333336,26.666666666666668,0.67,1.0,29.17,11.666666666666668,0.07407407407407428,0.07777777777777786,39.44444444444444,1.1111111111111072,False,25.547021484375023,25.941079711914085,0.3940582275390625,72.62918547499571,70.47990353948313,-2.149281935512576,0.8405087317876685,0.8719189347831461,0.03141020299547759,2.873952891677618,2.6330164270475507,-0.24093646463006735,0.0,0.0,0.0,689.5,720.65,31.149999999999977
2020,2020-08-15T15:00:00+00:00,2020-08-15T15:30:00+00:00,30,2020-08-15T14:00:00+00:00,60.0,38.333333333333336,26.666666666666668,0.67,1.0,29.17,11.666666666666668,0.07407407407407428,0.07777777777777786,40.55555555555556,2.2222222222222214,False,25.547021484375023,26.335137939453148,0.788116455078125,72.62918547499571,68.33062160397054,-4.298563871025166,0.8405087317876685,0.9033291377786237,0.06282040599095517,2.873952891677618,2.3920799624174833,-0.4818729292601347,0.0,0.0,0.0,689.5,751.8,62.299999999999955
