year,attempt_id,driver_name,strict_performance,current_ready,current_forecast_ready,ready_except_reference,forecast_ready_except_reference,ready_except_point_time,ready_except_ptsc,ready_except_env_alignment,forecast_ready_except_hrrr,structural_nonreference_ready,missing_components,missing_component_count
2020,d155ad85-3d5c-5b55-95d6-40ba696a0bde,Ryan Hunter-Reay,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,917d4c7e-5c5e-5976-aa32-50a7bc958440,James Hinchcliffe,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,Helio Castroneves,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,7799cc62-18bb-568d-9de2-16cb3622a0de,Helio Castroneves,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,d5a2b4ee-b067-59ca-8f42-44e0bc51b5c8,Takuma Sato,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2020,64cc9d51-f91b-503f-8164-1a91d9713df9,Takuma Sato,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2020,ec187739-e976-517d-8f35-e70210af7a42,Takuma Sato,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2020,9b56a28b-8dc8-56aa-843d-d47deb300592,Charlie Kimball,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2020,bcd4eb03-1bcb-5689-82fa-5cb2518eca10,Charlie Kimball,False,False,False,False,False,False,False,False,False,False,,0
2020,a6295479-1996-5baa-b116-ab56a03c118d,Dalton Kellett,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,e2df4919-a45f-5b41-916e-55908e4f1abb,Spencer Pigot,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,eda9cf9f-a821-5b18-9ef9-84f838678dfc,Spencer Pigot,False,False,False,False,False,False,False,False,False,False,,0
2020,a7f0ef57-a971-5870-9606-1fe1cd378e2a,Conor Daly,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,df3c02a3-9655-512c-a2e6-4ffe9eadc505,Conor Daly,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,194c9baa-3297-571e-82bf-ac3ba81e07fc,Pato O'Ward,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,757828a3-822d-5bd8-b9f0-681a6918b48b,Pato O'Ward,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,James Davison,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,fe1f030c-0baa-54f3-8c55-6ad8fd58f371,James Davison,False,False,False,False,False,False,False,False,False,False,,0
2020,b3ac1729-6563-5819-a04b-0f76aeae5b0f,Alex Palou,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,75519828-93ba-5485-a4bf-a06b93f7cec3,Max Chilton,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,fb65c8cf-d1c6-583e-9563-6c22e29bb081,Max Chilton,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,954d29f8-6770-5c41-9322-b23c885935ef,Jack Harvey,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,e7089fb7-0048-5bb8-8589-cc5bbc59a6cd,Jack Harvey,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,Fernando Alonso,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,1a120ea2-c723-5585-8ec6-30169bb44ca7,JR Hildebrand,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,72b65040-5363-5722-b1cd-297bffa2af77,Oliver Askew,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,49fbc16c-9d6c-5076-a96b-2b64ebe2bbac,Oliver Askew,False,False,False,False,False,False,False,False,False,False,,0
2020,518373d9-25de-58cf-8315-f6c215b6f672,Marcus Ericsson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,25ddda12-052a-5d71-ac52-6e96cf8edab9,Marcus Ericsson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,a3016f3b-449e-576c-bf0f-284c71eddb34,Ben Hanley,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,Ben Hanley,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,Colton Herta,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,0817e595-17c0-5e20-94bc-6778006bf613,Colton Herta,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,a453921d-72c6-5030-aea8-b3500366bce1,Colton Herta,False,False,False,False,False,False,False,False,False,False,,0
2020,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,Scott Dixon,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,33a57398-b346-53e3-b5e5-369a3ca71efc,Scott Dixon,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,Scott Dixon,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2020,f72a4ad2-cc9e-5aae-a17b-6afc989208f3,Scott Dixon,False,False,False,False,False,False,False,False,False,False,,0
2020,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,Marco Andretti,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,c52b77d3-be73-50d2-86d6-940d8843fb36,Helio Castroneves,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,dd861da8-2808-5250-a9ca-b0d6cd1a136f,Helio Castroneves,False,False,False,False,False,False,False,False,False,False,,0
2021,f31f214f-a151-5b1d-afaf-bb7103c2d514,JR Hildebrand,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,68ce6e9c-b7e9-5fc3-8a4d-70642e974eaf,Alex Palou,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2021,6022e0ee-320a-5cc2-9a1f-de9ee4552b64,Alex Palou,False,False,False,False,False,False,False,False,False,False,,0
2021,c150c8f9-470c-58e6-8766-44b6b751369f,Charlie Kimball,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,39b9e374-3daa-551c-8478-eb7d1f44f74e,Charlie Kimball,False,False,False,False,False,False,False,False,False,False,,0
2021,6992580a-0371-5eda-b01d-2adaca099ff4,Will Power,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,5aa71106-e201-5143-bb9a-21ccf4063a9e,Will Power,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,da571070-dc03-5eb8-ac88-efd026c446d8,Sebastien Bourdais,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,696a641a-81d7-5a8c-842f-4f3170a4b8e4,Graham Rahal,True,True,True,True,True,True,True,True,True,True,,0
2021,8f660bff-74bd-551e-9007-95b730f87e7d,Simona De Silvestro,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,adc26df0-920d-5dc7-a952-03b3fb57700a,Simona De Silvestro,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,73af9176-8333-59df-915e-2cc1016f64b2,Simona De Silvestro,True,False,False,False,False,False,False,False,False,False,REFERENCE;PTSC,2
2021,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,Ed Jones,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,4085390f-e83a-5315-8def-464aeb920059,Ed Jones,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,Josef Newgarden,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,2493785c-dc47-5ba6-8d28-5398e7a11983,Josef Newgarden,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,bcd24d81-7b19-5290-b6d7-b3ce5ce41195,Ed Carpenter,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,407a503c-1695-5af6-9b88-28e9d802c8d1,Rinus VeeKay,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,c10dbae2-ca30-5e09-88ab-298fcf7fa163,Rinus VeeKay,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,5f22f207-f450-5086-ab38-14fe980d9fed,Simon Pagenaud,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,e3c7eeaf-cbaf-5422-884d-cedc51f8a845,Sage Karam,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2021,6b3a0fca-f386-5a86-84cb-5568e38f1a7e,"Karam, Sage",False,False,False,False,False,False,False,False,False,False,,0
2021,12faeebe-b12f-56ea-bdbc-3eb607ca8089,Sage Karam,False,False,False,False,False,False,False,False,False,False,,0
2021,dd6ef9d4-4ac9-5788-b1fb-f4ab1bdd9311,Sage Karam,False,False,False,False,False,False,False,False,False,False,,0
2021,8c31470a-6324-527c-bfc3-fe19d8c1dc4d,Stefan Wilson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,09935cc4-f542-569f-b50c-7460e0663860,Stefan Wilson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,8ac7badc-828c-5c70-bbf4-d92f136c2564,Stefan Wilson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,e9da8645-6367-51bf-8601-3670e9e76c5e,Colton Herta,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,90108456-7f40-5313-a9ff-43273b65d2f0,Colton Herta,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,69b27d9b-5386-5a2c-a855-449bb527fca1,Alexander Rossi,True,True,True,True,True,True,True,True,True,True,,0
2021,88cb337e-a17d-5daf-a5c7-2770ed90181f,Ryan Hunter-Reay,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,95cca25b-de13-5fc7-81bf-9426674aa35c,James Hinchcliffe,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,20b68ba3-153d-53cd-9ef8-e81c295271bf,Scott McLaughlin,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,0e1c6c84-a0db-504e-9da0-b66aa65a338c,Takuma Sato,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,c4594c6a-a280-5ab3-865f-7da469cc26fa,Takuma Sato,False,False,False,False,False,False,False,False,False,False,,0
2021,099ab32a-d351-5011-931c-148b9f3d7921,Dalton Kellett,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,a5d8e516-48e0-58b8-ac13-213c753fc12d,Dalton Kellett,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,Santino Ferrucci,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,9f01c29b-9065-53ec-8e2f-27c95ba69f0a,Santino Ferrucci,False,False,False,False,False,False,False,False,False,False,,0
2021,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,Conor Daly,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,fb947c1e-3d51-506f-bbbc-12ecbcdce5da,Conor Daly,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,6b431530-73f9-5f7c-9847-5092f30c1cb4,Tony Kanaan,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,Pato O'Ward,True,True,True,True,True,True,True,True,True,True,,0
2021,98202c3a-5d68-52fe-91b3-2d520c933594,Pietro Fittipaldi,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,a73699bb-b202-59f3-a140-bd7e85f00aff,Max Chilton,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,7d5d82b7-9765-51c9-b149-cb7de00d3905,Jack Harvey,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,8ff02437-bce9-5d86-b3c7-906d93963538,Jack Harvey,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,Felix Rosenqvist,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,595096e7-98a7-552c-a5f8-f2f3eeb54d68,Felix Rosenqvist,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,d676bd2f-154f-5e4b-aaf0-c7335ff329dd,RC Enerson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,9ef8122c-6313-510b-9d16-813050842537,RC Enerson,False,False,False,False,False,False,False,False,False,False,,0
2021,8706f570-3435-5de5-89d4-8c45a08fd99c,Marcus Ericsson,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,11bd473d-0cf3-56e2-9aa9-fb4487870c59,Juan Pablo Montoya,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,f39f497a-d8a0-55e6-8bd1-ef646a4f6e71,Juan Pablo Montoya,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,d21081ad-a290-598a-a343-73123d94cb55,Scott Dixon,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,c2deab22-d3a0-5601-80f8-4cbf631c8f88,Marco Andretti,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,b671a083-ccd6-5511-a882-53e7bf202c19,Marco Andretti,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2021,cb6ab391-510a-562a-a1bc-a173959477a0,Marco Andretti,True,False,False,True,True,False,False,False,False,True,REFERENCE,1
2022,01896a4f-c482-5093-a806-89bc4273641d,Helio Castroneves,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,90eea27e-6e83-5e24-8428-811eae3ff157,Helio Castroneves,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,a21e6e46-405e-5d8b-933f-63c35adeec21,Tony Kanaan,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,e10faf3a-59f8-5528-9a9b-1ea63c1322c9,Alex Palou,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,0ac03a4b-263a-56b8-bf3f-4996c2968118,JR Hildebrand,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,e614cc7e-1b9a-5642-8a8c-06eb73a962a5,Will Power,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,ee83729a-9032-52de-886d-f56814a402d2,Kyle Kirkwood,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,49123354-e908-58a8-a865-3e57e6184f5c,Graham Rahal,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,619575d3-e7eb-5cce-886f-0a8485b98eba,David Malukas,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,85c917fa-1c7a-52cb-a47f-468b4bdae9a5,David Malukas,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,83034975-303c-57b1-9190-95bc705d3941,Josef Newgarden,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,a395f440-40c9-5b57-82bb-b5353a862b0f,Josef Newgarden,False,False,False,False,False,False,False,False,False,False,,0
2022,f63416c8-d69c-5ec9-b8bc-1a26aae11c44,Conor Daly,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,cef4544c-d721-54eb-bf70-ce8535756a5e,Rinus VeeKay,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,50c1a7df-b227-5216-ba4d-c391ee794a68,Santino Ferrucci,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,8e0c8731-4ddc-515a-949e-7902dd01eaeb,Sage Karam,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,2c453335-3a19-5653-8d5c-79d94db93028,Sage Karam,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,4778bf12-3fb5-5321-b4ae-9dc2f0880c25,Sage Karam,False,False,False,False,False,False,False,False,False,False,,0
2022,f2811627-1280-5eea-845c-6057e526aaea,Stefan Wilson,False,False,False,False,False,False,False,False,False,False,,0
2022,784d352d-2b04-566e-8aef-19317c10d0fa,Colton Herta,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,88fe3936-d77d-5a12-bdd7-0104979729da,Colton Herta,False,False,False,False,False,False,False,False,False,False,,0
2022,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,Alexander Rossi,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,b3147013-0fda-5982-bea1-85788019ef89,Alexander Rossi,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,a49549a1-2253-5bd5-9923-b0b7fdbb20d7,Romain Grosjean,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,c8097625-d9cf-5926-bba2-649d12e5c0e0,Devlin DeFrancesco,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,d2ae8749-6312-5afd-b193-dd23dc071124,Scott McLaughlin,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,43d9c081-67f5-5d6f-8b48-9db0ac683a6c,Scott McLaughlin,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,b1fff6ff-974e-5d54-b847-db825d74fd15,Christian Lundgaard,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,db54aa3f-0c36-5472-94f1-5c4555dd1a53,Ed Carpenter,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,ce3385d5-652c-5485-8ae9-aa95231574ad,Dalton Kellett,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,488dda2c-a88d-5f03-95ca-3decb53cd2c9,Jack Harvey,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,98dc390f-b38c-5384-b51e-9f479c8859a6,Jimmie Johnson,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,e2318f1b-020c-5e41-abb3-2159a17b3a27,Pato O'Ward,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,3f221659-74ff-5901-97dc-08071a734690,Takuma Sato,False,False,False,False,False,False,False,False,False,False,,0
2022,21e8c99e-b04c-516d-85a8-ccfbaed7ff46,Takuma Sato,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,bb599e9f-cbdc-5c79-9791-ce325ef01086,Juan Pablo Montoya,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,782b5ff7-fb2c-5c01-9209-dfd3f4cb289b,Simon Pagenaud,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,8c6dd650-69c2-52af-8840-a92c88cb517e,Felix Rosenqvist,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,3cd6d98a-da75-5822-8dae-05e83ad8457c,Callum Ilott,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,8fa25fec-e5a6-5844-b3d7-f67c9dc91378,Callum Ilott,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,6bdde501-b1fc-5382-8f09-3918fb5aa07e,Marcus Ericsson,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,ed8e8f45-6cb1-51cb-a3a7-3aa60a373517,Scott Dixon,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,c044edbc-0f6c-5aab-bdef-9c4156b50617,Marco Andretti,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2022,63982b5e-7639-5140-a6a2-702a77c2fc85,Marco Andretti,True,False,False,False,False,False,False,False,False,False,REFERENCE;POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,5
2023,5d44896c-c256-5478-aa5d-74307895b1b0,Helio Castroneves,False,False,False,False,False,False,False,False,False,False,,0
2023,f9447c70-a844-5937-8f80-cf8d2fce9771,Helio Castroneves,True,False,False,False,False,False,False,False,False,False,POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,4
2023,54bd105a-3662-54c0-83e5-97a95e43e1de,Helio Castroneves,False,False,False,False,False,False,False,False,False,False,,0
2023,096ff05c-1785-53cf-be2f-65bbb6ce7cd1,Alex Palou,True,True,True,True,True,True,True,True,True,True,,0
2023,55b6b39a-d64a-5a38-9dbc-84a9faac294b,Takuma Sato,False,False,False,False,False,False,False,False,False,False,,0
2023,dd0ff96a-0d57-5ba5-8691-ebf2359edec4,Takuma Sato,True,True,True,True,True,True,True,True,True,True,,0
2023,0051ca1a-7c05-591e-9776-995fe0689445,Will Power,False,False,False,False,False,False,False,False,False,False,,0
2023,6913fe23-0965-51fa-8577-ee1007d0f88d,Will Power,True,False,False,False,False,False,False,False,False,False,POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,4
2023,8e15632d-6932-5877-a861-34ed691706e1,Will Power,False,False,False,False,False,False,False,False,False,False,,0
2023,cda49858-f649-523a-85fb-8d53847f80bf,Santino Ferrucci,True,True,True,True,True,True,True,True,True,True,,0
2023,6d879c45-8d0a-5f3e-8231-8af530bf9285,Graham Rahal,True,False,False,False,False,False,False,False,False,False,POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,4
2023,e1ec0551-73d2-567c-b806-24a928d89c9e,Graham Rahal,False,False,False,False,False,False,False,False,False,False,,0
2023,8b65d76e-1fe5-5a74-814f-3f18e282da51,Graham Rahal,False,False,False,False,False,False,False,False,False,False,,0
2023,c805f613-009d-53c6-a793-d354344ba37a,Graham Rahal,False,False,False,False,False,False,False,False,False,False,,0
2023,e676cc29-ed11-5299-abcd-0696a7eb4668,David Malukas,True,False,False,False,False,False,False,False,False,False,POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,4
2023,4e8f59ee-2017-5f6b-870a-8398a96b4eb9,David Malukas,True,False,False,False,False,False,False,False,False,False,POINT_TIME;ENV_ALIGNMENT;PTSC;HRRR,4
