year,session_id,attempt_id,entry_key,car_number,driver_name,team_name,car_attempt_index,attempt_class,result_status,result_counted_at_session_end,lane_action,four_lap_average_speed_mph,lap1_speed_mph,lap2_speed_mph,lap3_speed_mph,lap4_speed_mph,lap1_to_lap4_delta_mph,lap1_to_lap2_delta_mph,lap2_to_lap3_delta_mph,lap3_to_lap4_delta_mph,first_half_mean_mph,second_half_mean_mph,late_run_fade_mph,complete_four_lap_shape,complete_performance_record,car_attempt_order_quality,global_order_lower_bound,global_order_upper_bound,canonical_start_time_utc,canonical_end_time_utc,canonical_event_time_quality,time_evidence_class,time_point_utc,time_lower_utc,time_upper_utc,time_source,time_semantic,chronology_usable,environment_alignment_usable,hrrr_leakage_safe_available,ptsc_track_temp_available,first_run_identification,field_order_evidence_class,observed_proxy_time_rank,observed_proxy_time_rank_fraction,observed_proxy_time_peer_count
2020,INDY500_DAY1_2020,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,INDY500_DAY1_2020|CAR_15|1,15,Graham Rahal,Rahal Letterman Lanigan Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.822000,231.102000,230.876000,230.740000,230.572000,-0.530000,-0.226000,-0.136000,-0.168000,230.989000,230.656000,-0.333000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:00:45Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,1,0.000000,28
2020,INDY500_DAY1_2020,a6295479-1996-5baa-b116-ab56a03c118d,INDY500_DAY1_2020|CAR_41|1,41,Dalton Kellett,A.J. Foyt Enterprises,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,228.880000,229.111000,229.041000,228.841000,228.526000,-0.585000,-0.070000,-0.200000,-0.315000,229.076000,228.683500,-0.392500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:11:35Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,2,0.037037,28
2020,INDY500_DAY1_2020,e132bf44-6808-5d6b-819c-a993af279439,INDY500_DAY1_2020|CAR_21|1,21,Rinus VeeKay,ECR,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,231.114000,231.789000,231.029000,230.888000,230.753000,-1.036000,-0.760000,-0.141000,-0.135000,231.409000,230.820500,-0.588500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:16:35Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,3,0.074074,28
2020,INDY500_DAY1_2020,954d29f8-6770-5c41-9322-b23c885935ef,INDY500_DAY1_2020|CAR_60|1,60,Jack Harvey,Meyer Shank Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.861000,230.593000,229.851000,229.367000,229.639000,-0.954000,-0.742000,-0.484000,0.272000,230.222000,229.503000,-0.719000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:20:45Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,4,0.111111,28
2020,INDY500_DAY1_2020,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,INDY500_DAY1_2020|CAR_9|1,9,Scott Dixon,Chip Ganassi Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,231.094000,231.787000,231.160000,230.911000,230.520000,-1.267000,-0.627000,-0.249000,-0.391000,231.473500,230.715500,-0.758000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:25:45Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,5,0.148148,28
2020,INDY500_DAY1_2020,e2df4919-a45f-5b41-916e-55908e4f1abb,INDY500_DAY1_2020|CAR_45|1,45,Spencer Pigot,Rahal Letterman Lanigan Racing with Citrone/Buhl Autosport,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.539000,231.325000,230.850000,230.261000,229.727000,-1.598000,-0.475000,-0.589000,-0.534000,231.087500,229.994000,-1.093500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:29:55Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,6,0.185185,28
2020,INDY500_DAY1_2020,194c9baa-3297-571e-82bf-ac3ba81e07fc,INDY500_DAY1_2020|CAR_5|1,5,Pato O'Ward,Arrow McLaren,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.902000,230.712000,230.165000,229.422000,229.314000,-1.398000,-0.547000,-0.743000,-0.108000,230.438500,229.368000,-1.070500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:34:55Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,7,0.222222,28
2020,INDY500_DAY1_2020,00d1c34a-f916-5fa9-803b-2cc6962f2595,INDY500_DAY1_2020|CAR_1|1,1,Josef Newgarden,Team Penske,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.296000,230.431000,230.408000,230.316000,230.031000,-0.400000,-0.023000,-0.092000,-0.285000,230.419500,230.173500,-0.246000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:39:55Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,8,0.259259,28
2020,INDY500_DAY1_2020,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,INDY500_DAY1_2020|CAR_24|1,24,Sage Karam,Dreyer & Reinbold Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,227.099000,227.609000,227.267000,226.940000,226.583000,-1.026000,-0.342000,-0.327000,-0.357000,227.438000,226.761500,-0.676500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:49:55Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,9,0.296296,28
2020,INDY500_DAY1_2020,81f0c457-15fb-5f7f-9649-8663a142764d,INDY500_DAY1_2020|CAR_27|1,27,Alexander Rossi,Andretti Autosport,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,231.268000,231.886000,231.497000,230.879000,230.812000,-1.074000,-0.389000,-0.618000,-0.067000,231.691500,230.845500,-0.846000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:54:05Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True,CANONICAL_ATTEMPT_INDEX_1,APPROXIMATE_PERFORMANCE_TIME_PROXY,10,0.333333,28
