year,decision_time_utc,before_attempt_id,after_attempt_id,car_number,driver_name,target_improved,actual_speed_delta_mph,current_speed_mph,current_lap1_to_lap4_delta_mph,current_late_run_fade_mph,current_track_c,current_ambient_c,current_humidity,current_wind,current_pressure,track_minus_ambient_c,past_track_slope_15m_c_per_min,past_track_slope_30m_c_per_min,predicted_track_delta_15m_c,predicted_cooling_probability_15m,predicted_track_delta_30m_c,predicted_cooling_probability_30m,outer_test_year,thermal_model_trained_without_outer_test_year,timing_semantic,historical_wait_used_as_feature
2020,2020-08-15T16:27:25+00:00,9a2e168d-3dda-5e76-8daf-588c20d91341,893c5471-df02-55c0-946f-0af9d0a835d9,20,Ed Carpenter,1,0.4,229.811,-3.757,-2.111,47.58641975308642,28.88888888888889,0.58,0.8277777777777777,29.17,18.697530864197528,0.09958847736625528,0.15133744855967066,0.6539993884438472,0.19364394731542467,1.2909066738988753,0.23086210123063772,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T17:34:05+00:00,f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,7799cc62-18bb-568d-9de2-16cb3622a0de,3,Helio Castroneves,1,0.258,228.115,-1.0,-0.5895,52.12037037037037,30.555555555555557,0.5272777777777778,3.4555555555555557,29.17,21.56481481481481,0.08415637860082276,0.06563786008230442,0.30690236955856787,0.48047222284401797,0.3002821591786644,0.5085621670185325,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T16:58:15+00:00,a7f0ef57-a971-5870-9606-1fe1cd378e2a,df3c02a3-9655-512c-a2e6-4ffe9eadc505,47,Conor Daly,1,0.071,229.884,-2.61,-1.487,49.87037037037037,28.88888888888889,0.5788333333333333,4.65,29.17,20.981481481481477,0.0740740740740738,0.07407407407407404,0.3338644915620808,0.43554689055141294,0.39030108763306687,0.4720667308620376,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T15:34:55+00:00,194c9baa-3297-571e-82bf-ac3ba81e07fc,757828a3-822d-5bd8-b9f0-681a6918b48b,5,Pato O'Ward,1,0.311,229.902,-1.398,-1.0705,40.91975308641975,27.22222222222222,0.6367222222222222,4.3277777777777775,29.17327777777778,13.697530864197532,0.07407407407407428,0.07407407407407404,0.9839401004996005,0.1404091704655862,1.6085832070951531,0.1501167686651789,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T17:29:05+00:00,75519828-93ba-5485-a4bf-a06b93f7cec3,fb65c8cf-d1c6-583e-9563-6c22e29bb081,59,Max Chilton,1,1.484,225.819,-2.687,-1.4155,51.598765432098766,30.487654320987655,0.5318333333333334,3.8166666666666664,29.17,21.11111111111111,0.0718106995884772,0.055555555555555476,0.3123188144344434,0.48482835697995563,0.3262770752100861,0.4953250403114038,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T15:20:45+00:00,954d29f8-6770-5c41-9322-b23c885935ef,e7089fb7-0048-5bb8-8589-cc5bbc59a6cd,60,Jack Harvey,0,-0.104,229.861,-0.954,-0.719,39.87037037037037,26.87962962962963,0.6461666666666667,1.5333333333333334,29.17,12.990740740740737,0.0740740740740738,0.07407407407407404,1.0334277348078096,0.12296561548039227,1.892086374039171,0.09513988286425061,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T16:13:15+00:00,518373d9-25de-58cf-8315-f6c215b6f672,25ddda12-052a-5d71-ac52-6e96cf8edab9,8,Marcus Ericsson,1,0.094,230.472,-1.107,-0.692,46.27777777777778,28.75925925925926,0.5846666666666667,0.2333333333333334,29.17,17.51851851851852,0.20925925925925906,0.1580246913580247,0.7850456503585578,0.13153579674725732,1.4150039463236128,0.17490800481427993,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T16:36:35+00:00,a3016f3b-449e-576c-bf0f-284c71eddb34,b58b5c13-1a21-50cf-ab5b-8962cc4486f0,81,Ben Hanley,1,1.971,220.946,-3.148,-2.4745,48.26543209876543,28.88888888888889,0.5756111111111111,1.4388888888888889,29.17,19.37654320987654,0.0740740740740738,0.11563786008230442,0.6347891338108205,0.22124413876585097,1.0680356642733724,0.2757175932416181,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T17:24:05+00:00,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,0817e595-17c0-5e20-94bc-6778006bf613,88,Colton Herta,1,0.215,230.56,-1.001,-0.6725,51.22839506172839,30.117283950617285,0.5418333333333334,2.8166666666666664,29.17,21.111111111111107,0.05946502057613164,0.055555555555555476,0.30926563927538797,0.48337972116240685,0.39717297527800544,0.45793619582571593,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
2020,2020-08-15T15:25:45+00:00,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,33a57398-b346-53e3-b5e5-369a3ca71efc,9,Scott Dixon,0,-0.041,231.094,-1.267,-0.758,40.24074074074074,27.064814814814813,0.6428333333333334,2.8666666666666667,29.17,13.175925925925927,0.07407407407407428,0.07407407407407404,1.0153304581656735,0.1298661711358423,1.7915603808660934,0.11467275709159477,2020,True,APPROXIMATE_PERFORMANCE_DECISION_PROXY_NOT_EXACT_RUN_START,False
