year,session_id,car_number,driver_name,before_attempt_id,after_attempt_id,decision_time_utc,historical_future_run_time_utc,historical_wait_to_next_run_min,historical_wait_role,selected_hrrr_cycle_utc,cycle_age_minutes_at_decision,availability_lag_guard_minutes,current_four_lap_average_speed_mph,current_lap1_to_lap4_delta_mph,current_late_run_fade_mph,actual_next_run_speed_delta_mph,actual_next_run_improved,future_realized_weather_used,decision_time_safe,forecast_now_temp_c,forecast_future_temp_c,forecast_change_temp_c,forecast_rate_temp_c_per_min,forecast_now_dewpoint_c,forecast_future_dewpoint_c,forecast_change_dewpoint_c,forecast_rate_dewpoint_c_per_min,forecast_now_relative_humidity_pct,forecast_future_relative_humidity_pct,forecast_change_relative_humidity_pct,forecast_rate_relative_humidity_pct_per_min,forecast_now_wind_speed_10m_ms,forecast_future_wind_speed_10m_ms,forecast_change_wind_speed_10m_ms,forecast_rate_wind_speed_10m_ms_per_min,forecast_now_wind_direction_deg,forecast_future_wind_direction_deg,forecast_change_wind_direction_deg,forecast_rate_wind_direction_deg_per_min,forecast_now_pressure_hpa,forecast_future_pressure_hpa,forecast_change_pressure_hpa,forecast_rate_pressure_hpa_per_min,forecast_now_gust_ms,forecast_future_gust_ms,forecast_change_gust_ms,forecast_rate_gust_ms_per_min,forecast_now_cloud_cover_pct,forecast_future_cloud_cover_pct,forecast_change_cloud_cover_pct,forecast_rate_cloud_cover_pct_per_min,forecast_now_shortwave_radiation_wm2,forecast_future_shortwave_radiation_wm2,forecast_change_shortwave_radiation_wm2,forecast_rate_shortwave_radiation_wm2_per_min
2020,INDY500_DAY1_2020,9,Scott Dixon,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,2020-08-15T18:00:45+00:00,2020-08-15T19:15:00+00:00,74.250000,SUPERVISED_CANDIDATE_TIME_ALIGNMENT_NOT_QUEUE_MODEL,2020-08-15T17:00:00+00:00,60.750000,60,231.053000,-0.975000,-0.726000,0.102000,1,False,True,29.659470,31.023820,1.364350,0.01837509,19.351937,18.400724,-0.951213,-0.01281094,53.957581,47.042999,-6.914582,-0.09312568,0.408785,0.502954,0.094169,0.00126827,44.489710,353.503371,-50.986339,-0.68668470,986.801250,986.875000,0.073750,0.00099327,1.606068,1.469120,-0.136948,-0.00184441,0.000000,0.000000,0.000000,0.00000000,900.525000,846.750000,-53.775000,-0.72424242
2021,INDY500_DAY1_2021,16,Simona De Silvestro,adc26df0-920d-5dc7-a952-03b3fb57700a,73af9176-8333-59df-915e-2cc1016f64b2,2021-05-22T21:30:13+00:00,2021-05-22T21:50:59+00:00,20.766667,SUPERVISED_CANDIDATE_TIME_ALIGNMENT_NOT_QUEUE_MODEL,2021-05-22T20:00:00+00:00,90.216667,60,228.395000,-3.653000,-1.963500,-0.382000,0,False,True,28.692510,28.678990,-0.013520,-0.00065104,12.192566,12.133226,-0.059340,-0.00285746,36.092698,35.980172,-0.112526,-0.00541857,2.950288,2.983987,0.033699,0.00162273,273.367545,269.337387,-4.030158,-0.19406859,998.501444,998.639889,0.138444,0.00666667,4.036471,3.922176,-0.114295,-0.00550378,51.653333,18.426667,-33.226667,-1.60000000,578.860833,517.599167,-61.261667,-2.95000000
2023,INDY500_DAY1_2023,27,Kyle Kirkwood,f9f206a7-b2ab-5eb9-8805-0d279c65164d,970e09d9-9783-53a2-ac70-f2117bee1d09,2023-05-20T19:17:10+00:00,2023-05-20T20:10:26+00:00,53.266667,SUPERVISED_CANDIDATE_TIME_ALIGNMENT_NOT_QUEUE_MODEL,2023-05-20T18:00:00+00:00,77.166667,60,232.617000,-1.289000,-0.810000,0.045000,1,False,True,18.773789,18.623963,-0.149827,-0.00281277,7.525055,7.325375,-0.199680,-0.00374869,47.974154,47.773962,-0.200193,-0.00375831,5.511830,5.981777,0.469947,0.00882253,342.222877,343.171378,0.948501,0.01780665,992.228889,992.834778,0.605889,0.01137463,7.304124,8.150510,0.846387,0.01588962,17.283333,13.521667,-3.761667,-0.07061952,908.950000,799.350556,-109.599444,-2.05756154
2023,INDY500_DAY1_2023,33,Ed Carpenter,2b14c17d-769c-504e-819b-55270bb93b13,55035890-97e8-57a3-a2e1-4845f4b05eb9,2023-05-20T19:25:49+00:00,2023-05-20T20:47:30+00:00,81.683333,SUPERVISED_CANDIDATE_TIME_ALIGNMENT_NOT_QUEUE_MODEL,2023-05-20T18:00:00+00:00,85.816667,60,232.511000,-1.842000,-1.238000,0.178000,1,False,True,18.747013,18.562728,-0.184285,-0.00225610,7.507397,6.926613,-0.580784,-0.00711019,47.996659,46.666828,-1.329831,-0.01628032,5.620006,5.748286,0.128281,0.00157047,342.464467,342.291057,-0.173409,-0.00212294,992.344222,992.958333,0.614111,0.00751819,7.482549,8.018538,0.535989,0.00656179,16.418333,15.375000,-1.043333,-0.01277290,890.785000,729.541667,-161.243333,-1.97400531
2023,INDY500_DAY1_2023,8,Marcus Ericsson,fce06089-154b-512e-a547-fd144ec0961c,79d389ee-b055-582a-8985-c09472aa4d69,2023-05-20T18:14:06+00:00,2023-05-20T19:57:53+00:00,103.783333,SUPERVISED_CANDIDATE_TIME_ALIGNMENT_NOT_QUEUE_MODEL,2023-05-20T17:00:00+00:00,74.100000,60,232.421000,-3.068000,-1.734500,0.609000,1,False,True,18.571840,19.006954,0.435113,0.00419252,5.680533,6.767558,1.087025,0.01047398,42.830350,44.892757,2.062406,0.01987223,5.098817,5.945959,0.847142,0.00816260,335.274399,347.596193,12.321794,0.11872613,992.288500,992.854139,0.565639,0.00545019,6.692338,8.164401,1.472064,0.01418401,5.350000,11.070556,5.720556,0.05512018,990.955000,854.668889,-136.286111,-1.31317917
