action,risk_profile,utility_rank,mc_draws,p_improve,p_worse,p_unchanged,mean_raw_repeat_delta_mph,mean_effective_result_delta_mph,q05_effective_delta_mph,q50_effective_delta_mph,q95_effective_delta_mph,mean_wait_minutes,q50_wait_minutes,q95_wait_minutes,mean_utility,performance_source,wait_source,thermal_mph_correction_applied
STOP,CONSERVATIVE,3,50000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
RETAIN_REATTEMPT,CONSERVATIVE,1,50000,0.65092,0.0,0.34908,0.32410326,0.4665361,0.0,0.191,1.993,26.232,20.0,45.0,0.07305610000000004,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
WITHDRAW_PRIORITY,CONSERVATIVE,2,50000,0.65284,0.34716,0.0,0.33411234,0.33411234,-0.927,0.197,1.993,12.539,10.0,30.0,0.0045160400000000146,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
STOP,BALANCED,3,50000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
RETAIN_REATTEMPT,BALANCED,1,50000,0.65018,0.0,0.34982,0.33448602,0.47754048,0.0,0.191,1.993,26.2239,20.0,45.0,0.21530148,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
WITHDRAW_PRIORITY,BALANCED,2,50000,0.65316,0.34684,0.0,0.32884528,0.32884528,-0.927,0.191,1.993,12.5793,10.0,30.0,0.20305228,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
STOP,AGGRESSIVE,3,50000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
RETAIN_REATTEMPT,AGGRESSIVE,1,50000,0.65294,0.0,0.34706,0.33088932,0.47137588,0.0,0.197,1.993,26.1991,20.0,45.0,0.43202525,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
WITHDRAW_PRIORITY,AGGRESSIVE,2,50000,0.64454,0.35546,0.0,0.31985318,0.31985318,-0.927,0.191,1.993,12.6529,10.0,30.0,0.411632443,EMPIRICAL_BOOTSTRAP_92_CONSECUTIVE_REPEAT_TRANSITIONS,DECLARED_SCENARIO_PRIOR_NOT_HISTORICAL_QUEUE_ESTIMATE,False
