file,column,nonempty_rows,numeric_fraction,numeric_unique,numeric_min,numeric_max,datetime_fraction,sample_1,sample_2,sample_3
weather/output/performance_context_features.csv,forecast_pressure_hpa_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_context_features.csv,forecast_relative_humidity_pct,136,1.0,136,29.851836942830563,91.37714845838552,0.0,68.61784187502553,67.32986967526107,66.73542096767746
weather/output/performance_context_features.csv,forecast_relative_humidity_pct_before,136,1.0,38,30.645827974196624,92.31576992300108,0.0,68.70700918116307,72.62918547499571,64.03205773294539
weather/output/performance_context_features.csv,forecast_relative_humidity_pct_after,136,1.0,38,28.76036114509516,82.46434930312937,0.0,61.57362469015983,64.03205773294539,55.67351823270342
weather/output/performance_context_features.csv,forecast_relative_humidity_pct_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_context_features.csv,forecast_shortwave_radiation_wm2,136,1.0,136,389.2076666666667,993.6661111111111,0.0,683.1475,708.3891666666667,720.0391666666667
weather/output/performance_context_features.csv,forecast_shortwave_radiation_wm2_before,136,1.0,37,370.8,1004.0,0.0,681.4000000000001,689.5,814.1
weather/output/performance_context_features.csv,forecast_shortwave_radiation_wm2_after,136,1.0,37,440.0,995.0,0.0,821.2,814.1,894.0
weather/output/performance_context_features.csv,forecast_shortwave_radiation_wm2_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_context_features.csv,forecast_temp_c,136,1.0,136,15.30934736463761,31.338250308566646,0.0,25.455096817016624,25.72743441263837,25.85312868754071
weather/output/performance_context_features.csv,forecast_temp_c_before,136,1.0,38,14.814721679687525,31.142968750000023,0.0,25.436242675781273,25.547021484375023,27.123254394531273
weather/output/performance_context_features.csv,forecast_temp_c_after,136,1.0,38,16.032678222656273,31.620568847656273,0.0,26.9445739746094,27.123254394531273,28.652612304687523
weather/output/performance_context_features.csv,forecast_temp_c_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_context_features.csv,forecast_wind_direction_deg,136,1.0,136,1.503899482822244,352.43933747943237,0.0,323.0606214500075,331.4647245820684,335.3435414122504
weather/output/performance_context_features.csv,forecast_wind_direction_deg_before,136,1.0,38,7.272257121343063,346.5351712433054,0.0,322.4787989254802,346.5351712433054,24.378430984902803
weather/output/performance_context_features.csv,forecast_wind_direction_deg_after,136,1.0,38,7.272257121343063,347.8898239519564,0.0,9.024600887663848,24.378430984902803,67.36404237982921
weather/output/performance_context_features.csv,forecast_wind_direction_deg_interpolation_method,136,0.0,0,,,0.0,CIRCULAR_SHORTEST_ARC,,
weather/output/performance_context_features.csv,forecast_wind_speed_10m_ms,136,1.0,136,0.3877127233451385,6.021027410657147,0.0,0.6490487115754121,0.6517341175997935,0.6529735357648926
weather/output/performance_context_features.csv,forecast_wind_speed_10m_ms_before,136,1.0,38,0.3708334007167827,6.047498191176703,0.0,0.6488627988506472,0.8405087317876685,0.9661495437695788
weather/output/performance_context_features.csv,forecast_wind_speed_10m_ms_after,136,1.0,38,0.3708334007167827,6.047498191176703,0.0,0.6637358168318364,0.9661495437695788,0.8305739950461376
weather/output/performance_context_features.csv,forecast_wind_speed_10m_ms_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_context_features.csv,input_lineage_hash,136,0.0,0,,,0.0,5b48f25010e8a362fc3e9654bd166e9b92919b07774aeefccfa51aa31ec74e1a,2f35c419a52067c4f19b48b0dcf50739bdabaea65952aa64a6e45c79578a83da,d5cab48f1d9c31fa48fb839e1fc7cb5a2b2007f43867e9d1d4e0ab5aa06235f3
weather/output/performance_grade_hrrr_forecast_alignment.csv,attempt_id,136,0.0,0,,,0.0,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,a6295479-1996-5baa-b116-ab56a03c118d,e132bf44-6808-5d6b-819c-a993af279439
weather/output/performance_grade_hrrr_forecast_alignment.csv,session_id,136,0.0,0,,,0.0,INDY500_DAY1_2020,INDY500_DAY1_2021,INDY500_DAY1_2023
weather/output/performance_grade_hrrr_forecast_alignment.csv,car_number,136,1.0,45,1.0,98.0,0.0,15,41,21
weather/output/performance_grade_hrrr_forecast_alignment.csv,driver_name,136,0.0,0,,,0.0,Graham Rahal,Dalton Kellett,Rinus VeeKay
weather/output/performance_grade_hrrr_forecast_alignment.csv,car_attempt_index,132,1.0,4,1.0,4.0,0.0,1.0,2.0,3.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,performance_time_utc,136,0.0,0,,,1.0,2020-08-15T15:00:45Z,2020-08-15T15:11:35Z,2020-08-15T15:16:35Z
weather/output/performance_grade_hrrr_forecast_alignment.csv,performance_timing_source,136,0.0,0,,,0.0,PERFORMANCE_GRADE_2020_2021_2023,PERFORMANCE_GRADE_2024_SUPPORTED,
weather/output/performance_grade_hrrr_forecast_alignment.csv,timing_class,136,0.0,0,,,0.0,PERFORMANCE_GRADE_SEQUENCE_MATCH,UNIQUE_SINGLETON_CAPTURE_MATCH,EXISTING_CONSTRAINED_SEQUENCE_LINK
weather/output/performance_grade_hrrr_forecast_alignment.csv,timing_basis,136,0.0,0,,,0.0,WITHIN_CAR_SEQUENCE_COUNT_MATCH,ONE_CANONICAL_ONE_CAPTURE_SAME_CAR,EXISTING_2024_CONSTRAINED_CAPTURE_LINK
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_selection_class,136,0.0,0,,,0.0,LATEST_AVAILABLE_ISSUE_SAME_CYCLE_VALID_TIME_INTERPOLATION,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,availability_lag_minutes,136,1.0,1,90.0,90.0,0.0,90,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,availability_policy_id,136,0.0,0,,,0.0,HRRR_CONSERVATIVE_FIXED_LAG_V1,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,availability_policy_hash,136,0.0,0,,,0.0,7fa0a02223a77db591539cf42bdd4e9461df15bf4a9de77dfd5360c3deac89c6,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,selected_issue_time_utc,136,0.0,0,,,1.0,2020-08-15T13:00:00Z,2020-08-15T14:00:00Z,2020-08-15T15:00:00Z
weather/output/performance_grade_hrrr_forecast_alignment.csv,selected_issue_age_minutes,136,1.0,128,90.21666666666667,149.93333333333334,0.0,120.75,131.58333333333334,136.58333333333334
weather/output/performance_grade_hrrr_forecast_alignment.csv,before_forecast_snapshot_id,136,0.0,0,,,0.0,839bec70-f1c1-5169-88d6-a81c795b3fdd,b64f2781-c6bc-5450-818e-4ba180d8cae3,bcf4cb70-3078-5db0-a63d-6eff547f92bb
weather/output/performance_grade_hrrr_forecast_alignment.csv,after_forecast_snapshot_id,136,0.0,0,,,0.0,0bb6ba04-bd88-5607-b794-787f772834dd,bcf4cb70-3078-5db0-a63d-6eff547f92bb,56465e5d-e6f9-592c-b6f3-ccb479ead5a3
weather/output/performance_grade_hrrr_forecast_alignment.csv,before_valid_time_utc,136,0.0,0,,,1.0,2020-08-15T15:00:00Z,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z
weather/output/performance_grade_hrrr_forecast_alignment.csv,after_valid_time_utc,136,0.0,0,,,1.0,2020-08-15T16:00:00Z,2020-08-15T17:00:00Z,2020-08-15T18:00:00Z
weather/output/performance_grade_hrrr_forecast_alignment.csv,before_forecast_lead_hours,136,1.0,2,1.0,2.0,0.0,2.0,1.0,
weather/output/performance_grade_hrrr_forecast_alignment.csv,after_forecast_lead_hours,136,1.0,2,2.0,3.0,0.0,3.0,2.0,
weather/output/performance_grade_hrrr_forecast_alignment.csv,before_valid_offset_minutes,136,1.0,128,-59.083333333333336,-0.75,0.0,-0.75,-11.583333333333334,-16.583333333333332
weather/output/performance_grade_hrrr_forecast_alignment.csv,after_valid_offset_minutes,136,1.0,128,0.9166666666666666,59.25,0.0,59.25,48.416666666666664,43.416666666666664
weather/output/performance_grade_hrrr_forecast_alignment.csv,interpolation_weight_after,136,1.0,128,0.0125,0.9847222222222223,0.0,0.0125,0.19305555555555556,0.2763888888888889
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_available_before_target,136,0.0,0,,,0.0,True,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_available_after_target,136,0.0,0,,,0.0,True,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,leakage_safe,136,0.0,0,,,0.0,True,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,performance_alignment_usable,136,0.0,0,,,0.0,True,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,decision_state_usable,136,0.0,0,,,0.0,False,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,chronology_usable,136,0.0,0,,,0.0,False,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,semantic_note,136,0.0,0,,,0.0,HRRR forecast interpolated at an approximate performance timestamp. Not a retain/withdraw decision-state timestamp. Both bracketing forecasts come from the latest policy-available issue cycle.,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DPT_2m,136,1.0,136,278.8874026489258,293.1075783199734,0.0,292.4118171691895,292.35249523586697,292.32511588202584
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DPT_2m_before,136,1.0,38,278.40879821777344,293.4171447753906,0.0,292.4159240722656,293.4171447753906,292.88519287109375
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DPT_2m_after,136,1.0,38,278.6872863769531,292.88519287109375,0.0,292.0873718261719,292.88519287109375,292.07159423828125
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DPT_2m_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DSWRF_surface,136,1.0,136,389.2076666666667,993.6661111111111,0.0,683.1475,708.3891666666667,720.0391666666667
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DSWRF_surface_before,136,1.0,37,370.8,1004.0,0.0,681.4000000000001,689.5,814.1
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DSWRF_surface_after,136,1.0,37,440.0,995.0,0.0,821.2,814.1,894.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_DSWRF_surface_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_GUST_surface,136,1.0,136,0.9802980591129097,8.150510488955511,0.0,1.887120992038399,1.8230235740025011,1.793440150293625
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_GUST_surface_before,136,1.0,38,1.0064310133457184,8.187657326459885,0.0,1.8915585055947304,2.873952891677618,1.9102070331573489
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_GUST_surface_after,136,1.0,38,0.9525177553296088,8.217698335647583,0.0,1.536557421088219,1.9102070331573489,1.3974832147359848
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_GUST_surface_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_PRES_surface,136,1.0,128,98514.375,100168.71666666666,0.0,98808.5,98786.83333333333,98776.83333333333
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_PRES_surface_before,136,1.0,30,98520.0,100170.0,0.0,98810.0,98730.0,98680.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_PRES_surface_after,136,1.0,32,98510.0,100170.0,0.0,98690.0,98680.0,98700.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_PRES_surface_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TCDC_atmosphere,136,1.0,56,0.0,100.0,0.0,0.0,100.0,62.992222222222225
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TCDC_atmosphere_before,136,1.0,16,0.0,100.0,0.0,0.0,100.0,24.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TCDC_atmosphere_after,136,1.0,15,0.0,100.0,0.0,0.0,100.0,27.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TCDC_atmosphere_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TMP_2m,136,1.0,136,288.4593473646376,304.48825030856665,0.0,298.6050968170166,298.87743441263837,299.0031286875407
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TMP_2m_before,136,1.0,38,287.9647216796875,304.29296875,0.0,298.58624267578125,298.697021484375,300.27325439453125
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TMP_2m_after,136,1.0,38,289.18267822265625,304.77056884765625,0.0,300.0945739746094,300.27325439453125,301.8026123046875
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_TMP_2m_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_UGRD_10m,136,1.0,136,-2.062425106101566,3.494626746707492,0.0,0.3889517784118652,0.29879935582478834,0.25719054539998365
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_UGRD_10m_before,136,1.0,38,-1.8584556579589844,3.4721555709838867,0.0,0.3951930999755859,0.1957111358642578,-0.3987894058227539
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_UGRD_10m_after,136,1.0,38,-2.085158348083496,3.777409553527832,0.0,-0.1041126251220703,-0.3987894058227539,-0.7665939331054688
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_UGRD_10m_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_VGRD_10m,136,1.0,136,-5.769024948543972,2.6741287083095973,0.0,-0.5163923740386963,-0.5418305238087971,-0.5535712083180746
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_VGRD_10m_before,136,1.0,38,-5.7960309982299805,2.69472599029541,0.0,-0.5146312713623047,-0.8174057006835938,-0.8800067901611328
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_VGRD_10m_after,136,1.0,38,-5.846250534057617,2.69472599029541,0.0,-0.6555194854736328,-0.8800067901611328,-0.3196668624877929
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_VGRD_10m_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_cloud_cover_pct,136,1.0,56,0.0,100.0,0.0,0.0,100.0,62.992222222222225
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_cloud_cover_pct_before,136,1.0,16,0.0,100.0,0.0,0.0,100.0,24.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_cloud_cover_pct_after,136,1.0,15,0.0,100.0,0.0,0.0,100.0,27.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_cloud_cover_pct_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_dewpoint_c,136,1.0,136,5.737402648925804,19.95757831997344,0.0,19.261817169189477,19.202495235866994,19.175115882025846
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_dewpoint_c_before,136,1.0,38,5.25879821777346,20.267144775390648,0.0,19.265924072265648,20.267144775390648,19.735192871093773
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_dewpoint_c_after,136,1.0,38,5.537286376953148,19.735192871093773,0.0,18.937371826171898,19.735192871093773,18.921594238281273
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_dewpoint_c_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_gust_ms,136,1.0,136,0.9802980591129097,8.150510488955511,0.0,1.887120992038399,1.8230235740025011,1.793440150293625
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_gust_ms_before,136,1.0,38,1.0064310133457184,8.187657326459885,0.0,1.8915585055947304,2.873952891677618,1.9102070331573489
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_gust_ms_after,136,1.0,38,0.9525177553296088,8.217698335647583,0.0,1.536557421088219,1.9102070331573489,1.3974832147359848
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_gust_ms_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_pressure_hpa,136,1.0,128,985.1437500000001,1001.6871666666667,0.0,988.085,987.8683333333333,987.7683333333333
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_pressure_hpa_before,136,1.0,30,985.2,1001.7,0.0,988.1,987.3,986.8
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_pressure_hpa_after,136,1.0,32,985.1,1001.7,0.0,986.9,986.8,987.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_pressure_hpa_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_relative_humidity_pct,136,1.0,136,29.851836942830563,91.37714845838553,0.0,68.61784187502553,67.32986967526107,66.73542096767746
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_relative_humidity_pct_before,136,1.0,38,30.645827974196624,92.31576992300108,0.0,68.70700918116307,72.62918547499571,64.03205773294539
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_relative_humidity_pct_after,136,1.0,38,28.76036114509516,82.46434930312937,0.0,61.57362469015983,64.03205773294539,55.67351823270342
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_relative_humidity_pct_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_shortwave_radiation_wm2,136,1.0,136,389.2076666666667,993.6661111111111,0.0,683.1475,708.3891666666667,720.0391666666667
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_shortwave_radiation_wm2_before,136,1.0,37,370.8,1004.0,0.0,681.4000000000001,689.5,814.1
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_shortwave_radiation_wm2_after,136,1.0,37,440.0,995.0,0.0,821.2,814.1,894.0
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_shortwave_radiation_wm2_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_temp_c,136,1.0,136,15.30934736463761,31.338250308566646,0.0,25.455096817016624,25.72743441263837,25.853128687540714
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_temp_c_before,136,1.0,38,14.814721679687525,31.142968750000023,0.0,25.436242675781273,25.547021484375023,27.123254394531273
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_temp_c_after,136,1.0,38,16.032678222656273,31.620568847656273,0.0,26.9445739746094,27.123254394531273,28.652612304687523
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_temp_c_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_direction_deg,136,1.0,136,1.503899482822244,352.43933747943237,0.0,323.0606214500075,331.4647245820684,335.3435414122504
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_direction_deg_before,136,1.0,38,7.272257121343063,346.5351712433054,0.0,322.4787989254802,346.5351712433054,24.378430984902803
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_direction_deg_after,136,1.0,38,7.272257121343063,347.8898239519564,0.0,9.024600887663848,24.378430984902803,67.36404237982921
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_direction_deg_interpolation_method,136,0.0,0,,,0.0,CIRCULAR_SHORTEST_ARC,,
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_speed_10m_ms,136,1.0,136,0.3877127233451385,6.021027410657147,0.0,0.6490487115754121,0.6517341175997935,0.6529735357648926
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_speed_10m_ms_before,136,1.0,38,0.3708334007167827,6.047498191176703,0.0,0.6488627988506472,0.8405087317876685,0.9661495437695788
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_speed_10m_ms_after,136,1.0,38,0.3708334007167827,6.047498191176703,0.0,0.6637358168318364,0.9661495437695788,0.8305739950461376
weather/output/performance_grade_hrrr_forecast_alignment.csv,forecast_wind_speed_10m_ms_interpolation_method,136,0.0,0,,,0.0,LINEAR,,
weather/output/hrrr_ims_2020_2024_features.csv,date,259,1.0,5,20200815.0,20240518.0,1.0,20200815,20210522,20220521
weather/output/hrrr_ims_2020_2024_features.csv,cycle_time_utc,259,0.0,0,,,1.0,2020-08-15 11:00:00+00:00,2020-08-15 12:00:00+00:00,2020-08-15 13:00:00+00:00
weather/output/hrrr_ims_2020_2024_features.csv,forecast_hour,259,1.0,4,0.0,3.0,0.0,0,1,2
weather/output/hrrr_ims_2020_2024_features.csv,valid_time_utc,259,0.0,0,,,1.0,2020-08-15 11:00:00+00:00,2020-08-15 12:00:00+00:00,2020-08-15 13:00:00+00:00
weather/output/hrrr_ims_2020_2024_features.csv,ims_lat,259,1.0,1,39.795,39.795,0.0,39.795,,
weather/output/hrrr_ims_2020_2024_features.csv,ims_lon,259,1.0,1,-86.234,-86.234,0.0,-86.234,,
weather/output/hrrr_ims_2020_2024_features.csv,TMP_2m,259,1.0,259,284.85430908203125,304.77056884765625,0.0,291.45196533203125,292.1769714355469,294.4393615722656
weather/output/hrrr_ims_2020_2024_features.csv,DPT_2m,259,1.0,256,278.2483673095703,294.1794128417969,0.0,290.9431457519531,291.1515808105469,291.7333679199219
weather/output/hrrr_ims_2020_2024_features.csv,UGRD_10m,259,1.0,259,-4.137439727783203,5.6493072509765625,0.0,-0.1857166290283203,-0.1237812042236328,-0.4721364974975586
weather/output/hrrr_ims_2020_2024_features.csv,VGRD_10m,259,1.0,259,-5.846250534057617,5.888986587524414,0.0,-0.5439281463623047,-0.4489631652832031,-0.2118873596191406
weather/output/hrrr_ims_2020_2024_features.csv,GUST_surface,259,1.0,259,0.6097642853856087,12.174466572701933,0.0,0.8323556799441576,0.8391860835254192,0.9808868989348412
weather/output/hrrr_ims_2020_2024_features.csv,PRES_surface,259,1.0,107,98400.0,100350.0,0.0,98740.0,98780.0,98870.0
weather/output/hrrr_ims_2020_2024_features.csv,TCDC_atmosphere,259,1.0,73,0.0,100.0,0.0,1.375,0.0,2.75
weather/output/hrrr_ims_2020_2024_features.csv,DSWRF_surface,259,1.0,229,0.0,1004.0,0.0,0.0,133.9,332.40000000000003
weather/output/hrrr_ims_2020_2024_features.csv,temp_c,259,1.0,259,11.704309082031273,31.620568847656273,0.0,18.301965332031273,19.026971435546898,21.289361572265648
weather/output/hrrr_ims_2020_2024_features.csv,dewpoint_c,259,1.0,256,5.098367309570335,21.029412841796898,0.0,17.793145751953148,18.001580810546898,18.583367919921898
weather/output/hrrr_ims_2020_2024_features.csv,relative_humidity_pct,259,1.0,259,28.76036114509516,97.56265688681623,0.0,96.85316355929983,93.78119804067504,84.56797387576262
weather/output/hrrr_ims_2020_2024_features.csv,wind_speed_10m_ms,259,1.0,259,0.14268966862414587,6.214506266287915,0.0,0.5747595103195557,0.46571419379289425,0.517502778191222
weather/output/hrrr_ims_2020_2024_features.csv,wind_direction_deg,259,1.0,259,2.6635072897549454,352.0407275270673,0.0,18.8517499965271,15.413776041681583,65.8302146296024
weather/output/hrrr_ims_2020_2024_features.csv,pressure_hpa,259,1.0,107,984.0,1003.5,0.0,987.4,987.8,988.7
weather/output/hrrr_ims_2020_2024_features.csv,gust_ms,259,1.0,259,0.6097642853856087,12.174466572701933,0.0,0.8323556799441576,0.8391860835254192,0.9808868989348412
weather/output/hrrr_ims_2020_2024_features.csv,cloud_cover_pct,259,1.0,73,0.0,100.0,0.0,1.375,0.0,2.75
weather/output/hrrr_ims_2020_2024_features.csv,shortwave_radiation_wm2,259,1.0,229,0.0,1004.0,0.0,0.0,133.9,332.40000000000003
weather/output/hrrr_ims_2020_2024_features.csv,forecast_lead_hours,259,1.0,4,0.0,3.0,0.0,0.0,1.0,2.0
