year,original_url,final_url,local_file,success,recovery_method,valid_pdf_signature,bytes,attempt_count,attempt_log
2023,https://www.imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf,https://www.imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,True,CURL_INSECURE,True,842277,6,"[{""url"": ""https://imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf"", ""method"": ""PYTHON_HTTPS"", ""success"": false, ""error"": ""<HTTPError 404: 'Not Found'>""}, {""url"": ""https://www.imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf"", ""method"": ""PYTHON_HTTPS"", ""success"": false, ""error"": ""URLError(SSLCertVerificationError(1, \""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.imscdn.com'. (_ssl.c:1081)\""))""}, {""url"": ""https://imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf"", ""method"": ""CURL"", ""success"": false, ""error"": ""curl: (56) The requested URL returned error: 404""}, {""url"": ""https://www.imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf"", ""method"": ""CURL"", ""success"": false, ""error"": ""curl: (60) SSL: no alternative certificate subject name matches target host name 'www.imscdn.com'\nMore details here: https://curl.se/docs/sslcerts.html\n\ncurl failed to verify the legitimacy of the server and therefore could not\nestablish a secure connection to it. To learn more about this situation and\nhow to fix it, please visit the web page mentioned above.""}, {""url"": ""https://imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf"", ""method"": ""CURL_INSECURE"", ""success"": false, ""error"": ""curl: (56) The requested URL returned error: 404""}, {""url"": ""https://www.imscdn.com/INDYCAR/Documents/6200/2023-05-19/indycar-results-p5.pdf"", ""method"": ""CURL_INSECURE"", ""success"": true, ""error"": """"}]"
2024,https://www.imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf,https://www.imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,True,CURL_INSECURE,True,841941,6,"[{""url"": ""https://imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf"", ""method"": ""PYTHON_HTTPS"", ""success"": false, ""error"": ""<HTTPError 404: 'Not Found'>""}, {""url"": ""https://www.imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf"", ""method"": ""PYTHON_HTTPS"", ""success"": false, ""error"": ""URLError(SSLCertVerificationError(1, \""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.imscdn.com'. (_ssl.c:1081)\""))""}, {""url"": ""https://imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf"", ""method"": ""CURL"", ""success"": false, ""error"": ""curl: (56) The requested URL returned error: 404""}, {""url"": ""https://www.imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf"", ""method"": ""CURL"", ""success"": false, ""error"": ""curl: (60) SSL: no alternative certificate subject name matches target host name 'www.imscdn.com'\nMore details here: https://curl.se/docs/sslcerts.html\n\ncurl failed to verify the legitimacy of the server and therefore could not\nestablish a secure connection to it. To learn more about this situation and\nhow to fix it, please visit the web page mentioned above.""}, {""url"": ""https://imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf"", ""method"": ""CURL_INSECURE"", ""success"": false, ""error"": ""curl: (56) The requested URL returned error: 404""}, {""url"": ""https://www.imscdn.com/INDYCAR/Documents/6380/2024-05-17/indycar-results-p5.pdf"", ""method"": ""CURL_INSECURE"", ""success"": true, ""error"": """"}]"
