record_type,fused_decision_id,feasible_action,regime,reconciliation_status,source_decision_id,source_file,reason
ACTION,DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_86_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_10_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_10_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_10_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_11_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_11_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_11_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_14_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_14_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_14_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_27_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_27_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_27_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_44_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_44_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2023_44_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,LAST_CHANCE::2021_24_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_24_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_24_POST_GUARANTEED_BREAK,WITHDRAW_AND_REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_24_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_12_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_12_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_12_POST_GUARANTEED_BREAK,WITHDRAW_AND_REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_12_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_16_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_16_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_16_POST_GUARANTEED_BREAK,WITHDRAW_AND_REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_16_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_75_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_75_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_75_POST_GUARANTEED_BREAK,REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_75_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_11_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_11_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2021_11_POST_GUARANTEED_BREAK,REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2021_11_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_45_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_45_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_45_POST_GUARANTEED_BREAK,WITHDRAW_AND_REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_45_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_51_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_51_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_51_POST_GUARANTEED_BREAK,WITHDRAW_AND_REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_51_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_15_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_15_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_15_POST_GUARANTEED_BREAK,WITHDRAW_AND_REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_15_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_30_POST_GUARANTEED_BREAK,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_30_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2023_30_POST_GUARANTEED_BREAK,REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2023_30_POST_GUARANTEED_BREAK,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2024_18_FINAL_DECISION,STOP,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2024_18_FINAL_DECISION,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
ACTION,LAST_CHANCE::2024_18_FINAL_DECISION,REATTEMPT,LAST_CHANCE,ADDED_IN_R4F8C_LAST_CHANCE_EXTENSION,2024_18_FINAL_DECISION,r4/output/r4lc5e_last_chance_fused_interface_v2.csv,Action allowed by frozen Last Chance protected/unprotected result semantics
