year,reference_definition,common_support_n,correlation,loo_mae_mph,raw_residual_std_mph,model_role
2023,MIXED_CANONICAL,34,0.8734874786135345,0.5508060201811669,0.7009337120066734,DEVELOPMENT
2023,GENERAL_ONLY,34,0.8713356370613327,0.5715880915175705,0.6956620623485872,DEVELOPMENT
2024,MIXED_CANONICAL,34,0.7409660021655277,0.5968340422073289,0.8447955468885814,VALIDATION_ONLY
2024,GENERAL_ONLY,34,0.7660723626751642,0.5679882776883616,0.8310283130200765,VALIDATION_ONLY
