year,driver_name,driver_key,car_number,reference_speed_mph,reference_type,reference_priority,source_quality,source_type,source_url,source_file,extraction_method,model_role,provenance_note,pdf_position,pdf_lap_time
2021,Scott Dixon,scott dixon,9,233.302,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,1,00:38.5766
2021,Colton Herta,colton herta,26,232.784,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,2,00:38.6624
2021,Tony Kanaan,tony kanaan,48,232.69,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,3,00:38.6781
2021,Marcus Ericsson,marcus ericsson,8,232.531,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,4,00:38.7045
2021,Alex Palou,alex palou,10,232.155,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,5,00:38.7672
2021,Pato O'Ward,pato o ward,5,232.034,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,6,00:38.7874
2021,Alexander Rossi,alexander rossi,27,231.863,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,7,00:38.8160
2021,Takuma Sato,takuma sato,30,231.598,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,8,00:38.8604
2021,Ed Jones,ed jones,18,231.569,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,9,00:38.8653
2021,Ryan Hunter-Reay,ryan hunter reay,28,231.539,GENERAL_FAST_FRIDAY_BEST_SPEED,1,HIGH,OFFICIAL_TIMING_PDF_ARCHIVE,https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf,r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf,PDFTOTEXT,CORE_DEVELOPMENT,2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result.,10,00:38.8703
