path,file_type,dataset_rows,field,nonempty_count,unique_nonempty_count,example_values
year_coverage_audit.csv,csv,5,live_leaderboard_reconstructable,5,3,partial | yes | no
r4/output/r4lc4_last_chance_repeat_group_summary_v1.csv,csv,13,position_finish_values,13,9,72;73 | 32 | 33 | 31 | 74;75
r4/output/r4f1_day1_fused_interface_v1.csv,csv,138,later_attempt_count,138,4,1 | 0 | 2 | 3
r4/output/r4f1_day1_fused_interface_v1.csv,csv,138,current_rank,79,23,5 | 9 | 18 | 1 | 12
r4/output/r4f1_day1_fused_interface_v1.csv,csv,138,benchmark_type,138,2,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT
r4/output/r4f1_day1_fused_interface_v1.csv,csv,138,benchmark_rank,138,2,9 | 12
r4/output/r4f1_day1_fused_interface_v1.csv,csv,138,benchmark_speed_mph,50,23,230.254000 | 230.539000 | 230.472000 | 227.099000 | 228.880000
r4/output/r4f1_day1_fused_interface_v1.csv,csv,138,margin_to_benchmark_mph,50,47,0.000000 | -1.385000 | -0.443000 | -1.636000 | 2.388000
r4/output/r4f8a_action_mc_candidate_files_v1.csv,csv,42,benchmark_columns,42,5,4 | 0 | 3 | 2 | 1
r4/output/r4f8a_action_mc_candidate_files_v1.csv,csv,42,rank_columns,42,3,2 | 0 | 1
r4/output/r4lc2c_bundle_endpoint_hits_v1.csv,csv,433,position,433,433,73945 | 74119 | 74717 | 74761 | 74784
r4/output/r4f6k_2021_fast_friday_general_reference_rows_v1.csv,csv,35,pdf_position,35,35,1 | 2 | 3 | 4 | 5
r4/output/r4f6g_fast_friday_all_reference_evidence_v1.csv,csv,81,pdf_position,68,34,14 | 1 | 12 | 7 | 33
r4/output/r4f8e_reconstructed_action_numeric_interface_v1.csv,csv,170,current_rank,170,23,9 | 18 | 12 | 1 | 3
r4/output/r4f8e_reconstructed_action_numeric_interface_v1.csv,csv,170,benchmark_type,170,3,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT | LAST_CHANCE_SURVIVAL_BUBBLE
r4/output/r4f8e_reconstructed_action_numeric_interface_v1.csv,csv,170,benchmark_rank,170,3,9 | 12 | 3
r4/output/r4f8e_reconstructed_action_numeric_interface_v1.csv,csv,170,benchmark_speed_mph,170,26,230.254000 | 230.539000 | 230.472000 | 227.099000 | 228.880000
r4/output/r4f8e_reconstructed_action_numeric_interface_v1.csv,csv,170,margin_to_benchmark_mph,164,52,0.000000 | -1.385000 | -0.443000 | -1.636000 | 2.388000
r4/output/r4f8e_reconstructed_action_numeric_interface_v1.csv,csv,170,decision_state_leaderboard_context,170,60,DAY1|CURRENT_RANK=9|CURRENT_BEST_MPH=230.254|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.254|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=18|CURRENT_BEST_MPH=229.154|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.539|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=12|CURRENT_BEST_MPH=229.811|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.254|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=18|CURRENT_BEST_MPH=228.836|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.472|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=9|CURRENT_BEST_MPH=227.099|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=227.099|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT
r4/output/r4f8h_c_cutoff_completion_sensitivity_policy_v1.csv,csv,7,existing_grid_completion_rate,7,5,0.0 | 0.25 | 0.5 | 0.75 | 1.0
r4/output/r4f4b_repeat_residual_temporal_position_audit_v2.csv,csv,40,temporal_position,40,2,AFTER_ALL_DEVELOPMENT_DECISIONS | NO_DEVELOPMENT_DECISION_TIMES
r4/output/r4f8f_wait_support_summary_v1.csv,csv,6,completion_before_cutoff_status,6,2,NOT_APPLICABLE_NO_ATTEMPT | REQUIRES_LATER_SEPARATE_POLICY_AND_SESSION_REMAINING_INPUT
r4/output/r4f6g_fast_friday_all_reference_evidence_v2.csv,csv,81,pdf_position,68,34,1 | 2 | 3 | 4 | 5
r4/output/r4f4b_repeat_residual_temporal_position_audit_v1.csv,csv,40,temporal_position,40,2,AFTER_ALL_DEVELOPMENT_DECISIONS | NO_DEVELOPMENT_DECISION_TIMES
r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,148,current_rank,89,23,5 | 9 | 18 | 1 | 12
r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,148,benchmark_type,148,3,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT | LAST_CHANCE_SURVIVAL_BUBBLE
r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,148,benchmark_rank,138,2,9 | 12
r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,148,benchmark_speed_mph,60,26,230.254000 | 230.539000 | 230.472000 | 227.099000 | 228.880000
r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,148,margin_to_benchmark_mph,57,52,0.000000 | -1.385000 | -0.443000 | -1.636000 | 2.388000
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,current_rank,60,23,9 | 18 | 12 | 1 | 3
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,current_best_rank,60,23,9 | 18 | 12 | 1 | 3
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,benchmark_type,60,3,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT | LAST_CHANCE_SURVIVAL_BUBBLE
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,benchmark_rank,60,3,9 | 12 | 3
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,benchmark_rank_basis,60,2,DIRECT_SOURCE_FIELD | FROZEN_LAST_CHANCE_TOP_THREE_CONTRACT
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,benchmark_speed_mph,60,26,230.254000 | 230.539000 | 230.472000 | 227.099000 | 228.880000
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,margin_to_benchmark_mph,57,52,0.000000 | -1.385000 | -0.443000 | -1.636000 | 2.388000
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,decision_state_leaderboard_context,60,60,DAY1|CURRENT_RANK=9|CURRENT_BEST_MPH=230.254|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.254|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=18|CURRENT_BEST_MPH=229.154|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.539|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=12|CURRENT_BEST_MPH=229.811|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.254|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=18|CURRENT_BEST_MPH=228.836|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=230.472|QUALIFICATION_STATE=CURRENTLY_OUTSIDE_ADVANCEMENT | DAY1|CURRENT_RANK=9|CURRENT_BEST_MPH=227.099|BENCHMARK=FAST_NINE_ADVANCEMENT|BENCHMARK_RANK=9|BENCHMARK_MPH=227.099|QUALIFICATION_STATE=CURRENTLY_INSIDE_ADVANCEMENT
r4/output/r4f8e_reconstructed_decision_numeric_state_v1.csv,csv,60,leaderboard_context_quality,60,4,SOURCE_DECISION_STATE | FROZEN_LAST_CHANCE_STATE_MEDIUM | FROZEN_LAST_CHANCE_STATE_LOW | FROZEN_LAST_CHANCE_STATE_HIGH
r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,csv,104,session_elapsed_minutes,104,102,0.0 | 10.833333333333334 | 15.833333333333334 | 20.0 | 25.0
r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,148,current_rank,89,23,5 | 9 | 18 | 1 | 12
r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,148,benchmark_type,148,3,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT | LAST_CHANCE_SURVIVAL_BUBBLE
r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,148,benchmark_rank,138,2,9 | 12
r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,148,benchmark_speed_mph,60,26,230.254000 | 230.539000 | 230.472000 | 227.099000 | 228.880000
r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,148,margin_to_benchmark_mph,57,52,0.000000 | -1.385000 | -0.443000 | -1.636000 | 2.388000
r4/output/r4f8f_wait_evidence_mapping_v1.csv,csv,11,disposition,11,6,ADOPTED | SANITY_CHECK_ONLY | DEFERRED_COMPLETION_COMPONENT | REJECTED_FOR_F8F_CALIBRATION | REJECTED_AS_INDEPENDENT_EVIDENCE
r4/output/r4f6j_missing_fast_friday_reference_evidence_v1.csv,csv,108,pdf_position,100,34,6 | 9 | 33 | 16 | 13
r4/output/r4f6j_candidate_expanded_fast_friday_reference_panel_v1.csv,csv,171,pdf_position,150,34,6 | 9 | 33 | 16 | 13
r4/output/r4lc5d_last_chance_decision_opportunity_panel_v1.csv,csv,10,current_rank_within_last_chance,10,5,1 | 2 | 3 | 4 | 5
r4/output/r4f6k_expanded_fast_friday_canonical_panel_v1.csv,csv,202,pdf_position,181,35,6 | 9 | 33 | 16 | 13
r4/output/r4lc4_last_chance_attempt_candidates_v1.csv,csv,15,position_finish_raw,15,11,72 | 73 | 32 | 33 | 31
r4/output/r4lc4_last_chance_attempt_candidates_v1.csv,csv,15,elapsed_time_raw,15,15,02:38.0256 | 02:38.1831 | 02:37.2905 | 02:37.6504 | 02:37.0982
r4/output/r4p2_multi_run_transitions_v1.csv,csv,92,elapsed_between_performance_observations_min,40,38,140.083333 | 125.083333 | 122.583333 | 287.583333 | 160.916667
r4/output/r4p2_multi_run_transitions_v1.csv,csv,92,elapsed_semantic,92,1,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT
r4/output/r4f8b_final_mc_action_expansion_v1.csv,csv,150,current_rank,150,23,9 | 18 | 12 | 1 | 3
r4/output/r4f8b_final_mc_action_expansion_v1.csv,csv,150,benchmark_type,150,2,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT
r4/output/r4f8b_final_mc_action_expansion_v1.csv,csv,150,benchmark_rank,150,2,9 | 12
r4/output/r4f8b_final_mc_action_expansion_v1.csv,csv,150,benchmark_speed_mph,150,23,230.254 | 230.539 | 230.472 | 227.099 | 228.88
r4/output/r4lc2e_results_api_endpoints_v1.csv,csv,11,first_position,11,11,508085 | 492037 | 508931 | 490070 | 513019
r4/output/r4lc3_last_chance_official_records_v1.csv,csv,15,ElapsedTime,15,15,02:37.0982 | 02:37.2905 | 02:37.6504 | 02:38.0256 | 02:38.1831
r4/output/r4lc3_last_chance_official_records_v1.csv,csv,15,PositionFinish,15,11,31 | 32 | 33 | 72 | 73
r4/output/r4lc3_last_chance_official_records_v1.csv,csv,15,PositionStart,0,0,
r4/output/r4f6k_fast_friday_quarantine_v1.csv,csv,1,pdf_position,1,1,34
r4/output/r4f6g_canonical_fast_friday_reference_panel_v1.csv,csv,69,pdf_position,56,32,13 | 5 | 11 | 16 | 10
r4/output/r4f8h_a_action_readiness_v1.csv,csv,170,cutoff_completion_ready,170,1,False
r4/output/r4f8h_a_action_readiness_v1.csv,csv,170,pre_mc_core_ready_except_cutoff,170,2,True | False
r4/output/r4f6g_canonical_fast_friday_reference_panel_v2.csv,csv,71,pdf_position,58,32,20 | 14 | 16 | 15 | 34
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,csv,9,utility_rank,9,3,3 | 1 | 2
r4/output/r4lc2e_results_api_endpoint_context_v1.csv,csv,24,position,24,24,484837 | 491536 | 484838 | 491537 | 485443
r4/output/r4f0b_day1_join_source_candidates_v1.csv,csv,350,current_rank_fields,2,2,current_rank | rank_before
r4/output/r4f0b_day1_join_source_candidates_v1.csv,csv,350,benchmark_fields,5,1,cutoff_speed_mph
r4/output/r4f8g_decision_predictive_uncertainty_state_v1.csv,csv,60,observed_field_mean_residual_mph,54,52,-0.775857142857 | -0.896695652174 | -0.736000000000 | -0.815761904762 | -0.666375000000
r4/output/r4f8g_decision_predictive_uncertainty_state_v1.csv,csv,60,future_outcome_or_leaderboard_used,60,1,False
r4/output/r4p2_environment_linked_transitions_v1.csv,csv,39,elapsed_between_performance_observations_min,39,37,140.083333 | 125.083333 | 122.583333 | 287.583333 | 160.916667
r4/output/r4p2_environment_linked_transitions_v1.csv,csv,39,elapsed_semantic,39,1,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT
r4/output/r4f6k_expanded_fast_friday_all_evidence_v1.csv,csv,214,pdf_position,193,35,6 | 9 | 33 | 16 | 13
r4/output/r4f0_day1_source_candidates_v1.csv,csv,45,has_rank,45,2,True | False
r4/output/r4f0_day1_source_candidates_v1.csv,csv,45,has_benchmark,45,1,False
r4/output/r4f0_day1_source_candidates_v1.csv,csv,45,benchmark_fields,0,0,
r4/output/r4f0_day1_source_candidates_v1.csv,csv,45,rank_fields,2,2,observed_proxy_time_rank;observed_proxy_time_rank_fraction | utility_rank
r4/output/r4lc5e_last_chance_fused_interface_v1.csv,csv,10,current_rank,10,5,1 | 2 | 3 | 4 | 5
r4/output/r4lc5e_last_chance_fused_interface_v1.csv,csv,10,benchmark_type,10,1,LAST_CHANCE_SURVIVAL_BUBBLE
r4/output/r4lc5e_last_chance_fused_interface_v1.csv,csv,10,benchmark_speed_mph,10,3,228.353000 | 229.159000 | 229.974000
r4/output/r4lc5e_last_chance_fused_interface_v1.csv,csv,10,margin_to_benchmark_mph,7,6,0.803000 | 0.523000 | 0.000000 | 0.490000 | 0.390000
r4/output/r4f7v1_2024_online_calibration_trace_v1.csv,csv,6,observed_past_field_mean_residual_mph,5,5,-0.2909999999999968 | 0.5185000000000031 | 0.4480000000000075 | 0.35550000000000637 | 0.14340000000000258
r4/output/r4f8h_a_decision_readiness_v1.csv,csv,60,rank_available,60,1,True
r4/output/r4f8h_a_decision_readiness_v1.csv,csv,60,benchmark_speed_available,60,1,True
r4/output/r4f8h_a_decision_readiness_v1.csv,csv,60,benchmark_rank_available,60,1,True
r4/output/r4p1_first_run_order_panel_v1.csv,csv,150,observed_proxy_time_rank,83,33,1 | 2 | 3 | 4 | 5
r4/output/r4p1_first_run_order_panel_v1.csv,csv,150,observed_proxy_time_rank_fraction,83,71,0.000000 | 0.037037 | 0.074074 | 0.111111 | 0.148148
r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,csv,50,current_rank,50,23,9 | 18 | 12 | 1 | 3
r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,csv,50,benchmark_type,50,2,FAST_NINE_ADVANCEMENT | TOP_12_ADVANCEMENT
r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,csv,50,benchmark_rank,50,2,9 | 12
r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,csv,50,benchmark_speed_mph,50,23,230.254000 | 230.539000 | 230.472000 | 227.099000 | 228.880000
r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,csv,50,margin_to_benchmark_mph,50,47,0.000000 | -1.385000 | -0.443000 | -1.636000 | 2.388000
r4/output/r4lc5e_last_chance_fused_interface_v2.csv,csv,10,current_rank,10,5,1 | 2 | 3 | 4 | 5
r4/output/r4lc5e_last_chance_fused_interface_v2.csv,csv,10,benchmark_type,10,1,LAST_CHANCE_SURVIVAL_BUBBLE
r4/output/r4lc5e_last_chance_fused_interface_v2.csv,csv,10,benchmark_speed_mph,10,3,228.353000 | 229.159000 | 229.974000
r4/output/r4lc5e_last_chance_fused_interface_v2.csv,csv,10,margin_to_benchmark_mph,7,6,0.803000 | 0.523000 | 0.000000 | 0.490000 | 0.390000
data/canonical/v1/decision_state_features.csv,csv,0,provisional_rank_before,0,0,
data/canonical/v1/decision_state_features.csv,csv,0,top12_cutoff_speed_mph,0,0,
data/canonical/v1/decision_state_features.csv,csv,0,bump_cutoff_speed_mph,0,0,
data/canonical/v1/decision_state_features.csv,csv,0,margin_to_bump_cutoff_mph,0,0,
data/canonical/v1/decision_state_features.csv,csv,0,session_elapsed_seconds,0,0,
data/canonical/v1/decision_state_features.csv,csv,0,leaderboard_state_complete,0,0,
data/canonical/v1/field_evidence_links.csv,csv,133138,conflict_disposition,133138,3,PRIMARY | SUPERSEDED | CORROBORATING
data/canonical/v1/sources.csv,csv,25,source_priority_rank,25,5,1 | 2 | 3 | 4 | 5
weather/output/r3b_future_environment_scenarios_v1.csv,csv,32,elapsed_time_used_as_track_evolution,32,1,False
weather/output/queue_wait_run_duration_reference_v1.csv,csv,6,cutoff_feasibility_component,6,1,True
weather/output/queue_rescue_2022_candidate_adjudication_v1.csv,csv,3,queue_position,3,2,UNKNOWN | FRONT
weather/output/queue_rescue_2022_external_queue_order_evidence_v1.csv,csv,4,queue_position,4,1,UNKNOWN
weather/output/r3b4_monte_carlo_action_envelope_v1.csv,csv,288,predecision_current_rank,288,2,15 | UNKNOWN
weather/output/r3b4_monte_carlo_action_envelope_v1.csv,csv,288,predecision_cutoff_rank,288,2,12 | UNKNOWN
weather/output/r3b4_monte_carlo_action_envelope_v1.csv,csv,288,predecision_cutoff_speed_mph,288,1,UNKNOWN
weather/output/r3b4_monte_carlo_action_envelope_v1.csv,csv,288,rank_outcome_probability_available,288,1,False
weather/output/official_lane_queue_live_resource_registry_v1.csv,csv,22,leaderboard_fields_present,22,2,YES | NO
weather/output/official_lane_queue_live_resource_registry_v1.csv,csv,22,rank_fields_present,22,2,YES | NO
weather/output/official_lane_queue_live_resource_registry_v1.csv,csv,22,cutoff_fields_present,22,1,NO
weather/output/interruption_track_state_identifiability_2022_v1.csv,csv,1,elapsed_time_as_track_evolution,1,1,PROHIBITED
weather/output/decision_time_observable_state_v4_final.csv,csv,8,predecision_current_rank,8,2,15 | UNKNOWN
weather/output/decision_time_observable_state_v4_final.csv,csv,8,predecision_rank_lower_bound,8,2,15 | UNKNOWN
weather/output/decision_time_observable_state_v4_final.csv,csv,8,predecision_rank_upper_bound,8,2,15 | UNKNOWN
weather/output/decision_time_observable_state_v4_final.csv,csv,8,predecision_cutoff_rank,8,2,12 | UNKNOWN
weather/output/decision_time_observable_state_v4_final.csv,csv,8,predecision_cutoff_speed_mph,8,1,UNKNOWN
weather/output/decision_time_observable_state_v4_final.csv,csv,8,predecision_queue_position,8,1,UNKNOWN
weather/output/decision_time_observable_state_v4_final.csv,csv,8,elapsed_time_as_track_evolution,8,1,PROHIBITED
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,csv,1,queue_position_known,1,1,False
weather/output/tire_thermal_pressure_identifiability_2022_v1.csv,csv,1,elapsed_time_can_imply_thermal_state,1,1,False
weather/output/queue_wait_latest_withdraw_reference_v1.csv,csv,16,session_cutoff_utc,16,1,2024-05-18T21:50:00+00:00
weather/output/r3b_simulator_input_pack_v1.csv,csv,8,predecision_current_rank,8,2,15 | UNKNOWN
weather/output/r3b_simulator_input_pack_v1.csv,csv,8,predecision_cutoff_rank,8,2,12 | UNKNOWN
weather/output/r3b_simulator_input_pack_v1.csv,csv,8,predecision_cutoff_speed_mph,8,1,UNKNOWN
weather/output/queue_wait_session_boundary_audit_v1.csv,csv,4,usable_for_hard_cutoff,4,2,True | False
weather/output/performance_context_features.csv,csv,136,leaderboard_state_complete,136,1,False
weather/output/official_api_record_semantics_records_v1.csv,csv,230,position_finish,230,59,1 | 2 | 3 | 4 | 5
weather/output/official_api_record_semantics_records_v1.csv,csv,230,position_start,0,0,
weather/output/official_api_record_semantics_records_v1.csv,csv,230,elapsed_time,230,226,02:35.6078 | 02:35.6217 | 02:35.6638 | 02:35.7126 | 02:35.7396
weather/output/chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,csv,1,queue_position,1,1,UNKNOWN
weather/output/official_day1_results_attempt_rows_v1.csv,csv,320,elapsed_time,312,310,02:35.6078 | 02:35.6217 | 02:35.6638 | 02:35.7126 | 02:35.7396
weather/output/official_lane_queue_live_field_inventory_v1.csv,csv,924,position_signal,924,2,NO | YES
weather/output/official_lane_queue_live_field_inventory_v1.csv,csv,924,rank_signal,924,2,NO | YES
weather/output/official_lane_queue_live_field_inventory_v1.csv,csv,924,cutoff_signal,924,1,NO
weather/output/retain_withdraw_target_aware_profiles_v1.csv,csv,840,historical_leaderboard_target,840,1,False
weather/output/final_integrated_decision_compact_v1.csv,csv,480,cutoff_state,480,2,COMPLETION_FEASIBLE_UNDER_SCENARIO | CUTOFF_BLOCKED
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,csv,1,queue_position,1,1,UNKNOWN
weather/output/pit_service_identifiability_2022_v1.csv,csv,1,later_attempt_proves_repair,1,1,False
weather/output/unified_attempt_action_lane_ledger_v1.csv,csv,1,queue_position_known,1,1,False
weather/output/queue_wait_cutoff_feasibility_grid_v1.csv,csv,144,cutoff_margin_seconds,144,116,-155.77885000000003 | -157.36603000000002 | -158.10339999999997 | -162.93600000000004 | -755.7788499999999
weather/output/queue_wait_cutoff_feasibility_grid_v1.csv,csv,144,cutoff_margin_minutes,144,116,-2.596314166666667 | -2.622767166666667 | -2.635056666666666 | -2.7156000000000007 | -12.596314166666666
weather/output/queue_wait_cutoff_feasibility_grid_v1.csv,csv,144,completion_before_cutoff,144,2,False | True
weather/output/queue_wait_cutoff_feasibility_grid_v1.csv,csv,144,session_cutoff_utc,144,1,2024-05-18T21:50:00+00:00
weather/output/retain_withdraw_decision_semantics_v1.csv,csv,7,leaderboard_required,7,2,False | True
weather/output/decision_time_state_v2_input_schema_audit_v1.csv,csv,10,rank_column,1,1,rank
weather/output/decision_time_state_v2_input_schema_audit_v1.csv,csv,10,cutoff_column,1,1,cutoff_rank
weather/output/rubber_grip_identifiability_2022_v1.csv,csv,1,elapsed_time_as_track_evolution,1,1,PROHIBITED
weather/output/official_api_record_semantics_summary_v1.csv,csv,5,position_finish_comparable_count,5,3,59 | 44 | 34
weather/output/unified_attempt_action_lane_ledger_v2.csv,csv,2,queue_position_known,2,1,False
weather/output/unified_attempt_action_lane_ledger_v3.csv,csv,3,queue_position_known,3,1,False
weather/output/decision_time_observable_state_v3_provenance.csv,csv,10,rank,2,1,15
weather/output/decision_time_observable_state_v3_provenance.csv,csv,10,cutoff_rank,2,1,12
weather/output/queue_rescue_2022_repeat_pair_driver_summary_v1.csv,csv,8,direct_queue_position_candidates,8,2,0 | 4
weather/output/queue_wait_identifiability_2022_v1.csv,csv,1,queue_position_support,1,1,PARTIAL
weather/output/decision_time_state_v2_temporal_admissibility_audit_v1.csv,csv,12,rank,12,5,15 | 26 | 21 | 12 | UNKNOWN
weather/output/decision_time_state_v2_temporal_admissibility_audit_v1.csv,csv,12,cutoff_rank,7,1,12
weather/output/decision_time_observable_state_v2.csv,csv,8,current_rank,8,3,15 | UNKNOWN | 12
weather/output/decision_time_observable_state_v2.csv,csv,8,current_rank_lower_bound,8,3,15 | UNKNOWN | 12
weather/output/decision_time_observable_state_v2.csv,csv,8,current_rank_upper_bound,8,3,15 | UNKNOWN | 12
weather/output/decision_time_observable_state_v2.csv,csv,8,cutoff_rank,8,2,12 | UNKNOWN
weather/output/decision_time_observable_state_v2.csv,csv,8,cutoff_speed_mph,8,3,UNKNOWN | 231.607 | 231.708
weather/output/decision_time_observable_state_v2.csv,csv,8,queue_position,8,1,UNKNOWN
weather/output/decision_time_observable_state_v2.csv,csv,8,elapsed_time_as_track_evolution,8,1,PROHIBITED
weather/output/leaderboard_rescue_2022_external_temporal_evidence_v1.csv,csv,4,rank_before,4,3,15 | UNKNOWN | 12
weather/output/leaderboard_rescue_2022_external_temporal_evidence_v1.csv,csv,4,rank_after,4,3,21 | 12 | >=13
weather/output/leaderboard_rescue_2022_external_temporal_evidence_v1.csv,csv,4,cutoff_rank,4,1,12
weather/output/leaderboard_rescue_2022_external_temporal_evidence_v1.csv,csv,4,cutoff_speed_mph,4,1,UNKNOWN
weather/output/unified_attempt_action_lane_ledger_v7.csv,csv,7,queue_position_known,7,1,False
weather/output/unified_attempt_action_lane_ledger_v6.csv,csv,6,queue_position_known,6,1,False
weather/output/chronology_rescue_2022_castroneves_first_run_action_v1.csv,csv,0,queue_position_known,0,0,
weather/output/decision_time_observable_state_v3.csv,csv,8,predecision_current_rank,8,2,15 | UNKNOWN
weather/output/decision_time_observable_state_v3.csv,csv,8,predecision_rank_lower_bound,8,2,15 | UNKNOWN
weather/output/decision_time_observable_state_v3.csv,csv,8,predecision_rank_upper_bound,8,2,15 | UNKNOWN
weather/output/decision_time_observable_state_v3.csv,csv,8,predecision_cutoff_rank,8,2,12 | UNKNOWN
weather/output/decision_time_observable_state_v3.csv,csv,8,predecision_cutoff_speed_mph,8,1,UNKNOWN
weather/output/decision_time_observable_state_v3.csv,csv,8,predecision_queue_position,8,1,UNKNOWN
weather/output/decision_time_observable_state_v3.csv,csv,8,elapsed_time_as_track_evolution,8,1,PROHIBITED
weather/output/official_action_lane_leaderboard_fetch_audit_v1.csv,csv,10,elapsed_seconds,10,10,0.611 | 0.691 | 0.684 | 0.71 | 0.677
weather/output/queue_rescue_2022_repeat_pair_targeted_hits_v1.csv,csv,14,position_terms,8,1,front of the Lane 1 queue
weather/output/unified_attempt_action_lane_ledger_v4.csv,csv,4,queue_position_known,4,1,False
weather/output/unified_attempt_action_lane_ledger_v5.csv,csv,5,queue_position_known,5,1,False
weather/output/queue_requeue_evidence_ledger_v1.csv,csv,5,queue_position,5,2,FRONT | UNKNOWN
weather/output/queue_requeue_evidence_ledger_v1.csv,csv,5,existing_rank,5,2,15 | UNKNOWN
weather/output/chronology_rescue_2022_sato_required_reattempt_adjudication_v1.csv,csv,1,queue_position,1,1,UNKNOWN
weather/output/lane_rescue_2022_rossi_lane1_evidence_v2.csv,csv,1,exact_queue_position,1,1,UNKNOWN
weather/output/retain_withdraw_monte_carlo_scenario_results_v1.csv,csv,120,leaderboard_target_applied,120,1,False
weather/output/unified_attempt_action_lane_ledger_v8.csv,csv,8,queue_position_known,8,1,False
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,csv,10,rank,10,5,26 | 21 | 12 | UNKNOWN | 15
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,csv,10,rank_lower_bound,10,5,26 | 21 | 12 | 13 | NOT_APPLICABLE
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,csv,10,rank_upper_bound,10,5,26 | 21 | 12 | UNKNOWN | NOT_APPLICABLE
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,csv,10,cutoff_rank,10,2,12 | NOT_APPLICABLE
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,csv,10,cutoff_speed_mph,10,4,UNKNOWN | 231.607 | 231.708 | NOT_APPLICABLE
weather/output/decision_time_state_v3_transition_outcome_evidence.csv,csv,10,queue_position,10,3,NOT_APPLICABLE | FRONT | UNKNOWN
