year,session_regime,link_class,url
2021,LAST_ROW,RESULT_OR_REPORT,http://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row
2021,LAST_ROW,PDF,https://epaddock.indycar.com/docs/default-source/rules-regulations-and-policies/indycar-rulebook.pdf
2021,LAST_ROW,PDF,https://www.indycar.com/-/media/Files/Current-Schedule.pdf
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/Results
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/Results?type=driver
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/Results?type=season
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-arrow-forward
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-calendar
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-chevron-right
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-chevron-up
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-document-list
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-download
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-external-link
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-facebook
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-instagram
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-linkedin
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-threads
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-tiktok
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-x
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#icon-youtube
2021,LAST_ROW,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2021/105th-running-of-the-indianapolis-500/qualifications---last-row#skip-to-content-target
2023,LAST_CHANCE,RESULT_OR_REPORT,http://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance
2023,LAST_CHANCE,PDF,https://epaddock.indycar.com/docs/default-source/rules-regulations-and-policies/indycar-rulebook.pdf
2023,LAST_CHANCE,PDF,https://www.indycar.com/-/media/Files/Current-Schedule.pdf
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/Results
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/Results?type=driver
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/Results?type=season
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-arrow-forward
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-calendar
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-chevron-right
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-chevron-up
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-document-list
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-download
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-external-link
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-facebook
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-instagram
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-linkedin
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-threads
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-tiktok
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-x
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#icon-youtube
2023,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2023/107th-running-of-the-indianapolis-500/qualifications---last-chance#skip-to-content-target
2024,LAST_CHANCE,RESULT_OR_REPORT,http://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance
2024,LAST_CHANCE,PDF,https://epaddock.indycar.com/docs/default-source/rules-regulations-and-policies/indycar-rulebook.pdf
2024,LAST_CHANCE,PDF,https://www.indycar.com/-/media/Files/Current-Schedule.pdf
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/Results
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/Results?type=driver
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/Results?type=season
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-arrow-forward
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-calendar
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-chevron-right
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-chevron-up
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-document-list
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-download
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-external-link
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-facebook
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-instagram
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-linkedin
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-threads
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-tiktok
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-x
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#icon-youtube
2024,LAST_CHANCE,RESULT_OR_REPORT,https://www.indycar.com/results/ntt-indycar-series/2024/108th-running-of-the-indianapolis-500/qualifications---last-chance#skip-to-content-target
