horizon_min,model_name,pooled_loyo_rows,brier_score,log_loss,accuracy,balanced_accuracy,roc_auc
15,TRAIN_BASE_RATE,149,0.18094383724720448,0.5509673191757769,0.7718120805369127,0.5,0.3508951406649617
15,CURRENT_15M_SLOPE_SIGN,149,0.1799496644295302,0.5446960462770614,0.7181208053691275,0.7034526854219949,0.7187979539641944
15,CURRENT_30M_SLOPE_SIGN,149,0.19043624161073824,0.5683057905987978,0.7248322147651006,0.6560102301790282,0.6593350383631713
15,LOGISTIC_DIRECTION,149,0.19562338799982243,0.5789989516429663,0.7248322147651006,0.6042199488491049,0.6710997442455242
30,TRAIN_BASE_RATE,143,0.18879836463113767,0.5653920678384868,0.7482517482517482,0.5,0.4601505711318796
30,CURRENT_15M_SLOPE_SIGN,143,0.19973776223776224,0.5882220257880816,0.6853146853146853,0.642263759086189,0.6484942886812046
30,CURRENT_30M_SLOPE_SIGN,143,0.1993006993006993,0.5877628157564917,0.7062937062937062,0.6194184839044652,0.622533748701973
30,LOGISTIC_DIRECTION,143,0.13717864155623827,0.4225269460540169,0.7972027972027972,0.7262461059190031,0.8522845275181724
