year,driver_name,driver_key,car_number,attempt_id,attempt_index,speed_mph,time_utc,complete,valid,reference_speed_mph,reference_type,reference_model_role,reference_residual_mph
2024,Graham Rahal,graham rahal,15,b4791937-d75b-5408-8c3c-2a59daa81554,,230.233,,True,True,231.236,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.002999999999986
2024,Kyle Larson,kyle larson,17,b00ea2c4-0065-5682-8f57-f58c18792485,,232.563,,True,True,232.549,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,0.013999999999981583
2024,Nolan Siegel,nolan siegel,18,5f797729-5c3e-57f6-a678-7daba88cd24f,,228.276,,True,True,229.813,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.5369999999999777
2024,Nolan Siegel,nolan siegel,18,e91f9ace-30e9-55fa-9bfe-2167aa6c9e03,,226.621,,True,True,229.813,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-3.191999999999979
2024,Josef Newgarden,josef newgarden,2,c0840a65-4e3a-58d4-8c44-1af20af00863,,233.293,,True,True,234.063,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,-0.7699999999999818
2024,Ed Carpenter,ed carpenter,20,173091e2-e51e-57a9-abe8-450b15b29a25,,232.017,,True,True,232.547,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.5300000000000011
2024,Rinus VeeKay,rinus veekay,21,135b66b6-87b3-5cb3-ba14-d2d21ed2fa92,3,231.166,,True,True,233.08,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.9140000000000157
2024,Rinus VeeKay,rinus veekay,21,d8d8f4a5-fd52-51ca-bdc6-e2ddbea561ca,4,232.419,,True,True,233.08,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.6610000000000014
2024,Ryan Hunter-Reay,ryan hunter reay,23,0ea71424-032e-5cc5-8235-319c546b48b2,,231.695,,True,True,233.193,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.4980000000000189
2024,Ryan Hunter-Reay,ryan hunter reay,23,31b7c177-37e7-5f95-82da-58b902d61269,,232.385,,True,True,233.193,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.8080000000000211
2024,Conor Daly,conor daly,24,1af8c8bf-f788-56f3-81be-80e9e6e4c1af,,231.243,,True,True,230.952,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,0.2909999999999968
2024,Conor Daly,conor daly,24,368def8f-7a28-54d4-9393-3450cb254203,,231.09,,True,True,230.952,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,0.13800000000000523
2024,Colton Herta,colton herta,26,1918bf96-47b4-5e0b-afc4-1d3a7254a703,,232.316,,True,True,234.974,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-2.657999999999987
2024,Colton Herta,colton herta,26,2122fcb1-992b-5480-b45c-d7e48ddcf229,,232.236,,True,True,234.974,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-2.7379999999999995
2024,Kyle Kirkwood,kyle kirkwood,27,b8ca157e-4b17-5bdb-9141-e069ade27377,,232.764,,True,True,233.705,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.9410000000000025
2024,Marcus Ericsson,marcus ericsson,28,57d1f314-d70f-5dc5-8939-c39e7e310a5b,,230.603,,True,True,232.388,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.7849999999999966
2024,Marcus Ericsson,marcus ericsson,28,593951bf-c35d-57ed-99ba-3aca33173abf,,230.765,,True,True,232.388,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.6230000000000189
2024,Marcus Ericsson,marcus ericsson,28,6ff45585-fb1d-530f-9185-8b2474335069,,230.342,,True,True,232.388,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-2.0459999999999923
2024,Scott McLaughlin,scott mclaughlin,3,4440ce15-ba43-554c-842f-0116f2faf94b,,233.332,2024-05-18T15:05:43+00:00,True,True,233.623,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,-0.2909999999999968
2024,Pietro Fittipaldi,pietro fittipaldi,30,d1cffcb4-c7e0-5ec5-8fdb-d540dcba7eb3,,231.1,,True,True,231.586,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.4860000000000184
2024,Pietro Fittipaldi,pietro fittipaldi,30,e51bc773-d8e6-5354-b5a6-b655f74dd604,,230.874,,True,True,231.586,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.7120000000000175
2024,Christian Rasmussen,christian rasmussen,33,61d8f402-6fb4-5481-a6db-c58bf162a7ed,,231.682,,True,True,232.038,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.35600000000002296
2024,Kyffin Simpson,kyffin simpson,4,eedcdd73-d218-5ab6-a4d2-c18478503d31,,231.948,2024-05-18T15:10:30+00:00,True,True,230.62,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,1.328000000000003
2024,Sting Ray Robb,sting ray robb,41,a6f827ba-f7fd-5632-aa50-9e648038770a,,231.346,,True,True,233.042,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.695999999999998
2024,Sting Ray Robb,sting ray robb,41,f67e0165-0d7c-5cc9-9076-3a4e6354bcab,,231.826,,True,True,233.042,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.2160000000000082
2024,Christian Lundgaard,christian lundgaard,45,b0fea442-416e-5edd-88b3-b430ad75ba1a,,231.157,,True,True,232.57,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.4129999999999825
2024,Christian Lundgaard,christian lundgaard,45,bb305266-c60f-5f5b-b658-92109cb4b844,,231.465,,True,True,232.57,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.1049999999999898
2024,Pato O'Ward,pato o ward,5,0cb1b370-25ae-58b2-88a3-8d079ec339cc,,229.84,,True,True,233.043,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,-3.203000000000003
2024,Pato O'Ward,pato o ward,5,2c6a50e6-564c-5b01-bb51-6a1d93ae56d7,,231.833,,True,True,233.043,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,-1.210000000000008
2024,Pato O'Ward,pato o ward,5,592e992b-5103-52a6-b623-e25e826386bc,,232.434,,True,True,233.043,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,-0.6090000000000089
2024,Katherine Legge,katherine legge,51,aace8bfa-a08d-503d-b6f2-627ee9f4eb45,,230.83,,True,True,230.205,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,0.625
2024,Katherine Legge,katherine legge,51,f3afb84c-e701-50f7-aece-f715b96b5be0,,230.244,,True,True,230.205,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,0.03899999999998727
2024,Callum Ilott,callum ilott,6,411accca-4d36-5e24-a0fe-6db5a36714c5,,232.23,,True,True,233.136,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.9060000000000059
2024,Callum Ilott,callum ilott,6,5c278e99-19d1-5e85-8f4a-80b809055515,,231.728,,True,True,233.136,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.407999999999987
2024,Callum Ilott,callum ilott,6,fd5283e0-98dd-56b4-8731-1cdc87fbd6b9,,231.995,,True,True,233.136,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-1.1409999999999911
2024,Felix Rosenqvist,felix rosenqvist,60,61c1e429-5f49-5a6a-a7cd-58dfd7893778,,232.547,2024-05-18T17:35:09+00:00,True,True,233.252,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.7050000000000125
2024,Tom Blomqvist,tom blomqvist,66,bbf879f3-b407-5099-8ff9-3f4c67ad6bf7,,231.578,,True,True,232.246,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.6680000000000064
2024,Tom Blomqvist,tom blomqvist,66,f172d26d-2ebf-5b64-b109-6c83a2062894,,231.403,,True,True,232.246,GENERAL_FAST_FRIDAY_BEST_SPEED,VALIDATION_ONLY,-0.8430000000000177
2024,Alexander Rossi,alexander rossi,7,3072c6a1-a1c0-561e-a338-3e9b559cea21,1,232.962,2024-05-18T17:53:59+00:00,True,True,233.355,FOUR_LAP_QUALIFYING_SIM,VALIDATION_ONLY,-0.3930000000000007
