year,session_id,attempt_id,entry_key,car_number,driver_name,team_name,car_attempt_index,attempt_class,result_status,result_counted_at_session_end,lane_action,four_lap_average_speed_mph,lap1_speed_mph,lap2_speed_mph,lap3_speed_mph,lap4_speed_mph,lap1_to_lap4_delta_mph,lap1_to_lap2_delta_mph,lap2_to_lap3_delta_mph,lap3_to_lap4_delta_mph,first_half_mean_mph,second_half_mean_mph,late_run_fade_mph,complete_four_lap_shape,complete_performance_record,car_attempt_order_quality,global_order_lower_bound,global_order_upper_bound,canonical_start_time_utc,canonical_end_time_utc,canonical_event_time_quality,time_evidence_class,time_point_utc,time_lower_utc,time_upper_utc,time_source,time_semantic,chronology_usable,environment_alignment_usable,hrrr_leakage_safe_available,ptsc_track_temp_available
2020,INDY500_DAY1_2020,00d1c34a-f916-5fa9-803b-2cc6962f2595,INDY500_DAY1_2020|CAR_1|1,1,Josef Newgarden,Team Penske,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.296000,230.431000,230.408000,230.316000,230.031000,-0.400000,-0.023000,-0.092000,-0.285000,230.419500,230.173500,-0.246000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:39:55Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,d8f3d4d6-6f33-5dbd-80ed-75cd29056b63,INDY500_DAY1_2020|CAR_1|1,1,Josef Newgarden,Team Penske,2,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,229.543000,,,,,,,,,,,False,False,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T18:06:35Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,INDY500_DAY1_2020|CAR_10|1,10,Felix Rosenqvist,Chip Ganassi Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.254000,230.639000,230.205000,230.153000,230.021000,-0.618000,-0.434000,-0.052000,-0.132000,230.422000,230.087000,-0.335000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T16:22:25Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,449bb30a-dc85-5fd4-bc68-156753bda025,INDY500_DAY1_2020|CAR_12|1,12,Will Power,Team Penske,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.701000,230.343000,229.769000,229.472000,229.225000,-1.118000,-0.574000,-0.297000,-0.247000,230.056000,229.348500,-0.707500,True,True,ORDERING_ONLY,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,317f7650-a81e-56a5-b488-2767d7046566,INDY500_DAY1_2020|CAR_12|1,12,"Power, Will",,2,C_SECTION_ONLY,UNKNOWN,,UNKNOWN,,229.268000,219.328000,230.028000,229.585000,0.317000,-9.940000,10.700000,-0.443000,224.298000,229.806500,5.508500,True,False,ORDERING_ONLY,,,,,ORDERING_ONLY,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,f0b1cd27-f6b6-51e1-b91c-159cdeca670d,INDY500_DAY1_2020|CAR_12|1,12,"Power, Will",,3,C_SECTION_ONLY,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,False,False,ORDERING_ONLY,,,,,ORDERING_ONLY,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,925bf85d-b3b8-58a5-b0a4-2df4955f2bb7,INDY500_DAY1_2020|CAR_12|1,12,Will Power,Team Penske,,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,230.028000,229.585000,228.660000,,,,,,,,,False,False,UNKNOWN,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,bbb6e306-5fe0-5643-8ab7-7f370f77a1fe,INDY500_DAY1_2020|CAR_12|1,12,Will Power,Team Penske,,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,229.268000,,,,,,,,,,,False,False,UNKNOWN,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,INDY500_DAY1_2020|CAR_14|1,14,Tony Kanaan,A.J. Foyt Enterprises,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.154000,229.920000,229.342000,228.860000,228.501000,-1.419000,-0.578000,-0.482000,-0.359000,229.631000,228.680500,-0.950500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T17:19:05Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,INDY500_DAY1_2020|CAR_15|1,15,Graham Rahal,Rahal Letterman Lanigan Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.822000,231.102000,230.876000,230.740000,230.572000,-0.530000,-0.226000,-0.136000,-0.168000,230.989000,230.656000,-0.333000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:00:45Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,59dbbaed-31a4-576f-ae4e-a507faf360c3,INDY500_DAY1_2020|CAR_15|1,15,Graham Rahal,Rahal Letterman Lanigan Racing,2,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,210.582000,,,,,,,,,,,False,False,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T19:26:40Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,1e794f15-e9b3-55c1-91a6-85cadd3ab366,INDY500_DAY1_2020|CAR_18|1,18,Santino Ferrucci,Dale Coyne Racing with Vasser-Sullivan,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.924000,230.455000,230.075000,229.588000,229.578000,-0.877000,-0.380000,-0.487000,-0.010000,230.265000,229.583000,-0.682000,True,True,ORDERING_ONLY,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,9a2e168d-3dda-5e76-8daf-588c20d91341,INDY500_DAY1_2020|CAR_20|1,20,Ed Carpenter,ECR,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.811000,231.390000,230.359000,229.894000,227.633000,-3.757000,-1.031000,-0.465000,-2.261000,230.874500,228.763500,-2.111000,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T16:27:25Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,893c5471-df02-55c0-946f-0af9d0a835d9,INDY500_DAY1_2020|CAR_20|1,20,Ed Carpenter,ECR,2,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,230.211000,230.734000,230.300000,230.233000,229.582000,-1.152000,-0.434000,-0.067000,-0.651000,230.517000,229.907500,-0.609500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T18:47:30Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,e132bf44-6808-5d6b-819c-a993af279439,INDY500_DAY1_2020|CAR_21|1,21,Rinus VeeKay,ECR,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,231.114000,231.789000,231.029000,230.888000,230.753000,-1.036000,-0.760000,-0.141000,-0.135000,231.409000,230.820500,-0.588500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:16:35Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,2fb75f25-92ad-5b41-90a1-3a1457ae8012,INDY500_DAY1_2020|CAR_22|1,22,Simon Pagenaud,Team Penske,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,228.836000,229.529000,229.229000,229.032000,227.563000,-1.966000,-0.300000,-0.197000,-1.469000,229.379000,228.297500,-1.081500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T17:09:06Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,63886d30-e3e7-575f-a896-d317da3b03c2,INDY500_DAY1_2020|CAR_22|1,22,Simon Pagenaud,Team Penske,2,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,229.326000,,,,,,,,,,,False,False,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T19:58:20Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,INDY500_DAY1_2020|CAR_24|1,24,Sage Karam,Dreyer & Reinbold Racing,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,227.099000,227.609000,227.267000,226.940000,226.583000,-1.026000,-0.342000,-0.327000,-0.357000,227.438000,226.761500,-0.676500,True,True,ORDERING_ONLY,,,,,UNKNOWN,APPROXIMATE_POINT,2020-08-15T15:49:55Z,,,performance_grade_attempt_timing.csv,APPROXIMATE_PERFORMANCE_TIME_PROXY_NOT_RUN_START,False,True,True,True
2020,INDY500_DAY1_2020,2d3ae29a-bc6b-5723-9247-439f79da15a6,INDY500_DAY1_2020|CAR_26|1,26,Zach Veach,Andretti Autosport,1,A_COMPLETE,VALID_RETAINED,true,UNKNOWN,229.961000,230.644000,230.071000,229.685000,229.447000,-1.197000,-0.573000,-0.386000,-0.238000,230.357500,229.566000,-0.791500,True,True,ORDERING_ONLY,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,ceaa8d7b-ed45-5e08-915d-df9fd734c673,INDY500_DAY1_2020|CAR_26|1,26,"Veach, Zach",,2,C_SECTION_ONLY,UNKNOWN,,UNKNOWN,,229.892000,227.155000,224.851000,230.225000,0.333000,-2.737000,-2.304000,5.374000,228.523500,227.538000,-0.985500,True,False,ORDERING_ONLY,,,,,ORDERING_ONLY,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,45b8b79d-e1a3-5be5-b9f2-04f6fe36320c,INDY500_DAY1_2020|CAR_26|1,26,"Veach, Zach",,3,C_SECTION_ONLY,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,False,False,ORDERING_ONLY,,,,,ORDERING_ONLY,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,22064d0f-cb33-547f-a4e9-f2bc1ed97a6d,INDY500_DAY1_2020|CAR_26|1,26,Zach Veach,Andretti Autosport,,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,229.892000,227.155000,,,,,,,,,,False,False,UNKNOWN,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
2020,INDY500_DAY1_2020,2815155d-aca1-531b-871b-f8c6670e64e8,INDY500_DAY1_2020|CAR_26|1,26,Zach Veach,Andretti Autosport,,B_PARTIAL_COMPLETE_LAPS,UNKNOWN,,UNKNOWN,,230.225000,229.287000,,,,,,,,,,False,False,UNKNOWN,,,,,UNKNOWN,UNKNOWN,,,,,,False,False,False,False
