shrinkage_k,aggregate_loyo_mae_mph,test_2020_mae_mph,test_2021_mae_mph,test_2023_mae_mph
3.0,0.6260306430673608,0.6341815394201364,0.654830482743248,0.5260143335261356
2.0,0.6266342491968148,0.6340194407045138,0.656416997050418,0.5255992865042726
5.0,0.6272798118934891,0.6357315340543735,0.652227465174129,0.5374501341437712
1.0,0.6290606159506121,0.6347657726036078,0.6580342568049152,0.5341643882757076
8.0,0.6303113840956928,0.6379158960915612,0.6494188038185081,0.558915377358398
12.0,0.6334212556937033,0.6407612877342589,0.646824984354172,0.5787365365593407
0.5,0.6335893290899957,0.6351301019449048,0.6638978917060623,0.544477496918663
20.0,0.6377508707904744,0.6462757643107886,0.6435200129148839,0.6019044196573037
30.0,0.6415440368212371,0.6525577209883365,0.6410111272379488,0.6177820354965872
