target,n,observed_event_rate,model_brier,constant_event_rate_reference_brier,brier_skill_vs_same_sample_climatology,reference_semantics
IMPROVE_CURRENT,19,0.7894736842105263,0.24040831876729007,0.1662049861495845,-0.4464567179165284,DESCRIPTIVE_SAME_SAMPLE_CLIMATOLOGY_NOT_EXTERNAL_BASELINE
CROSS_DECISION_TIME_BENCHMARK,19,0.3684210526315789,0.14691703708773138,0.23268698060941825,0.36860654299201145,DESCRIPTIVE_SAME_SAMPLE_CLIMATOLOGY_NOT_EXTERNAL_BASELINE
