year,source_file,status,detail
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"Two-time “500” winner Sato led the six-hour session with a lap of 38.3382 seconds, 234.753 mph in the No. 11 Deloitte Honda fielded by Chip Ganassi Racing, the ninth-fastest practice lap in Indy 500 history. The eight fastest practice laps at Indy were turned in 1996, led by Arie Luyendyk’s speed of 239.260. SEE: Practice Results | Saturday Qualifying Order | Qualifying Format Sato’s best lap came during a four-lap qualifying simulation early in the six-hour session that he had to abandon after coming within a hair’s width of touching the SAFER Barrier in Turn 4. “The beginning of the run, first time today, was really too light,” Sato said. “The middle run, we had more downforce, and I was getting more comfortable. By the end of the day, I think I wanted to try to find the limit again, so we went to a little bit sketchy one (setup) again, so I had"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"co & Curb-Agajanian. Rinus VeeKay was third at 234.171 in the No. 21 Bitnile.com Chevrolet fielded by Ed Carpenter Racing. Reigning “500” winner Marcus Ericsson took the fourth spot at 234.029 in the No. 8 Huski Ice Spritz Honda fielded by Chip Ganassi Racing. Pato O’Ward rounded out the top five at 233.796 in the No. 5 Arrow McLaren Chevrolet. All 34 drivers spent the entire session on the 2.5-mile oval in four-lap qualifying simulations to prepare for two days of pressure-packed qualifying. Sato also drove to the fastest four-lap average speed of 233.412 during the sims. Three other drivers produced four-lap qualifying sim average speeds of 233 mph, with Ericsson at 233.112, two-time series champion Josef Newgarden at 233.085 in the No. 2 Shell Powering Progress Team Penske Chevrolet and reigning series champion Will Power at 233.070 in the No. 12"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"Two-time “500” winner Sato led the six-hour session with a lap of 38.3382 seconds, 234.753 mph in the No. 11 Deloitte Honda fielded by Chip Ganassi Racing, the ninth-fastest practice lap in Indy 500 history. The eight fastest practice laps at Indy were turned in 1996, led by Arie Luyendyk’s speed of 239.260. SEE: Practice Results | Saturday Qualifying Order | Qualifying Format Sato’s best lap came during a four-lap qualifying simulation early in the six-hour session that he had to abandon after coming within a hair’s width of touching the SAFER Barrier in Turn 4. “The beginning of the run, first time today, was really too light,” Sato said. “The middle run, we had more downforce, and I was getting more comfortable. By the end of the day, I think I wanted to try to find the limit again, so we went to a little bit sketchy one (setup) again, so"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"co & Curb-Agajanian. Rinus VeeKay was third at 234.171 in the No. 21 Bitnile.com Chevrolet fielded by Ed Carpenter Racing. Reigning “500” winner Marcus Ericsson took the fourth spot at 234.029 in the No. 8 Huski Ice Spritz Honda fielded by Chip Ganassi Racing. Pato O’Ward rounded out the top five at 233.796 in the No. 5 Arrow McLaren Chevrolet. All 34 drivers spent the entire session on the 2.5-mile oval in four-lap qualifying simulations to prepare for two days of pressure-packed qualifying. Sato also drove to the fastest four-lap average speed of 233.412 during the sims. Three other drivers produced four-lap qualifying sim average speeds of 233 mph, with Ericsson at 233.112, two-time series champion Josef Newgarden at 233.085 in the No. 2 Shell Powering Progress Team Penske Chevrolet and reigning series champion Will Power at 233.070 in the"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"e No. 8 Huski Ice Spritz Honda fielded by Chip Ganassi Racing. Pato O’Ward rounded out the top five at 233.796 in the No. 5 Arrow McLaren Chevrolet. All 34 drivers spent the entire session on the 2.5-mile oval in four-lap qualifying simulations to prepare for two days of pressure-packed qualifying. Sato also drove to the fastest four-lap average speed of 233.412 during the sims. Three other drivers produced four-lap qualifying sim average speeds of 233 mph, with Ericsson at 233.112, two-time series champion Josef Newgarden at 233.085 in the No. 2 Shell Powering Progress Team Penske Chevrolet and reigning series champion Will Power at 233.070 in the No. 12 Verizon Team Penske Chevrolet. Saturday’s action starts with practice from 8:30-9:30 a.m., separated into two groups. Qualifying takes place from 11 a.m.-5:50 p.m., with spots 13 through 30"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"1 26 Herta, Colton D/H/F 00:38.3021 234.974 --.---- --.---- 16 24"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"2 17 Larson, Kyle (R) D/C/F 00:38.4171 234.271 0.1150 0.1150 26 34"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"3 2 Newgarden, Josef D/C/F 00:38.4189 234.260 0.1168 0.0018 10 15"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"4 3 McLaughlin, Scott D/C/F 00:38.4447 234.102 0.1426 0.0258 29 33"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"5 7 Rossi, Alexander D/C/F 00:38.4606 234.006 0.1585 0.0159 19 36"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"6 12 Power, Will D/C/F 00:38.4839 233.864 0.1818 0.0233 10 30"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"7 5 O'Ward, Pato D/C/F 00:38.5030 233.748 0.2009 0.0191 31 35"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"8 27 Kirkwood, Kyle D/H/F 00:38.5101 233.705 0.2080 0.0071 9 27"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"9 75 Sato, Takuma D/H/F 00:38.5144 233.679 0.2123 0.0043 34 38"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"10 14 Ferrucci, Santino D/C/F 00:38.5585 233.412 0.2564 0.0441 18 28"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"11 78 Canapino, Agustin D/C/F 00:38.5702 233.341 0.2681 0.0117 33 37"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"12 60 Rosenqvist, Felix D/H/F 00:38.5848 233.252 0.2827 0.0146 10 19"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"13 23 Hunter-Reay, Ryan D/C/F 00:38.5947 233.193 0.2926 0.0099 20 24"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"14 6 Ilott, Callum D/C/F 00:38.6041 233.136 0.3020 0.0094 21 31"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"15 21 VeeKay, Rinus D/C/F 00:38.6134 233.080 0.3113 0.0093 16 20"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"17 98 Andretti, Marco D/H/F 00:38.6430 232.901 0.3409 0.0233 16 25"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"18 45 Lundgaard, Christian D/H/F 00:38.6981 232.570 0.3960 0.0551 26 27"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"19 20 Carpenter, Ed D/C/F 00:38.7018 232.547 0.3997 0.0037 19 28"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"20 06 Castroneves, Helio D/H/F 00:38.7105 232.495 0.4084 0.0087 31 42"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"21 9 Dixon, Scott D/H/F 00:38.7142 232.473 0.4121 0.0037 3 33"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"22 28 Ericsson, Marcus D/H/F 00:38.7283 232.388 0.4262 0.0141 35 44"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"23 66 Blomqvist, Tom (R) D/H/F 00:38.7520 232.246 0.4499 0.0237 20 21"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"24 10 Palou, Alex D/H/F 00:38.7705 232.135 0.4684 0.0185 15 18"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"25 77 Grosjean, Romain D/C/F 00:38.7706 232.135 0.4685 0.0001 17 32"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"26 11 Armstrong, Marcus (R) D/H/F 00:38.7756 232.105 0.4735 0.0050 35 36"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"27 33 Rasmussen, Christian (R) D/C/F 00:38.7867 232.038 0.4846 0.0111 3 25"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"28 8 Lundqvist, Linus (R) D/H/F 00:38.8192 231.844 0.5171 0.0325 34 38"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"29 30 Fittipaldi, Pietro D/H/F 00:38.8624 231.586 0.5603 0.0432 21 24"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"30 15 Rahal, Graham D/H/F 00:38.9212 231.236 0.6191 0.0588 3 22"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"31 24 Daly, Conor D/C/F 00:38.9692 230.952 0.6671 0.0480 4 19"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"32 4 Simpson, Kyffin (R) D/H/F 00:39.0253 230.620 0.7232 0.0561 40 46"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"33 51 Legge, Katherine D/H/F 00:39.0956 230.205 0.7935 0.0703 3 35"
2024,r4/evidence/fast_friday/2024_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"34 18 Siegel, Nolan (R) D/H/F 00:39.1622 229.813 0.8601 0.0666 9 15"
2024,r4/evidence/fast_friday/2024_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"ef Newgarden, Scott McLaughlin and Will Power were the three fastest drivers during simulated qualifying runs in practice Friday for the 108th edition of “The Greatest Spectacle in Racing” as the focus shifted toward PPG Presents Armed Forces Qualifying on Saturday and Sunday on the 2.5-mile oval. SEE: Practice Results | Qualifying Procedure Reigning Indianapolis 500 winner Newgarden averaged 234.063 mph in his best four-lap qualifying sim in the No. 2 Shell Powering Progress Team Penske Chevrolet. Reigning NTT INDYCAR SERIES champion Alex Palou set the event record last year with an average speed of 234.217 en route to his first career “500” pole. Speeds soared Friday because the Honda and Chevrolet engines that power the field featured approximately 100 more horsepower due to increased boost levels that also will be available this wee"
2024,r4/evidence/fast_friday/2024_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"qualifying.” Rookie Kyle Larson was second fastest overall on a single lap at 234.271 in the No. 17 Hendrickcars.com Arrow McLaren Chevrolet. He was 10th on the qualifying sim speed chart at 232.549. 2021 NASCAR Cup Series champion Larson is attempting the “double” of racing in the “500” and the NASCAR Coca-Cola 600 at Charlotte Motor Speedway on Sunday, May 26. Newgarden’s lap of 234.260 – the first on his fastest four-lap qualifying sim – ended up as the third-fastest single lap overall. All 34 drivers attempting to earn one of the 33 starting spots combined to turn 990 laps today, a significant reduction from Wednesday and Thursday as teams focused mainly on solo runs in qualifying simulations instead of running numerous laps in traffic to test race setups. There was one incident in the six-hour session. Rookie Nolan Siegel spun in"
2024,r4/evidence/fast_friday/2024_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"e” of racing in the “500” and the NASCAR Coca-Cola 600 at Charlotte Motor Speedway on Sunday, May 26. Newgarden’s lap of 234.260 – the first on his fastest four-lap qualifying sim – ended up as the third-fastest single lap overall. All 34 drivers attempting to earn one of the 33 starting spots combined to turn 990 laps today, a significant reduction from Wednesday and Thursday as teams focused mainly on solo runs in qualifying simulations instead of running numerous laps in traffic to test race setups. There was one incident in the six-hour session. Rookie Nolan Siegel spun in Turn 2 during a qualifying simulation and hit the SAFER Barrier. Siegel’s No. 18 Dale Coyne Racing Honda then rolled and became briefly airborne, landing on its left sidepod and sliding down the backstretch on its roll hoop. Siegel was unhurt. The car suffered heavy damage, an"
