year,source_file,status,detail
2021,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"The additional boost added between 80 and 90 horsepower and increased speeds 8 mph from Thursday. 2008 Indy 500 winner Dixon’s top lap came with the benefit of an aerodynamic tow, which drivers won’t get in single-car qualifying this weekend. 2016 Indy 500 winner Alexander Rossi was the fastest driver running alone on the 2.5-mile oval, marking him as a favorite to win the NTT P1 Award for pole Sunday. Rossi’s best no-tow lap today was 231.598 mph in the No. 27 NAPA AUTO PARTS/AutoNation Honda. “I only I think (I got) just one four-lap (qualifying simulation) run because people kept jumping out or whatever,” Rossi said. “It's always interesting on days like this when you have an unfriendly wind in Turn 2. For whatever reason, Turn 2 is hard. I don’t know if the air is different over there.” All the top five overall speeds today came"
2021,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"dge Honda, while 2013 Indy winner Tony Kanaan – fastest Thursday – was third at 232.690 in the No. 48 The American Legion Honda. Marcus Ericsson was fourth at 232.531 in the No. 8 Huski Chocolate Chip Ganassi Racing Honda. Alex Palou helped Honda-powered drivers sweep the top five spots on the speed chart, clocking in fifth at 232.155 in the No. 10 NTT DATA Chip Ganassi Racing Honda. Rossi has been among the fastest no-tow drivers each day this week, so his perch atop that list today came as little surprise. Other drivers to watch this weekend based on their speeds without aerodynamic help include Graham Rahal, second today on the no-tow list at 231.518 in the No. 15 United Rentals Honda, and Pato O’Ward, third among the no-tows at 231.510 in the No. 5 Arrow McLaren SP Chevrolet. O’Ward and Rossi also were fast in traffic today. O’War"
2021,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"da. Alex Palou helped Honda-powered drivers sweep the top five spots on the speed chart, clocking in fifth at 232.155 in the No. 10 NTT DATA Chip Ganassi Racing Honda. Rossi has been among the fastest no-tow drivers each day this week, so his perch atop that list today came as little surprise. Other drivers to watch this weekend based on their speeds without aerodynamic help include Graham Rahal, second today on the no-tow list at 231.518 in the No. 15 United Rentals Honda, and Pato O’Ward, third among the no-tows at 231.510 in the No. 5 Arrow McLaren SP Chevrolet. O’Ward and Rossi also were fast in traffic today. O’Ward’s best lap in the draft was 232.034, good for sixth overall. Rossi’s top tow lap was 231.863, seventh overall. “There's always surprises,” Rossi said when asked to predict qualifying. “I think this year has proved tha"
2021,r4/evidence/fast_friday/2021_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"cking in fifth at 232.155 in the No. 10 NTT DATA Chip Ganassi Racing Honda. Rossi has been among the fastest no-tow drivers each day this week, so his perch atop that list today came as little surprise. Other drivers to watch this weekend based on their speeds without aerodynamic help include Graham Rahal, second today on the no-tow list at 231.518 in the No. 15 United Rentals Honda, and Pato O’Ward, third among the no-tows at 231.510 in the No. 5 Arrow McLaren SP Chevrolet. O’Ward and Rossi also were fast in traffic today. O’Ward’s best lap in the draft was 232.034, good for sixth overall. Rossi’s top tow lap was 231.863, seventh overall. “There's always surprises,” Rossi said when asked to predict qualifying. “I think this year has proved that correctly across all the races, right? How many races have we had, four or five? Five race"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"1 11 Sato, Takuma D/H/F 00:38.3382 234.753 --.---- --.---- 2 18"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"2 98 Andretti, Marco D/H/F 00:38.4283 234.202 0.0901 0.0901 31 32"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"3 21 VeeKay, Rinus D/C/F 00:38.4334 234.171 0.0952 0.0051 3 15"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"4 8 Ericsson, Marcus D/H/F 00:38.4568 234.029 0.1186 0.0234 16 20"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"5 5 O'Ward, Pato D/C/F 00:38.4951 233.796 0.1569 0.0383 12 26"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"6 2 Newgarden, Josef D/C/F 00:38.4999 233.767 0.1617 0.0048 14 20"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"7 14 Ferrucci, Santino D/C/F 00:38.5013 233.758 0.1631 0.0014 23 32"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"8 27 Kirkwood, Kyle D/H/F 00:38.5260 233.608 0.1878 0.0247 10 33"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"9 26 Herta, Colton D/H/F 00:38.5348 233.555 0.1966 0.0088 16 27"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"10 9 Dixon, Scott D/H/F 00:38.5429 233.506 0.2047 0.0081 14 17"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"11 6 Rosenqvist, Felix D/C/F 00:38.5509 233.458 0.2127 0.0080 23 26"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"12 12 Power, Will D/C/F 00:38.5614 233.394 0.2232 0.0105 18 22"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"13 3 McLaughlin, Scott D/C/F 00:38.5691 233.347 0.2309 0.0077 17 21"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"14 10 Palou, Alex D/H/F 00:38.5822 233.268 0.2440 0.0131 6 17"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"15 55 Pedersen, Benjamin (R) D/C/F 00:38.5939 233.197 0.2557 0.0117 12 14"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"16 7 Rossi, Alexander D/C/F 00:38.6044 233.134 0.2662 0.0105 12 42"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"17 66 Kanaan, Tony D/C/F 00:38.6106 233.097 0.2724 0.0062 16 29"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"18 20 Daly, Conor D/C/F 00:38.6288 232.987 0.2906 0.0182 11 28"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"19 28 Grosjean, Romain D/H/F 00:38.6363 232.942 0.2981 0.0075 10 14"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"20 78 Canapino, Agustin (R) D/C/F 00:38.6399 232.920 0.3017 0.0036 33 37"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"21 33 Carpenter, Ed D/C/F 00:38.6406 232.916 0.3024 0.0007 16 19"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"22 23 Hunter-Reay, Ryan D/C/F 00:38.6497 232.861 0.3115 0.0091 22 26"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"23 60 Pagenaud, Simon D/H/F 00:38.6939 232.595 0.3557 0.0442 30 33"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"24 24 Wilson, Stefan D/C/F 00:38.6981 232.570 0.3599 0.0042 25 28"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"25 18 Malukas, David D/H/F 00:38.7320 232.366 0.3938 0.0339 17 20"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"26 29 DeFrancesco, Devlin D/H/F 00:38.7391 232.323 0.4009 0.0071 25 29"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"27 06 Castroneves, Helio D/H/F 00:38.7701 232.138 0.4319 0.0310 43 45"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"29 44 Legge, Katherine D/H/F 00:38.8904 231.420 0.5522 0.0469 37 40"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"30 50 Enerson, RC (R) D/C/F 00:38.9203 231.242 0.5821 0.0299 21 32"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"31 30 Harvey, Jack D/H/F 00:38.9331 231.166 0.5949 0.0128 3 35"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"32 45 Lundgaard, Christian D/H/F 00:38.9353 231.153 0.5971 0.0022 18 45"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"33 15 Rahal, Graham D/H/F 00:39.0170 230.669 0.6788 0.0817 41 50"
2023,r4/evidence/fast_friday/2023_fast_friday_practice5_results.pdf,NUMERIC_PDF_ROW_NO_DRIVER_PARSED,"34 77 Ilott, Callum D/C/F 00:39.3113 228.942 0.9731 0.2943 2 7"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"alifying. Two-time “500” winner Sato led the six-hour session with a lap of 38.3382 seconds, 234.753 mph in the No. 11 Deloitte Honda fielded by Chip Ganassi Racing, the ninth-fastest practice lap in Indy 500 history. The eight fastest practice laps at Indy were turned in 1996, led by Arie Luyendyk’s speed of 239.260. SEE: Practice Results | Saturday Qualifying Order | Qualifying Format Sato’s best lap came during a four-lap qualifying simulation early in the six-hour session that he had to abandon after coming within a hair’s width of touching the SAFER Barrier in Turn 4. “The beginning of the run, first time today, was really too light,” Sato said. “The middle run, we had more downforce, and I was getting more comfortable. By the end of the day, I think I wanted to try to find the limit again, so we went to a little bit sketchy one (s"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"rta w/Marco & Curb-Agajanian. Rinus VeeKay was third at 234.171 in the No. 21 Bitnile.com Chevrolet fielded by Ed Carpenter Racing. Reigning “500” winner Marcus Ericsson took the fourth spot at 234.029 in the No. 8 Huski Ice Spritz Honda fielded by Chip Ganassi Racing. Pato O’Ward rounded out the top five at 233.796 in the No. 5 Arrow McLaren Chevrolet. All 34 drivers spent the entire session on the 2.5-mile oval in four-lap qualifying simulations to prepare for two days of pressure-packed qualifying. Sato also drove to the fastest four-lap average speed of 233.412 during the sims. Three other drivers produced four-lap qualifying sim average speeds of 233 mph, with Ericsson at 233.112, two-time series champion Josef Newgarden at 233.085 in the No. 2 Shell Powering Progress Team Penske Chevrolet and reigning series champion Will Power at"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"enter Racing. Reigning “500” winner Marcus Ericsson took the fourth spot at 234.029 in the No. 8 Huski Ice Spritz Honda fielded by Chip Ganassi Racing. Pato O’Ward rounded out the top five at 233.796 in the No. 5 Arrow McLaren Chevrolet. All 34 drivers spent the entire session on the 2.5-mile oval in four-lap qualifying simulations to prepare for two days of pressure-packed qualifying. Sato also drove to the fastest four-lap average speed of 233.412 during the sims. Three other drivers produced four-lap qualifying sim average speeds of 233 mph, with Ericsson at 233.112, two-time series champion Josef Newgarden at 233.085 in the No. 2 Shell Powering Progress Team Penske Chevrolet and reigning series champion Will Power at 233.070 in the No. 12 Verizon Team Penske Chevrolet. Saturday’s action starts with practice from 8:30-9:30 a.m., sepa"
2023,r4/evidence/fast_friday/2023_fast_friday_official_editorial.html,AMBIGUOUS_EDITORIAL_CONTEXT,"029 in the No. 8 Huski Ice Spritz Honda fielded by Chip Ganassi Racing. Pato O’Ward rounded out the top five at 233.796 in the No. 5 Arrow McLaren Chevrolet. All 34 drivers spent the entire session on the 2.5-mile oval in four-lap qualifying simulations to prepare for two days of pressure-packed qualifying. Sato also drove to the fastest four-lap average speed of 233.412 during the sims. Three other drivers produced four-lap qualifying sim average speeds of 233 mph, with Ericsson at 233.112, two-time series champion Josef Newgarden at 233.085 in the No. 2 Shell Powering Progress Team Penske Chevrolet and reigning series champion Will Power at 233.070 in the No. 12 Verizon Team Penske Chevrolet. Saturday’s action starts with practice from 8:30-9:30 a.m., separated into two groups. Qualifying takes place from 11 a.m.-5:50 p.m., with spots"
