attempt_id,year,driver_key,driver_name,performance_time_utc,actual_speed_mph,reference_speed_mph,reference_residual_mph,session_elapsed_minutes,past_other_count,past_other_mean_residual_mph,past_other_median_residual_mph,past_other_ewma_10m_residual_mph,past_other_ewma_20m_residual_mph,past_other_ewma_30m_residual_mph,past_other_ewma_45m_residual_mph,past_other_recent_10m_count,past_other_recent_20m_count,past_other_recent_30m_count,past_other_recent_45m_count,own_prior_available,own_previous_residual_mph,own_previous_age_minutes,past_state_supported,past_state_n_ge_3,past_state_n_ge_5,ptsc_track_temp_c_past_safe,ptsc_track_temp_slope_c_per_min_past_safe,forecast_temp_c,forecast_relative_humidity_pct,forecast_wind_speed_10m_ms,forecast_pressure_hpa,forecast_gust_ms,forecast_cloud_cover_pct,forecast_shortwave_radiation_wm2,forecast_wind_direction_sin,forecast_wind_direction_cos
df3c02a3-9655-512c-a2e6-4ffe9eadc505,2020,conor daly,Conor Daly,2020-08-15T19:00:50Z,229.955,232.337,-2.3819999999999766,240.08333333333334,31,-0.8931612903225812,-1.018999999999977,0.3070565256227647,-0.4201701824549042,-0.7305732523311327,-0.8743202993579425,0,1,1,2,1.0,-2.453000000000003,122.58333333333333,True,True,True,50.55555555555556,0.0,30.8594549391005,47.87701858327823,0.4825775194057888,986.8986111111112,1.2910205663906202,0.0,862.0972222222222,0.11230500321377834,0.9936737826133651
0817e595-17c0-5e20-94bc-6778006bf613,2020,colton herta,Colton Herta,2020-08-15T19:05:50Z,230.775,231.595,-0.8199999999999932,245.08333333333334,32,-0.984,-1.0194999999999936,-1.5094068396432554,-1.2513081585929526,-1.2023708217218965,-1.1637266694030086,1,2,2,2,1.0,-1.0349999999999966,101.75,True,True,True,50.55555555555556,0.0,30.917466311984615,47.58265856654378,0.489769109465171,986.8902777777778,1.3538791727688575,0.0,856.6805555555555,0.026244983739512028,0.9996555410882855
b4a08fbf-93db-50a2-9416-96b3b9d1b41a,2020,scott dixon,Scott Dixon,2020-08-15T19:15:00Z,231.155,232.29,-1.134999999999991,254.25,32,-0.9659374999999999,-0.9869999999999948,-1.1721075012525182,-1.1017701577564953,-1.1037183088879947,-1.1002611718969217,1,2,3,3,1.0,-1.2369999999999948,74.25,True,True,True,51.111111111111114,0.03703703703703714,31.02382049560549,47.04299853586396,0.5029536912407051,986.875,1.4691199511289597,0.0,846.75,-0.13157582173745533,0.9913061097028069
b58b5c13-1a21-50cf-ab5b-8962cc4486f0,2020,ben hanley,Ben Hanley,2020-08-15T19:30:50Z,222.917,222.086,0.8309999999999889,270.0833333333333,34,-0.9805294117647049,-1.0194999999999936,-1.1544870022063862,-1.1153592592053352,-1.1159224925196212,-1.1118268063326053,0,1,3,4,1.0,-1.1400000000000148,174.25,True,True,True,53.333333333333336,0.14814814814814808,30.73566080729169,49.20791641445687,0.6662215467130082,986.8625,2.078262427200874,0.0,782.1666666666666,0.8040706700148736,0.5945337312733671
7799cc62-18bb-568d-9de2-16cb3622a0de,2020,helio castroneves,Helio Castroneves,2020-08-15T19:39:10Z,228.373,228.451,-0.07800000000000296,278.4166666666667,35,-0.9517428571428573,-1.0200000000000102,0.016531985383112263,-0.4326155207843073,-0.6499003277196875,-0.8177623514737986,1,1,2,4,1.0,-0.3359999999999843,125.08333333333333,True,True,True,53.333333333333336,0.14814814814814808,30.852034505208355,48.557911833457496,0.5818249335712294,986.9875,2.1392906668285527,0.0,773.8333333333334,0.8247972578309323,0.5654285838853345
fb65c8cf-d1c6-583e-9563-6c22e29bb081,2020,max chilton,Max Chilton,2020-08-15T20:10:00Z,227.303,227.61,-0.30700000000001637,309.25,36,-0.8870555555555547,-0.9869999999999948,-0.031827058344466204,-0.313859033471679,-0.5017155111336816,-0.6714341835845601,0,0,0,2,1.0,-1.7910000000000252,160.91666666666666,True,True,True,54.44444444444444,0.0,31.222568766276066,46.44564110515947,0.4858239877947036,987.1333333333332,2.284332819283009,0.0,731.1833333333334,0.674588891392705,0.7381936247418839
757828a3-822d-5bd8-b9f0-681a6918b48b,2020,pato o ward,Pato O'Ward,2020-08-15T20:22:30Z,230.213,230.581,-0.367999999999995,321.75,37,-0.9014324324324327,-1.018999999999977,-0.25551777376747387,-0.3132349500873423,-0.4499096218622482,-0.6180441050429549,0,1,1,2,1.0,-0.679000000000002,287.5833333333333,True,True,True,52.22222222222222,-0.14814814814814808,31.322068786621116,45.83656701040998,0.6295622216421046,986.925,2.2749222610145807,0.0,703.9125,0.33532257784233793,0.9421033747891837
d21081ad-a290-598a-a343-73123d94cb55,2021,scott dixon,Scott Dixon,2021-05-22T16:01:36Z,231.828,233.302,-1.4739999999999895,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,False,False,False,34.44444444444444,0.11111111111111095,24.50597290039065,54.31380381865469,2.1681311627761493,1001.2106666666668,4.433436875840028,100.0,431.48,-0.2591639758753955,-0.9658333363518042
c2deab22-d3a0-5601-80f8-4cbf631c8f88,2021,marco andretti,Marco Andretti,2021-05-22T16:05:46Z,229.261,230.335,-1.0740000000000123,4.166666666666667,1,-1.4739999999999895,-1.4739999999999895,-1.4739999999999898,-1.4739999999999895,-1.4739999999999895,-1.4739999999999895,1,1,1,1,0.0,0.0,0.0,True,False,False,34.44444444444444,0.11111111111111095,24.65346817016604,53.51708988853375,2.18617055966519,1001.2384444444444,4.480323761896127,100.0,453.56333333333333,-0.3057356554977253,-0.9521164366596011
88cb337e-a17d-5daf-a5c7-2770ed90181f,2021,ryan hunter reay,Ryan Hunter-Reay,2021-05-22T16:10:46Z,231.139,231.539,-0.39999999999997726,9.166666666666666,2,-1.274000000000001,-1.274000000000001,-1.2453179596817332,-1.259584475608313,-1.2643803842264691,-1.267584172690839,2,2,2,2,0.0,0.0,0.0,True,False,False,34.44444444444444,0.11111111111111095,24.83046249389651,52.561033172388626,2.207817835932039,1001.271777777778,4.536588025163446,100.0,480.06333333333333,-0.36066088058521417,-0.9326970189807073
c52b77d3-be73-50d2-86d6-940d8843fb36,2021,helio castroneves,Helio Castroneves,2021-05-22T16:14:56Z,231.164,230.512,0.6519999999999868,13.333333333333334,3,-0.9826666666666597,-1.0740000000000123,-0.8674104690231736,-0.9249495331194919,-0.9442429744637668,-0.9570887653342658,2,3,3,3,0.0,0.0,0.0,True,True,False,34.44444444444444,0.11111111111111095,24.9779577636719,51.76431924226769,2.2258572328210797,1001.2995555555556,4.583474911219544,100.0,502.14666666666665,-0.4055046576663537,-0.9140929780995439
4e9e7c88-ddeb-5840-93be-4f539f6eaf04,2021,ed jones,Ed Jones,2021-05-22T16:19:56Z,230.246,231.569,-1.322999999999979,18.333333333333332,4,-0.5739999999999981,-0.7369999999999948,-0.2995626548466158,-0.4357186363937031,-0.481860872819659,-0.5126498470474077,2,4,4,4,0.0,0.0,0.0,True,True,False,34.44444444444444,0.0,25.154952087402368,50.80826252612257,2.247504509087929,1001.3328888888888,4.639739174486862,100.0,528.6466666666666,-0.45804638210608045,-0.8889282939807521
95cca25b-de13-5fc7-81bf-9426674aa35c,2021,james hinchcliffe,James Hinchcliffe,2021-05-22T16:24:56Z,230.563,230.817,-0.2540000000000191,23.333333333333332,5,-0.7237999999999942,-1.0740000000000123,-0.6534445749528226,-0.6748470097146736,-0.6882462620587309,-0.6988463008445508,2,4,5,5,0.0,0.0,0.0,True,True,True,34.44444444444444,0.0,25.331946411132837,49.85220580997745,2.269151785354778,1001.3662222222224,4.696003437754181,100.0,555.1466666666666,-0.5090335456165239,-0.8607466813395624
8c31470a-6324-527c-bfc3-fe19d8c1dc4d,2021,stefan wilson,Stefan Wilson,2021-05-22T16:29:56Z,229.714,230.977,-1.2630000000000052,28.333333333333332,6,-0.6454999999999984,-0.7369999999999948,-0.522262990085202,-0.5727029112976235,-0.5944752968307463,-0.6103992680787763,2,4,6,6,0.0,0.0,0.0,True,True,True,34.44444444444444,0.0,25.508940734863305,48.89614909383233,2.2907990616216267,1001.3995555555556,4.752267701021499,100.0,581.6466666666666,-0.558293103162542,-0.8296437855858014
6b431530-73f9-5f7c-9847-5092f30c1cb4,2021,tony kanaan,Tony Kanaan,2021-05-22T16:34:06Z,231.639,232.69,-1.0509999999999877,32.5,7,-0.7337142857142851,-1.0740000000000123,-0.7571847564194338,-0.7273184730316948,-0.7249017159260377,-0.7257668662873371,2,4,6,7,0.0,0.0,0.0,True,True,True,35.0,0.03703703703703714,25.83646418253583,47.899937668535166,2.8147723099802575,1001.5705,5.57169493076702,100.0,782.2966666666666,-0.3485565687258541,-0.9372877457846437
