file,group,field
r4/output/r4p11_stochastic_wait_performance_mc_results_v1.csv,action,action
r4/output/r4p7_forecast_horizon_window_scores_v1.csv,year,year
r4/output/r4p7_forecast_horizon_window_scores_v1.csv,attempt_id,decision_attempt_id
r4/output/r4p7_forecast_horizon_window_scores_v1.csv,car,car_number
r4/output/r4p7_forecast_horizon_window_scores_v1.csv,driver,driver_name
r4/output/r4p7_forecast_horizon_window_scores_v1.csv,time,decision_time_utc
r4/output/r4p2_environment_linked_transitions_v1.csv,year,year
r4/output/r4p2_environment_linked_transitions_v1.csv,car,car_number
r4/output/r4p2_environment_linked_transitions_v1.csv,driver,driver_name
r4/output/r4p8_track_temperature_forecast_predictions_v1.csv,time,decision_time_utc
r4/output/r4p1_first_run_order_panel_v1.csv,year,year
r4/output/r4p1_first_run_order_panel_v1.csv,attempt_id,attempt_id
r4/output/r4p1_first_run_order_panel_v1.csv,car,car_number
r4/output/r4p1_first_run_order_panel_v1.csv,driver,driver_name
r4/output/r4p1_first_run_order_panel_v1.csv,lane,lane_action
r4/output/r4p1_first_run_order_panel_v1.csv,time,time_point_utc
r4/output/r4p1_first_run_order_panel_v1.csv,time,canonical_start_time_utc
r4/output/r4p1_first_run_order_panel_v1.csv,time,canonical_end_time_utc
r4/output/r4p1_first_run_order_panel_v1.csv,time_quality,time_evidence_class
r4/output/r4p1_first_run_order_panel_v1.csv,time_quality,canonical_event_time_quality
data/canonical/v1/attempt_sections.csv,attempt_id,attempt_id
data/canonical/v1/qualifying_events.csv,year,year
data/canonical/v1/qualifying_events.csv,session,session_name
data/canonical/v1/chronology_constraints.csv,attempt_id,attempt_id
data/canonical/v1/chronology_constraints.csv,car,car_number
data/canonical/v1/chronology_constraints.csv,driver,driver_name
data/canonical/v1/attempts.csv,attempt_id,attempt_id
data/canonical/v1/attempts.csv,car,car_number
data/canonical/v1/attempts.csv,driver,driver_name
data/canonical/v1/attempts.csv,lane,lane_action
data/canonical/v1/attempt_laps.csv,attempt_id,attempt_id
data/canonical/v1/chronology_events.csv,attempt_id,attempt_id
data/canonical/v1/chronology_events.csv,lane,lane_action
weather/evidence/download_manifest.csv,year,year
weather/evidence/ptsc_wayback_results.csv,year,year
weather/evidence/track_condition_evidence_candidates_v2.csv,year,year
weather/evidence/ptsc_firestone_history_probe.csv,year,year
weather/evidence/track_condition_evidence_candidates.csv,year,year
weather/evidence/indy500_discovered_sources.csv,year,year
weather/evidence/priority_download_manifest.csv,year,year
weather/output/r3b_future_environment_scenarios_v1.csv,driver,driver_name
weather/output/r3b_future_environment_scenarios_v1.csv,time,decision_time_utc
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v2.csv,time_quality,time_quality
weather/output/attempt_performance_target_structure_v1.csv,year,year
weather/output/chronology_rescue_2022_adjudicated_evidence_v3.csv,year,year
weather/output/chronology_rescue_2022_adjudicated_evidence_v3.csv,car,car_number
weather/output/chronology_rescue_2022_adjudicated_evidence_v3.csv,driver,driver_name
weather/output/chronology_rescue_2022_adjudicated_evidence_v3.csv,session,session
weather/output/performance_grade_attempt_realized_environment_2024_supported.csv,year,year
weather/output/performance_grade_attempt_realized_environment_2024_supported.csv,attempt_id,attempt_id
weather/output/performance_grade_attempt_realized_environment_2024_supported.csv,car,car_number
weather/output/performance_grade_attempt_realized_environment_2024_supported.csv,driver,driver_name
weather/output/queue_rescue_2022_candidate_adjudication_v1.csv,driver,driver_name
weather/output/queue_rescue_2022_candidate_adjudication_v1.csv,lane,queue_lane
weather/output/queue_rescue_2022_candidate_adjudication_v1.csv,time_quality,time_quality
weather/output/queue_rescue_2022_external_queue_order_evidence_v1.csv,driver,driver_name
weather/output/queue_rescue_2022_external_queue_order_evidence_v1.csv,lane,queue_lane
weather/output/queue_rescue_2022_external_queue_order_evidence_v1.csv,time_quality,time_quality
weather/output/chronology_rescue_2022_ilott_precision_archive_targets_v1.csv,year,year
weather/output/chronology_rescue_2022_ilott_precision_archive_targets_v1.csv,driver,driver
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v1.csv,year,year
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v1.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v1.csv,car,car_number
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v1.csv,session,session
weather/output/r3b4_monte_carlo_action_envelope_v1.csv,driver,driver_name
weather/output/r3b4_monte_carlo_action_envelope_v1.csv,action,action
weather/output/queue_rescue_2022_restart_time_anchor_hits_v1.csv,time_quality,time_quality
weather/output/official_lane_queue_live_resource_registry_v1.csv,year,year
weather/output/chronology_rescue_2022_weather_interruption_windows_v1.csv,year,year
weather/output/chronology_rescue_2022_weather_interruption_windows_v1.csv,time_quality,time_quality
weather/output/chronology_rescue_2022_adjudicated_evidence_v2.csv,year,year
weather/output/chronology_rescue_2022_adjudicated_evidence_v2.csv,car,car_number
weather/output/chronology_rescue_2022_adjudicated_evidence_v2.csv,driver,driver_name
weather/output/chronology_rescue_2022_adjudicated_evidence_v2.csv,session,session
weather/output/chronology_rescue_2022_result_match_car_number_literal_repair_audit_v1.csv,attempt_id,attempt_id
weather/output/interruption_track_state_identifiability_2022_v1.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,lane,lane
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,action,action
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,time_quality,time_quality
weather/output/decision_time_observable_state_v4_final.csv,year,year
weather/output/decision_time_observable_state_v4_final.csv,driver,driver_name
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,year,year
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,car,car_number
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,lane,lane
weather/output/chronology_rescue_2022_castroneves_first_run_final_adjudication_v1.csv,action,action
weather/output/unified_attempt_chronology_constraint_ledger_v1.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v1.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v1.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v1.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v1.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v1.csv,time_quality,time_quality
weather/output/tire_thermal_pressure_identifiability_2022_v1.csv,year,year
weather/output/official_day1_session_report_fetch_audit_v1.csv,year,year
weather/output/chronology_rescue_2022_karam_repeat_conflict_evidence_v1.csv,year,year
weather/output/chronology_rescue_2022_karam_repeat_conflict_evidence_v1.csv,driver,driver_name
weather/output/official_indy500_day1_api_fetch_audit_v1.csv,year,year
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,year,year
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,car,car_number
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,driver,driver_name
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,session,session
weather/output/queue_wait_latest_withdraw_reference_v1.csv,year,year
weather/output/r3b_simulator_input_pack_v1.csv,year,year
weather/output/r3b_simulator_input_pack_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_repeat_pair_driver_eligibility_v1.csv,driver,driver_name
weather/output/queue_wait_session_boundary_audit_v1.csv,year,year
weather/output/queue_wait_session_boundary_audit_v1.csv,time_quality,time_quality
weather/output/performance_context_features.csv,attempt_id,attempt_id
weather/output/performance_context_features.csv,car,car_number
weather/output/performance_context_features.csv,driver,driver_name
weather/output/performance_context_features.csv,time,performance_time_utc
weather/output/official_api_record_semantics_records_v1.csv,year,year
weather/output/official_api_record_semantics_records_v1.csv,car,car_number
weather/output/official_api_record_semantics_records_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,lane,lane
weather/output/chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,action,action
weather/output/chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,time_quality,time_quality
weather/output/r3b_future_environment_state_coverage_v1.csv,driver,driver_name
weather/output/r3b_future_environment_state_coverage_v1.csv,time,decision_time_utc
weather/output/chronology_rescue_2022_result_row_matches_v1.csv,year,year
weather/output/chronology_rescue_2022_result_row_matches_v1.csv,car,car_number
weather/output/chronology_rescue_2022_result_row_matches_v1.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,lane,lane
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,action,action
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,time_quality,time_quality
weather/output/official_day1_results_attempt_rows_v1.csv,year,year
weather/output/official_day1_results_attempt_rows_v1.csv,car,car_number
weather/output/chronology_rescue_2022_adjudicated_evidence_v5.csv,year,year
weather/output/chronology_rescue_2022_adjudicated_evidence_v5.csv,car,car_number
weather/output/chronology_rescue_2022_adjudicated_evidence_v5.csv,driver,driver_name
weather/output/chronology_rescue_2022_adjudicated_evidence_v5.csv,session,session
weather/output/official_action_lane_leaderboard_resource_candidates_v1.csv,year,year
weather/output/chronology_rescue_2022_castroneves_car06_reaudit_v1.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_castroneves_car06_reaudit_v1.csv,car,car_number
weather/output/performance_grade_attempt_realized_environment.csv,year,year
weather/output/performance_grade_attempt_realized_environment.csv,attempt_id,attempt_id
weather/output/performance_grade_attempt_realized_environment.csv,car,car_number
weather/output/performance_grade_attempt_realized_environment.csv,driver,driver_name
weather/output/chronology_rescue_2022_ilott_retake_ledger_integration_v1.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_ilott_retake_ledger_integration_v1.csv,car,car_number
weather/output/chronology_rescue_2022_ilott_retake_ledger_integration_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_ilott_retake_ledger_integration_v1.csv,lane,lane
weather/output/chronology_rescue_2022_ilott_retake_ledger_integration_v1.csv,action,action
weather/output/chronology_rescue_2022_ilott_retake_ledger_integration_v1.csv,time_quality,time_quality
weather/output/rubber_grip_adjacent_mechanism_evidence_2022_v1.csv,year,year
weather/output/chronology_rescue_2022_secondary_rejected_candidates_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_adjudicated_evidence_v4.csv,year,year
weather/output/chronology_rescue_2022_adjudicated_evidence_v4.csv,car,car_number
weather/output/chronology_rescue_2022_adjudicated_evidence_v4.csv,driver,driver_name
weather/output/chronology_rescue_2022_adjudicated_evidence_v4.csv,session,session
weather/output/pit_service_rescue_2022_external_technical_evidence_v1.csv,year,year
weather/output/pit_service_rescue_2022_external_technical_evidence_v1.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,lane,lane
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,action,action
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,time_quality,time_quality
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v1.csv,year,year
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v1.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v1.csv,car,car_number
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v1.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,lane,lane
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,action,action
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v7.csv,time_quality,time_quality
weather/output/hrrr_leakage_safe_forecast_candidate_audit.csv,attempt_id,attempt_id
weather/output/hrrr_leakage_safe_forecast_candidate_audit.csv,car,car_number
weather/output/hrrr_leakage_safe_forecast_candidate_audit.csv,driver,driver_name
weather/output/hrrr_leakage_safe_forecast_candidate_audit.csv,time,performance_time_utc
weather/output/performance_grade_attempt_timing_2024_supported.csv,attempt_id,attempt_id
weather/output/performance_grade_attempt_timing_2024_supported.csv,car,car_number
weather/output/performance_grade_attempt_timing_2024_supported.csv,driver,driver_name
weather/output/ptsc_attempt_realized_environment_alignment.csv,attempt_id,attempt_id
weather/output/ptsc_attempt_realized_environment_alignment.csv,car,car_number
weather/output/ptsc_attempt_realized_environment_alignment.csv,driver,driver_name
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,year,year
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,car,car_number
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,lane,lane
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,action,action
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,time_quality,time_quality
weather/output/official_day1_session_report_inventory_v1.csv,year,year
weather/output/official_day1_session_report_inventory_v1.csv,session,session_name
weather/output/official_day1_session_detail_audit_v1.csv,year,year
weather/output/pit_service_identifiability_2022_v1.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,year,year
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,attempt_id,attempt_id
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,car,car_number
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,driver,driver_name
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,lane,lane
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,action,action
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,time,time_point_utc
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,time_quality,time_quality
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v2.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v2.csv,car,car_number
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v2.csv,driver,driver_name
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,year,year
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,car,car_number
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,lane,lane
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,action,action
weather/output/chronology_rescue_2022_marco_second_attempt_therace_evidence_v1.csv,time_quality,time_quality
weather/output/chronology_rescue_2022_action_lane_evidence_v1.csv,year,year
weather/output/chronology_rescue_2022_action_lane_evidence_v1.csv,car,car_number
weather/output/chronology_rescue_2022_action_lane_evidence_v1.csv,driver,driver_name
weather/output/chronology_rescue_2022_action_lane_evidence_v1.csv,lane,lane
weather/output/chronology_rescue_2022_action_lane_evidence_v1.csv,action,action
weather/output/chronology_rescue_2022_karam_repeat_object_reconciliation_v1.csv,attempt_id,attempt_id
weather/output/chronology_rescue_2022_karam_repeat_object_reconciliation_v1.csv,car,car_number
weather/output/chronology_rescue_2022_karam_repeat_object_reconciliation_v1.csv,driver,driver_name
weather/output/final_realized_environment_coverage_audit.csv,year,year
weather/output/unified_attempt_action_lane_ledger_v1.csv,year,year
