year,car_number,driver_name,attempt_id,attempt_time_utc,observed_speed_mph,year_first_run_field_median_mph,first_run_field_residual_mph,evidence_type,evidence_strength,important_constraint
2020,1,Josef Newgarden,00d1c34a-f916-5fa9-803b-2cc6962f2595,2020-08-15T15:39:55+00:00,230.296000,229.893000,0.403000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,10,Felix Rosenqvist,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,2020-08-15T16:22:25+00:00,230.254000,229.893000,0.361000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,14,Tony Kanaan,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,2020-08-15T17:19:05+00:00,229.154000,229.893000,-0.739000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,15,Graham Rahal,16cb7863-a6d0-5895-93e4-a76ac2c6c71f,2020-08-15T15:00:45+00:00,230.822000,229.893000,0.929000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,20,Ed Carpenter,9a2e168d-3dda-5e76-8daf-588c20d91341,2020-08-15T16:27:25+00:00,229.811000,229.893000,-0.082000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,21,Rinus VeeKay,e132bf44-6808-5d6b-819c-a993af279439,2020-08-15T15:16:35+00:00,231.114000,229.893000,1.221000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,22,Simon Pagenaud,2fb75f25-92ad-5b41-90a1-3a1457ae8012,2020-08-15T17:09:06+00:00,228.836000,229.893000,-1.057000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,24,Sage Karam,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,2020-08-15T15:49:55+00:00,227.099000,229.893000,-2.794000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,27,Alexander Rossi,81f0c457-15fb-5f7f-9649-8663a142764d,2020-08-15T15:54:05+00:00,231.268000,229.893000,1.375000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,28,Ryan Hunter-Reay,d155ad85-3d5c-5b55-95d6-40ba696a0bde,2020-08-15T16:04:05+00:00,231.330000,229.893000,1.437000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,29,James Hinchcliffe,917d4c7e-5c5e-5976-aa32-50a7bc958440,2020-08-15T16:32:25+00:00,231.195000,229.893000,1.302000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,3,Helio Castroneves,f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,2020-08-15T17:34:05+00:00,228.115000,229.893000,-1.778000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,41,Dalton Kellett,a6295479-1996-5baa-b116-ab56a03c118d,2020-08-15T15:11:35+00:00,228.880000,229.893000,-1.013000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,45,Spencer Pigot,e2df4919-a45f-5b41-916e-55908e4f1abb,2020-08-15T15:29:55+00:00,230.539000,229.893000,0.646000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,47,Conor Daly,a7f0ef57-a971-5870-9606-1fe1cd378e2a,2020-08-15T16:58:15+00:00,229.884000,229.893000,-0.009000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,5,Pato O'Ward,194c9baa-3297-571e-82bf-ac3ba81e07fc,2020-08-15T15:34:55+00:00,229.902000,229.893000,0.009000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,51,James Davison,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,2020-08-15T16:41:35+00:00,228.747000,229.893000,-1.146000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,55,Alex Palou,b3ac1729-6563-5819-a04b-0f76aeae5b0f,2020-08-15T16:45:45+00:00,231.034000,229.893000,1.141000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,59,Max Chilton,75519828-93ba-5485-a4bf-a06b93f7cec3,2020-08-15T17:29:05+00:00,225.819000,229.893000,-4.074000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,60,Jack Harvey,954d29f8-6770-5c41-9322-b23c885935ef,2020-08-15T15:20:45+00:00,229.861000,229.893000,-0.032000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,66,Fernando Alonso,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,2020-08-15T15:59:05+00:00,228.768000,229.893000,-1.125000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,67,JR Hildebrand,1a120ea2-c723-5585-8ec6-30169bb44ca7,2020-08-15T17:38:15+00:00,226.341000,229.893000,-3.552000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,7,Oliver Askew,72b65040-5363-5722-b1cd-297bffa2af77,2020-08-15T16:18:15+00:00,229.760000,229.893000,-0.133000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,8,Marcus Ericsson,518373d9-25de-58cf-8315-f6c215b6f672,2020-08-15T16:13:15+00:00,230.472000,229.893000,0.579000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,81,Ben Hanley,a3016f3b-449e-576c-bf0f-284c71eddb34,2020-08-15T16:36:35+00:00,220.946000,229.893000,-8.947000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,88,Colton Herta,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,2020-08-15T17:24:05+00:00,230.560000,229.893000,0.667000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,9,Scott Dixon,25f997a4-1a33-565b-b2b0-1c30d3a0f19c,2020-08-15T15:25:45+00:00,231.094000,229.893000,1.201000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2020,98,Marco Andretti,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,2020-08-15T17:14:05+00:00,231.351000,229.893000,1.458000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,06,Helio Castroneves,c52b77d3-be73-50d2-86d6-940d8843fb36,2021-05-22T16:14:56+00:00,231.164000,230.427000,0.737000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,1,JR Hildebrand,f31f214f-a151-5b1d-afaf-bb7103c2d514,2021-05-22T17:16:36+00:00,229.980000,230.427000,-0.447000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,11,Charlie Kimball,c150c8f9-470c-58e6-8766-44b6b751369f,2021-05-22T18:30:47+00:00,228.401000,230.427000,-2.026000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,12,Will Power,6992580a-0371-5eda-b01d-2adaca099ff4,2021-05-22T17:21:36+00:00,229.052000,230.427000,-1.375000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,14,Sebastien Bourdais,da571070-dc03-5eb8-ac88-efd026c446d8,2021-05-22T18:35:48+00:00,229.744000,230.427000,-0.683000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,15,Graham Rahal,696a641a-81d7-5a8c-842f-4f3170a4b8e4,2021-05-22T17:53:16+00:00,230.521000,230.427000,0.094000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,16,Simona De Silvestro,8f660bff-74bd-551e-9007-95b730f87e7d,2021-05-22T18:26:36+00:00,228.173000,230.427000,-2.254000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,18,Ed Jones,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,2021-05-22T16:19:56+00:00,230.246000,230.427000,-0.181000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,2,Josef Newgarden,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,2021-05-22T16:39:06+00:00,230.049000,230.427000,-0.378000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,20,Ed Carpenter,bcd24d81-7b19-5290-b6d7-b3ce5ce41195,2021-05-22T17:25:46+00:00,231.616000,230.427000,1.189000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,21,Rinus VeeKay,407a503c-1695-5af6-9b88-28e9d802c8d1,2021-05-22T16:43:16+00:00,230.841000,230.427000,0.414000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
