year,car_number,driver_name,attempt_id,attempt_time_utc,observed_speed_mph,year_first_run_field_median_mph,first_run_field_residual_mph,evidence_type,evidence_strength,important_constraint
2020,1,Josef Newgarden,00d1c34a-f916-5fa9-803b-2cc6962f2595,2020-08-15T15:39:55+00:00,230.296000,229.893000,0.403000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,22,Simon Pagenaud,5f22f207-f450-5086-ab38-14fe980d9fed,2021-05-22T18:07:26+00:00,229.778000,230.427000,-0.649000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,25,Stefan Wilson,8c31470a-6324-527c-bfc3-fe19d8c1dc4d,2021-05-22T16:29:56+00:00,229.714000,230.427000,-0.713000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,26,Colton Herta,e9da8645-6367-51bf-8601-3670e9e76c5e,2021-05-22T18:12:27+00:00,231.648000,230.427000,1.221000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,27,Alexander Rossi,69b27d9b-5386-5a2c-a855-449bb527fca1,2021-05-22T18:17:26+00:00,231.046000,230.427000,0.619000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,28,Ryan Hunter-Reay,88cb337e-a17d-5daf-a5c7-2770ed90181f,2021-05-22T16:10:46+00:00,231.139000,230.427000,0.712000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,29,James Hinchcliffe,95cca25b-de13-5fc7-81bf-9426674aa35c,2021-05-22T16:24:56+00:00,230.563000,230.427000,0.136000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,3,Scott McLaughlin,20b68ba3-153d-53cd-9ef8-e81c295271bf,2021-05-22T16:48:16+00:00,230.557000,230.427000,0.130000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,30,Takuma Sato,0e1c6c84-a0db-504e-9da0-b66aa65a338c,2021-05-22T16:52:26+00:00,230.708000,230.427000,0.281000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,4,Dalton Kellett,099ab32a-d351-5011-931c-148b9f3d7921,2021-05-22T17:44:56+00:00,229.250000,230.427000,-1.177000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,45,Santino Ferrucci,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,2021-05-22T16:57:26+00:00,229.949000,230.427000,-0.478000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,47,Conor Daly,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,2021-05-22T17:49:06+00:00,230.427000,230.427000,0.000000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,48,Tony Kanaan,6b431530-73f9-5f7c-9847-5092f30c1cb4,2021-05-22T16:34:06+00:00,231.639000,230.427000,1.212000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,5,Pato O'Ward,258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,2021-05-22T17:30:46+00:00,230.864000,230.427000,0.437000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,51,Pietro Fittipaldi,98202c3a-5d68-52fe-91b3-2d520c933594,2021-05-22T17:06:36+00:00,230.846000,230.427000,0.419000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,59,Max Chilton,a73699bb-b202-59f3-a140-bd7e85f00aff,2021-05-22T17:39:56+00:00,229.417000,230.427000,-1.010000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,60,Jack Harvey,7d5d82b7-9765-51c9-b149-cb7de00d3905,2021-05-22T17:58:16+00:00,225.496000,230.427000,-4.931000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,7,Felix Rosenqvist,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,2021-05-22T17:35:46+00:00,230.498000,230.427000,0.071000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,75,RC Enerson,d676bd2f-154f-5e4b-aaf0-c7335ff329dd,2021-05-22T18:40:48+00:00,227.283000,230.427000,-3.144000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,8,Marcus Ericsson,8706f570-3435-5de5-89d4-8c45a08fd99c,2021-05-22T18:21:37+00:00,231.104000,230.427000,0.677000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,86,Juan Pablo Montoya,11bd473d-0cf3-56e2-9aa9-fb4487870c59,2021-05-22T17:11:36+00:00,229.891000,230.427000,-0.536000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,9,Scott Dixon,d21081ad-a290-598a-a343-73123d94cb55,2021-05-22T16:01:36+00:00,231.828000,230.427000,1.401000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2021,98,Marco Andretti,c2deab22-d3a0-5601-80f8-4cbf631c8f88,2021-05-22T16:05:46+00:00,229.261000,230.427000,-1.166000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,10,Alex Palou,096ff05c-1785-53cf-be2f-65bbb6ce7cd1,2023-05-20T17:05:46+00:00,233.398000,232.737000,0.661000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,11,Takuma Sato,55b6b39a-d64a-5a38-9dbc-84a9faac294b,2023-05-20T16:51:32+00:00,232.857000,232.737000,0.120000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,14,Santino Ferrucci,cda49858-f649-523a-85fb-8d53847f80bf,2023-05-20T17:01:01+00:00,233.147000,232.737000,0.410000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,21,Rinus VeeKay,5d48192b-5510-5e99-b8c1-6f8dbd074ad7,2023-05-20T16:32:35+00:00,233.395000,232.737000,0.658000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,27,Kyle Kirkwood,dda33fdd-49c8-5082-a03d-252bf1a6fa49,2023-05-20T17:14:58+00:00,232.390000,232.737000,-0.347000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,29,Devlin DeFrancesco,f10d3a91-6f0d-59f0-9ea9-4db5cf6e44b9,2023-05-20T16:23:23+00:00,231.273000,232.737000,-1.464000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,33,Ed Carpenter,04dd64f3-9175-537b-b611-47d98856e4b7,2023-05-20T16:05:13+00:00,232.620000,232.737000,-0.117000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,44,Katherine Legge,939cb422-2442-550d-9cc5-80f8c372c5d7,2023-05-20T17:19:59+00:00,231.070000,232.737000,-1.667000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,5,Pato O'Ward,86528548-acb2-5972-a3cd-583a1a3f0514,2023-05-20T16:37:19+00:00,233.252000,232.737000,0.515000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,50,RC Enerson,66a44749-a775-58cd-858d-98e243eba973,2023-05-20T16:09:35+00:00,231.129000,232.737000,-1.608000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,55,Benjamin Pedersen,5ff6581d-9433-56e7-89ca-1cba397b1eb5,2023-05-20T15:46:28+00:00,232.739000,232.737000,0.002000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,66,Tony Kanaan,09f4cf1e-3fb8-5bfc-808c-b733eb495b54,2023-05-20T16:00:52+00:00,232.446000,232.737000,-0.291000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,7,Alexander Rossi,14c2e6a1-d204-5d45-adf6-473781a78254,2023-05-20T15:33:22+00:00,233.528000,232.737000,0.791000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,77,Callum Ilott,f7e8b948-2fd0-5183-971b-aaea5c66c226,2023-05-20T16:41:46+00:00,227.720000,232.737000,-5.017000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,8,Marcus Ericsson,67f2af5c-ca4c-55e7-8c2a-5361873b43cc,2023-05-20T15:24:22+00:00,232.735000,232.737000,-0.002000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2023,9,Scott Dixon,ad6c40ac-4389-5426-b8e5-1d130ac9da81,2023-05-20T15:37:44+00:00,232.914000,232.737000,0.177000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2024,12,Will Power,dde71df5-4fd6-5d14-89ce-1f65485e19f0,2024-05-18T15:56:00+00:00,233.758000,233.360000,0.398000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
2024,7,Alexander Rossi,3072c6a1-a1c0-561e-a338-3e9b559cea21,2024-05-18T17:53:59+00:00,232.962000,233.360000,-0.398000,FIRST_RUN_FIELD_RESIDUAL,WEAK_DENSE,OFFLINE TARGET EVIDENCE; NOT CAR-SPECIFIC PACE CORRECTION
