year,session_id,session_name,source_type,source_url,local_file,retrieval_method,bytes,sha256,pdf_signature_valid,acquisition_status,provenance_note
2020,5767,Practice 3 (Fast Friday),OFFICIAL_EDITORIAL_HTML,https://www.indycar.com/news/2020/08/08-14-Fast-Friday-Recap,r4/evidence/fast_friday/r4f6j/2020_fast_friday_official_editorial.html,HTTPS_DOWNLOAD,136613,3b536667440539c4e99dd621a3cbbcedaa346960b49ea6e89fd69c131e6828da,NOT_APPLICABLE,RECOVERED,Official INDYCAR public source preserved locally.
2020,5767,Practice 3 (Fast Friday),OFFICIAL_RESULTS_PDF,https://www.imscdn.com/INDYCAR/Documents/5767/2020-08-14/indycar-results-p3.pdf,r4/evidence/fast_friday/r4f6j/2020_fast_friday_practice3_results.pdf,CURL_TLS_BYPASS_KNOWN_IMS_CDN; PDF_SIGNATURE_VERIFIED,823103,a8c5c5aa46391a3e1cd01bce36735d2889f0cd506f4991fcf9ca047212cec887,PASS,RECOVERED,Official IMS CDN PDF. curl TLS verification was bypassed only for the known hostname mismatch; file signature and API rows were independently checked.
2020,5767,Practice 3 (Fast Friday),OFFICIAL_SESSION_API_JSON,https://www.indycar.com/api/results/EventsSessionDetails?id=5767,r4/evidence/fast_friday/r4f6j/2020_fast_friday_session_5767.json,HTTPS_DOWNLOAD,24413,c01eea2a01e7822abfdbdd6730f2753aa57d183836d0eaf816217b8c73d1a0dc,NOT_APPLICABLE,RECOVERED,Official INDYCAR public source preserved locally.
2022,6031,Practice 5 (Fast Friday),OFFICIAL_EDITORIAL_HTML,https://www.indycar.com/news/2022/05/05-20-practice,r4/evidence/fast_friday/r4f6j/2022_fast_friday_official_editorial.html,HTTPS_DOWNLOAD,136846,14d8915150de0f0efb8fec75a7cde0b9009f4bcfb61f9e3dd8955bac5bb34f63,NOT_APPLICABLE,RECOVERED,Official INDYCAR public source preserved locally.
2022,6031,Practice 5 (Fast Friday),OFFICIAL_RESULTS_PDF,https://www.imscdn.com/INDYCAR/Documents/6031/2022-05-20/indycar-results-p5.pdf,r4/evidence/fast_friday/r4f6j/2022_fast_friday_practice5_results.pdf,CURL_TLS_BYPASS_KNOWN_IMS_CDN; PDF_SIGNATURE_VERIFIED,827137,6e430d79de32569c41a9b478dbdc9fcedad769d2ea1148abf3b2cbcfa826a993,PASS,RECOVERED,Official IMS CDN PDF. curl TLS verification was bypassed only for the known hostname mismatch; file signature and API rows were independently checked.
2022,6031,Practice 5 (Fast Friday),OFFICIAL_SESSION_API_JSON,https://www.indycar.com/api/results/EventsSessionDetails?id=6031,r4/evidence/fast_friday/r4f6j/2022_fast_friday_session_6031.json,HTTPS_DOWNLOAD,24517,38b5741f677823a5c2d8288f3135afd2b772e1948c194a5b06b66c0edf10f76a,NOT_APPLICABLE,RECOVERED,Official INDYCAR public source preserved locally.
2025,6655,Practice 5 (Fast Friday by date and official editorial),OFFICIAL_EDITORIAL_HTML,https://www.indycar.com/news/2025/05/05-16-fastfriday-practice,r4/evidence/fast_friday/r4f6j/2025_fast_friday_official_editorial.html,HTTPS_DOWNLOAD,138820,dcbeb433736f2bbb2e8e89ee35e73aeeec4cca44f2625af6e51b55656242a873,NOT_APPLICABLE,RECOVERED,Official INDYCAR public source preserved locally.
2025,6655,Practice 5 (Fast Friday by date and official editorial),OFFICIAL_RESULTS_PDF,https://www.imscdn.com/INDYCAR/Documents/6655/2025-05-16/indycar-results-p5.pdf,r4/evidence/fast_friday/r4f6j/2025_fast_friday_practice5_results.pdf,CURL_TLS_BYPASS_KNOWN_IMS_CDN; PDF_SIGNATURE_VERIFIED,841302,a3bd13711b8a30d8502ca7347b87efd3196c20b4ac11b8744598e337e1efbf0d,PASS,RECOVERED,Official IMS CDN PDF. curl TLS verification was bypassed only for the known hostname mismatch; file signature and API rows were independently checked.
2025,6655,Practice 5 (Fast Friday by date and official editorial),OFFICIAL_SESSION_API_JSON,https://www.indycar.com/api/results/EventsSessionDetails?id=6655,r4/evidence/fast_friday/r4f6j/2025_fast_friday_session_6655.json,HTTPS_DOWNLOAD,25317,0e050d408ea690d4858ab576884d0a03728c2277bf66c4b2194f94bb6ff3d548,NOT_APPLICABLE,RECOVERED,Official INDYCAR public source preserved locally.
