model_version,fused_decision_id,source_decision_id,regime,year,car_number,driver_name,driver_key,source_attempt_id,decision_time_utc,fast_friday_reference_mph,fast_friday_reference_type,reference_source_file,same_session_other_support_count,same_session_support_basis,observed_field_mean_residual_mph,frozen_prior_mean_residual_mph,shrinkage_k,posterior_calibration_mph,predictive_mean_speed_mph,predictive_sd_mph,q05_speed_mph,q25_speed_mph,q50_speed_mph,q75_speed_mph,q95_speed_mph,uncertainty_class,performance_sample_ready,readiness_status,degraded_or_unresolved_reasons,point_prediction_formula,uncertainty_formula,calibration_evidence_file,uncertainty_parameter_file,future_outcome_or_leaderboard_used
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,DAY1_2020_51_POST_FIRST_ATTEMPT,DAY1,2020,51,James Davison,james davison,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,2020-08-15T16:41:35+00:00,229.766000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,18,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.705777777778,-0.685759615385,3.000000,-0.702918040293,229.063081959707,0.993305111107,227.429240445033,228.393107843448,229.063081959707,229.733056075966,230.696923474381,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,DAY1_2020_55_POST_FIRST_ATTEMPT,DAY1,2020,55,Alex Palou,alex palou,b3ac1729-6563-5819-a04b-0f76aeae5b0f,2020-08-15T16:45:45+00:00,231.989000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,19,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.722263157895,-0.685759615385,3.000000,-0.717285402098,231.271714597902,0.990651880183,229.642237259737,230.603530058706,231.271714597902,231.939899137098,232.901191936067,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,DAY1_2020_59_POST_FIRST_ATTEMPT,DAY1,2020,59,Max Chilton,max chilton,75519828-93ba-5485-a4bf-a06b93f7cec3,2020-08-15T17:29:05+00:00,227.610000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,25,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.898040000000,-0.685759615385,3.000000,-0.875295673077,226.734704326923,0.978623326684,225.125012198608,226.074632923772,226.734704326923,227.394775730074,228.344396455239,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,DAY1_2020_66_POST_FIRST_ATTEMPT,DAY1,2020,66,Fernando Alonso,fernando alonso,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,2020-08-15T15:59:05+00:00,229.788000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,10,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.701000000000,-0.685759615385,3.000000,-0.697482988166,229.090517011834,1.028552428335,227.398698819578,228.396768941383,229.090517011834,229.784265082286,230.782335204091,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,DAY1_2020_67_POST_FIRST_ATTEMPT,DAY1,2020,67,JR Hildebrand,jr hildebrand,1a120ea2-c723-5585-8ec6-30169bb44ca7,2020-08-15T17:38:15+00:00,228.275000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,27,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.910296296296,-0.685759615385,3.000000,-0.887842628205,227.387157371795,0.975660458297,225.782338728292,226.729084393002,227.387157371795,228.045230350588,228.991976015298,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,DAY1_2020_7_POST_FIRST_ATTEMPT,DAY1,2020,7,Oliver Askew,oliver askew,72b65040-5363-5722-b1cd-297bffa2af77,2020-08-15T16:18:15+00:00,230.507000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,13,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.778076923077,-0.685759615385,3.000000,-0.760767427885,229.746232572115,1.011357666223,228.082697246683,229.064082192466,229.746232572115,230.428382951765,231.409767897547,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,DAY1_2020_8_POST_FIRST_ATTEMPT,DAY1,2020,8,Marcus Ericsson,marcus ericsson,518373d9-25de-58cf-8315-f6c215b6f672,2020-08-15T16:13:15+00:00,231.763000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,12,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.735333333333,-0.685759615385,3.000000,-0.725418589744,231.037581410256,1.016354922704,229.365826329377,230.352060432331,231.037581410256,231.723102388182,232.709336491136,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,DAY1_2020_81_POST_FIRST_ATTEMPT,DAY1,2020,81,Ben Hanley,ben hanley,a3016f3b-449e-576c-bf0f-284c71eddb34,2020-08-15T16:36:35+00:00,222.086000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,17,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.680235294118,-0.685759615385,3.000000,-0.681063942308,221.404936057692,0.996215503491,219.766307373550,220.732998911601,221.404936057692,222.076873203783,223.043564741835,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,DAY1_2020_88_POST_FIRST_ATTEMPT,DAY1,2020,88,Colton Herta,colton herta,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,2020-08-15T17:24:05+00:00,231.595000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,24,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.892333333333,-0.685759615385,3.000000,-0.869380698006,230.725619301994,0.980265495102,229.113226047000,230.064440273077,230.725619301994,231.386798330911,232.338012556988,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,DAY1_2020_98_POST_FIRST_ATTEMPT,DAY1,2020,98,Marco Andretti,marco andretti,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,2020-08-15T17:14:05+00:00,233.491000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,22,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.840181818182,-0.685759615385,3.000000,-0.821651153846,232.669348846154,0.983934006775,231.050921426429,232.005695443715,232.669348846154,233.333002248593,234.287776265879,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1_2021_1_POST_FIRST_ATTEMPT,DAY1,2021,1,JR Hildebrand,jr hildebrand,f31f214f-a151-5b1d-afaf-bb7103c2d514,2021-05-22T17:16:36+00:00,229.973000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,15,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.607933333333,-0.685759615385,3.000000,-0.620904380342,229.352095619658,1.002973576869,227.702350894009,228.675600222342,229.352095619658,230.028591016974,231.001840345308,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1_2021_11_POST_FIRST_ATTEMPT,DAY1,2021,11,Charlie Kimball,charlie kimball,c150c8f9-470c-58e6-8766-44b6b751369f,2021-05-22T18:30:47+00:00,228.520000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,30,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.763466666667,-0.685759615385,3.000000,-0.756402389277,227.763597610723,0.971876471281,226.165003071987,227.108076892387,227.763597610723,228.419118329058,229.362192149458,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1_2021_12_POST_FIRST_ATTEMPT,DAY1,2021,12,Will Power,will power,6992580a-0371-5eda-b01d-2adaca099ff4,2021-05-22T17:21:36+00:00,229.847000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,16,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.569500000000,-0.685759615385,3.000000,-0.587856781377,229.259143218623,0.999422392581,227.615239671330,228.585043058711,229.259143218623,229.933243378536,230.903046765917,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1_2021_14_POST_FIRST_ATTEMPT,DAY1,2021,14,Sebastien Bourdais,sebastien bourdais,da571070-dc03-5eb8-ac88-efd026c446d8,2021-05-22T18:35:48+00:00,229.426000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,31,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.742677419355,-0.685759615385,3.000000,-0.737655260181,228.688344739819,0.970760726865,227.091585437333,228.033576579656,228.688344739819,229.343112899982,230.285104042305,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1_2021_15_POST_FIRST_ATTEMPT,DAY1,2021,15,Graham Rahal,graham rahal,696a641a-81d7-5a8c-842f-4f3170a4b8e4,2021-05-22T17:53:16+00:00,231.518000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,23,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.527391304348,-0.685759615385,3.000000,-0.545664571006,230.972335428994,0.982030913133,229.357038319749,230.309965643710,230.972335428994,231.634705214278,232.587632538239,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1_2021_16_POST_FIRST_ATTEMPT,DAY1,2021,16,Simona De Silvestro,simona de silvestro,8f660bff-74bd-551e-9007-95b730f87e7d,2021-05-22T18:26:36+00:00,229.477000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,29,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.744827586207,-0.685759615385,3.000000,-0.739289963942,228.737710036058,0.973060547934,227.137167864545,228.081390670156,228.737710036058,229.394029401959,230.338252207570,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1_2021_2_POST_FIRST_ATTEMPT,DAY1,2021,2,Josef Newgarden,josef newgarden,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,2021-05-22T16:39:06+00:00,230.479000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,8,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.773375000000,-0.685759615385,3.000000,-0.749479895105,229.729520104895,1.044955962974,228.010720499193,229.024708018463,229.729520104895,230.434332191327,231.448319710597,LIMITED_N_3_9,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1_2021_20_POST_FIRST_ATTEMPT,DAY1,2021,20,Ed Carpenter,ed carpenter,bcd24d81-7b19-5290-b6d7-b3ce5ce41195,2021-05-22T17:25:46+00:00,230.901000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,17,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.582764705882,-0.685759615385,3.000000,-0.598213942308,230.302786057692,0.996215503491,228.664157373550,229.630848911601,230.302786057692,230.974723203783,231.941414741835,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1_2021_21_POST_FIRST_ATTEMPT,DAY1,2021,21,Rinus VeeKay,rinus veekay,407a503c-1695-5af6-9b88-28e9d802c8d1,2021-05-22T16:43:16+00:00,231.325000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,9,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.735222222222,-0.685759615385,3.000000,-0.722856570513,230.602143429487,1.036102952614,228.897905729985,229.903302607801,230.602143429487,231.300984251173,232.306381128989,LIMITED_N_3_9,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1_2021_22_POST_FIRST_ATTEMPT,DAY1,2021,22,Simon Pagenaud,simon pagenaud,5f22f207-f450-5086-ab38-14fe980d9fed,2021-05-22T18:07:26+00:00,229.792000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,25,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.738840000000,-0.685759615385,3.000000,-0.733152815934,229.058847184066,0.978623326684,227.449155055750,228.398775780915,229.058847184066,229.718918587217,230.668539312381,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1_2021_26_POST_FIRST_ATTEMPT,DAY1,2021,26,Colton Herta,colton herta,e9da8645-6367-51bf-8601-3670e9e76c5e,2021-05-22T18:12:27+00:00,232.784000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,26,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.710961538462,-0.685759615385,3.000000,-0.708354442971,232.075645557029,0.977091930269,230.468472351661,231.416607065063,232.075645557029,232.734684048995,233.682818762397,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1_2021_27_POST_FIRST_ATTEMPT,DAY1,2021,27,Alexander Rossi,alexander rossi,69b27d9b-5386-5a2c-a855-449bb527fca1,2021-05-22T18:17:26+00:00,231.598000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,27,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.726703703704,-0.685759615385,3.000000,-0.722609294872,230.875390705128,0.975660458297,229.270572061625,230.217317726335,230.875390705128,231.533463683921,232.480209348631,LATER_N_20_PLUS,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
R4F8G_PERFORMANCE_UNCERTAINTY_V1,DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1_2021_3_POST_FIRST_ATTEMPT,DAY1,2021,3,Scott McLaughlin,scott mclaughlin,20b68ba3-153d-53cd-9ef8-e81c295271bf,2021-05-22T16:48:16+00:00,230.415000,FROZEN_R4F7_DEVELOPMENT_REFERENCE,r4/output/r4f7c5_prospective_past_only_state_panel_v1.csv,10,FROZEN_R4F7_STRICTLY_EARLIER_OTHER_DRIVER_DEVELOPMENT_ROWS,-0.710100000000,-0.685759615385,3.000000,-0.704482988166,229.710517011834,1.028552428335,228.018698819578,229.016768941383,229.710517011834,230.404265082286,231.402335204091,MODERATE_N_10_19,True,SAMPLE_READY,,FastFridayReference+((k*frozen_prior_mean)+(n*strictly_prior_other_driver_mean))/(k+n),"Normal(center,sqrt(high_support_LOYO_residual_sd^2+prior_sd^2*k/(k+n)))",r4/output/r4f8g_development_residual_calibration_evidence_v1.csv,r4/output/r4f8g_uncertainty_parameters_v1.csv,False
