fused_decision_id,year,driver,assumed_time_remaining_minutes,priority_wait_reduction_percent,retain_p_completed,withdraw_p_completed,retain_p_final_meets_benchmark,withdraw_p_final_meets_benchmark,withdraw_p_no_final_result,withdraw_p_final_worse_than_current,delta_benchmark_success_probability
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,10,0,0.2432,0.2432,0.0,0.0,0.7568,0.7993,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,10,25,0.2432,0.2432,0.0,0.0,0.7568,0.7993,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,10,50,0.2432,0.2432,0.0,0.0,0.7568,0.7993,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,10,75,0.2432,0.49645,0.0,0.0,0.50355,0.5894,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,15,0,0.24675,0.24675,0.0,0.0,0.75325,0.7953,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,15,25,0.24675,0.5012,0.0,5e-05,0.4988,0.5852,5e-05
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,15,50,0.24675,0.5012,0.0,5e-05,0.4988,0.5852,5e-05
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,15,75,0.24675,1.0,0.0,0.0001,0.0,0.17145,0.0001
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,20,0,0.49525,0.49525,5e-05,5e-05,0.50475,0.5926,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,20,25,0.49525,0.49525,5e-05,5e-05,0.50475,0.5926,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,20,50,0.49525,0.75445,5e-05,5e-05,0.24555,0.37785,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,20,75,0.49525,1.0,5e-05,0.0001,0.0,0.17295,5e-05
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,30,0,0.49625,0.49625,5e-05,5e-05,0.50375,0.59185,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,30,25,0.49625,0.75165,5e-05,5e-05,0.24835,0.38185,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,30,50,0.49625,1.0,5e-05,5e-05,0.0,0.17735,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,30,75,0.49625,1.0,5e-05,5e-05,0.0,0.17735,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,45,0,0.7519,0.7519,0.0,0.0,0.2481,0.38095,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,45,25,0.7519,1.0,0.0,0.0,0.0,0.17535,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,45,50,0.7519,1.0,0.0,0.0,0.0,0.17535,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,45,75,0.7519,1.0,0.0,0.0,0.0,0.17535,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,60,0,1.0,1.0,5e-05,5e-05,0.0,0.17515,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,60,25,1.0,1.0,5e-05,5e-05,0.0,0.17515,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,60,50,1.0,1.0,5e-05,5e-05,0.0,0.17515,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,60,75,1.0,1.0,5e-05,5e-05,0.0,0.17515,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,5,75,0.0,0.2497,0.0,0.14315,0.7503,0.8461,0.14315
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,10,0,0.2464,0.2464,0.14525,0.14525,0.7536,0.84435,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,10,25,0.2464,0.2464,0.14525,0.14525,0.7536,0.84435,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,10,50,0.2464,0.2464,0.14525,0.14525,0.7536,0.84435,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,10,75,0.2464,0.50025,0.14525,0.2925,0.49975,0.6874,0.14725
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,15,0,0.25215,0.25215,0.14405,0.14405,0.74785,0.84595,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,15,25,0.25215,0.50145,0.14405,0.28865,0.49855,0.69185,0.1446
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,15,50,0.25215,0.50145,0.14405,0.28865,0.49855,0.69185,0.1446
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,15,75,0.25215,1.0,0.14405,0.57455,0.0,0.3843,0.4305
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,20,0,0.4998,0.4998,0.2891,0.2891,0.5002,0.68955,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,20,25,0.4998,0.4998,0.2891,0.2891,0.5002,0.68955,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,20,50,0.4998,0.7513,0.2891,0.4354,0.2487,0.53375,0.14629999999999999
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,20,75,0.4998,1.0,0.2891,0.5829,0.0,0.37645,0.29379999999999995
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,30,0,0.50515,0.50515,0.2911,0.2911,0.49485,0.6871,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,30,25,0.50515,0.7523,0.2911,0.43405,0.2477,0.5342,0.14294999999999997
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,30,50,0.50515,1.0,0.2911,0.5762,0.0,0.38175,0.2851
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,30,75,0.50515,1.0,0.2911,0.5762,0.0,0.38175,0.2851
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,45,0,0.74605,0.74605,0.43375,0.43375,0.25395,0.5343,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,45,25,0.74605,1.0,0.43375,0.5811,0.0,0.3763,0.14734999999999993
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,45,50,0.74605,1.0,0.43375,0.5811,0.0,0.3763,0.14734999999999993
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,45,75,0.74605,1.0,0.43375,0.5811,0.0,0.3763,0.14734999999999993
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,60,0,1.0,1.0,0.5795,0.5795,0.0,0.3804,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,60,25,1.0,1.0,0.5795,0.5795,0.0,0.3804,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,60,50,1.0,1.0,0.5795,0.5795,0.0,0.3804,0.0
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,60,75,1.0,1.0,0.5795,0.5795,0.0,0.3804,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,5,75,0.0,0.25,0.0,0.0,0.75,0.7862,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,10,0,0.2484,0.2484,0.00025,0.00025,0.7516,0.78785,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,10,25,0.2484,0.2484,0.00025,0.00025,0.7516,0.78785,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,10,50,0.2484,0.2484,0.00025,0.00025,0.7516,0.78785,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,10,75,0.2484,0.49975,0.00025,0.0004,0.50025,0.57175,0.00015000000000000001
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,15,0,0.24885,0.24885,0.00015,0.00015,0.75115,0.7857,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,15,25,0.24885,0.49835,0.00015,0.0003,0.50165,0.57475,0.00015
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,15,50,0.24885,0.49835,0.00015,0.0003,0.50165,0.57475,0.00015
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,15,75,0.24885,1.0,0.00015,0.00065,0.0,0.14355,0.0005
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,20,0,0.50355,0.50355,0.0005,0.0005,0.49645,0.56735,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,20,25,0.50355,0.50355,0.0005,0.0005,0.49645,0.56735,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,20,50,0.50355,0.75595,0.0005,0.0007,0.24405,0.3488,0.00019999999999999998
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,20,75,0.50355,1.0,0.0005,0.0009,0.0,0.13745,0.00039999999999999996
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,30,0,0.499,0.499,0.00025,0.00025,0.501,0.5715,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,30,25,0.499,0.7501,0.00025,0.0005,0.2499,0.35755,0.00025
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,30,50,0.499,1.0,0.00025,0.0006,0.0,0.1403,0.00034999999999999994
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,30,75,0.499,1.0,0.00025,0.0006,0.0,0.1403,0.00034999999999999994
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,45,0,0.7522,0.7522,0.00045,0.00045,0.2478,0.3553,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,45,25,0.7522,1.0,0.00045,0.00075,0.0,0.1422,0.00030000000000000003
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,45,50,0.7522,1.0,0.00045,0.00075,0.0,0.1422,0.00030000000000000003
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,45,75,0.7522,1.0,0.00045,0.00075,0.0,0.1422,0.00030000000000000003
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,60,0,1.0,1.0,0.0007,0.0007,0.0,0.14195,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,60,25,1.0,1.0,0.0007,0.0007,0.0,0.14195,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,60,50,1.0,1.0,0.0007,0.0007,0.0,0.14195,0.0
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,60,75,1.0,1.0,0.0007,0.0007,0.0,0.14195,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,5,75,0.0,0.25605,0.0,0.1122,0.74395,0.87475,0.1122
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,10,0,0.2444,0.2444,0.10925,0.10925,0.7556,0.87795,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,10,25,0.2444,0.2444,0.10925,0.10925,0.7556,0.87795,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,10,50,0.2444,0.2444,0.10925,0.10925,0.7556,0.87795,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,10,75,0.2444,0.5021,0.10925,0.2184,0.4979,0.7553,0.10915000000000001
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,15,0,0.25305,0.25305,0.11185,0.11185,0.74695,0.87445,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,15,25,0.25305,0.50695,0.11185,0.2204,0.49305,0.7529,0.10855000000000001
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,15,50,0.25305,0.50695,0.11185,0.2204,0.49305,0.7529,0.10855000000000001
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,15,75,0.25305,1.0,0.11185,0.4346,0.0,0.5101,0.32275
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,20,0,0.49405,0.49405,0.2164,0.2164,0.50595,0.75405,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,20,25,0.49405,0.49405,0.2164,0.2164,0.50595,0.75405,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,20,50,0.49405,0.74435,0.2164,0.32705,0.25565,0.6302,0.11065
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,20,75,0.49405,1.0,0.2164,0.43915,0.0,0.50395,0.22274999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,30,0,0.50385,0.50385,0.22015,0.22015,0.49615,0.75125,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,30,25,0.50385,0.7527,0.22015,0.3307,0.2473,0.62645,0.11054999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,30,50,0.50385,1.0,0.22015,0.44055,0.0,0.50435,0.22039999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,30,75,0.50385,1.0,0.22015,0.44055,0.0,0.50435,0.22039999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,45,0,0.7495,0.7495,0.33015,0.33015,0.2505,0.6293,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,45,25,0.7495,1.0,0.33015,0.4372,0.0,0.50835,0.10704999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,45,50,0.7495,1.0,0.33015,0.4372,0.0,0.50835,0.10704999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,45,75,0.7495,1.0,0.33015,0.4372,0.0,0.50835,0.10704999999999998
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,60,0,1.0,1.0,0.4352,0.4352,0.0,0.5072,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,60,25,1.0,1.0,0.4352,0.4352,0.0,0.5072,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,60,50,1.0,1.0,0.4352,0.4352,0.0,0.5072,0.0
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,60,75,1.0,1.0,0.4352,0.4352,0.0,0.5072,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,5,75,0.0,0.24995,0.0,0.0,0.75005,0.83315,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,10,0,0.25115,0.25115,0.0,0.0,0.74885,0.8289,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,10,25,0.25115,0.25115,0.0,0.0,0.74885,0.8289,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,10,50,0.25115,0.25115,0.0,0.0,0.74885,0.8289,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,10,75,0.25115,0.5,0.0,0.0,0.5,0.66255,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,15,0,0.2498,0.2498,0.0,0.0,0.7502,0.83185,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,15,25,0.2498,0.496,0.0,0.0,0.504,0.6635,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,15,50,0.2498,0.496,0.0,0.0,0.504,0.6635,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,15,75,0.2498,1.0,0.0,0.0,0.0,0.32565,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,20,0,0.49385,0.49385,0.0,0.0,0.50615,0.663,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,20,25,0.49385,0.49385,0.0,0.0,0.50615,0.663,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,20,50,0.49385,0.7472,0.0,0.0,0.2528,0.48925,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,20,75,0.49385,1.0,0.0,0.0,0.0,0.31755,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,30,0,0.5005,0.5005,0.0,0.0,0.4995,0.66105,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,30,25,0.5005,0.75,0.0,0.0,0.25,0.4937,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,30,50,0.5005,1.0,0.0,0.0,0.0,0.3234,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,30,75,0.5005,1.0,0.0,0.0,0.0,0.3234,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,45,0,0.7499,0.7499,0.0,0.0,0.2501,0.49015,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,45,25,0.7499,1.0,0.0,0.0,0.0,0.32075,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,45,50,0.7499,1.0,0.0,0.0,0.0,0.32075,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,45,75,0.7499,1.0,0.0,0.0,0.0,0.32075,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,60,0,1.0,1.0,0.0,0.0,0.0,0.33095,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,60,25,1.0,1.0,0.0,0.0,0.0,0.33095,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,60,50,1.0,1.0,0.0,0.0,0.0,0.33095,0.0
DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,2020,Ben Hanley,60,75,1.0,1.0,0.0,0.0,0.0,0.33095,0.0
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,5,0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,5,25,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,5,50,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,5,75,0.0,0.25345,1.0,0.14355,0.74655,0.85645,-0.8564499999999999
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,10,0,0.24955,0.24955,1.0,0.1458,0.75045,0.8542,-0.8542
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,10,25,0.24955,0.24955,1.0,0.1458,0.75045,0.8542,-0.8542
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,10,50,0.24955,0.24955,1.0,0.1458,0.75045,0.8542,-0.8542
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,10,75,0.24955,0.50285,1.0,0.28975,0.49715,0.71025,-0.71025
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,15,0,0.25245,0.25245,1.0,0.1435,0.74755,0.8565,-0.8565
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,15,25,0.25245,0.5011,1.0,0.28565,0.4989,0.71435,-0.71435
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,15,50,0.25245,0.5011,1.0,0.28565,0.4989,0.71435,-0.71435
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,15,75,0.25245,1.0,1.0,0.56975,0.0,0.43025,-0.43025
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,20,0,0.4994,0.4994,1.0,0.28365,0.5006,0.71635,-0.71635
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,20,25,0.4994,0.4994,1.0,0.28365,0.5006,0.71635,-0.71635
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,20,50,0.4994,0.7482,1.0,0.42765,0.2518,0.57235,-0.57235
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,20,75,0.4994,1.0,1.0,0.5672,0.0,0.4328,-0.43279999999999996
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,30,0,0.49315,0.49315,1.0,0.2818,0.50685,0.7182,-0.7182
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,30,25,0.49315,0.7471,1.0,0.4244,0.2529,0.5756,-0.5756
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,30,50,0.49315,1.0,1.0,0.57005,0.0,0.42995,-0.42995000000000005
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,30,75,0.49315,1.0,1.0,0.57005,0.0,0.42995,-0.42995000000000005
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,45,0,0.7524,0.7524,1.0,0.425,0.2476,0.575,-0.575
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,45,25,0.7524,1.0,1.0,0.5648,0.0,0.4352,-0.43520000000000003
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,45,50,0.7524,1.0,1.0,0.5648,0.0,0.4352,-0.43520000000000003
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,45,75,0.7524,1.0,1.0,0.5648,0.0,0.4352,-0.43520000000000003
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,60,0,1.0,1.0,1.0,0.5674,0.0,0.4326,-0.4326
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,60,25,1.0,1.0,1.0,0.5674,0.0,0.4326,-0.4326
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,60,50,1.0,1.0,1.0,0.5674,0.0,0.4326,-0.4326
DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,2020,Colton Herta,60,75,1.0,1.0,1.0,0.5674,0.0,0.4326,-0.4326
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,5,0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,5,25,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,5,50,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,5,75,0.0,0.25085,1.0,0.2195,0.74915,0.81905,-0.7805
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,10,0,0.2472,0.2472,1.0,0.2156,0.7528,0.8209,-0.7844
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,10,25,0.2472,0.2472,1.0,0.2156,0.7528,0.8209,-0.7844
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,10,50,0.2472,0.2472,1.0,0.2156,0.7528,0.8209,-0.7844
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,10,75,0.2472,0.49985,1.0,0.4345,0.50015,0.64045,-0.5655
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,15,0,0.24855,0.24855,1.0,0.2175,0.75145,0.82065,-0.7825
DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,2020,Marcus Ericsson,15,25,0.24855,0.4947,1.0,0.4321,0.5053,0.6453,-0.5679000000000001
